Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
INFY,"1,174.8",0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,87078800,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,1369200,-81.89,-81.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
FINNIFTY,"26,922.2",0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,30180,-0.79,-0.79,-0.79,-0.79,-0.79,,,,,,,,,1320,-82.26,-82.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TATAELXSI,"3,768.7",0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,2383000,-0.21,-0.21,-0.21,-0.21,-0.21,,,,,,,,,29750,-82.64,-82.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SUNPHARMA,"1,947.4",-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,13841450,0.12,0.12,0.12,0.12,0.12,,,,,,,,,144200,-82.71,-82.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
JIOFIN,266.8,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,185791000,0.02,0.02,0.02,0.02,0.02,,,,,,,,,4852750,-82.81,-82.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
KFINTECH,945.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,4241775,1.28,1.28,1.28,1.28,1.28,,,,,,,,,186875,-83.19,-83.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
RBLBANK,383.55,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,44694475,0.1,0.1,0.1,0.1,0.1,,,,,,,,,993775,-83.27,-83.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BAJAJFINSV,"2,108.9",1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,8030400,0.71,0.71,0.71,0.71,0.71,,,,,,,,,201000,-83.64,-83.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
VEDL,270.95,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,50522950,0.36,0.36,0.36,0.36,0.36,,,,,,,,,1108600,-83.8,-83.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
RADICO,"4,512.7",0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,809850,0.5,0.5,0.5,0.5,0.5,,,,,,,,,20700,-83.92,-83.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
MOTILALOFS,873,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,6965700,0.25,0.25,0.25,0.25,0.25,,,,,,,,,127100,-83.97,-83.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PIDILITIND,"1,651.7",2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,7937500,-0.59,-0.59,-0.59,-0.59,-0.59,,,,,,,,,896000,-83.98,-83.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
NIFTY,24699,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,11721580,-0.53,-0.53,-0.53,-0.53,-0.53,,,,,,,,,654225,-84.07,-84.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SUPREMEIND,"3,510.7",-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,2287425,0.2,0.2,0.2,0.2,0.2,,,,,,,,,22925,-84.08,-84.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PRESTIGE,"1,627.3",2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,5148000,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,102150,-84.39,-84.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
POWERGRID,284.4,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,46386600,0.09,0.09,0.09,0.09,0.09,,,,,,,,,651700,-84.43,-84.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ICICIBANK,"1,452.9",0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,104023500,0.11,0.11,0.11,0.11,0.11,,,,,,,,,867300,-84.71,-84.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
RELIANCE,"1,300.9",0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,103600000,0.25,0.25,0.25,0.25,0.25,,,,,,,,,1004500,-84.97,-84.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
MOTHERSON,153.75,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,127575600,0.38,0.38,0.38,0.38,0.38,,,,,,,,,3579300,-85.01,-85.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ULTRACEMCO,12078,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,1606250,0.08,0.08,0.08,0.08,0.08,,,,,,,,,12050,-85.21,-85.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
IDFCFIRSTB,86.09,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,355251050,0,0,0,0,0,,,,,,,,,2699025,-85.24,-85.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
CUMMINSIND,"5,576.5",1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,4071400,0.16,0.16,0.16,0.16,0.16,,,,,,,,,128000,-85.59,-85.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SBICARD,667.7,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,22298400,0.15,0.15,0.15,0.15,0.15,,,,,,,,,344800,-85.63,-85.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
IDEA,12.96,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,5888896725,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,21513975,-85.78,-85.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
CGPOWER,887,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,20120350,0.62,0.62,0.62,0.62,0.62,,,,,,,,,646000,-86.12,-86.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
NAUKRI,"1,269.2",0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,13862750,0.13,0.13,0.13,0.13,0.13,,,,,,,,,124300,-86.21,-86.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
CIPLA,"1,449.3",-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,8901625,0.12,0.12,0.12,0.12,0.12,,,,,,,,,68850,-86.24,-86.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
GAIL,176.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,90947450,-0.16,-0.16,-0.16,-0.16,-0.16,,,,,,,,,2151300,-86.32,-86.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
NATIONALUM,382.6,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,45328125,0.18,0.18,0.18,0.18,0.18,,,,,,,,,1880625,-86.56,-86.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SIEMENS,"4,056.2",0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,3480575,0.71,0.71,0.71,0.71,0.71,,,,,,,,,129325,-86.6,-86.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
UNOMINDA,1275,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,3.44,4679400,0.35,0.35,0.35,0.35,0.35,,,,,,,,,344850,-86.66,-86.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BANDHANBNK,174.51,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,132530400,-0.37,-0.37,-0.37,-0.37,-0.37,,,,,,,,,1015200,-86.78,-86.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
KOTAKBANK,398.15,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,173014000,0.16,0.16,0.16,0.16,0.16,,,,,,,,,1092000,-86.78,-86.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
MANKIND,2459,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,3284000,0.21,0.21,0.21,0.21,0.21,,,,,,,,,33250,-86.82,-86.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
EICHERMOT,"7,991.5",1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,3713500,0.3,0.3,0.3,0.3,0.3,,,,,,,,,46800,-86.84,-86.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
POWERINDIA,32625,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,587825,-0.04,-0.04,-0.04,-0.04,-0.04,,,,,,,,,10375,-86.96,-86.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
MAXHEALTH,"1,072.2",-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,9895200,0.29,0.29,0.29,0.29,0.29,,,,,,,,,103950,-87.07,-87.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
FORTIS,926.05,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,10066475,0.29,0.29,0.29,0.29,0.29,,,,,,,,,233275,-87.25,-87.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
VOLTAS,"1,324.7",0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,7092375,0.71,0.71,0.71,0.71,0.71,,,,,,,,,209250,-87.32,-87.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HEROMOTOCO,5638,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,4726050,0.55,0.55,0.55,0.55,0.55,,,,,,,,,152700,-87.33,-87.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ADANIPOWER,211.34,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,156831900,0.1,0.1,0.1,0.1,0.1,,,,,,,,,812950,-87.34,-87.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
VBL,445.1,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,54508800,0.15,0.15,0.15,0.15,0.15,,,,,,,,,323850,-87.38,-87.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
IEX,131.35,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,72884250,0.06,0.06,0.06,0.06,0.06,,,,,,,,,913500,-87.41,-87.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
NIFTYNXT50,"74,540.2",0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,18975,0.26,0.26,0.26,0.26,0.26,,,,,,,,,450,-87.41,-87.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
RVNL,233.73,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,34911800,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,,,,444675,-87.59,-87.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ADANIGREEN,"1,400.4",0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,26541000,0.19,0.19,0.19,0.19,0.19,,,,,,,,,282000,-87.74,-87.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
JINDALSTEL,"1,127.3",0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,13781250,0.27,0.27,0.27,0.27,0.27,,,,,,,,,138750,-87.9,-87.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
IRFC,90.27,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,87586625,-0.35,-0.35,-0.35,-0.35,-0.35,,,,,,,,,819175,-87.93,-87.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SHREECEM,26980,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,371275,0.23,0.23,0.23,0.23,0.23,,,,,,,,,3825,-88.16,-88.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TORNTPHARM,5010,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,-1.08,3644500,0.22,0.22,0.22,0.22,0.22,,,,,,,,,35375,-88.18,-88.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
OFSS,11636,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,1265000,0.43,0.43,0.43,0.43,0.43,,,,,,,,,30900,-88.22,-88.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ADANIENSOL,"1,656.9",0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,19381950,0.2,0.2,0.2,0.2,0.2,,,,,,,,,95850,-88.25,-88.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BRITANNIA,"5,423.5",-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,1887500,0.63,0.63,0.63,0.63,0.63,,,,,,,,,28000,-88.25,-88.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PAGEIND,39980,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,234540,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,,,,3300,-88.28,-88.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BAJAJ-AUTO,11660,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1867500,0.26,0.26,0.26,0.26,0.26,,,,,,,,,26025,-88.34,-88.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
VMM,110.47,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,47374800,0.68,0.68,0.68,0.68,0.68,,,,,,,,,819650,-88.39,-88.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SWIGGY,291.7,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,66650825,0.58,0.58,0.58,0.58,0.58,,,,,,,,,1299400,-88.5,-88.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
DELHIVERY,469.55,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,27761425,0.19,0.19,0.19,0.19,0.19,,,,,,,,,539500,-88.71,-88.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SOLARINDS,18803,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,790350,0.11,0.11,0.11,0.11,0.11,,,,,,,,,7300,-89.2,-89.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BEL,392.4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,103120125,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,863550,-89.22,-89.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HDFCLIFE,544.3,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,47206500,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,1179200,-89.38,-89.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
DMART,"3,998.8",0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,5154450,0.28,0.28,0.28,0.28,0.28,,,,,,,,,31350,-89.4,-89.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TATACONSUM,"1,093.5",0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,15677750,0.1,0.1,0.1,0.1,0.1,,,,,,,,,125950,-89.41,-89.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SUZLON,48.8,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,460933800,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,2590800,-89.44,-89.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
NMDC,85.15,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,344938500,0.07,0.07,0.07,0.07,0.07,,,,,,,,,1458000,-89.5,-89.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ICICIPRULI,514.7,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,17940375,0.57,0.57,0.57,0.57,0.57,,,,,,,,,365375,-89.53,-89.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
WIPRO,188.59,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,215526000,-0.04,-0.04,-0.04,-0.04,-0.04,,,,,,,,,1605000,-89.61,-89.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SRF,"2,642.7",0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,4582800,0.21,0.21,0.21,0.21,0.21,,,,,,,,,32000,-89.64,-89.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PERSISTENT,5560,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,3553250,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,44375,-89.65,-89.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
ITC,287.7,0,0,0,0,0,0,0,0,0,0,0,156923250,0.04,0.04,0.04,0.04,0.04,,,,,,,,,905625,-89.66,-89.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
NAM-INDIA,"1,188.5",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,7396250,0.76,0.76,0.76,0.76,0.76,,,,,,,,,146250,-89.78,-89.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TITAN,"4,902.6",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5250875,0.03,0.03,0.03,0.03,0.03,,,,,,,,,52150,-89.79,-89.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
SONACOMS,794,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,10847375,0.22,0.22,0.22,0.22,0.22,,,,,,,,,197225,-90.22,-90.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
FEDERALBNK,358.65,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,84482500,0.16,0.16,0.16,0.16,0.16,,,,,,,,,650000,-90.26,-90.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TATASTEEL,192.27,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,170214000,0.12,0.12,0.12,0.12,0.12,,,,,,,,,1740750,-90.3,-90.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BIOCON,427.95,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,47422500,0.09,0.09,0.09,0.09,0.09,,,,,,,,,605000,-90.5,-90.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
DALBHARAT,1831,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,3763825,0.06,0.06,0.06,0.06,0.06,,,,,,,,,12350,-90.52,-90.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HYUNDAI,"2,215.7",0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,3956975,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,77000,-90.64,-90.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HCLTECH,"1,366.3",0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,27316000,0.01,0.01,0.01,0.01,0.01,,,,,,,,,228400,-90.94,-90.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HINDUNILVR,"2,096.7",0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,14802600,0.09,0.09,0.09,0.09,0.09,,,,,,,,,156900,-91.0,-91.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
LICHSGFIN,505.55,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,29981000,0.17,0.17,0.17,0.17,0.17,,,,,,,,,232000,-91.04,-91.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
BLUESTARCO,"1,698.3",1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,3446300,0.37,0.37,0.37,0.37,0.37,,,,,,,,,98475,-91.14,-91.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
GRASIM,3167,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,11900500,0.06,0.06,0.06,0.06,0.06,,,,,,,,,58750,-91.23,-91.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
UPL,583,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,33795055,1.02,1.02,1.02,1.02,1.02,,,,,,,,,1090775,-91.27,-91.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PHOENIXLTD,1959,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,3608850,-0.08,-0.08,-0.08,-0.08,-0.08,,,,,,,,,45850,-91.49,-91.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
TCS,2448,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,30785850,0.11,0.11,0.11,0.11,0.11,,,,,,,,,231525,-91.52,-91.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
DABUR,410.25,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,29048750,0.95,0.95,0.95,0.95,0.95,,,,,,,,,748750,-91.59,-91.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PFC,419.8,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,54852200,0.2,0.2,0.2,0.2,0.2,,,,,,,,,535600,-91.61,-91.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
GODREJCP,1073,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,11210000,0.21,0.21,0.21,0.21,0.21,,,,,,,,,98000,-91.62,-91.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
HDFCAMC,"2,583.2",1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,6353700,-0.04,-0.04,-0.04,-0.04,-0.04,,,,,,,,,81300,-91.64,-91.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
PIIND,"2,794.3",-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,-0.19,2732275,0.05,0.05,0.05,0.05,0.05,,,,,,,,,15925,-91.72,-91.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_5_8_2026 (2).xlsx
