Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Pattern_DNA,Pattern_ID
LTM,4644.8,1.57,2588100.0,2.45,,,,,,,,,154050.0,-74.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,40,NEUTRAL,Positive Price Momentum; Fresh OI Buildup,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.57|OI:2.45|VOL:-74.26|FUT:nan,PDNA_7D333AB8
PGEL,624.0,1.56,12060250.0,2.04,,,,,,,,,2361700.0,-45.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,40,NEUTRAL,Positive Price Momentum; Fresh OI Buildup,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.56|OI:2.04|VOL:-45.12|FUT:nan,PDNA_B6E5B47C
FINNIFTY,26772.2,-0.85,41160.0,21.63,,,,,,,,,9420.0,11.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Fresh OI Buildup,Short Buildup,PAT:Short Buildup|SCR:|P:-0.85|OI:21.63|VOL:11.35|FUT:nan,PDNA_54739A32
BRITANNIA,5655.0,4.64,1952000.0,1.75,,,,,,,,,500500.0,9.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:4.64|OI:1.75|VOL:9.13|FUT:nan,PDNA_E74ACD75
LUPIN,2396.9,-0.32,7022275.0,4.36,,,,,,,,,671075.0,-46.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Fresh OI Buildup,Short Buildup,PAT:Short Buildup|SCR:|P:-0.32|OI:4.36|VOL:-46.22|FUT:nan,PDNA_B9F497AC
MOTHERSON,161.91,4.75,125496900.0,-0.79,,,,,,,,,24181800.0,-56.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:4.75|OI:-0.79|VOL:-56.46|FUT:nan,PDNA_4013E511
TECHM,1678.0,2.17,17404200.0,0.87,,,,,,,,,564600.0,-73.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:2.17|OI:0.87|VOL:-73.7|FUT:nan,PDNA_7CEE77B5
BSE,3502.0,1.36,9938600.0,-1.63,,,,,,,,,870600.0,-68.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.36|OI:-1.63|VOL:-68.42|FUT:nan,PDNA_D9669CA3
KALYANKJIL,622.1,3.54,28032750.0,1.49,,,,,,,,,7280550.0,-63.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:3.54|OI:1.49|VOL:-63.17|FUT:nan,PDNA_0B8D39A7
VOLTAS,1300.1,1.82,7321500.0,-0.49,,,,,,,,,359625.0,-86.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.82|OI:-0.49|VOL:-86.28|FUT:nan,PDNA_52FD2D12
ONGC,241.3,1.37,54704250.0,-0.69,,,,,,,,,1833750.0,-82.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.37|OI:-0.69|VOL:-82.12|FUT:nan,PDNA_FDA1A913
TCS,2430.0,1.81,31459275.0,-0.13,,,,,,,,,484650.0,-82.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.81|OI:-0.13|VOL:-82.04|FUT:nan,PDNA_A41DA9D0
PERSISTENT,5571.5,1.13,3449375.0,0.35,,,,,,,,,48750.0,-81.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.13|OI:0.35|VOL:-81.84|FUT:nan,PDNA_5650A77B
OIL,452.0,1.68,16153200.0,0.17,,,,,,,,,240800.0,-79.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.68|OI:0.17|VOL:-79.45|FUT:nan,PDNA_CCDF224B
HCLTECH,1367.8,1.69,26343200.0,-0.06,,,,,,,,,295200.0,-90.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.69|OI:-0.06|VOL:-90.27|FUT:nan,PDNA_87A2DA70
POWERINDIA,32550.0,1.29,583050.0,-0.3,,,,,,,,,12575.0,-88.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.29|OI:-0.3|VOL:-88.56|FUT:nan,PDNA_7962B291
UNOMINDA,1281.4,1.12,4851550.0,0.33,,,,,,,,,92400.0,-87.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.12|OI:0.33|VOL:-87.91|FUT:nan,PDNA_2B433C73
MPHASIS,2461.3,1.69,3954225.0,0.48,,,,,,,,,84150.0,-76.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.69|OI:0.48|VOL:-76.5|FUT:nan,PDNA_2CF786B6
MCX,2687.6,1.83,8889975.0,0.38,,,,,,,,,499275.0,-78.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.83|OI:0.38|VOL:-78.03|FUT:nan,PDNA_9F1BC482
LICI,397.6,1.51,51674000.0,-0.31,,,,,,,,,502600.0,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.51|OI:-0.31|VOL:-95.09|FUT:nan,PDNA_8F535484
KPITTECH,628.1,1.1,12494550.0,-0.21,,,,,,,,,184450.0,-95.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.1|OI:-0.21|VOL:-95.25|FUT:nan,PDNA_FC2BFC0B
BAJFINANCE,1101.5,-4.59,54321750.0,1.95,,,,,,,,,5377500.0,29.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,PAT:Short Buildup|SCR:|P:-4.59|OI:1.95|VOL:29.96|FUT:nan,PDNA_430A506E
FORTIS,935.55,1.0,10448550.0,0.21,,,,,,,,,869550.0,-3.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.0|OI:0.21|VOL:-3.69|FUT:nan,PDNA_D0FB5AF2
LTF,310.5,-2.71,44923500.0,1.57,,,,,,,,,2488500.0,-30.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,PAT:Short Buildup|SCR:|P:-2.71|OI:1.57|VOL:-30.79|FUT:nan,PDNA_174DDBD1
ADANIPORTS,1696.3,-0.33,20571300.0,-0.21,,,,,,,,,165300.0,-74.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Long Unwinding,PAT:Long Unwinding|SCR:|P:-0.33|OI:-0.21|VOL:-74.98|FUT:nan,PDNA_94B2FC63
SBICARD,660.4,-0.18,22472800.0,0.11,,,,,,,,,296800.0,-73.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Buildup,PAT:Short Buildup|SCR:|P:-0.18|OI:0.11|VOL:-73.73|FUT:nan,PDNA_6B69C87D
INOXWIND,77.15,-1.69,106976000.0,0.38,,,,,,,,,2099200.0,-68.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,PAT:Short Buildup|SCR:|P:-1.69|OI:0.38|VOL:-68.28|FUT:nan,PDNA_F90EF173
PIIND,2765.3,-0.34,2802800.0,0.6,,,,,,,,,37975.0,-73.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Buildup,PAT:Short Buildup|SCR:|P:-0.34|OI:0.6|VOL:-73.37|FUT:nan,PDNA_33D77E8D
ABCAPITAL,412.5,-2.88,37947100.0,1.68,,,,,,,,,2511000.0,-39.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,PAT:Short Buildup|SCR:|P:-2.88|OI:1.68|VOL:-39.64|FUT:nan,PDNA_A787A79A
HEROMOTOCO,5640.0,0.57,4701900.0,1.1,,,,,,,,,301950.0,-48.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.57|OI:1.1|VOL:-48.32|FUT:nan,PDNA_565DDC68
ALKEM,5615.0,-0.03,1408250.0,-0.16,,,,,,,,,36625.0,-61.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Long Unwinding,PAT:Long Unwinding|SCR:|P:-0.03|OI:-0.16|VOL:-61.65|FUT:nan,PDNA_76DBCB07
NIFTYNXT50,74454.0,0.1,19625.0,0.77,,,,,,,,,650.0,-62.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.1|OI:0.77|VOL:-62.32|FUT:nan,PDNA_33271F52
DALBHARAT,1810.0,-1.29,3687450.0,-0.31,,,,,,,,,119275.0,-43.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding,PAT:Long Unwinding|SCR:|P:-1.29|OI:-0.31|VOL:-43.63|FUT:nan,PDNA_AC7E9EE5
PREMIERENE,1022.3,-1.27,7372950.0,2.09,,,,,,,,,531050.0,-28.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,PAT:Short Buildup|SCR:|P:-1.27|OI:2.09|VOL:-28.4|FUT:nan,PDNA_1159A52D
IDEA,12.73,0.0,5896616025.0,0.07,,,,,,,,,20084475.0,-80.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Neutral,PAT:Neutral|SCR:|P:0.0|OI:0.07|VOL:-80.47|FUT:nan,PDNA_EC11062B
INFY,1181.0,0.84,84238800.0,0.17,,,,,,,,,1040000.0,-81.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.84|OI:0.17|VOL:-81.51|FUT:nan,PDNA_3DB60DEA
DRREDDY,1169.3,0.44,14195625.0,0.38,,,,,,,,,223750.0,-82.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.44|OI:0.38|VOL:-82.55|FUT:nan,PDNA_65E2DF39
