Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Pattern_DNA,Pattern_ID,Intraday Probability %,Confidence,Final Bias
INDIANB,886.8,0.4,12183000.0,1.01,,,,,,,,,335000.0,-90.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.4|OI:1.01|VOL:-90.7|FUT:nan,PDNA_10A5D053,60,MEDIUM,NEUTRAL
NTPC,347.8,0.36,100443000.0,0.1,,,,,,,,,402000.0,-92.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.36|OI:0.1|VOL:-92.37|FUT:nan,PDNA_14037EC0,60,MEDIUM,NEUTRAL
SONACOMS,797.0,0.56,11920475.0,0.33,,,,,,,,,267050.0,-92.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.56|OI:0.33|VOL:-92.12|FUT:nan,PDNA_8FE2D0DB,60,MEDIUM,NEUTRAL
SUNPHARMA,1961.0,0.04,13853350.0,0.04,,,,,,,,,60550.0,-91.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.04|OI:0.04|VOL:-91.33|FUT:nan,PDNA_907BF048,60,MEDIUM,NEUTRAL
VOLTAS,1300.1,1.82,7321500.0,-0.49,,,,,,,,,359625.0,-86.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.82|OI:-0.49|VOL:-86.28|FUT:nan,PDNA_52FD2D12,55,MEDIUM,NEUTRAL
TCS,2430.0,1.81,31459275.0,-0.13,,,,,,,,,484650.0,-82.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.81|OI:-0.13|VOL:-82.04|FUT:nan,PDNA_A41DA9D0,55,MEDIUM,NEUTRAL
COFORGE,1798.0,0.69,13395950.0,-0.01,,,,,,,,,161500.0,-88.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.69|OI:-0.01|VOL:-88.36|FUT:nan,PDNA_2C39F010,55,MEDIUM,NEUTRAL
NESTLEIND,1538.2,0.97,7694500.0,-0.05,,,,,,,,,192500.0,-78.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.97|OI:-0.05|VOL:-78.83|FUT:nan,PDNA_8CE0951C,55,MEDIUM,NEUTRAL
TATAELXSI,3782.6,1.0,2312875.0,-0.24,,,,,,,,,30875.0,-82.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:1.0|OI:-0.24|VOL:-82.94|FUT:nan,PDNA_BBCC4771,55,MEDIUM,NEUTRAL
GODREJCP,1082.0,0.23,11361500.0,-0.02,,,,,,,,,53000.0,-90.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx,0,SELL,,Short Covering,PAT:Short Covering|SCR:|P:0.23|OI:-0.02|VOL:-90.95|FUT:nan,PDNA_5E24E9B7,55,MEDIUM,NEUTRAL
