Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
HCLTECH,"1,367.8",1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,26343200,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,295200,-90.27,-90.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
NIFTY,"24,675.9",-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,11830195,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,198705,-90.29,-90.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
JIOFIN,260.8,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,183779400,0.13,0.13,0.13,0.13,0.13,,,,,,,,,1807150,-90.32,-90.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
BHARATFORG,"2,224.9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8042500,0.13,0.13,0.13,0.13,0.13,,,,,,,,,145000,-90.37,-90.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
TMPV,345.35,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,74249600,0.07,0.07,0.07,0.07,0.07,,,,,,,,,652800,-90.43,-90.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
INDIANB,886.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12183000,1.01,1.01,1.01,1.01,1.01,,,,,,,,,335000,-90.7,-90.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
DABUR,412.9,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,28243750,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,,,,156250,-90.75,-90.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
BEL,401.85,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,104040675,-0.12,-0.12,-0.12,-0.12,-0.12,,,,,,,,,1694325,-90.78,-90.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
KFINTECH,929.85,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,4329175,0.08,0.08,0.08,0.08,0.08,,,,,,,,,36225,-90.86,-90.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
PAGEIND,39890,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,221540,0,0,0,0,0,,,,,,,,,2280,-90.92,-90.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
GODREJCP,1082,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,11361500,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,53000,-90.95,-90.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
NAM-INDIA,"1,167.1",-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,-1.24,7500000,0.05,0.05,0.05,0.05,0.05,,,,,,,,,40625,-90.96,-90.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ASTRAL,"1,445.4",0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,7041400,0.05,0.05,0.05,0.05,0.05,,,,,,,,,39525,-90.99,-90.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
EICHERMOT,8003,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,3655500,-0.04,-0.04,-0.04,-0.04,-0.04,,,,,,,,,20700,-91.02,-91.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
TRENT,"3,012.3",-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,10776600,1.96,1.96,1.96,1.96,1.96,,,,,,,,,555750,-91.07,-91.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
IRFC,89.19,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,89121900,0.17,0.17,0.17,0.17,0.17,,,,,,,,,537075,-91.09,-91.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
SIEMENS,"3,969.1",-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,3414425,0.04,0.04,0.04,0.04,0.04,,,,,,,,,33950,-91.2,-91.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
SHRIRAMFIN,1118,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77,-1.77,24829200,-0.63,-0.63,-0.63,-0.63,-0.63,,,,,,,,,815100,-91.27,-91.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
BANKINDIA,143.12,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,91410800,0.19,0.19,0.19,0.19,0.19,,,,,,,,,920400,-91.28,-91.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
MANKIND,"2,447.2",0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,3216500,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,16000,-91.33,-91.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
SUNPHARMA,1961,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,13853350,0.04,0.04,0.04,0.04,0.04,,,,,,,,,60550,-91.33,-91.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
HDFCLIFE,543.15,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,48006200,0.06,0.06,0.06,0.06,0.06,,,,,,,,,178200,-91.38,-91.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
AXISBANK,1253,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,80225000,0.06,0.06,0.06,0.06,0.06,,,,,,,,,298125,-91.4,-91.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
GAIL,174.8,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,89101450,0.5,0.5,0.5,0.5,0.5,,,,,,,,,812950,-91.41,-91.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ZYDUSLIFE,"1,106.3",-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,10227600,0.27,0.27,0.27,0.27,0.27,,,,,,,,,57600,-91.53,-91.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
NYKAA,330.6,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,48843750,0.26,0.26,0.26,0.26,0.26,,,,,,,,,443750,-91.63,-91.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ADANIGREEN,"1,378.6",-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,26836800,0.07,0.07,0.07,0.07,0.07,,,,,,,,,72000,-91.67,-91.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
MOTILALOFS,863.2,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,6629350,0.2,0.2,0.2,0.2,0.2,,,,,,,,,39525,-91.77,-91.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
SONACOMS,797,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,11920475,0.33,0.33,0.33,0.33,0.33,,,,,,,,,267050,-92.12,-92.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
INDHOTEL,735,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,20853000,0.07,0.07,0.07,0.07,0.07,,,,,,,,,117000,-92.15,-92.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
PNB,114.5,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,286936000,0.08,0.08,0.08,0.08,0.08,,,,,,,,,1632000,-92.16,-92.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
MFSL,1514,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,-0.79,9165600,0.05,0.05,0.05,0.05,0.05,,,,,,,,,57200,-92.26,-92.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
TITAN,"5,004.9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5386325,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,119700,-92.32,-92.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
BIOCON,434.55,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,-1.31,49150000,0.5,0.5,0.5,0.5,0.5,,,,,,,,,1640000,-92.34,-92.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
NTPC,347.8,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,100443000,0.1,0.1,0.1,0.1,0.1,,,,,,,,,402000,-92.37,-92.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
GODREJPROP,"2,100.6",-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,8057075,0.1,0.1,0.1,0.1,0.1,,,,,,,,,51350,-92.71,-92.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ADANIENT,"3,039.9",-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,15639726,0.25,0.25,0.25,0.25,0.25,,,,,,,,,70761,-92.83,-92.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
SHREECEM,26165,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17,-1.17,377200,0.03,0.03,0.03,0.03,0.03,,,,,,,,,2250,-92.88,-92.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
GLENMARK,"2,274.5",0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,11722875,0.15,0.15,0.15,0.15,0.15,,,,,,,,,78000,-92.97,-92.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
NAUKRI,"1,240.2",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,13732400,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,46750,-93.04,-93.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
CIPLA,1472,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,9093725,0.13,0.13,0.13,0.13,0.13,,,,,,,,,82450,-93.2,-93.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
HINDPETRO,395.85,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,45303300,0.04,0.04,0.04,0.04,0.04,,,,,,,,,202500,-93.27,-93.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
FORCEMOT,18725,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,237325,0.2,0.2,0.2,0.2,0.2,,,,,,,,,3025,-93.28,-93.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
JINDALSTEL,1103,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,-0.57,14448125,0.13,0.13,0.13,0.13,0.13,,,,,,,,,110000,-93.28,-93.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
BANKNIFTY,"58,025.4",-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,2117550,0.4,0.4,0.4,0.4,0.4,,,,,,,,,40470,-93.38,-93.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
TATAPOWER,379.4,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,62674800,0.05,0.05,0.05,0.05,0.05,,,,,,,,,136300,-93.47,-93.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ULTRACEMCO,12048,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,1598350,0.13,0.13,0.13,0.13,0.13,,,,,,,,,8850,-93.47,-93.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
HDFCBANK,737.85,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,315010800,0.12,0.12,0.12,0.12,0.12,,,,,,,,,1503450,-93.5,-93.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
MUTHOOTFIN,2905,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,6954200,0.4,0.4,0.4,0.4,0.4,,,,,,,,,105600,-93.61,-93.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
WAAREEENER,"2,662.9",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,7387625,0.05,0.05,0.05,0.05,0.05,,,,,,,,,10325,-93.64,-93.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
HINDALCO,"1,032.7",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,52783500,0.08,0.08,0.08,0.08,0.08,,,,,,,,,594300,-93.67,-93.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
POLYCAB,"9,289.5",-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,2277500,0.26,0.26,0.26,0.26,0.26,,,,,,,,,22750,-93.7,-93.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
PNBHOUSING,"1,150.3",-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,7321600,0.27,0.27,0.27,0.27,0.27,,,,,,,,,144950,-93.72,-93.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
CONCOR,510.7,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,21736250,0.01,0.01,0.01,0.01,0.01,,,,,,,,,65000,-93.77,-93.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
NBCC,95.68,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,-0.83,102323000,0.23,0.23,0.23,0.23,0.23,,,,,,,,,429000,-93.79,-93.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
SBILIFE,1865,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,5620125,0.14,0.14,0.14,0.14,0.14,,,,,,,,,31500,-93.87,-93.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
COALINDIA,415.15,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,74653650,0.02,0.02,0.02,0.02,0.02,,,,,,,,,144450,-93.9,-93.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ABB,7622,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,2117500,0,0,0,0,0,,,,,,,,,13500,-93.91,-93.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
APOLLOHOSP,"8,969.5",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1982000,0.04,0.04,0.04,0.04,0.04,,,,,,,,,15750,-93.93,-93.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
IREDA,117.84,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,79988425,0.16,0.16,0.16,0.16,0.16,,,,,,,,,475125,-94.02,-94.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
YESBANK,22.78,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,1153716700,0.06,0.06,0.06,0.06,0.06,,,,,,,,,3327700,-94.09,-94.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
TIINDIA,"2,774.4",0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,2295200,0.03,0.03,0.03,0.03,0.03,,,,,,,,,9800,-94.11,-94.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
JSWENERGY,564.5,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,24338000,0.02,0.02,0.02,0.02,0.02,,,,,,,,,50525,-94.16,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
MARICO,862.15,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,18114000,0.17,0.17,0.17,0.17,0.17,,,,,,,,,128400,-94.16,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
BHARTIARTL,"1,960.9",0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,52978650,0,0,0,0,0,,,,,,,,,147250,-94.18,-94.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
IDFCFIRSTB,84.87,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,353748500,0.12,0.12,0.12,0.12,0.12,,,,,,,,,1465450,-94.2,-94.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
RELIANCE,1327,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,-0.32,109077000,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,1774000,-94.23,-94.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
MANAPPURAM,361.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65547000,0.01,0.01,0.01,0.01,0.01,,,,,,,,,654000,-94.27,-94.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
BOSCHLTD,42365,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,211125,0.01,0.01,0.01,0.01,0.01,,,,,,,,,2475,-94.3,-94.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
TATASTEEL,190,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,179492500,0.04,0.04,0.04,0.04,0.04,,,,,,,,,979000,-94.32,-94.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
PHOENIXLTD,1917,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,3650850,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,14350,-94.34,-94.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ITC,286.15,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,155965875,0.01,0.01,0.01,0.01,0.01,,,,,,,,,250125,-94.37,-94.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
DIVISLAB,"8,336.5",0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,3389700,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,28600,-94.38,-94.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
IEX,128.38,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,73371450,0.05,0.05,0.05,0.05,0.05,,,,,,,,,182700,-94.4,-94.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
MAXHEALTH,1077,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,10187100,0.22,0.22,0.22,0.22,0.22,,,,,,,,,89250,-94.42,-94.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
CANBK,131.6,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,380713500,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,2200500,-94.48,-94.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
UNIONBANK,181.3,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,115541175,0.37,0.37,0.37,0.37,0.37,,,,,,,,,1300950,-94.5,-94.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
SOLARINDS,18550,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,-0.71,768250,0.12,0.12,0.12,0.12,0.12,,,,,,,,,5350,-94.6,-94.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ICICIPRULI,505.85,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36,17625875,0.33,0.33,0.33,0.33,0.33,,,,,,,,,135975,-94.7,-94.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
ADANIPOWER,209.8,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,158436500,0.1,0.1,0.1,0.1,0.1,,,,,,,,,802300,-94.72,-94.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
SWIGGY,284.7,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,71145800,1.96,1.96,1.96,1.96,1.96,,,,,,,,,2255700,-94.72,-94.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
NHPC,76.91,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,125412750,0.41,0.41,0.41,0.41,0.41,,,,,,,,,896550,-94.75,-94.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
LODHA,"1,219.7",-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,11482500,0.13,0.13,0.13,0.13,0.13,,,,,,,,,83125,-94.83,-94.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
PETRONET,280.35,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,31954200,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,55100,-94.85,-94.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
BAJAJ-AUTO,11657,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1841925,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,10275,-94.87,-94.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
CUMMINSIND,5404,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,4470600,0.59,0.59,0.59,0.59,0.59,,,,,,,,,149600,-94.95,-94.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
LICI,397.6,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,51674000,-0.31,-0.31,-0.31,-0.31,-0.31,,,,,,,,,502600,-95.09,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
FEDERALBNK,351.8,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,83985000,0.07,0.07,0.07,0.07,0.07,,,,,,,,,412500,-95.16,-95.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
KPITTECH,628.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,12494550,-0.21,-0.21,-0.21,-0.21,-0.21,,,,,,,,,184450,-95.25,-95.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
GRASIM,"3,196.5",-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,-0.61,11998750,0.02,0.02,0.02,0.02,0.02,,,,,,,,,24750,-95.26,-95.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_7_8_2026.xlsx
