path,readable,rows,field_symbol,field_date,field_timestamp,field_open,field_high,field_low,field_close,field_price,field_straddle,field_straddle_pct,field_price_chg_pct,field_oi_chg_pct,field_pcr_chg_pct,field_ce_oi_chg_pct,field_pe_oi_chg_pct,field_pe_ce_oi_chg,field_volume_chg_pct,field_buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_110816.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_111324.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_111831.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_112339.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_112850.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_113402.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_113910.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_114418.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_114928.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_115437.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_115946.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_120456.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_121005.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_121515.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_122025.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_122533.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_123041.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_123550.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_124057.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_124609.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_125118.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_125627.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_130136.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_130646.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_131157.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_131706.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_132215.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_132723.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_133232.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_133743.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_134251.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\IVR-IVP_29SEP26_Report_2026-08-28_144050.xlsx,True,220,,,,,,,,,,,,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026.xlsx,True,115,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_092601.xlsx,True,111,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_093112.xlsx,True,115,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_093621.xlsx,True,117,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_094133.xlsx,True,117,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_094643.xlsx,True,120,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_095153.xlsx,True,120,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_095702.xlsx,True,121,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_100211.xlsx,True,119,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_100721.xlsx,True,120,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_101230.xlsx,True,121,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_101740.xlsx,True,123,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_102249.xlsx,True,125,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_102759.xlsx,True,126,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_103309.xlsx,True,118,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_103818.xlsx,True,121,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_104328.xlsx,True,119,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_104838.xlsx,True,122,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_105348.xlsx,True,122,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_105857.xlsx,True,123,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_110407.xlsx,True,120,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_110917.xlsx,True,119,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_111426.xlsx,True,122,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_111936.xlsx,True,121,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_112446.xlsx,True,119,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_113504.xlsx,True,115,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_114014.xlsx,True,115,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_114524.xlsx,True,116,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_115034.xlsx,True,113,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_115545.xlsx,True,112,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_120055.xlsx,True,110,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_120605.xlsx,True,110,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_121115.xlsx,True,111,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_121626.xlsx,True,112,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_122137.xlsx,True,110,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_122709.xlsx,True,110,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_123220.xlsx,True,111,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_123730.xlsx,True,111,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_124240.xlsx,True,111,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_124751.xlsx,True,108,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_125301.xlsx,True,108,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_125810.xlsx,True,110,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_130320.xlsx,True,107,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_130830.xlsx,True,109,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_131342.xlsx,True,113,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_131851.xlsx,True,112,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_132401.xlsx,True,114,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_132911.xlsx,True,114,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_133421.xlsx,True,114,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_133932.xlsx,True,115,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_143609.xlsx,True,113,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Resistance_Resistance_29SEP26_Scan_28_8_2026_144118.xlsx,True,111,Symbol,,,,,,,Price,,,Price Chg%,,,,,,,
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_092533.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_093041.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_093551.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_094059.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_094607.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_095117.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_095626.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_100133.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_100641.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_101150.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_101702.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_102210.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_102719.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_103226.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_103735.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_104242.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_104751.xlsx,True,46,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_105258.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_105807.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_110315.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_110823.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_111331.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_111838.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_112347.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_112857.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_113409.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_113917.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_114426.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_114935.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_115444.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_115952.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_120503.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_121011.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_121522.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_122032.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_122539.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_123048.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_123556.xlsx,True,47,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_124104.xlsx,True,46,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_124616.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_125125.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_125633.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_130144.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_130653.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_131204.xlsx,True,49,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-28\Sector_Summary_29SEP26_Report_28_8_2026_131713.xlsx,True,48,,,,,,,,,,,Price chg (%),OI chg (%),,,,,Volume chg (%),Buildup
