symbol,outcome_source,outcome_timestamp,outcome_date
BRITANNIA,approaching_breakouts.csv,2026-08-21 09:20:10.997557000,2026-08-21
INDHOTEL,approaching_breakouts.csv,2026-08-21 09:20:10.997557000,2026-08-21
PERSISTENT,approaching_breakouts.csv,2026-08-21 09:20:10.997557000,2026-08-21
SONACOMS,approaching_breakouts.csv,2026-08-21 09:20:10.997557000,2026-08-21
INFY,approaching_breakouts.csv,2026-08-21 09:20:10.997557000,2026-08-21
DALBHARAT,approaching_breakouts.csv,2026-08-21 09:20:10.997557000,2026-08-21
WAAREEENER,approaching_breakouts.csv,2026-08-21 09:20:10.997557000,2026-08-21
LICHSGFIN,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
PREMIERENE,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
POWERGRID,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
TITAN,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
RADICO,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
COFORGE,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
CHOLAFIN,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
M&M,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
PETRONET,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
PNB,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
KEI,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
RBLBANK,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
APLAPOLLO,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
VBL,approaching_breakouts.csv,2026-08-21 09:25:19.114465000,2026-08-21
YESBANK,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
APOLLOHOSP,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
LAURUSLABS,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
UNIONBANK,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
SWIGGY,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
MARICO,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
HYUNDAI,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
DRREDDY,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
KEI,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
VMM,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
DALBHARAT,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
OBEROIRLTY,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
INDHOTEL,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
HDFCAMC,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
RBLBANK,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
SAIL,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
GODREJCP,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
POWERGRID,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
AMBER,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
TMPV,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
BAJFINANCE,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
ADANIENSOL,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
BHARTIARTL,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
WIPRO,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
NESTLEIND,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
AXISBANK,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
FINNIFTY,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
GRASIM,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
ICICIPRULI,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
VBL,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
FORTIS,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
BAJAJ-AUTO,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
KPITTECH,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
INDIANB,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
CUMMINSIND,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
PETRONET,approaching_breakouts.csv,2026-08-25 09:20:09.083938000,2026-08-25
ICICIGI,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
BEL,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
HINDZINC,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
BANKNIFTY,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
MOTHERSON,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
TCS,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
SONACOMS,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
HDFCLIFE,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
PRESTIGE,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
CDSL,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
TRENT,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
DIVISLAB,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
TECHM,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
FEDERALBNK,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
NATIONALUM,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
LICHSGFIN,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
360ONE,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
PATANJALI,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
GVT&D,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
HINDALCO,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
WAAREEENER,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
POLYCAB,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
BLUESTARCO,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
PNB,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
BHARATFORG,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
CANBK,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
TATAELXSI,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
KFINTECH,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
MUTHOOTFIN,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
ADANIPOWER,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
ANGELONE,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
JUBLFOOD,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
INFY,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
RADICO,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
DMART,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
INDUSTOWER,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
SBIN,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
BAJAJFINSV,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
MANKIND,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
TVSMOTOR,approaching_breakouts.csv,2026-08-25 09:26:26.088600000,2026-08-25
ASTRAL,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
SBILIFE,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
OFSS,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
POWERINDIA,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
MAZDOCK,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
DLF,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
HCLTECH,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
BANKBARODA,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
NYKAA,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
UPL,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
KALYANKJIL,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
MFSL,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
COFORGE,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
KOTAKBANK,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
NAUKRI,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
IRFC,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
HAVELLS,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
INDUSINDBK,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
SUNPHARMA,approaching_breakouts.csv,2026-08-25 09:39:01.253485000,2026-08-25
KAYNES,approaching_breakouts.csv,2026-08-25 09:42:09.383961000,2026-08-25
LODHA,approaching_breakouts.csv,2026-08-25 09:42:09.383961000,2026-08-25
LICI,approaching_breakouts.csv,2026-08-25 09:42:09.383961000,2026-08-25
UNOMINDA,approaching_breakouts.csv,2026-08-25 09:42:09.383961000,2026-08-25
TATACONSUM,approaching_breakouts.csv,2026-08-25 09:42:09.383961000,2026-08-25
COALINDIA,approaching_breakouts.csv,2026-08-25 09:42:09.383961000,2026-08-25
NHPC,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
BAJAJHLDNG,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
PERSISTENT,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
SRF,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
FOCIT,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
BRITANNIA,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
SUPREMEIND,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
LTF,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
SHREECEM,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
BIOCON,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
TATASTEEL,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
DABUR,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
PREMIERENE,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
MPHASIS,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
ICICIBANK,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
GAIL,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
CAMS,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
HINDPETRO,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
SBICARD,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
BOSCHLTD,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
ADANIPORTS,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
SUZLON,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
ALKEM,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
ITC,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
BHEL,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
JIOFIN,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
RVNL,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
PGEL,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
LTM,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
CHOLAFIN,approaching_breakouts.csv,2026-08-25 12:51:26.873174000,2026-08-25
ZYDUSLIFE,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
ONGC,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
SHRIRAMFIN,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
JSWSTEEL,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
MOTILALOFS,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
PAGEIND,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
AMBUJACEM,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
FORCEMOT,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
ABCAPITAL,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
PHOENIXLTD,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
JSWENERGY,approaching_breakouts.csv,2026-08-25 13:16:40.578745000,2026-08-25
BDL,approaching_breakouts.csv,2026-08-25 09:23:16.913097000,2026-08-25
CONCOR,approaching_breakouts.csv,2026-08-25 09:23:16.913097000,2026-08-25
BANDHANBNK,approaching_breakouts.csv,2026-08-25 09:23:16.913097000,2026-08-25
AUBANK,approaching_breakouts.csv,2026-08-25 09:29:34.169320000,2026-08-25
IREDA,approaching_breakouts.csv,2026-08-25 09:29:34.169320000,2026-08-25
OIL,approaching_breakouts.csv,2026-08-25 09:29:34.169320000,2026-08-25
IDEA,approaching_breakouts.csv,2026-08-25 09:29:34.169320000,2026-08-25
IDFCFIRSTB,approaching_breakouts.csv,2026-08-25 09:35:52.581951000,2026-08-25
JINDALSTEL,approaching_breakouts.csv,2026-08-25 09:35:52.581951000,2026-08-25
GODREJPROP,approaching_breakouts.csv,2026-08-25 09:35:52.581951000,2026-08-25
DIXON,approaching_breakouts.csv,2026-08-25 09:35:52.581951000,2026-08-25
CIPLA,approaching_breakouts.csv,2026-08-25 09:51:33.424951000,2026-08-25
GLENMARK,approaching_breakouts.csv,2026-08-25 09:51:33.424951000,2026-08-25
GODFRYPHLP,approaching_breakouts.csv,2026-08-25 09:54:41.759320000,2026-08-25
BANKINDIA,approaching_breakouts.csv,2026-08-25 09:54:41.759320000,2026-08-25
HAL,approaching_breakouts.csv,2026-08-25 09:54:41.759320000,2026-08-25
INDIGO,approaching_breakouts.csv,2026-08-25 09:54:41.759320000,2026-08-25
SIEMENS,approaching_breakouts.csv,2026-08-25 09:54:41.759320000,2026-08-25
PIDILITIND,approaching_breakouts.csv,2026-08-25 09:57:49.217689000,2026-08-25
MANAPPURAM,approaching_breakouts.csv,2026-08-25 09:57:49.217689000,2026-08-25
LUPIN,approaching_breakouts.csv,2026-08-25 10:04:05.967236000,2026-08-25
APLAPOLLO,approaching_breakouts.csv,2026-08-25 10:04:05.967236000,2026-08-25
ETERNAL,approaching_breakouts.csv,2026-08-25 10:04:05.967236000,2026-08-25
MAXHEALTH,approaching_breakouts.csv,2026-08-25 10:04:05.967236000,2026-08-25
M&M,approaching_breakouts.csv,2026-08-25 10:04:05.967236000,2026-08-25
PAYTM,approaching_breakouts.csv,2026-08-25 10:07:13.893501000,2026-08-25
SOLARINDS,approaching_breakouts.csv,2026-08-25 10:10:22.152781000,2026-08-25
ABB,approaching_breakouts.csv,2026-08-25 10:10:22.152781000,2026-08-25
NAM-INDIA,approaching_breakouts.csv,2026-08-25 10:13:30.128425000,2026-08-25
CROMPTON,approaching_breakouts.csv,2026-08-25 10:13:30.128425000,2026-08-25
DELHIVERY,approaching_breakouts.csv,2026-08-25 10:16:37.929842000,2026-08-25
HEROMOTOCO,approaching_breakouts.csv,2026-08-25 10:19:46.157421000,2026-08-25
GMRAIRPORT,approaching_breakouts.csv,2026-08-25 10:19:46.157421000,2026-08-25
VOLTAS,approaching_breakouts.csv,2026-08-25 10:32:17.013161000,2026-08-25
IOC,approaching_breakouts.csv,2026-08-25 10:38:31.970255000,2026-08-25
EICHERMOT,approaching_breakouts.csv,2026-08-25 10:41:39.484934000,2026-08-25
ADANIENT,approaching_breakouts.csv,2026-08-25 10:41:39.484934000,2026-08-25
TATAPOWER,approaching_breakouts.csv,2026-08-25 10:54:18.704413000,2026-08-25
LT,approaching_breakouts.csv,2026-08-25 11:06:50.593411000,2026-08-25
TIINDIA,approaching_breakouts.csv,2026-08-25 11:16:13.802403000,2026-08-25
TORNTPHARM,approaching_breakouts.csv,2026-08-25 11:22:30.021075000,2026-08-25
BSE,approaching_breakouts.csv,2026-08-25 11:25:38.590657000,2026-08-25
ASIANPAINT,approaching_breakouts.csv,2026-08-25 11:41:22.595442000,2026-08-25
NMDC,approaching_breakouts.csv,2026-08-25 12:00:12.976068000,2026-08-25
RECLTD,approaching_breakouts.csv,2026-08-25 12:54:42.052288000,2026-08-25
ULTRACEMCO,approaching_breakouts.csv,2026-08-25 13:26:06.489412000,2026-08-25
UNITDSPR,approaching_breakouts.csv,2026-08-25 13:32:29.675853000,2026-08-25
HDFCBANK,approaching_breakouts.csv,2026-08-25 13:35:38.654165000,2026-08-25
MIDCPNIFTY,approaching_breakouts.csv,2026-08-25 13:54:38.396695000,2026-08-25
AUROPHARMA,approaching_breakouts.csv,2026-08-25 13:57:46.683948000,2026-08-25
INOXWIND,approaching_breakouts.csv,2026-08-25 14:19:49.768042000,2026-08-25
TITAN,approaching_breakouts.csv,2026-08-25 14:22:58.906987000,2026-08-25
RELIANCE,approaching_breakouts.csv,2026-08-25 14:35:38.287636000,2026-08-25
BPCL,approaching_breakouts.csv,2026-08-25 14:35:38.287636000,2026-08-25
NIFTY,approaching_breakouts.csv,2026-08-25 14:35:38.287636000,2026-08-25
BANKEX,approaching_breakouts.csv,2026-08-25 14:32:27.699594000,2026-08-25
VBL,approaching_breakouts.csv,2026-08-26 09:26:39.981460000,2026-08-26
LICHSGFIN,approaching_breakouts.csv,2026-08-26 09:36:55.659802000,2026-08-26
FOCIT,approaching_breakouts.csv,2026-08-26 09:42:03.485533000,2026-08-26
POLICYBZR,approaching_breakouts.csv,2026-08-26 09:57:26.116127000,2026-08-26
SHREECEM,approaching_breakouts.csv,2026-08-26 10:02:33.946831000,2026-08-26
KOTAKBANK,approaching_breakouts.csv,2026-08-26 10:17:57.806175000,2026-08-26
PREMIERENE,approaching_breakouts.csv,2026-08-26 10:48:44.336277000,2026-08-26
SENSEX,approaching_breakouts.csv,2026-08-26 11:55:24.848357000,2026-08-26
DIVISLAB,approaching_breakouts.csv,2026-08-26 12:41:35.806154000,2026-08-26
HINDZINC,approaching_breakouts.csv,2026-08-26 12:46:43.905322000,2026-08-26
LUPIN,approaching_breakouts.csv,2026-08-26 13:22:40.466284000,2026-08-26
TATAPOWER,approaching_breakouts.csv,2026-08-26 13:38:05.761858000,2026-08-26
DMART,approaching_breakouts.csv,2026-08-26 14:08:56.851252000,2026-08-26
NIFTY,approaching_breakouts.csv,2026-08-26 13:48:21.651857000,2026-08-26
SAIL,approaching_breakouts.csv,2026-08-26 14:39:53.205303000,2026-08-26
SENSEX,approaching_breakouts.csv,2026-08-27 09:25:18.442789000,2026-08-27
APLAPOLLO,approaching_breakouts.csv,2026-08-27 09:35:42.875006000,2026-08-27
AMBER,approaching_breakouts.csv,2026-08-27 09:40:50.747937000,2026-08-27
KOTAKBANK,approaching_breakouts.csv,2026-08-27 09:40:50.747937000,2026-08-27
TATAPOWER,approaching_breakouts.csv,2026-08-27 10:01:16.902929000,2026-08-27
BANKEX,approaching_breakouts.csv,2026-08-27 10:01:16.902929000,2026-08-27
FOCIT,approaching_breakouts.csv,2026-08-27 09:20:10.246693000,2026-08-27
JSWENERGY,approaching_breakouts.csv,2026-08-27 10:06:21.835022000,2026-08-27
MANAPPURAM,approaching_breakouts.csv,2026-08-27 14:41:57.353092000,2026-08-27
HDFCAMC,approaching_breakouts.csv,2026-08-27 14:41:57.353092000,2026-08-27
HINDALCO,approaching_breakouts.csv,2026-08-27 14:41:57.353092000,2026-08-27
MUTHOOTFIN,approaching_breakouts.csv,2026-08-27 14:41:57.353092000,2026-08-27
DELHIVERY,approaching_breakouts.csv,2026-08-27 14:41:57.353092000,2026-08-27
BHEL,approaching_breakouts.csv,2026-08-27 14:41:57.353092000,2026-08-27
POLYCAB,approaching_breakouts.csv,2026-08-27 10:31:46.782404000,2026-08-27
NIFTY,approaching_breakouts.csv,2026-08-27 11:27:43.748125000,2026-08-27
SHREECEM,approaching_breakouts.csv,2026-08-27 12:23:39.198817000,2026-08-27
LICHSGFIN,approaching_breakouts.csv,2026-08-27 13:14:31.550367000,2026-08-27
TITAN,approaching_breakouts.csv,2026-08-27 13:29:52.539415000,2026-08-27
M&M,approaching_breakouts.csv,2026-08-27 14:00:44.561082000,2026-08-27
FOCIT,approaching_breakouts.csv,2026-08-28 09:25:16.790660000,2026-08-28
COFORGE,approaching_breakouts.csv,2026-08-28 09:35:33.413759000,2026-08-28
TCS,approaching_breakouts.csv,2026-08-28 09:40:42.134624000,2026-08-28
ATHERENERG,approaching_breakouts.csv,2026-08-28 10:42:28.187962000,2026-08-28
HCLTECH,approaching_breakouts.csv,2026-08-28 10:42:28.187962000,2026-08-28
SAGILITY,approaching_breakouts.csv,2026-08-28 10:42:28.187962000,2026-08-28
PERSISTENT,approaching_breakouts.csv,2026-08-28 11:08:08.262384000,2026-08-28
TECHM,approaching_breakouts.csv,2026-08-28 11:23:31.445346000,2026-08-28
TVSMOTOR,approaching_breakouts.csv,2026-08-28 11:28:41.272933000,2026-08-28
APLAPOLLO,approaching_breakouts.csv,2026-08-28 12:35:41.966528000,2026-08-28
KPITTECH,approaching_breakouts.csv,2026-08-28 12:56:19.229072000,2026-08-28
GLENMARK,approaching_breakouts.csv,2026-08-28 14:45:04.073766000,2026-08-28
LTM,approaching_breakouts.csv,2026-08-28 14:45:04.073766000,2026-08-28
PERSISTENT,approaching_breakouts.csv,2026-08-31 11:48:50.000000000,2026-08-31
KAYNES,approaching_breakouts.csv,2026-08-31 11:48:50.000000000,2026-08-31
KPITTECH,approaching_breakouts.csv,2026-08-31 11:48:50.000000000,2026-08-31
LTM,approaching_breakouts.csv,2026-08-31 11:48:50.000000000,2026-08-31
FORTIS,approaching_breakouts.csv,2026-08-31 11:48:50.000000000,2026-08-31
CAMS,approaching_breakouts.csv,2026-08-31 11:53:58.000000000,2026-08-31
AUROPHARMA,approaching_breakouts.csv,2026-08-31 12:04:15.000000000,2026-08-31
SBICARD,approaching_breakouts.csv,2026-08-31 12:14:32.000000000,2026-08-31
INDHOTEL,approaching_breakouts.csv,2026-08-31 12:19:41.000000000,2026-08-31
ADANIENT,approaching_breakouts.csv,2026-08-31 12:35:08.000000000,2026-08-31
ADANIPORTS,approaching_breakouts.csv,2026-08-31 13:01:34.000000000,2026-08-31
ADANIENSOL,approaching_breakouts.csv,2026-08-31 13:22:09.554311000,2026-08-31
APLAPOLLO,approaching_breakouts.csv,2026-08-31 09:45:40.588978000,2026-08-31
TORNTPHARM,approaching_breakouts.csv,2026-08-31 13:47:53.316334000,2026-08-31
BSE,approaching_breakouts.csv,2026-08-31 13:53:01.153943000,2026-08-31
ANGELONE,approaching_breakouts.csv,2026-08-31 13:58:09.182683000,2026-08-31
BIOCON,approaching_breakouts.csv,2026-08-31 14:28:57.776677000,2026-08-31
ICICIBANK,approaching_breakouts.csv,2026-08-31 14:44:20.505972000,2026-08-31
LODHA,approaching_breakouts.csv,2026-08-31 10:01:03.317786000,2026-08-31
NESTLEIND,approaching_breakouts.csv,2026-09-01 09:20:09.184053000,2026-09-01
ITC,approaching_breakouts.csv,2026-09-01 09:20:09.184053000,2026-09-01
KALYANKJIL,approaching_breakouts.csv,2026-09-01 11:54:27.618351000,2026-09-01
NIFTY,approaching_breakouts.csv,2026-09-01 11:54:27.618351000,2026-09-01
ASIANPAINT,approaching_breakouts.csv,2026-09-01 11:54:27.618351000,2026-09-01
NHPC,approaching_breakouts.csv,2026-09-01 11:54:27.618351000,2026-09-01
ADANIENSOL,approaching_breakouts.csv,2026-09-01 11:54:27.618351000,2026-09-01
VMM,approaching_breakouts.csv,2026-09-01 11:54:27.618351000,2026-09-01
HCLTECH,approaching_breakouts.csv,2026-09-01 11:59:38.065775000,2026-09-01
PERSISTENT,approaching_breakouts.csv,2026-09-01 11:59:38.065775000,2026-09-01
CAMS,approaching_breakouts.csv,2026-09-01 11:59:38.065775000,2026-09-01
M&M,approaching_breakouts.csv,2026-09-01 12:20:16.946271000,2026-09-01
KEI,approaching_breakouts.csv,2026-09-01 12:20:16.946271000,2026-09-01
MOTHERSON,approaching_breakouts.csv,2026-09-01 12:20:16.946271000,2026-09-01
MPHASIS,approaching_breakouts.csv,2026-09-01 12:20:16.946271000,2026-09-01
MARUTI,approaching_breakouts.csv,2026-09-01 12:20:16.946271000,2026-09-01
ASHOKLEY,approaching_breakouts.csv,2026-09-01 12:25:26.645068000,2026-09-01
POLYCAB,approaching_breakouts.csv,2026-09-01 12:30:34.824558000,2026-09-01
BAJAJHLDNG,approaching_breakouts.csv,2026-09-02 09:25:38.975363000,2026-09-02
SHREECEM,approaching_breakouts.csv,2026-09-02 09:25:38.975363000,2026-09-02
COALINDIA,approaching_breakouts.csv,2026-09-02 09:30:48.251935000,2026-09-02
SENSEX,approaching_breakouts.csv,2026-09-02 09:35:57.348966000,2026-09-02
EICHERMOT,approaching_breakouts.csv,2026-09-02 09:41:05.836653000,2026-09-02
HEROMOTOCO,approaching_breakouts.csv,2026-09-02 09:46:17.572109000,2026-09-02
BAJAJ-AUTO,approaching_breakouts.csv,2026-09-02 09:51:26.836813000,2026-09-02
TATAPOWER,approaching_breakouts.csv,2026-09-02 09:56:36.018287000,2026-09-02
JSWENERGY,approaching_breakouts.csv,2026-09-02 10:06:55.911148000,2026-09-02
ADANIGREEN,approaching_breakouts.csv,2026-09-02 10:12:05.532280000,2026-09-02
IDEA,approaching_breakouts.csv,2026-09-02 10:12:05.532280000,2026-09-02
RELIANCE,approaching_breakouts.csv,2026-09-02 10:32:41.188498000,2026-09-02
NHPC,approaching_breakouts.csv,2026-09-02 10:58:23.302423000,2026-09-02
VBL,approaching_breakouts.csv,2026-09-02 11:03:32.713415000,2026-09-02
RBLBANK,approaching_breakouts.csv,2026-09-02 11:24:09.955894000,2026-09-02
BLUESTARCO,approaching_breakouts.csv,2026-09-02 11:39:39.353068000,2026-09-02
VOLTAS,approaching_breakouts.csv,2026-09-02 11:39:39.353068000,2026-09-02
UNOMINDA,approaching_breakouts.csv,2026-09-02 12:05:27.598875000,2026-09-02
NTPC,approaching_breakouts.csv,2026-09-02 12:26:05.752707000,2026-09-02
POWERGRID,approaching_breakouts.csv,2026-09-02 12:36:26.515271000,2026-09-02
INDHOTEL,approaching_breakouts.csv,2026-09-02 12:46:42.161631000,2026-09-02
