Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
MCX,2693,0.22,0.22,0.22,0.22,0.22,7147125,0.23,0.23,,,,,,,,,50400,-94.99,-94.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
MFSL,1522,0.47,0.47,0.47,0.47,0.47,9605600,0.01,0.01,,,,,,,,,19200,-94.87,-94.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
NIFTY,"24,426.4",0.28,0.28,0.28,0.28,0.28,13193310,0.1,0.1,,,,,,,,,133835,-94.81,-94.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
KOTAKBANK,391.2,0.14,0.14,0.14,0.14,0.14,178122000,0,0,,,,,,,,,304000,-94.8,-94.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
RELIANCE,"1,302.3",0.41,0.41,0.41,0.41,0.41,103974500,-0.02,-0.02,,,,,,,,,609000,-94.63,-94.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TATACONSUM,"1,097.2",-0.29,-0.29,-0.29,-0.29,-0.29,15588100,0.07,0.07,,,,,,,,,49500,-94.56,-94.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
JIOFIN,249.07,0.54,0.54,0.54,0.54,0.54,173754300,0.09,0.09,,,,,,,,,1071600,-94.49,-94.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
IOC,139.3,0.11,0.11,0.11,0.11,0.11,144733875,0.01,0.01,,,,,,,,,541125,-94.45,-94.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
INDIGO,"5,278.5",0.67,0.67,0.67,0.67,0.67,5583900,0.03,0.03,,,,,,,,,26850,-94.29,-94.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
DRREDDY,"1,153.2",0.35,0.35,0.35,0.35,0.35,13772500,0.08,0.08,,,,,,,,,82500,-94.21,-94.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
CIPLA,"1,480.3",0.49,0.49,0.49,0.49,0.49,9729100,0.08,0.08,,,,,,,,,29750,-94.2,-94.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
MUTHOOTFIN,3052,0.86,0.86,0.86,0.86,0.86,7187125,0.12,0.12,,,,,,,,,54450,-93.78,-93.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
APOLLOHOSP,"9,042.5",0.46,0.46,0.46,0.46,0.46,1910250,0.14,0.14,,,,,,,,,12500,-93.64,-93.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SHREECEM,26230,-0.25,-0.25,-0.25,-0.25,-0.25,327050,0.22,0.22,,,,,,,,,1625,-93.63,-93.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
HDFCAMC,2575,0.87,0.87,0.87,0.87,0.87,6131700,-0.04,-0.04,,,,,,,,,28200,-93.59,-93.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
UPL,606.9,0.14,0.14,0.14,0.14,0.14,30438720,0.03,0.03,,,,,,,,,59620,-93.58,-93.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
DMART,"3,929.8",1.25,1.25,1.25,1.25,1.25,5094750,0.12,0.12,,,,,,,,,61350,-93.51,-93.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SOLARINDS,18386,1.25,1.25,1.25,1.25,1.25,801950,-0.02,-0.02,,,,,,,,,4000,-93.44,-93.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SAIL,171.18,1.07,1.07,1.07,1.07,1.07,180564600,0.09,0.09,,,,,,,,,775500,-93.4,-93.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SUNPHARMA,"2,019.5",0.62,0.62,0.62,0.62,0.62,13939800,0.11,0.11,,,,,,,,,75250,-93.15,-93.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
GLENMARK,"2,234.5",1.62,1.62,1.62,1.62,1.62,11551125,0.03,0.03,,,,,,,,,87750,-93.1,-93.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
LODHA,1222,-0.43,-0.43,-0.43,-0.43,-0.43,13592500,0.01,0.01,,,,,,,,,156875,-93.1,-93.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PIIND,"2,765.2",-0.22,-0.22,-0.22,-0.22,-0.22,2751350,0.11,0.11,,,,,,,,,14350,-92.93,-92.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TVSMOTOR,"4,252.3",0.78,0.78,0.78,0.78,0.78,10217375,0.66,0.66,,,,,,,,,156450,-92.77,-92.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
WIPRO,181.54,-2.97,-2.97,-2.97,-2.97,-2.97,236550000,0.62,0.62,,,,,,,,,3948000,-92.57,-92.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
MOTHERSON,148.3,0.8,0.8,0.8,0.8,0.8,124924950,0.05,0.05,,,,,,,,,867150,-92.43,-92.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
HAL,"4,624.8",0.83,0.83,0.83,0.83,0.83,5060550,-0.02,-0.02,,,,,,,,,25050,-92.14,-92.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
CANBK,125.8,0.7,0.7,0.7,0.7,0.7,401827500,0.02,0.02,,,,,,,,,1032750,-92.05,-92.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
HDFCBANK,758,0.15,0.15,0.15,0.15,0.15,294187400,0.09,0.09,,,,,,,,,1283100,-92.05,-92.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SENSEX,78282.45,0.22,0.22,0.22,0.22,0.22,32920,2.36,2.36,,,,,,,,,1520,-91.99,-91.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
ADANIPOWER,212.06,1.11,1.11,1.11,1.11,1.11,154549250,-0.19,-0.19,,,,,,,,,901700,-91.95,-91.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
HINDZINC,541.25,0.4,0.4,0.4,0.4,0.4,29034950,0.04,0.04,,,,,,,,,188650,-91.45,-91.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
M&M,"3,346.3",1.48,1.48,1.48,1.48,1.48,13717800,1.36,1.36,,,,,,,,,744000,-91.43,-91.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PNBHOUSING,1038,0.82,0.82,0.82,0.82,0.82,7072650,0.6,0.6,,,,,,,,,137800,-91.29,-91.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
IDFCFIRSTB,85.31,0.65,0.65,0.65,0.65,0.65,352505650,0.17,0.17,,,,,,,,,2235275,-91.09,-91.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
VMM,108.6,0.13,0.13,0.13,0.13,0.13,42723650,0.17,0.17,,,,,,,,,223100,-90.98,-90.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
AMBUJACEM,440.7,1.08,1.08,1.08,1.08,1.08,78907200,0.09,0.09,,,,,,,,,468000,-90.96,-90.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TATAELXSI,3605,-1.96,-1.96,-1.96,-1.96,-1.96,2530375,0.19,0.19,,,,,,,,,35000,-90.84,-90.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BEL,389.2,0.58,0.58,0.58,0.58,0.58,101098050,0.02,0.02,,,,,,,,,692550,-90.83,-90.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BANKINDIA,138.31,0.52,0.52,0.52,0.52,0.52,98774000,-0.03,-0.03,,,,,,,,,514800,-90.82,-90.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BAJAJ-AUTO,"11,512.5",0.15,0.15,0.15,0.15,0.15,1942500,0.12,0.12,,,,,,,,,23475,-90.67,-90.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
VEDL,266.95,-0.35,-0.35,-0.35,-0.35,-0.35,49590300,0.19,0.19,,,,,,,,,732550,-90.5,-90.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
LAURUSLABS,"1,798.4",0.77,0.77,0.77,0.77,0.77,16495950,0.24,0.24,,,,,,,,,195500,-90.32,-90.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
ICICIBANK,"1,436.3",0.55,0.55,0.55,0.55,0.55,105735000,0.15,0.15,,,,,,,,,715400,-90.28,-90.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
GRASIM,"3,131.5",0.61,0.61,0.61,0.61,0.61,11942250,-0.08,-0.08,,,,,,,,,30500,-90.03,-90.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PNB,112.46,0.42,0.42,0.42,0.42,0.42,290816000,0.03,0.03,,,,,,,,,1584000,-89.85,-89.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
MARUTI,14167,0.69,0.69,0.69,0.69,0.69,2122200,1.01,1.01,,,,,,,,,63350,-89.8,-89.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BANKNIFTY,57520,0.39,0.39,0.39,0.39,0.39,2107410,-0.95,-0.95,,,,,,,,,59700,-89.62,-89.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TMPV,337,0.46,0.46,0.46,0.46,0.46,77502400,0.18,0.18,,,,,,,,,628800,-89.57,-89.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
CHOLAFIN,"1,813.8",1.96,1.96,1.96,1.96,1.96,12653125,-0.05,-0.05,,,,,,,,,153125,-89.53,-89.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
ASHOKLEY,161.5,1.43,1.43,1.43,1.43,1.43,148150000,0.27,0.27,,,,,,,,,2470000,-89.02,-89.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
POLYCAB,9060,1.27,1.27,1.27,1.27,1.27,2339750,-0.54,-0.54,,,,,,,,,44750,-89.02,-89.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
AXISBANK,"1,244.1",0.75,0.75,0.75,0.75,0.75,79461250,-0.01,-0.01,,,,,,,,,471875,-88.55,-88.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
KEI,"4,929.5",2.38,2.38,2.38,2.38,2.38,1998150,0.15,0.15,,,,,,,,,33775,-88.42,-88.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
LTM,"4,325.9",-2.95,-2.95,-2.95,-2.95,-2.95,2768550,0.39,0.39,,,,,,,,,55950,-88.4,-88.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SBIN,"1,034.7",0.57,0.57,0.57,0.57,0.57,80345250,0.03,0.03,,,,,,,,,656250,-88.32,-88.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
JINDALSTEL,"1,111.3",1.21,1.21,1.21,1.21,1.21,12761875,-0.02,-0.02,,,,,,,,,136250,-88.04,-88.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
OFSS,11005,-1.64,-1.64,-1.64,-1.64,-1.64,1310900,0.35,0.35,,,,,,,,,25500,-87.48,-87.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
MAZDOCK,2332,0.73,0.73,0.73,0.73,0.73,5184900,1.53,1.53,,,,,,,,,173250,-87.14,-87.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
LTF,310,1.34,1.34,1.34,1.34,1.34,49668750,0.04,0.04,,,,,,,,,549000,-86.51,-86.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
GODFRYPHLP,"2,170.1",2.79,2.79,2.79,2.79,2.79,1808950,-0.38,-0.38,,,,,,,,,58850,-86.49,-86.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TECHM,"1,625.2",-2.1,-2.1,-2.1,-2.1,-2.1,18223800,0.03,0.03,,,,,,,,,477000,-86.33,-86.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
NAUKRI,1216.35,-2.53,-2.53,-2.53,-2.53,-2.53,14454000,0.23,0.23,,,,,,,,,143550,-86.23,-86.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
HINDALCO,984.95,1.13,1.13,1.13,1.13,1.13,51991100,0.42,0.42,,,,,,,,,972300,-85.95,-85.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
INFY,1117,-3.42,-3.42,-3.42,-3.42,-3.42,89247600,0.75,0.75,,,,,,,,,2301200,-85.79,-85.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
FINNIFTY,"26,534.2",0.73,0.73,0.73,0.73,0.73,29280,0.41,0.41,,,,,,,,,1080,-84.75,-84.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
IEX,133.46,0.94,0.94,0.94,0.94,0.94,71083350,0.05,0.05,,,,,,,,,691650,-84.56,-84.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SHRIRAMFIN,"1,045.7",1.54,1.54,1.54,1.54,1.54,27115275,0.21,0.21,,,,,,,,,425700,-84.55,-84.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
NYKAA,337.2,0.81,0.81,0.81,0.81,0.81,43996875,0.49,0.49,,,,,,,,,575000,-83.76,-83.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
DIVISLAB,8085,2.88,2.88,2.88,2.88,2.88,3552800,0.9,0.9,,,,,,,,,103100,-83.5,-83.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
MPHASIS,"2,265.7",-3.51,-3.51,-3.51,-3.51,-3.51,4012250,1.5,1.5,,,,,,,,,179300,-83.47,-83.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TCS,"2,355.2",-3.5,-3.5,-3.5,-3.5,-3.5,32424750,1.08,1.08,,,,,,,,,963450,-82.69,-82.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
GVT&D,"4,364.2",3.52,3.52,3.52,3.52,3.52,3147625,1.09,1.09,,,,,,,,,186125,-82.01,-82.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
COFORGE,"1,714.8",-1.69,-1.69,-1.69,-1.69,-1.69,14072825,1.18,1.18,,,,,,,,,594700,-81.13,-81.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
NATIONALUM,356.3,1.83,1.83,1.83,1.83,1.83,45271875,0.08,0.08,,,,,,,,,1473750,-81.01,-81.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TATAPOWER,380.35,0.65,0.65,0.65,0.65,0.65,63273650,0.18,0.18,,,,,,,,,569850,-80.57,-80.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
HCLTECH,"1,310.9",-3.45,-3.45,-3.45,-3.45,-3.45,27480400,0.66,0.66,,,,,,,,,680800,-80.5,-80.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BHEL,412,1.69,1.69,1.69,1.69,1.69,80332875,-0.25,-0.25,,,,,,,,,1165500,-80.12,-80.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SIEMENS,"3,689.6",1.53,1.53,1.53,1.53,1.53,3673775,0.14,0.14,,,,,,,,,60200,-79.23,-79.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BHARATFORG,"2,201.8",1.29,1.29,1.29,1.29,1.29,7539500,0.21,0.21,,,,,,,,,132000,-79.08,-79.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
ETERNAL,310.65,-0.53,-0.53,-0.53,-0.53,-0.53,155355200,0.34,0.34,,,,,,,,,5211325,-78.61,-78.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
CUMMINSIND,5541,2.35,2.35,2.35,2.35,2.35,3968800,0.08,0.08,,,,,,,,,126600,-73.17,-73.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
LICHSGFIN,518.65,-2.57,-2.57,-2.57,-2.57,-2.57,25443000,2.7,2.7,,,,,,,,,1221000,-70.68,-70.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PERSISTENT,"5,289.2",-4.08,-4.08,-4.08,-4.08,-4.08,3687000,2.17,2.17,,,,,,,,,273375,-70.47,-70.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
ABB,7420,1.34,1.34,1.34,1.34,1.34,2074250,1.54,1.54,,,,,,,,,123000,-70.23,-70.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TORNTPHARM,"5,003.9",2.17,2.17,2.17,2.17,2.17,3967000,0.01,0.01,,,,,,,,,223375,-68.96,-68.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SWIGGY,282.6,-3.95,-3.95,-3.95,-3.95,-3.95,65829575,3.27,3.27,,,,,,,,,11716500,-67.88,-67.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TATASTEEL,188.79,0.5,0.5,0.5,0.5,0.5,161144500,1.09,1.09,,,,,,,,,4694250,-63.53,-63.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
NIFTYNXT50,"73,214.6",0.68,0.68,0.68,0.68,0.68,16575,2.31,2.31,,,,,,,,,800,-60.98,-60.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
HYUNDAI,"2,148.2",6.85,6.85,6.85,6.85,6.85,4218225,4.16,4.16,,,,,,,,,764500,-59.88,-59.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BAJAJFINSV,1970,2.93,2.93,2.93,2.93,2.93,8786100,0.27,0.27,,,,,,,,,431100,-58.65,-58.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
POWERINDIA,32425,3.17,3.17,3.17,3.17,3.17,561550,1.42,1.42,,,,,,,,,33525,-55.46,-55.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
MANKIND,"2,492.4",-3.69,-3.69,-3.69,-3.69,-3.69,2961750,3.37,3.37,,,,,,,,,302000,-54.77,-54.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
CGPOWER,869.6,3.84,3.84,3.84,3.84,3.84,19615450,1.73,1.73,,,,,,,,,2046800,-48.8,-48.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BAJFINANCE,1098,3.76,3.76,3.76,3.76,3.76,68487000,1.72,1.72,,,,,,,,,7505250,-48.68,-48.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
ABCAPITAL,408,3.07,3.07,3.07,3.07,3.07,34220900,0.87,0.87,,,,,,,,,2089400,-40.83,-40.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BANKEX,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
