Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Price,Price Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price Chg %,Volume Chg %,OI Chg %,Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg %
PREMIERENE,7.64,988.4,991.5,986.4,988.0,1.4,0.14,0.53,1.46,19.0,0.16,0.01,1.41,9.0,0.36,10.0,0.57,1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,6.91,1602.2,1602.2,1588.5,1597.4,-2.9,-0.18,-0.68,-2.04,11.0,0.1,0.0,0.0,12.0,0.37,2.0,0.08,-10,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADICO,6.1,4370.0,4371.1,4350.0,4367.6,-17.1,-0.39,-0.19,-0.64,5.0,0.1,-0.02,-2.82,25.0,0.76,-30.0,-1.3,-55,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBLBANK,5.96,380.4,382.0,378.75,380.15,2.05,0.54,0.32,1.16,-1.0,-0.01,0.01,1.52,3.0,0.09,14.0,0.62,11,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECLTD,5.0,370.55,373.0,369.6,372.1,1.4,0.38,-0.09,-0.38,4.0,0.01,0.0,0.0,-30.0,-0.32,-8.0,-0.12,22,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIANCE,4.02,1301.0,1305.5,1300.1,1302.5,5.5,0.42,-0.26,-1.33,-37.0,-0.02,0.0,0.0,-540.0,-0.56,-29.0,-0.04,511,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVNL,7.69,223.66,224.23,222.59,223.54,0.08,0.04,1.12,3.07,26.0,0.14,0.0,0.0,-4.0,-0.06,3.0,0.05,7,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,7.54,170.4,172.28,170.3,170.61,1.24,0.73,-0.78,-2.3,31.0,0.08,0.0,0.0,-31.0,-0.75,1.0,0.04,32,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,5.67,658.7,658.7,651.9,655.85,2.4,0.37,0.66,2.52,17.0,0.06,-0.01,-1.41,40.0,0.57,-5.0,-0.1,-45,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,4.45,1894.7,1894.7,1882.0,1888.8,7.2,0.38,0.18,0.87,18.0,0.1,0.0,0.0,-1.0,-0.03,32.0,1.3,33,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIN,5.32,1033.8,1036.8,1032.7,1035.5,6.7,0.65,-0.2,-0.78,55.0,0.05,0.01,1.02,-338.0,-0.95,-5.0,-0.01,333,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENSEX,1.16,78215.1,78370.45,78200.0,78282.45,172.45,0.22,0.04,0.36,38.0,2.36,0.01,0.68,103.0,1.29,203.0,1.72,100,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREECEM,6.99,26285.0,26285.0,26055.0,26230.0,-65,-0.25,-2.62,-9.8,29.0,0.22,-0.01,-1.05,14.0,1.31,1.0,0.1,-13,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,5.84,1033.8,1043.7,1033.5,1043.0,13.2,1.28,0.1,0.36,81.0,0.25,0.0,0.0,-8.0,-0.08,-5.0,-0.1,3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,8.23,3700.0,3705.4,3660.0,3693.0,58.9,1.62,0.12,0.34,38.0,0.18,0.01,1.27,-28.0,-0.58,12.0,0.31,40,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,7.1,18249.0,18299.0,18246.0,18246.0,87,0.48,1.39,4.15,1.0,0.01,-0.01,-1.37,0.0,0.0,-30.0,-1.38,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,6.75,769.9,769.9,765.5,766.6,1.15,0.15,0.71,2.23,-25.0,-0.29,0.0,0.0,22.0,0.59,16.0,0.63,-6,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRF,5.54,2622.0,2629.1,2615.1,2622.0,2.1,0.08,-0.16,-0.61,17.0,0.08,0.0,0.0,52.0,0.39,8.0,0.13,-44,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,4.36,2013.0,2022.0,2013.0,2019.1,12,0.6,0.31,1.5,41.0,0.1,0.01,1.3,-113.0,-0.91,120.0,1.26,233,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND,6.25,3435.2,3494.0,3435.2,3460.0,-15.5,-0.45,-1.81,-6.16,-2.0,-0.02,0.0,0.0,4.0,0.1,-2.0,-0.07,-6,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON,7.99,47.94,47.94,47.51,47.69,0.2,0.42,0.55,1.5,24.0,0.07,0.0,0.0,31.0,0.18,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,9.42,289.0,289.15,277.36,280.32,-13.89,-4.72,-3.69,-7.73,1034.0,2.96,0.0,0.0,243.0,2.1,211.0,2.02,-32,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM,4.43,1098.6,1099.6,1094.0,1096.5,-3.9,-0.35,1.08,5.01,20.0,0.07,0.0,0.0,16.0,0.27,3.0,0.07,-13,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAELXSI,6.99,3639.0,3648.3,3581.1,3610.1,-66.9,-1.82,0.88,2.74,38.0,0.19,0.01,1.69,-77.0,-0.71,31.0,0.49,108,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAPOWER,4.29,379.5,381.2,379.3,380.45,2.55,0.67,0.17,0.83,89.0,0.2,0.0,0.0,-133.0,-0.78,-1.0,-0.01,132,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL,5.14,189.0,190.89,187.65,188.31,0.46,0.24,-1.39,-5.44,525.0,0.91,-0.02,-2.47,422.0,1.97,-38.0,-0.22,-460,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,5.71,2385.0,2389.0,2323.9,2361.6,-79.1,-3.24,0.77,2.92,1490.0,1.05,-0.04,-4.12,388.0,0.93,-1123.0,-2.78,-1511,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHM,6.07,1612.2,1629.8,1612.0,1629.1,-30.9,-1.86,2.21,8.25,15.0,0.05,-0.02,-3.03,-6.0,-0.06,-224.0,-3.49,-218,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIINDIA,6.25,2740.0,2740.0,2700.2,2726.3,23.3,0.86,-0.39,-1.07,8.0,0.08,-0.02,-2.41,20.0,1.56,-8.0,-0.75,-28,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAN,4.67,4871.8,4871.8,4845.1,4866.4,6.2,0.13,0.61,2.81,-10.0,-0.03,-0.01,-1.32,30.0,0.23,-17.0,-0.17,-47,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMPV,6.75,337.5,338.45,335.25,337.8,2.35,0.7,0.34,1.07,77.0,0.16,-0.01,-1.19,22.0,0.14,-63.0,-0.47,-85,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,5.49,4970.0,5025.0,4969.9,5003.0,105.4,2.15,-2.34,-8.08,31.0,0.1,-0.04,-5.88,111.0,2.3,-114.0,-3.47,-225,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRENT,6.58,3012.1,3027.1,3012.0,3022.4,10.8,0.36,0.56,1.81,15.0,0.03,0.0,0.0,39.0,0.39,13.0,0.17,-26,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSMOTOR,5.59,4215.0,4258.7,4203.5,4250.0,30.5,0.72,1.04,4.12,353.0,0.61,0.01,1.09,-109.0,-0.93,-39.0,-0.36,70,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTRACEMCO,4.58,11905.0,11929.0,11877.0,11919.0,41,0.35,0.6,3.21,5.0,0.01,0.04,7.55,5677.0,69.0,3457.0,78.57,-2220,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIONBANK,6.45,171.02,172.5,171.02,171.9,0.55,0.32,0.12,0.4,7.0,0.03,0.0,0.0,2.0,0.03,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITDSPR,4.51,1543.3,1543.3,1529.7,1530.9,-4,-0.26,0.6,2.86,67.0,0.34,0.0,0.0,3.0,0.06,-9.0,-0.19,-12,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNOMINDA,7.9,1189.7,1189.7,1174.0,1182.6,3.8,0.32,-1.37,-3.74,2.0,0.02,0.0,0.0,-10.0,-0.38,-8.0,-0.38,2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPL,6.75,604.75,606.55,601.85,606.5,0.45,0.07,-0.31,-0.98,7.0,0.03,-0.01,-1.16,38.0,1.27,8.0,0.31,-30,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,5.71,450.0,450.9,449.3,450.4,-1.6,-0.35,0.15,0.55,3.0,0.01,0.0,0.0,3.0,0.02,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEDL,6.56,268.4,268.9,264.5,265.8,-2.1,-0.78,-1.45,-4.47,49.0,0.11,0.0,0.0,60.0,0.27,-53.0,-0.44,-113,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMM,5.91,108.79,108.79,107.9,108.44,-0.02,-0.02,1.24,4.47,12.0,0.14,0.0,0.0,3.0,0.18,2.0,0.23,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,7.12,1344.0,1349.9,1337.0,1349.4,12.1,0.9,-1.13,-3.42,31.0,0.16,0.0,0.0,4.0,0.15,17.0,0.5,13,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAAREEENER,6.88,2611.9,2611.9,2591.6,2598.5,10.1,0.39,0.52,1.62,133.0,0.3,-0.01,-1.79,210.0,1.05,-34.0,-0.3,-244,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIPRO,5.98,185.0,185.0,181.12,181.69,-5.4,-2.89,1.5,5.69,346.0,0.44,-0.02,-3.12,342.0,1.58,-257.0,-1.85,-599,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YESBANK,5.87,22.65,22.7,22.56,22.63,0.03,0.13,-,-,13.0,0.03,0.0,0.0,0.0,0.0,15.0,0.25,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSLIFE,6.17,1123.0,1130.5,1123.0,1128.8,7.1,0.63,-0.37,-1.36,1.0,0.01,-0.02,-2.7,0.0,0.0,-26.0,-2.34,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIIND,,,,,,-6.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,2765.0,-0.23,15722.0,17.0,0.11,0.85,2700.0,643.0,0.0,0.0,,2.41,SB,,,,,,,,,,,,,,,,,
AMBUJACEM,,,,,,4.25,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,440.25,0.97,65734.0,39.0,0.06,0.75,430.0,2126.0,-3.0,675.0,6.0,2.38,LB,,,,,,,,,,,,,,,,,
TMPV,,,,,,2.35,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,337.8,0.7,48429.0,77.0,0.16,0.83,330.0,2014.0,-11.0,1897.0,0.0,2.36,LB,,,,,,,,,,,,,,,,,
KAYNES,,,,,,44.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,3680.0,1.22,25287.0,-18.0,-0.07,0.59,3600.0,1610.0,-39.0,652.0,17.0,2.22,SC,,,,,,,,,,,,,,,,,
UNITDSPR,,,,,,-4.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1530.9,-0.26,20011.0,67.0,0.34,0.93,1500.0,944.0,2.0,886.0,-4.0,2.06,SB,,,,,,,,,,,,,,,,,
TECHM,,,,,,-30.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1629.1,-1.86,30379.0,15.0,0.05,0.64,1600.0,3192.0,-5.0,826.0,-19.0,1.82,SB,,,,,,,,,,,,,,,,,
NIFTY,,,,,,70.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,24428.3,0.29,202882.0,118.0,0.06,1.15,24000.0,96256.0,-256.0,124293.0,1905.0,1.78,LB,,,,,,,,,,,,,,,,,
INFY,,,,,,-37.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1119.0,-3.24,222937.0,1482.0,0.67,0.99,1100.0,11866.0,2.0,10580.0,-324.0,1.73,SB,,,,,,,,,,,,,,,,,
NATIONALUM,,,,,,6.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,356.0,1.74,24158.0,32.0,0.13,0.78,350.0,2491.0,-57.0,872.0,17.0,1.71,LB,,,,,,,,,,,,,,,,,
ABCAPITAL,,,,,,10.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,406.75,2.75,11027.0,83.0,0.76,0.82,400.0,493.0,-10.0,267.0,6.0,1.69,LB,,,,,,,,,,,,,,,,,
SENSEX,,,,,,172.45,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,78282.45,0.22,1646.0,38.0,2.36,1.49,77000.0,1515.0,13.0,1563.0,1.0,1.67,LB,,,,,,,,,,,,,,,,,
M&M,,,,,,45.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,3343.1,1.39,68503.0,834.0,1.23,0.78,3300.0,4710.0,218.0,1554.0,136.0,1.31,LB,,,,,,,,,,,,,,,,,
MARUTI,,,,,,102.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,14172.0,0.72,42433.0,414.0,0.99,0.78,14000.0,4037.0,7.0,1002.0,41.0,1.23,LB,,,,,,,,,,,,,,,,,
TVSMOTOR,,,,,,30.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,4250.0,0.72,58357.0,353.0,0.61,0.93,4200.0,1476.0,-104.0,866.0,18.0,1.19,LB,,,,,,,,,,,,,,,,,
INDUSINDBK,,,,,,-2.85,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1011.05,-0.28,48848.0,8.0,0.02,0.79,1000.0,1406.0,0.0,1846.0,-16.0,1.11,SB,,,,,,,,,,,,,,,,,
CROMPTON,,,,,,1.25,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,262.8,0.48,27036.0,3.0,0.01,0.53,260.0,868.0,33.0,302.0,13.0,1.08,LB,,,,,,,,,,,,,,,,,
UPL,,,,,,0.45,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,606.5,0.07,22464.0,7.0,0.03,0.85,600.0,508.0,0.0,0.0,,1.08,LB,,,,,,,,,,,,,,,,,
SUNPHARMA,,,,,,12.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,2019.1,0.6,39827.0,41.0,0.1,0.78,2000.0,3161.0,-32.0,1063.0,24.0,0.96,LB,,,,,,,,,,,,,,,,,
ASHOKLEY,,,,,,2.14,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,161.37,1.34,29625.0,76.0,0.26,1.01,160.0,1476.0,36.0,910.0,-3.0,0.86,LB,,,,,,,,,,,,,,,,,
COCHINSHIP,,,,,,4.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1411.7,0.33,14270.0,3.0,0.02,0.68,1400.0,1269.0,-3.0,697.0,2.0,0.84,LB,,,,,,,,,,,,,,,,,
PGEL,,,,,,8.05,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,624.8,1.31,11275.0,-14.0,-0.12,0.87,620.0,902.0,-6.0,66.0,2.0,0.77,SC,,,,,,,,,,,,,,,,,
POLYCAB,,,,,,115.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,9062.0,1.29,18730.0,-89.0,-0.47,0.59,9000.0,1347.0,-109.0,1178.0,0.0,0.69,SC,,,,,,,,,,,,,,,,,
BHEL,,,,,,7.25,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,412.4,1.79,30609.0,-70.0,-0.23,0.57,410.0,1713.0,19.0,608.0,7.0,0.59,SC,,,,,,,,,,,,,,,,,
BLUESTARCO,,,,,,7.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1707.8,0.45,9530.0,5.0,0.05,1.12,1700.0,226.0,2.0,75.0,1.0,0.46,LB,,,,,,,,,,,,,,,,,
POLICYBZR,,,,,,9.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1607.1,0.56,26475.0,6.0,0.02,0.75,1600.0,800.0,2.0,0.0,,0.44,LB,,,,,,,,,,,,,,,,,
INDHOTEL,,,,,,1.55,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,752.85,0.21,21120.0,32.0,0.15,0.62,750.0,880.0,1.0,277.0,2.0,0.38,LB,,,,,,,,,,,,,,,,,
SAIL,,,,,,1.24,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,170.61,0.73,38416.0,31.0,0.08,0.62,170.0,855.0,-10.0,0.0,,0.36,LB,,,,,,,,,,,,,,,,,
SHRIRAMFIN,,,,,,13.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1043.0,1.28,32880.0,81.0,0.25,0.5,1040.0,2019.0,-7.0,587.0,-6.0,0.29,LB,,,,,,,,,,,,,,,,,
CHOLAFIN,,,,,,26.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1804.9,1.46,20249.0,-6.0,-0.03,0.56,1800.0,986.0,-76.0,440.0,3.0,0.27,SC,,,,,,,,,,,,,,,,,
DLF,,,,,,3.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,661.25,0.53,49355.0,5.0,0.01,0.74,660.0,1636.0,19.0,770.0,4.0,0.19,LB,,,,,,,,,,,,,,,,,
RELIANCE,,,,,,5.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1302.5,0.42,207948.0,-37.0,-0.02,0.85,1300.0,20563.0,-265.0,10161.0,-4.0,0.19,SC,,,,,,,,,,,,,,,,,
BAJAJ-AUTO,,,,,,25.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,11520.0,0.22,25896.0,26.0,0.1,1.47,11500.0,1918.0,39.0,683.0,-17.0,0.17,LB,,,,,,,,,,,,,,,,,
KEI,,,,,,92.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,4907.0,1.91,11414.0,13.0,0.11,0.68,4900.0,381.0,5.0,0.0,,0.14,LB,,,,,,,,,,,,,,,,,
FINNIFTY,,,,,,193.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,26534.2,0.73,488.0,2.0,0.41,0.9,26500.0,490.0,-148.0,217.0,-31.0,0.13,LB,,,,,,,,,,,,,,,,,
TORNTPHARM,,,,,,105.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,5003.0,2.15,31765.0,31.0,0.1,0.64,5000.0,1492.0,-34.0,583.0,44.0,0.06,LB,,,,,,,,,,,,,,,,,
LTF,,,,,,3.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,309.8,1.27,22080.0,13.0,0.06,0.79,310.0,796.0,-21.0,468.0,-1.0,-0.06,LB,,,,,,,,,,,,,,,,,
AMBER,,,,,,56.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,7492.0,0.75,12429.0,-3.0,-0.02,1.19,7500.0,1860.0,-3.0,0.0,,-0.11,SC,,,,,,,,,,,,,,,,,
PETRONET,,,,,,-0.95,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,279.45,-0.34,16745.0,4.0,0.02,1.22,280.0,1111.0,0.0,0.0,,-0.2,SB,,,,,,,,,,,,,,,,,
ULTRACEMCO,,,,,,41.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,11919.0,0.35,34136.0,5.0,0.01,0.57,11960.0,2262.0,3.0,72.0,-1.0,-0.34,LB,,,,,,,,,,,,,,,,,
INDIGO,,,,,,35.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,5278.5,0.67,37227.0,12.0,0.03,0.74,5300.0,3211.0,1.0,669.0,14.0,-0.41,LB,,,,,,,,,,,,,,,,,
LAURUSLABS,,,,,,7.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,1792.0,0.41,19406.0,46.0,0.24,0.85,1800.0,1816.0,-4.0,506.0,2.0,-0.44,LB,,,,,,,,,,,,,,,,,
JIOFIN,,,,,,0.96,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,248.7,0.39,73927.0,56.0,0.08,0.6,250.0,4981.0,17.0,1923.0,1.0,-0.52,LB,,,,,,,,,,,,,,,,,
BPCL,,,,,,0.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_31_7_2026 (1).xlsx,318.2,0.22,20311.0,18.0,0.09,0.78,320.0,906.0,1.0,386.0,0.0,-0.56,LB,,,,,,,,,,,,,,,,,
