Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File
FOCIT,37350.0,-0.28,675.0,7.14,,,,,,,,,0.0,-100.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PAGEIND,41045.0,0.17,239980.0,0.02,,,,,,,,,140.0,-99.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
COCHINSHIP,1411.7,0.33,5708000.0,0.02,,,,,,,,,1600.0,-99.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
DALBHARAT,1811.5,0.66,3796650.0,-0.01,,,,,,,,,1625.0,-99.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PHOENIXLTD,1893.4,-0.17,3530100.0,0.05,,,,,,,,,2450.0,-99.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BIOCON,427.5,0.12,47272500.0,0.04,,,,,,,,,67500.0,-99.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
VBL,450.0,-0.44,52612875.0,0.01,,,,,,,,,47175.0,-99.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PREMIERENE,987.3,0.07,7824700.0,0.18,,,,,,,,,26000.0,-99.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
RADICO,4370.0,-0.34,756150.0,0.12,,,,,,,,,2700.0,-99.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
NBCC,94.11,0.43,99879000.0,0.04,,,,,,,,,65000.0,-99.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
SUPREMEIND,3467.4,-0.23,2274300.0,0.02,,,,,,,,,3325.0,-98.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
ASTRAL,1439.5,-0.1,7182075.0,0.07,,,,,,,,,11050.0,-98.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
CAMS,791.0,-0.53,6709725.0,0.0,,,,,,,,,12375.0,-98.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
360ONE,1149.4,0.34,4137500.0,0.07,,,,,,,,,18000.0,-98.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PRESTIGE,1594.2,-0.38,4962150.0,0.1,,,,,,,,,22050.0,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
BLUESTARCO,1705.0,0.29,3097250.0,0.05,,,,,,,,,4875.0,-98.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
PIDILITIND,1641.3,0.29,7517000.0,0.0,,,,,,,,,11500.0,-98.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
INOXWIND,75.85,0.74,106592000.0,0.05,,,,,,,,,236800.0,-98.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
TIINDIA,2724.8,0.81,2119200.0,0.09,,,,,,,,,8800.0,-98.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
DELHIVERY,470.9,0.33,22874800.0,0.01,,,,,,,,,47725.0,-98.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
FORCEMOT,17839.0,0.82,277125.0,-0.07,,,,,,,,,2475.0,-98.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
WAAREEENER,2599.3,0.42,7720475.0,0.38,,,,,,,,,81375.0,-98.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
COLPAL,2094.4,0.18,4803975.0,0.12,,,,,,,,,23100.0,-98.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
DABUR,427.35,-0.15,29772500.0,0.07,,,,,,,,,217500.0,-98.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_31_7_2026.xlsx
