Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
SBILIFE,"1,880.8",0.44,0.44,0.44,0.44,0.44,6613125,0.89,0.89,,,,,,,,,91125,-96.39,-96.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BPCL,320.65,0.64,0.64,0.64,0.64,0.64,36326175,0.34,0.34,,,,,,,,,539175,-96.45,-96.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MAZDOCK,"2,278.8",-1.36,-1.36,-1.36,-1.36,-1.36,4766625,0.98,0.98,,,,,,,,,81900,-96.45,-96.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
VEDL,263.85,-1.01,-1.01,-1.01,-1.01,-1.01,40728400,1.28,1.28,,,,,,,,,767050,-96.5,-96.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
OIL,434.95,-0.92,-0.92,-0.92,-0.92,-0.92,14880600,-0.04,-0.04,,,,,,,,,204400,-96.54,-96.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
RECLTD,366,0.37,0.37,0.37,0.37,0.37,37669275,0.8,0.8,,,,,,,,,883575,-96.54,-96.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MOTHERSON,147.75,-1.54,-1.54,-1.54,-1.54,-1.54,115048050,0.53,0.53,,,,,,,,,2318550,-96.55,-96.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IOC,141.97,0.56,0.56,0.56,0.56,0.56,136704750,0.34,0.34,,,,,,,,,1345500,-96.62,-96.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
GMRAIRPORT,108.67,-0.09,-0.09,-0.09,-0.09,-0.09,103781025,0.73,0.73,,,,,,,,,1534500,-96.65,-96.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NHPC,78.44,-0.29,-0.29,-0.29,-0.29,-0.29,126385750,0.25,0.25,,,,,,,,,1529000,-96.65,-96.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MCX,"2,764.4",0.18,0.18,0.18,0.18,0.18,5960925,0.28,0.28,,,,,,,,,90000,-96.68,-96.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BAJFINANCE,"1,052.5",-0.07,-0.07,-0.07,-0.07,-0.07,62058750,0.44,0.44,,,,,,,,,729750,-96.78,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INDHOTEL,739.3,0.31,0.31,0.31,0.31,0.31,20027000,0.44,0.44,,,,,,,,,213000,-96.78,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NAM-INDIA,"1,142.8",-0.26,-0.26,-0.26,-0.26,-0.26,6695000,0.44,0.44,,,,,,,,,90000,-96.78,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MARICO,865.9,0.67,0.67,0.67,0.67,0.67,12132000,0.27,0.27,,,,,,,,,122400,-96.8,-96.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ICICIBANK,"1,434.7",-0.33,-0.33,-0.33,-0.33,-0.33,99425900,0.58,0.58,,,,,,,,,751100,-96.87,-96.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SHREECEM,26740,0.02,0.02,0.02,0.02,0.02,294525,0.02,0.02,,,,,,,,,4300,-96.88,-96.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
JSWENERGY,547.4,-1.08,-1.08,-1.08,-1.08,-1.08,21680600,0.78,0.78,,,,,,,,,258000,-96.89,-96.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BHARTIARTL,"1,910.5",-0.37,-0.37,-0.37,-0.37,-0.37,55256275,0.31,0.31,,,,,,,,,315875,-96.92,-96.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HDFCAMC,2544,-0.74,-0.74,-0.74,-0.74,-0.74,5594400,0.37,0.37,,,,,,,,,46500,-96.94,-96.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PFC,419.8,0.6,0.6,0.6,0.6,0.6,39305500,0.74,0.74,,,,,,,,,631800,-96.99,-96.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PREMIERENE,"1,038.6",0.03,0.03,0.03,0.03,0.03,6177600,0.27,0.27,,,,,,,,,74750,-96.99,-96.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NYKAA,330.3,0.36,0.36,0.36,0.36,0.36,43012500,0.37,0.37,,,,,,,,,418750,-97.06,-97.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
KOTAKBANK,387.35,-0.09,-0.09,-0.09,-0.09,-0.09,167126000,0.58,0.58,,,,,,,,,1362000,-97.07,-97.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ZYDUSLIFE,"1,115.5",0,0,0,0,0,9065700,0.36,0.36,,,,,,,,,79200,-97.08,-97.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BOSCHLTD,40960,-0.7,-0.7,-0.7,-0.7,-0.7,191550,0.2,0.2,,,,,,,,,1950,-97.11,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DIVISLAB,7485,0.31,0.31,0.31,0.31,0.31,3395100,0.4,0.4,,,,,,,,,40000,-97.11,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
FORTIS,945.35,-0.39,-0.39,-0.39,-0.39,-0.39,8068525,0.58,0.58,,,,,,,,,75950,-97.11,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PIDILITIND,"1,625.8",0.18,0.18,0.18,0.18,0.18,6946500,0.41,0.41,,,,,,,,,102500,-97.11,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
UNIONBANK,170.4,-0.4,-0.4,-0.4,-0.4,-0.4,110155950,0.5,0.5,,,,,,,,,995625,-97.13,-97.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ASIANPAINT,"2,740.8",0.55,0.55,0.55,0.55,0.55,7051250,0.59,0.59,,,,,,,,,112000,-97.17,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CROMPTON,250.8,-0.04,-0.04,-0.04,-0.04,-0.04,49490850,0.59,0.59,,,,,,,,,516000,-97.17,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IRFC,87.82,0.62,0.62,0.62,0.62,0.62,78939175,0.24,0.24,,,,,,,,,1030750,-97.17,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SUNPHARMA,1986,0.32,0.32,0.32,0.32,0.32,13256250,0.32,0.32,,,,,,,,,130200,-97.18,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CAMS,787.4,-0.1,-0.1,-0.1,-0.1,-0.1,5708175,0.55,0.55,,,,,,,,,92400,-97.22,-97.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IDEA,13.15,-0.15,-0.15,-0.15,-0.15,-0.15,5057642475,0.55,0.55,,,,,,,,,42885000,-97.25,-97.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BANKINDIA,137.35,-0.85,-0.85,-0.85,-0.85,-0.85,85066800,1.06,1.06,,,,,,,,,1653600,-97.27,-97.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MARUTI,13608,-0.31,-0.31,-0.31,-0.31,-0.31,1961450,0.65,0.65,,,,,,,,,26300,-97.29,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TIINDIA,"2,818.1",-1.54,-1.54,-1.54,-1.54,-1.54,1825600,0.65,0.65,,,,,,,,,21600,-97.32,-97.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MANAPPURAM,358.1,-1.19,-1.19,-1.19,-1.19,-1.19,46143000,0.39,0.39,,,,,,,,,708000,-97.34,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
AXISBANK,"1,232.5",-0.26,-0.26,-0.26,-0.26,-0.26,72438750,0.51,0.51,,,,,,,,,528750,-97.37,-97.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IREDA,117.49,0.03,0.03,0.03,0.03,0.03,62259475,0.04,0.04,,,,,,,,,873325,-97.39,-97.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
APOLLOHOSP,"8,891.5",0.01,0.01,0.01,0.01,0.01,1877250,0.48,0.48,,,,,,,,,12875,-97.4,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LICHSGFIN,545.7,-0.05,-0.05,-0.05,-0.05,-0.05,21901000,0.13,0.13,,,,,,,,,185000,-97.4,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
FINNIFTY,26243,-0.22,-0.22,-0.22,-0.22,-0.22,16560,-0.36,-0.36,,,,,,,,,300,-97.41,-97.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ONGC,238.65,-0.44,-0.44,-0.44,-0.44,-0.44,48012750,0.53,0.53,,,,,,,,,598500,-97.42,-97.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BAJAJFINSV,1923,-0.07,-0.07,-0.07,-0.07,-0.07,8486100,0.43,0.43,,,,,,,,,88800,-97.43,-97.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PIIND,"2,734.3",-0.14,-0.14,-0.14,-0.14,-0.14,2615725,0.12,0.12,,,,,,,,,20125,-97.44,-97.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HAVELLS,1247,0.24,0.24,0.24,0.24,0.24,8352000,0.52,0.52,,,,,,,,,75000,-97.47,-97.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
KAYNES,3142,-0.25,-0.25,-0.25,-0.25,-0.25,3510450,0.38,0.38,,,,,,,,,40950,-97.57,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NBCC,94.78,-0.67,-0.67,-0.67,-0.67,-0.67,80717000,0.82,0.82,,,,,,,,,955500,-97.57,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PAGEIND,40055,0.23,0.23,0.23,0.23,0.23,226800,0.49,0.49,,,,,,,,,2240,-97.59,-97.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IDFCFIRSTB,85.51,0.32,0.32,0.32,0.32,0.32,331980075,0.75,0.75,,,,,,,,,6121500,-97.62,-97.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
UPL,609.4,-0.42,-0.42,-0.42,-0.42,-0.42,24276180,0.28,0.28,,,,,,,,,182925,-97.64,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INDIANB,830.5,-0.57,-0.57,-0.57,-0.57,-0.57,11271000,0.75,0.75,,,,,,,,,129000,-97.65,-97.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PETRONET,273.7,-0.36,-0.36,-0.36,-0.36,-0.36,26035700,0.38,0.38,,,,,,,,,228000,-97.7,-97.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ICICIPRULI,512.65,0.12,0.12,0.12,0.12,0.12,18421375,0.17,0.17,,,,,,,,,133200,-97.72,-97.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BHARATFORG,"2,171.3",-1.1,-1.1,-1.1,-1.1,-1.1,7048500,0.56,0.56,,,,,,,,,67500,-97.78,-97.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
FEDERALBNK,355.4,-0.39,-0.39,-0.39,-0.39,-0.39,87845000,0.23,0.23,,,,,,,,,457500,-97.8,-97.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MAXHEALTH,"1,113.3",0.25,0.25,0.25,0.25,0.25,9399600,0.15,0.15,,,,,,,,,74550,-97.81,-97.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SRF,"2,639.2",-0.24,-0.24,-0.24,-0.24,-0.24,4012200,0.14,0.14,,,,,,,,,33200,-97.86,-97.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LUPIN,"2,431.9",0.27,0.27,0.27,0.27,0.27,4817800,0.37,0.37,,,,,,,,,48450,-97.87,-97.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TVSMOTOR,"3,918.4",0.44,0.44,0.44,0.44,0.44,11700675,0.23,0.23,,,,,,,,,55825,-97.89,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
UNITDSPR,"1,494.9",0.25,0.25,0.25,0.25,0.25,7611200,0.35,0.35,,,,,,,,,68800,-97.89,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INDIGO,"5,258.5",0.04,0.04,0.04,0.04,0.04,5524800,0.05,0.05,,,,,,,,,48150,-97.93,-97.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
OBEROIRLTY,1844,0.23,0.23,0.23,0.23,0.23,5141500,0.21,0.21,,,,,,,,,53200,-97.95,-97.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DIXON,13660,0.01,0.01,0.01,0.01,0.01,2089650,0.16,0.16,,,,,,,,,15300,-98.0,-98.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ULTRACEMCO,11937,0.1,0.1,0.1,0.1,0.1,1548900,0.34,0.34,,,,,,,,,11350,-98.0,-98.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
AMBUJACEM,433.3,-0.13,-0.13,-0.13,-0.13,-0.13,69363600,0.48,0.48,,,,,,,,,556800,-98.03,-98.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PRESTIGE,"1,655.9",0.48,0.48,0.48,0.48,0.48,4508550,0.14,0.14,,,,,,,,,35550,-98.1,-98.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
GLENMARK,"2,214.1",0.16,0.16,0.16,0.16,0.16,9546375,0.56,0.56,,,,,,,,,78375,-98.13,-98.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HYUNDAI,"1,977.2",-0.11,-0.11,-0.11,-0.11,-0.11,3741100,0.34,0.34,,,,,,,,,40975,-98.13,-98.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
360ONE,"1,132.3",-0.38,-0.38,-0.38,-0.38,-0.38,3782000,0.23,0.23,,,,,,,,,28000,-98.19,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BLUESTARCO,"1,626.1",-0.78,-0.78,-0.78,-0.78,-0.78,3006900,0.17,0.17,,,,,,,,,21775,-98.19,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PHOENIXLTD,"2,046.6",0.15,0.15,0.15,0.15,0.15,3184650,0,0,,,,,,,,,20300,-98.19,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TATACONSUM,"1,106.1",-0.62,-0.62,-0.62,-0.62,-0.62,14099800,0.44,0.44,,,,,,,,,110000,-98.23,-98.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
EICHERMOT,7777,0.44,0.44,0.44,0.44,0.44,3880700,0.17,0.17,,,,,,,,,20600,-98.25,-98.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INDUSINDBK,998,-1.02,-1.02,-1.02,-1.02,-1.02,33826100,0.28,0.28,,,,,,,,,208600,-98.27,-98.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NMDC,83.31,-0.7,-0.7,-0.7,-0.7,-0.7,302143500,0.3,0.3,,,,,,,,,1539000,-98.28,-98.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
M&M,"3,251.6",0.04,0.04,0.04,0.04,0.04,13656600,0.37,0.37,,,,,,,,,89800,-98.39,-98.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
KEI,4824,-0.78,-0.78,-0.78,-0.78,-0.78,2014775,0.08,0.08,,,,,,,,,12425,-98.4,-98.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
POLICYBZR,"1,573.4",0.78,0.78,0.78,0.78,0.78,8171800,0.41,0.41,,,,,,,,,48300,-98.42,-98.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DMART,"4,047.7",0.53,0.53,0.53,0.53,0.53,4231800,0.02,0.02,,,,,,,,,23550,-98.49,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TRENT,"2,926.2",-0.32,-0.32,-0.32,-0.32,-0.32,11264175,0.03,0.03,,,,,,,,,47025,-98.49,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ICICIGI,"1,679.1",-0.08,-0.08,-0.08,-0.08,-0.08,4902300,0.27,0.27,,,,,,,,,24050,-98.5,-98.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SAIL,161.89,-1.05,-1.05,-1.05,-1.05,-1.05,182787700,0.48,0.48,,,,,,,,,1452300,-98.58,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BAJAJHLDNG,10827,-0.34,-0.34,-0.34,-0.34,-0.34,314025,0.17,0.17,,,,,,,,,1500,-98.62,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
COCHINSHIP,"1,400.1",-0.36,-0.36,-0.36,-0.36,-0.36,5262000,0.27,0.27,,,,,,,,,38800,-98.68,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ALKEM,5632,0.02,0.02,0.02,0.02,0.02,1330375,0.48,0.48,,,,,,,,,7625,-98.89,-98.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DALBHARAT,"1,837.3",0.07,0.07,0.07,0.07,0.07,3472950,0.21,0.21,,,,,,,,,23725,-99.0,-99.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
AUBANK,"1,053.7",-0.18,-0.18,-0.18,-0.18,-0.18,21681000,0.22,0.22,,,,,,,,,105000,-99.16,-99.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MANKIND,"2,569.7",0.22,0.22,0.22,0.22,0.22,2441500,0.18,0.18,,,,,,,,,7250,-99.26,-99.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
VMM,109.63,-0.55,-0.55,-0.55,-0.55,-0.55,38610850,-0.04,-0.04,,,,,,,,,106700,-99.27,-99.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
GRASIM,"3,120.8",-0.05,-0.05,-0.05,-0.05,-0.05,11214750,0.07,0.07,,,,,,,,,15250,-99.48,-99.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BANKEX,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
