Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Price,Price Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price Chg %,Volume Chg %,OI Chg %,Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg %
HINDALCO,,,,,,-9.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,942.25,-0.97,65560.0,593.0,0.91,0.89,960.0,1485.0,44.0,993.0,51.0,-1.85,SB,,,,,,,,,,,,,,,,,
BANKINDIA,,,,,,-1.18,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,137.35,-0.85,16359.0,171.0,1.06,0.82,140.0,968.0,42.0,716.0,11.0,-1.89,SB,,,,,,,,,,,,,,,,,
NHPC,,,,,,-0.23,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,78.44,-0.29,18185.0,46.0,0.25,0.74,80.0,699.0,7.0,379.0,-1.0,-1.95,SB,,,,,,,,,,,,,,,,,
TVSMOTOR,,,,,,17.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,3918.4,0.44,66861.0,153.0,0.23,0.57,4000.0,1167.0,18.0,0.0,,-2.04,LB,,,,,,,,,,,,,,,,,
BAJAJ-AUTO,,,,,,-2.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,11260.0,-0.02,25466.0,136.0,0.54,1.54,11500.0,1140.0,4.0,0.0,,-2.09,SB,,,,,,,,,,,,,,,,,
INOXWIND,,,,,,-0.49,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,78.25,-0.62,13000.0,170.0,1.33,0.75,80.0,591.0,9.0,344.0,6.0,-2.19,SB,,,,,,,,,,,,,,,,,
PETRONET,,,,,,-1.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,273.7,-0.36,13703.0,52.0,0.38,1.08,280.0,682.0,4.0,126.0,0.0,-2.25,SB,,,,,,,,,,,,,,,,,
IRFC,,,,,,0.54,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,87.82,0.62,14551.0,35.0,0.24,0.92,90.0,1498.0,14.0,1357.0,6.0,-2.42,LB,,,,,,,,,,,,,,,,,
BOSCHLTD,,,,,,-290.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,40960.0,-0.7,7662.0,15.0,0.2,0.93,42000.0,242.0,8.0,163.0,6.0,-2.48,SB,,,,,,,,,,,,,,,,,
GRASIM,,,,,,-1.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,3120.8,-0.05,44859.0,30.0,0.07,0.66,3200.0,294.0,28.0,0.0,,-2.48,SB,,,,,,,,,,,,,,,,,
INDUSTOWER,,,,,,0.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,390.1,0.03,47482.0,427.0,0.91,0.46,400.0,1150.0,44.0,472.0,35.0,-2.48,LB,,,,,,,,,,,,,,,,,
SONACOMS,,,,,,-8.15,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,711.75,-1.13,8628.0,-36.0,-0.42,0.57,730.0,294.0,2.0,44.0,-3.0,-2.5,LU,,,,,,,,,,,,,,,,,
PHOENIXLTD,,,,,,3.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,2046.6,0.15,9099.0,0.0,0.0,0.97,2100.0,104.0,-3.0,0.0,,-2.54,-,,,,,,,,,,,,,,,,,
PNB,,,,,,-0.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,112.05,-0.27,33775.0,215.0,0.64,0.79,115.0,862.0,-1.0,195.0,6.0,-2.57,SB,,,,,,,,,,,,,,,,,
ASHOKLEY,,,,,,-0.32,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,155.82,-0.2,25271.0,237.0,0.95,0.98,160.0,1035.0,12.0,532.0,5.0,-2.61,SB,,,,,,,,,,,,,,,,,
AUROPHARMA,,,,,,-1.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,1557.3,-0.08,16661.0,161.0,0.98,0.88,1600.0,761.0,32.0,0.0,,-2.67,SB,,,,,,,,,,,,,,,,,
BIOCON,,,,,,-1.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,437.85,-0.3,16872.0,134.0,0.8,0.8,450.0,993.0,6.0,0.0,,-2.7,SB,,,,,,,,,,,,,,,,,
LUPIN,,,,,,6.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,2431.9,0.27,11336.0,42.0,0.37,0.76,2500.0,645.0,3.0,0.0,,-2.72,LB,,,,,,,,,,,,,,,,,
BHEL,,,,,,-10.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,408.5,-2.48,27737.0,273.0,0.99,0.53,420.0,1133.0,28.0,430.0,-11.0,-2.74,SB,,,,,,,,,,,,,,,,,
EICHERMOT,,,,,,34.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,7777.0,0.44,38807.0,67.0,0.17,1.34,8000.0,991.0,-145.0,207.0,-1.0,-2.79,LB,,,,,,,,,,,,,,,,,
MARUTI,,,,,,-42.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,13608.0,-0.31,39229.0,253.0,0.65,0.54,14000.0,3778.0,22.0,587.0,-2.0,-2.8,SB,,,,,,,,,,,,,,,,,
SBIN,,,,,,-7.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,1020.1,-0.72,95241.0,586.0,0.62,0.99,1050.0,3611.0,40.0,2090.0,-14.0,-2.85,SB,,,,,,,,,,,,,,,,,
CANBK,,,,,,-2.08,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,126.25,-1.62,54066.0,613.0,1.15,0.64,130.0,3655.0,683.0,1464.0,72.0,-2.88,SB,,,,,,,,,,,,,,,,,
UNOMINDA,,,,,,-5.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,1165.0,-0.44,8050.0,57.0,0.71,1.19,1200.0,197.0,12.0,37.0,4.0,-2.92,SB,,,,,,,,,,,,,,,,,
OBEROIRLTY,,,,,,4.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,1844.0,0.23,14690.0,31.0,0.21,0.49,1900.0,649.0,7.0,0.0,,-2.95,LB,,,,,,,,,,,,,,,,,
PGEL,,,,,,-1.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_28_7_2026 (1).xlsx,582.15,-0.21,9179.0,137.0,1.52,0.69,600.0,447.0,-1.0,268.0,0.0,-2.98,SB,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,IT - SOFTWARE,13 / 0 / 0,2.71,-89.92,1.82,82.31,LB,-199.0,1287.0,1486.0,2.19,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,LOGISTICS,1 / 0 / 1,1.77,-96.46,0.8,84.06,LB,-110.0,-37.0,73.0,0.52,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,REALTY,6 / 0 / 0,1.4,-95.89,0.47,82.72,LB,-75.0,48.0,125.0,0.78,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,E-COMMERCE/APP BASED AGGREGATOR,5 / 0 / 0,1.29,-95.32,1.14,84.84,LB,-407.0,-22.0,385.0,1.55,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,QUICK SERVICE RESTAURANT,1 / 0 / 0,0.93,-93.96,-1.25,81.77,SC,-119.0,-55.0,64.0,0.43,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,FMCG,8 / 2 / 0,0.62,-95.92,0.51,85.4,LB,-88.0,-14.0,75.0,0.57,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,"DIAMOND, GEMS AND JEWELLERY",2 / 0 / 0,0.5,-96.81,0.07,78.61,LB,-160.0,-303.0,-143.0,-0.17,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,PAINTS/VARNISH,1 / 0 / 0,0.43,-98.56,0.49,88.86,LB,-232.0,-7.0,225.0,0.84,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,READYMADE GARMENTS/ APPARELLS,1 / 0 / 0,0.36,-97.19,0.35,73.1,LB,-120.0,-11.0,109.0,1.54,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,REFINERIES,3 / 1 / 0,0.29,-95.82,0.67,80.95,SB,-151.0,164.0,316.0,0.72,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,HOTELS & RESTAURANTS,1 / 0 / 0,0.26,-97.48,0.38,90.7,LB,-90.0,10.0,100.0,1.04,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,FINANCIAL SERVICES,1 / 4 / 1,0.23,-94.11,0.39,74.35,SB,-672.0,-114.0,558.0,2.2,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,AIR TRANSPORT SERVICE,1 / 0 / 0,0.19,-98.03,-0.02,89.03,SC,-322.0,-744.0,-422.0,-0.8,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,PHARMACEUTICALS,7 / 6 / 0,0.14,-96.88,0.59,84.83,LB,-239.0,-13.0,226.0,0.89,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,CEMENT,3 / 1 / 0,0.08,-98.2,0.27,85.12,LB,-129.0,23.0,152.0,1.39,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,INSURANCE,3 / 2 / 0,0.07,-97.4,0.25,85.14,LB,-56.0,-12.0,43.0,0.36,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,NIFTY,24 / 24 / 1,0.02,-95.51,0.95,84.89,LB,-148.0,237.0,384.0,0.54,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,TELECOM EQUIPMENT & INFRA SERVICES,0 / 1 / 0,-0.04,-96.49,0.77,78.22,SB,-276.0,-146.0,130.0,0.47,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,TEXTILES,0 / 1 / 0,-0.07,-99.22,0.02,91.49,SB,-137.0,-101.0,36.0,0.24,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,AUTOMOBILE,4 / 6 / 0,-0.09,-96.74,0.52,83.47,SB,-301.0,-143.0,157.0,0.57,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,ALCOHOLIC BEVERAGES,1 / 1 / 0,-0.16,-95.95,-0.45,85.43,LU,31.0,-78.0,-109.0,-1.33,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,FINANCE,9 / 10 / 0,-0.19,-97.19,0.49,85.91,SB,-60.0,-37.0,23.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,CHEMICALS,1 / 1 / 0,-0.21,-98.46,0.16,86.92,SB,-253.0,-17.0,237.0,1.57,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,HEALTHCARE,1 / 1 / 1,-0.21,-97.98,0.28,92.17,SB,-36.0,3.0,39.0,0.1,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,TELECOM-SERVICE,0 / 2 / 0,-0.23,-97.51,0.36,86.74,SB,23.0,25.0,2.0,0.06,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,MISCELLANEOUS,0 / 3 / 0,-0.26,-97.32,0.96,79.89,SB,-15.0,8.0,22.0,0.23,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,MARINE PORT & SERVICES,0 / 1 / 0,-0.29,-97.41,0.69,89.04,SB,-237.0,24.0,261.0,1.09,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,GAS DISTRIBUTION,0 / 2 / 0,-0.38,-97.94,0.55,84.17,SB,132.0,41.0,-91.0,-0.78,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,RETAIL,1 / 2 / 0,-0.42,-98.67,-0.03,87.19,LU,-302.0,-58.0,245.0,0.8,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,CABLES,0 / 2 / 0,-0.49,-97.31,0.07,82.31,SB,-176.0,-43.0,133.0,0.45,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,INFRASTRUCTURE DEVELOPERS & OPERATORS,0 / 2 / 0,-0.51,-94.5,0.54,77.72,SB,-106.0,-14.0,92.0,0.42,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,CONSUMER DURABLES,1 / 7 / 0,-0.54,-96.9,0.48,82.72,SB,-230.0,-80.0,156.0,0.47,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,BANKS,2 / 16 / 0,-0.55,-97.22,0.61,85.33,SB,-133.0,-65.0,80.0,0.26,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,STEEL,1 / 3 / 0,-0.55,-95.74,0.96,85.38,SB,-133.0,52.0,186.0,0.99,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,BANKNIFTY,1 / 13 / 0,-0.55,-97.17,0.57,86.55,SB,-135.0,-83.0,67.0,0.19,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,AGRO CHEMICALS,0 / 2 / 0,-0.58,-97.91,0.04,82.93,SB,-5.0,-10.0,-5.0,-0.03,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,TRADING,0 / 2 / 0,-0.71,-95.86,0.44,87.33,SB,-192.0,-53.0,139.0,-0.03,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,CRUDE OIL & NATURAL GAS,0 / 2 / 0,-0.87,-98.39,0.07,73.98,SB,5.0,-37.0,-42.0,-0.17,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,PLASTIC PRODUCTS,0 / 2 / 0,-0.87,-93.52,-0.18,86.4,LU,91.0,-31.0,-122.0,-1.12,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,STOCK/ COMMODITY BROKERS,0 / 4 / 0,-1.01,-97.34,0.28,82.32,SB,-61.0,-10.0,51.0,0.78,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,NON FERROUS METALS,0 / 4 / 0,-1.12,-93.7,2.01,74.22,SB,-518.0,-45.0,474.0,1.06,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,"CASTINGS, FORGINGS & FASTNERS",0 / 1 / 0,-1.15,-98.37,0.39,92.02,SB,-14.0,-21.0,-7.0,-0.08,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,CAPITAL GOODS-NON ELECTRICAL EQUIPMENT,0 / 3 / 0,-1.26,-97.08,0.94,82.71,SB,7.0,4.0,-3.0,-0.07,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,POWER GENERATION & DISTRIBUTION,0 / 8 / 0,-1.29,-94.35,1.43,79.95,SB,162.0,-29.0,-191.0,-0.8,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,AEROSPACE & DEFENCE,0 / 6 / 0,-1.65,-94.45,1.22,81.47,SB,386.0,9.0,-377.0,-0.27,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,CAPITAL GOODS - ELECTRICAL EQUIPMENT,1 / 8 / 0,-1.89,-95.17,0.99,82.54,SB,-230.0,-114.0,116.0,0.61,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,MINING & MINERAL PRODUCTS,0 / 2 / 0,-1.9,-95.18,1.7,79.73,SB,452.0,7.0,-445.0,-0.98,,,,,,
,,,,,,,,,,,,,,,,,,,UNKNOWN,Sector_Summary_28JUL26_Report_28_7_2026.xlsx,,,,,,,,,,,,,,TOBACCO PRODUCTS,1 / 1 / 0,-2.33,-89.52,-0.11,83.15,SB,-455.0,484.0,939.0,3.77,,,,,,
PGEL,,,,,,-1.2,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,582.15,-0.21,9179.0,137.0,1.52,0.69,600.0,447.0,-1.0,268.0,0.0,-2.98,SB,,,,,,,,,,,,,,,,,
CANBK,,,,,,-2.08,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,126.25,-1.62,54066.0,613.0,1.15,0.64,130.0,3655.0,683.0,1464.0,72.0,-2.88,SB,,,,,,,,,,,,,,,,,
INDUSTOWER,,,,,,0.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,390.1,0.03,47482.0,427.0,0.91,0.46,400.0,1150.0,44.0,472.0,35.0,-2.48,LB,,,,,,,,,,,,,,,,,
IRFC,,,,,,0.54,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,87.82,0.62,14551.0,35.0,0.24,0.92,90.0,1498.0,14.0,1357.0,6.0,-2.42,LB,,,,,,,,,,,,,,,,,
SRF,,,,,,-6.4,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,2639.2,-0.24,20061.0,28.0,0.14,0.4,2700.0,1414.0,34.0,1078.0,3.0,-2.25,SB,,,,,,,,,,,,,,,,,
INOXWIND,,,,,,-0.49,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,78.25,-0.62,13000.0,170.0,1.33,0.75,80.0,591.0,9.0,344.0,6.0,-2.19,SB,,,,,,,,,,,,,,,,,
IREDA,,,,,,0.04,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,117.49,0.03,13759.0,5.0,0.04,0.94,120.0,560.0,3.0,494.0,0.0,-2.09,LB,,,,,,,,,,,,,,,,,
GODFRYPHLP,,,,,,-115.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,2059.2,-5.32,5512.0,-76.0,-1.36,0.67,2100.0,431.0,227.0,463.0,89.0,-1.94,LU,,,,,,,,,,,,,,,,,
BANKINDIA,,,,,,-1.18,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,137.35,-0.85,16359.0,171.0,1.06,0.82,140.0,968.0,42.0,716.0,11.0,-1.89,SB,,,,,,,,,,,,,,,,,
NESTLEIND,,,,,,17.4,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,1473.1,1.2,20601.0,19.0,0.09,0.48,1500.0,1535.0,-17.0,303.0,-3.0,-1.79,LB,,,,,,,,,,,,,,,,,
POLICYBZR,,,,,,12.2,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,1573.4,0.78,23348.0,95.0,0.41,1.14,1600.0,581.0,2.0,578.0,2.0,-1.66,LB,,,,,,,,,,,,,,,,,
BANKNIFTY,,,,,,-271.2,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,57125.0,-0.47,56605.0,908.0,1.63,0.88,58000.0,49507.0,2341.0,32214.0,903.0,-1.51,SB,,,,,,,,,,,,,,,,,
MUTHOOTFIN,,,,,,-39.9,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,3006.5,-1.31,21239.0,167.0,0.79,0.54,3050.0,367.0,14.0,324.0,0.0,-1.43,SB,,,,,,,,,,,,,,,,,
TATAPOWER,,,,,,-4.65,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,374.55,-1.23,28906.0,1502.0,5.48,0.67,380.0,1975.0,478.0,1485.0,153.0,-1.43,SB,,,,,,,,,,,,,,,,,
RELIANCE,,,,,,-4.9,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,1281.6,-0.38,179026.0,3585.0,2.04,0.85,1300.0,12076.0,792.0,7840.0,185.0,-1.42,SB,,,,,,,,,,,,,,,,,
MCX,,,,,,5.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,2764.4,0.18,26493.0,75.0,0.28,0.89,2800.0,2377.0,7.0,1523.0,-20.0,-1.27,LB,,,,,,,,,,,,,,,,,
ADANIENSOL,,,,,,-32.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,1678.8,-1.88,25800.0,431.0,1.7,0.52,1700.0,609.0,123.0,340.0,9.0,-1.25,SB,,,,,,,,,,,,,,,,,
ADANIPORTS,,,,,,-4.4,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,1778.0,-0.25,36488.0,298.0,0.82,0.73,1800.0,819.0,10.0,999.0,3.0,-1.22,SB,,,,,,,,,,,,,,,,,
GMRAIRPORT,,,,,,-0.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,108.67,-0.09,14879.0,108.0,0.73,0.68,110.0,370.0,1.0,284.0,0.0,-1.21,SB,,,,,,,,,,,,,,,,,
POWERGRID,,,,,,-2.65,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,286.5,-0.92,20448.0,155.0,0.76,0.96,290.0,1805.0,53.0,975.0,27.0,-1.21,SB,,,,,,,,,,,,,,,,,
HDFCBANK,,,,,,-3.15,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,741.6,-0.42,421967.0,5902.0,1.42,0.48,750.0,16626.0,484.0,10004.0,156.0,-1.12,SB,,,,,,,,,,,,,,,,,
NATIONALUM,,,,,,-4.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,336.45,-1.41,19743.0,883.0,4.68,0.78,340.0,569.0,34.0,717.0,18.0,-1.04,SB,,,,,,,,,,,,,,,,,
SHREECEM,,,,,,5.0,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,26740.0,0.02,11781.0,2.0,0.02,0.95,27000.0,83.0,-1.0,101.0,0.0,-0.96,LB,,,,,,,,,,,,,,,,,
MAZDOCK,,,,,,-31.5,,,,,,,,,,,,,SUPPORT,Support_Resistance_25AUG26_Scan_28_7_2026.xlsx,2278.8,-1.36,21185.0,205.0,0.98,0.98,2300.0,614.0,27.0,725.0,11.0,-0.92,SB,,,,,,,,,,,,,,,,,
