Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Price,Price Chg%,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price chg (%),Volume chg (%),OI chg (%),Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg (%)
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,EICHERMOT,7777,34,0.44,3880700,6700,0.17,1.34,27.15,-0.4,12.65 - 55.76,22.45 / 31.16 / 31.19,33.45,73.58,20.94,-12.87,-12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,ETERNAL,299,2.5,0.84,145495150,2463800,1.72,0.65,32.93,-1.53,16.25 - 76.78,47.40 / 43.33 / 39.06,27.94,56.5,-30.53,-24,-15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,FEDERALBNK,355.4,-1.4,-0.39,87845000,202500,0.23,0.88,21.85,-1.04,14.06 - 39.41,44.03 / 33.20 / 28.52,30.18,36.99,-50.37,-34.19,-23.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,FINNIFTY,26243,-58.9,-0.22,16560,-60,-0.36,1.28,14.73,-1.27,0.00 - 40.02,17.34 / 18.17 / 17.46,24.24,63.41,-15.05,-18.93,-15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,FOCIT,36592,973,2.73,630,-135,-17.65,1.98,25.06,90.86,18.31 - 31.91,- / - / -,49.63,18.52,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,FORCEMOT,17100,-57,-0.33,268275,4650,1.76,0.96,54.38,3.88,27.58 - 72.76,37.82 / 49.04 / 45.48,58.23,77.22,43.79,10.89,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,FORTIS,945.35,-3.7,-0.39,8068525,46500,0.58,1.17,27.36,2.55,14.13 - 45.46,22.05 / 25.68 / 24.53,42.23,57.32,24.08,6.54,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,GAIL,174.98,-0.47,-0.27,70002450,553800,0.8,0.87,26.81,0.68,14.03 - 47.98,22.11 / 22.25 / 24.26,37.67,73.58,21.26,20.49,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,GLENMARK,2214.1,3.6,0.16,9546375,53250,0.56,1.42,31.07,-1.15,12.27 - 43.60,17.18 / 24.95 / 24.36,65.53,76.42,80.85,24.53,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,GMRAIRPORT,108.67,-0.1,-0.09,103781025,753300,0.73,0.68,32.18,-2.46,13.31 - 51.55,20.13 / 28.72 / 27.53,49.35,72.76,59.86,12.05,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,GODFRYPHLP,2059.2,-115.8,-5.32,1515800,-20900,-1.36,0.67,39.78,5.71,18.97 - 93.19,41.86 / 33.43 / 31.20,26.29,37.97,-4.97,18.99,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,GODREJCP,1087.2,11.1,1.03,9512500,32000,0.34,0.62,27.89,-1.9,13.17 - 36.40,19.32 / 29.15 / 26.54,64.66,79.67,44.36,-4.32,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,GODREJPROP,2111.1,32.8,1.58,5836675,65650,1.14,0.52,35.92,3.7,16.43 - 55.87,38.26 / 45.93 / 41.23,49.21,75.61,-6.12,-21.79,-12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,GRASIM,3120.8,-1.7,-0.05,11214750,7500,0.07,0.66,22.86,-3.14,11.82 - 35.51,20.05 / 22.37 / 20.85,46.6,69.92,14.01,2.19,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,GVT&D,4105.2,-118.4,-2.8,2453625,83875,3.54,0.7,52.62,1.94,21.64 - 59.36,53.27 / 60.06 / 63.12,82.66,88.1,-1.22,-12.39,-16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HAL,4581,-60.1,-1.29,4547100,32250,0.71,0.68,28.44,-0.66,14.47 - 53.21,19.96 / 20.04 / 28.39,36.06,59.35,42.48,41.92,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HAVELLS,1247,3,0.24,8352000,43500,0.52,0.75,25.91,1.21,11.54 - 42.97,17.97 / 25.16 / 24.10,45.24,63.82,44.18,2.98,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HCLTECH,1326.5,30.3,2.34,28387600,24400,0.09,0.84,27.78,2.51,6.26 - 40.81,37.06 / 50.33 / 45.28,63.27,72.76,-25.04,-44.8,-38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HDFCAMC,2544,-18.9,-0.74,5594400,20700,0.37,0.77,28.65,1.7,12.58 - 45.32,45.39 / 44.71 / 45.57,49.94,68.7,-36.88,-35.92,-37.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HDFCBANK,741.6,-3.15,-0.42,274278550,3836300,1.42,0.48,24.55,4.2,9.44 - 39.01,33.41 / 32.67 / 30.97,51.74,84.15,-26.52,-24.85,-20.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HDFCLIFE,556.5,-0.15,-0.03,37001800,360800,0.98,0.59,23.31,-0.68,8.35 - 36.02,27.46 / 28.57 / 30.55,54.43,71.95,-15.11,-18.41,-23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HEROMOTOCO,5156.3,16.5,0.32,4450650,20400,0.46,0.67,29.02,-0.72,12.96 - 41.20,36.86 / 29.08 / 25.95,57.05,77.24,-21.27,-0.21,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HINDALCO,942.25,-9.2,-0.97,45892000,415100,0.91,0.89,29.83,0.24,10.16 - 46.60,18.98 / 21.65 / 26.36,54.61,71.54,57.17,37.78,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HINDPETRO,398.45,1.9,0.48,38794950,346275,0.9,0.84,28.99,2.44,16.66 - 55.76,38.93 / 36.78 / 40.16,31.36,37.4,-25.53,-21.18,-27.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HINDUNILVR,2205,18.9,0.86,15872100,257400,1.65,0.81,22.73,2.53,0.36 - 43.79,18.24 / 25.57 / 23.49,51.78,82.11,24.62,-11.11,-3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HINDZINC,527.4,-4.75,-0.89,23795625,252350,1.07,0.61,28.59,-4.67,15.38 - 59.92,19.16 / 21.25 / 30.46,30.09,30.08,49.22,34.54,-6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,HYUNDAI,1977.2,-2.2,-0.11,3741100,12650,0.34,0.65,32.92,1.07,19.09 - 57.66,25.84 / 29.60 / 31.54,38.24,58.23,27.4,11.22,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,ICICIBANK,1434.7,-4.8,-0.33,99425900,571200,0.58,0.7,18.04,0,9.59 - 33.61,17.68 / 20.33 / 19.82,35.8,63.01,2.04,-11.26,-8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,ICICIGI,1679.1,-1.3,-0.08,4902300,13000,0.27,0.97,24.34,-0.98,13.70 - 37.84,72.68 / 52.74 / 47.42,44.37,77.64,-66.51,-53.85,-48.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,ICICIPRULI,512.65,0.6,0.12,18421375,30525,0.17,0.68,27.22,0.78,12.98 - 41.12,42.91 / 38.73 / 41.25,50.6,73.17,-36.56,-29.72,-34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,IDEA,13.15,-0.02,-0.15,5057642475,27875250,0.55,0.58,40.47,2.51,19.52 - 105.00,21.56 / 21.99 / 25.58,24.57,18.29,87.71,84.04,58.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,IDFCFIRSTB,85.51,0.27,0.32,331980075,2457875,0.75,0.59,28.84,-2.96,13.50 - 90.98,37.19 / 33.40 / 31.81,21.02,67.07,-22.45,-13.65,-9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,IEX,130.51,2.83,2.22,56811000,313200,0.55,0.79,31.03,3.12,19.27 - 84.19,41.80 / 37.86 / 32.58,18.24,41.06,-25.77,-18.04,-4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,INDHOTEL,739.3,2.25,0.31,20027000,87000,0.44,0.8,21.55,-1.24,12.12 - 41.83,17.82 / 25.94 / 25.20,31.74,33.33,20.93,-16.92,-14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,INDIANB,830.5,-4.8,-0.57,11271000,84000,0.75,1,28.5,1.5,17.18 - 45.58,32.50 / 53.52 / 45.99,39.61,44.72,-12.31,-46.75,-38.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,INDIGO,5258.5,2,0.04,5524800,3000,0.05,0.98,27.18,-1.52,11.28 - 86.94,46.47 / 41.55 / 45.08,20.76,65.04,-41.51,-34.58,-39.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,INDUSINDBK,998,-10.3,-1.02,33826100,93100,0.28,0.8,26.64,1.45,17.32 - 83.38,46.29 / 41.46 / 37.97,14.08,36.18,-42.45,-35.75,-29.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,INDUSTOWER,390.1,0.1,0.03,80719400,725900,0.91,0.46,26.32,-8.86,15.67 - 75.07,20.83 / 24.46 / 24.12,17.98,30.49,26.36,7.6,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,INFY,1111.8,28.4,2.62,92652000,2815200,3.13,1.04,28.84,1.19,7.21 - 64.15,31.90 / 42.89 / 47.11,38.09,64.63,-9.59,-32.76,-38.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,INOXWIND,78.25,-0.49,-0.62,83200000,1088000,1.33,0.75,41.59,1.89,16.48 - 63.54,31.44 / 31.35 / 31.64,53.36,66.26,32.28,32.66,31.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,IOC,141.97,0.79,0.56,136704750,458250,0.34,0.93,25.79,-2.38,11.74 - 55.58,28.74 / 25.36 / 28.19,32.12,56.5,-10.26,1.7,-8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,IREDA,117.49,0.04,0.03,62259475,22625,0.04,0.94,34.24,4.17,18.50 - 52.88,16.67 / 26.92 / 28.14,45.78,51.63,105.4,27.19,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,IRFC,87.82,0.54,0.62,78939175,189875,0.24,0.92,30.04,-0.33,17.59 - 45.57,12.26 / 17.82 / 30.42,44.5,48.37,145.02,68.57,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,ITC,289.15,1.35,0.47,135120975,3284400,2.49,0.79,21.22,-0.75,6.61 - 30.11,14.53 / 18.43 / 16.35,61.19,89.02,46.04,15.14,29.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,JINDALSTEL,1062.7,-6.9,-0.65,10683750,184375,1.76,1.42,24.46,1.41,16.51 - 43.23,22.55 / 28.75 / 29.82,28.93,33.33,8.47,-14.92,-17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,JIOFIN,236.57,-0.53,-0.22,147305050,1489900,1.02,0.63,26.9,-0.99,16.26 - 47.21,30.95 / 37.40 / 32.44,33.73,46.34,-13.09,-28.07,-17.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,JSWENERGY,547.4,-5.95,-1.08,21680600,168775,0.78,0.66,26.9,2.75,13.33 - 46.66,34.96 / 33.56 / 32.20,40.92,36.18,-23.05,-19.85,-16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,JSWSTEEL,1250.7,0.3,0.02,37914750,541350,1.45,0.61,22.81,-0.74,14.75 - 40.61,21.60 / 20.63 / 21.56,29.78,28.46,5.6,10.57,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,JUBLFOOD,432.8,5.05,1.18,16678750,-107500,-0.64,0.92,33.72,2.09,13.88 - 59.12,33.61 / 41.91 / 37.55,43.39,76.02,0.33,-19.54,-10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,KALYANKJIL,571.85,4.45,0.78,22141350,-178200,-0.8,1.25,55.43,2.25,17.49 - 72.39,50.91 / 100.05 / 90.60,69.2,96.75,8.88,-44.6,-38.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,KAYNES,3142,-8,-0.25,3510450,13350,0.38,1,47.91,0.48,19.42 - 91.42,30.67 / 48.65 / 49.10,39.5,71.14,56.21,-1.52,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,KEI,4824,-38,-0.78,2014775,1575,0.08,0.56,40.3,8.95,14.61 - 51.38,22.91 / 27.50 / 35.57,69.87,91.46,75.91,46.55,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,KFINTECH,938.35,1.35,0.14,3721975,28750,0.78,0.6,33.97,-2.58,18.49 - 90.49,74.67 / 57.71 / 50.90,21.9,43.5,-54.51,-41.14,-33.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,KOTAKBANK,387.35,-0.35,-0.09,167126000,964000,0.58,0.78,20.66,5.03,9.59 - 40.23,29.34 / 33.38 / 30.34,36.23,52.03,-29.58,-38.11,-31.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,KPITTECH,592.6,7.65,1.31,11001125,352625,3.31,0.92,42.79,2.96,12.07 - 69.90,44.94 / 84.33 / 70.67,52.46,78.86,-4.78,-49.26,-39.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,LAURUSLABS,1735.1,12.2,0.71,16623450,186150,1.13,0.74,26.27,2.78,14.20 - 46.75,48.12 / 42.14 / 39.87,37.76,33.74,-45.41,-37.66,-34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,LICHSGFIN,545.7,-0.25,-0.05,21901000,29000,0.13,1.02,28.22,-0.11,11.15 - 45.09,22.39 / 23.68 / 22.21,50.56,80.08,26.04,19.17,27.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,LICI,423.4,1.75,0.42,18048800,19600,0.11,0.47,26.95,-0.63,11.05 - 49.26,16.02 / 20.22 / 26.26,40.54,71.54,68.23,33.28,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,LODHA,1200.35,43.65,3.77,13737500,149375,1.1,0.64,35.92,-2.02,19.11 - 64.99,48.49 / 52.50 / 47.18,35.92,60.98,-25.92,-31.58,-23.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,LT,3826,-2.7,-0.07,11008025,223300,2.07,1.01,24.57,0.08,7.49 - 44.73,18.97 / 19.31 / 20.78,46.05,78.46,29.52,27.24,18.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,LTF,308,-2.45,-0.79,49113000,357750,0.73,0.71,34.85,0.46,18.80 - 69.14,29.93 / 44.05 / 44.39,31.88,69.11,16.44,-20.89,-21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,LTM,4360,142.4,3.38,3056250,51150,1.7,0.72,34.31,5.73,24.10 - 57.18,- / - / -,31.2,46.46,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,LUPIN,2431.9,6.6,0.27,4817800,17850,0.37,0.76,26.46,-1.16,12.85 - 37.30,36.53 / 31.10 / 29.08,55.66,78.05,-27.57,-14.92,-9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,M&M,3251.6,1.2,0.04,13656600,50800,0.37,0.91,28.14,0.61,11.90 - 69.36,31.63 / 30.52 / 32.78,28.4,77.64,-11.03,-7.8,-14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MANAPPURAM,358.1,-4.3,-1.19,46143000,180000,0.39,0.49,37.63,0.24,18.17 - 52.52,35.80 / 44.41 / 41.10,56.59,78.86,5.11,-15.27,-8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MANKIND,2569.7,5.6,0.22,2441500,4500,0.18,0.72,32.42,3.51,16.24 - 89.23,32.97 / 29.70 / 31.80,22.17,83.74,-1.67,9.16,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MARICO,865.9,5.75,0.67,12132000,32400,0.27,0.52,24.39,1.84,13.08 - 31.88,14.35 / 20.45 / 20.01,57.82,83.74,69.97,19.27,21.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MARUTI,13608,-42,-0.31,1961450,12650,0.65,0.54,25.72,-1.04,6.97 - 41.98,25.16 / 36.28 / 36.20,53.73,84.55,2.23,-29.11,-28.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MAXHEALTH,1113.3,2.8,0.25,9399600,14175,0.15,0.91,27.08,-5.78,16.74 - 60.69,26.72 / 29.23 / 36.65,23.03,48.37,1.35,-7.36,-26.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MAZDOCK,2278.8,-31.5,-1.36,4766625,46125,0.98,0.98,35.74,2.35,13.38 - 82.60,20.07 / 29.49 / 28.91,32.27,63.01,78.08,21.19,23.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MCX,2764.4,5.1,0.18,5960925,16875,0.28,0.89,36.83,-1.84,15.54 - 62.68,40.33 / 47.39 / 41.93,45.06,54.07,-8.68,-22.28,-12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MFSL,1518.9,0.3,0.02,7965600,91200,1.16,1.55,31.02,2.04,9.89 - 39.49,20.12 / 30.19 / 33.56,75.78,86.99,54.17,2.75,-7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MIDCPNIFTY,14637.75,-8.55,-0.06,1534560,11160,0.73,0.82,15.59,0.78,9.53 - 42.98,14.88 / 15.79 / 14.51,17.91,39.02,4.77,-1.27,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MOTHERSON,147.75,-2.31,-1.54,115048050,602700,0.53,0.89,36.69,0.36,18.24 - 54.43,22.97 / 22.50 / 29.22,50.95,72.76,59.73,63.07,25.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MOTILALOFS,861.3,-11.85,-1.36,6627025,51925,0.79,0.56,34.06,-0.82,22.84 - 53.32,45.39 / 46.72 / 44.04,36.78,32.91,-24.96,-27.1,-22.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-28.xlsx,MPHASIS,2447.7,98.9,4.21,4265525,86625,2.07,0.65,33.29,5.52,18.02 - 52.99,40.96 / 51.83 / 45.34,43.75,60.98,-18.73,-35.77,-26.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
