Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern
GAIL,174.98,-0.27,70002450.0,0.8,,,,,,,,,1118250.0,-96.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
UNOMINDA,1165.0,-0.44,4427500.0,0.71,,,,,,,,,82500.0,-96.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
KFINTECH,938.35,0.14,3721975.0,0.78,,,,,,,,,285200.0,-95.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
APLAPOLLO,1850.5,-0.4,3901800.0,1.15,,,,,,,,,65800.0,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
HINDZINC,527.4,-0.89,23795625.0,1.07,,,,,,,,,412825.0,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
PNB,112.05,-0.27,270200000.0,0.64,,,,,,,,,3448000.0,-96.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
RVNL,223.34,-0.05,27714225.0,0.15,,,,,,,,,556325.0,-96.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
LICI,423.4,0.42,18048800.0,0.11,,,,,,,,,331800.0,-96.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SONACOMS,711.75,-1.13,10569300.0,-0.42,,,,,,,,,214375.0,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding
MOTILALOFS,861.3,-1.36,6627025.0,0.79,,,,,,,,,111600.0,-96.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
BAJAJ-AUTO,11260.0,-0.02,1909950.0,0.54,,,,,,,,,23325.0,-96.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
SBIN,1020.1,-0.72,71430750.0,0.62,,,,,,,,,837750.0,-96.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
SBILIFE,1880.8,0.44,6613125.0,0.89,,,,,,,,,91125.0,-96.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BPCL,320.65,0.64,36326175.0,0.34,,,,,,,,,539175.0,-96.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MAZDOCK,2278.8,-1.36,4766625.0,0.98,,,,,,,,,81900.0,-96.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
VEDL,263.85,-1.01,40728400.0,1.28,,,,,,,,,767050.0,-96.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
OIL,434.95,-0.92,14880600.0,-0.04,,,,,,,,,204400.0,-96.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Long Unwinding
RECLTD,366.0,0.37,37669275.0,0.8,,,,,,,,,883575.0,-96.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MOTHERSON,147.75,-1.54,115048050.0,0.53,,,,,,,,,2318550.0,-96.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
IOC,141.97,0.56,136704750.0,0.34,,,,,,,,,1345500.0,-96.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
GMRAIRPORT,108.67,-0.09,103781025.0,0.73,,,,,,,,,1534500.0,-96.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
NHPC,78.44,-0.29,126385750.0,0.25,,,,,,,,,1529000.0,-96.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
MCX,2764.4,0.18,5960925.0,0.28,,,,,,,,,90000.0,-96.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BAJFINANCE,1052.5,-0.07,62058750.0,0.44,,,,,,,,,729750.0,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
INDHOTEL,739.3,0.31,20027000.0,0.44,,,,,,,,,213000.0,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
NAM-INDIA,1142.8,-0.26,6695000.0,0.44,,,,,,,,,90000.0,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
MARICO,865.9,0.67,12132000.0,0.27,,,,,,,,,122400.0,-96.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ICICIBANK,1434.7,-0.33,99425900.0,0.58,,,,,,,,,751100.0,-96.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
SHREECEM,26740.0,0.02,294525.0,0.02,,,,,,,,,4300.0,-96.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
JSWENERGY,547.4,-1.08,21680600.0,0.78,,,,,,,,,258000.0,-96.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
BHARTIARTL,1910.5,-0.37,55256275.0,0.31,,,,,,,,,315875.0,-96.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
HDFCAMC,2544.0,-0.74,5594400.0,0.37,,,,,,,,,46500.0,-96.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
PFC,419.8,0.6,39305500.0,0.74,,,,,,,,,631800.0,-96.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PREMIERENE,1038.6,0.03,6177600.0,0.27,,,,,,,,,74750.0,-96.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
NYKAA,330.3,0.36,43012500.0,0.37,,,,,,,,,418750.0,-97.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
KOTAKBANK,387.35,-0.09,167126000.0,0.58,,,,,,,,,1362000.0,-97.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
ZYDUSLIFE,1115.5,0.0,9065700.0,0.36,,,,,,,,,79200.0,-97.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Neutral
BOSCHLTD,40960.0,-0.7,191550.0,0.2,,,,,,,,,1950.0,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
DIVISLAB,7485.0,0.31,3395100.0,0.4,,,,,,,,,40000.0,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
FORTIS,945.35,-0.39,8068525.0,0.58,,,,,,,,,75950.0,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
PIDILITIND,1625.8,0.18,6946500.0,0.41,,,,,,,,,102500.0,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
UNIONBANK,170.4,-0.4,110155950.0,0.5,,,,,,,,,995625.0,-97.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
ASIANPAINT,2740.8,0.55,7051250.0,0.59,,,,,,,,,112000.0,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
CROMPTON,250.8,-0.04,49490850.0,0.59,,,,,,,,,516000.0,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
IRFC,87.82,0.62,78939175.0,0.24,,,,,,,,,1030750.0,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SUNPHARMA,1986.0,0.32,13256250.0,0.32,,,,,,,,,130200.0,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
CAMS,787.4,-0.1,5708175.0,0.55,,,,,,,,,92400.0,-97.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
IDEA,13.15,-0.15,5057642475.0,0.55,,,,,,,,,42885000.0,-97.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
BANKINDIA,137.35,-0.85,85066800.0,1.06,,,,,,,,,1653600.0,-97.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
MARUTI,13608.0,-0.31,1961450.0,0.65,,,,,,,,,26300.0,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
TIINDIA,2818.1,-1.54,1825600.0,0.65,,,,,,,,,21600.0,-97.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
MANAPPURAM,358.1,-1.19,46143000.0,0.39,,,,,,,,,708000.0,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
AXISBANK,1232.5,-0.26,72438750.0,0.51,,,,,,,,,528750.0,-97.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
IREDA,117.49,0.03,62259475.0,0.04,,,,,,,,,873325.0,-97.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
APOLLOHOSP,8891.5,0.01,1877250.0,0.48,,,,,,,,,12875.0,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
LICHSGFIN,545.7,-0.05,21901000.0,0.13,,,,,,,,,185000.0,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
FINNIFTY,26243.0,-0.22,16560.0,-0.36,,,,,,,,,300.0,-97.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Long Unwinding
ONGC,238.65,-0.44,48012750.0,0.53,,,,,,,,,598500.0,-97.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
BAJAJFINSV,1923.0,-0.07,8486100.0,0.43,,,,,,,,,88800.0,-97.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
PIIND,2734.3,-0.14,2615725.0,0.12,,,,,,,,,20125.0,-97.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
HAVELLS,1247.0,0.24,8352000.0,0.52,,,,,,,,,75000.0,-97.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
KAYNES,3142.0,-0.25,3510450.0,0.38,,,,,,,,,40950.0,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
NBCC,94.78,-0.67,80717000.0,0.82,,,,,,,,,955500.0,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
PAGEIND,40055.0,0.23,226800.0,0.49,,,,,,,,,2240.0,-97.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
IDFCFIRSTB,85.51,0.32,331980075.0,0.75,,,,,,,,,6121500.0,-97.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
UPL,609.4,-0.42,24276180.0,0.28,,,,,,,,,182925.0,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
INDIANB,830.5,-0.57,11271000.0,0.75,,,,,,,,,129000.0,-97.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
PETRONET,273.7,-0.36,26035700.0,0.38,,,,,,,,,228000.0,-97.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
ICICIPRULI,512.65,0.12,18421375.0,0.17,,,,,,,,,133200.0,-97.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BHARATFORG,2171.3,-1.1,7048500.0,0.56,,,,,,,,,67500.0,-97.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
FEDERALBNK,355.4,-0.39,87845000.0,0.23,,,,,,,,,457500.0,-97.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
MAXHEALTH,1113.3,0.25,9399600.0,0.15,,,,,,,,,74550.0,-97.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SRF,2639.2,-0.24,4012200.0,0.14,,,,,,,,,33200.0,-97.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
LUPIN,2431.9,0.27,4817800.0,0.37,,,,,,,,,48450.0,-97.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TVSMOTOR,3918.4,0.44,11700675.0,0.23,,,,,,,,,55825.0,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
UNITDSPR,1494.9,0.25,7611200.0,0.35,,,,,,,,,68800.0,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
INDIGO,5258.5,0.04,5524800.0,0.05,,,,,,,,,48150.0,-97.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
OBEROIRLTY,1844.0,0.23,5141500.0,0.21,,,,,,,,,53200.0,-97.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DIXON,13660.0,0.01,2089650.0,0.16,,,,,,,,,15300.0,-98.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ULTRACEMCO,11937.0,0.1,1548900.0,0.34,,,,,,,,,11350.0,-98.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
AMBUJACEM,433.3,-0.13,69363600.0,0.48,,,,,,,,,556800.0,-98.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
PRESTIGE,1655.9,0.48,4508550.0,0.14,,,,,,,,,35550.0,-98.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
GLENMARK,2214.1,0.16,9546375.0,0.56,,,,,,,,,78375.0,-98.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HYUNDAI,1977.2,-0.11,3741100.0,0.34,,,,,,,,,40975.0,-98.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
360ONE,1132.3,-0.38,3782000.0,0.23,,,,,,,,,28000.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
BLUESTARCO,1626.1,-0.78,3006900.0,0.17,,,,,,,,,21775.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
PHOENIXLTD,2046.6,0.15,3184650.0,0.0,,,,,,,,,20300.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Neutral
TATACONSUM,1106.1,-0.62,14099800.0,0.44,,,,,,,,,110000.0,-98.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
EICHERMOT,7777.0,0.44,3880700.0,0.17,,,,,,,,,20600.0,-98.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
INDUSINDBK,998.0,-1.02,33826100.0,0.28,,,,,,,,,208600.0,-98.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
NMDC,83.31,-0.7,302143500.0,0.3,,,,,,,,,1539000.0,-98.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
M&M,3251.6,0.04,13656600.0,0.37,,,,,,,,,89800.0,-98.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
KEI,4824.0,-0.78,2014775.0,0.08,,,,,,,,,12425.0,-98.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
POLICYBZR,1573.4,0.78,8171800.0,0.41,,,,,,,,,48300.0,-98.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DMART,4047.7,0.53,4231800.0,0.02,,,,,,,,,23550.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TRENT,2926.2,-0.32,11264175.0,0.03,,,,,,,,,47025.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
ICICIGI,1679.1,-0.08,4902300.0,0.27,,,,,,,,,24050.0,-98.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
SAIL,161.89,-1.05,182787700.0,0.48,,,,,,,,,1452300.0,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
BAJAJHLDNG,10827.0,-0.34,314025.0,0.17,,,,,,,,,1500.0,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
COCHINSHIP,1400.1,-0.36,5262000.0,0.27,,,,,,,,,38800.0,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
ALKEM,5632.0,0.02,1330375.0,0.48,,,,,,,,,7625.0,-98.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DALBHARAT,1837.3,0.07,3472950.0,0.21,,,,,,,,,23725.0,-99.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
AUBANK,1053.7,-0.18,21681000.0,0.22,,,,,,,,,105000.0,-99.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
MANKIND,2569.7,0.22,2441500.0,0.18,,,,,,,,,7250.0,-99.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Fresh Long Buildup
VMM,109.63,-0.55,38610850.0,-0.04,,,,,,,,,106700.0,-99.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Long Unwinding
GRASIM,3120.8,-0.05,11214750.0,0.07,,,,,,,,,15250.0,-99.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup
BANKEX,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Neutral
