Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target,Replay Eligible,Filter Reason,High,Low,Close,Outcome,Outcome Reason,Exit Price,Points,Return %
MOTILALOFS,861.3,-1.36,6627025.0,0.79,,,,,,,,,111600.0,-96.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,861.3,878.526,826.848,True,Eligible,866.35,850.5,856.2,EOD EXIT,Neither target nor stop reached; exited at close,856.2,5.099999999999909,0.5921281783350644
HINDZINC,527.4,-0.89,23795625.0,1.07,,,,,,,,,412825.0,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,527.4,537.948,506.304,True,Eligible,528.7,522.8,525.4,EOD EXIT,Neither target nor stop reached; exited at close,525.4,2.0,0.379218809252939
NAM-INDIA,1142.8,-0.26,6695000.0,0.44,,,,,,,,,90000.0,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1142.8,1165.656,1097.088,True,Eligible,1165.4,1139.9,1146.0,EOD EXIT,Neither target nor stop reached; exited at close,1146.0,-3.2000000000000455,-0.280014000700039
RVNL,223.34,-0.05,27714225.0,0.15,,,,,,,,,556325.0,-96.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,223.34,227.8068,214.4064,True,Eligible,224.0,219.71,221.48,EOD EXIT,Neither target nor stop reached; exited at close,221.48,1.8600000000000136,0.8328109608668459
NIFTYNXT50,72430.0,-0.35,11100.0,0.23,,,,,,,,,350.0,-94.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,72430.0,73878.6,69532.8,True,Eligible,72599.6,71968.0,72061.4,EOD EXIT,Neither target nor stop reached; exited at close,72061.4,368.6000000000058,0.5089051497998148
ADANIPORTS,1778.0,-0.25,17331800.0,0.82,,,,,,,,,234650.0,-95.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1778.0,1813.56,1706.88,True,Eligible,1790.4,1760.0,1773.6,EOD EXIT,Neither target nor stop reached; exited at close,1773.6,4.400000000000091,0.2474690663667093
YESBANK,22.98,-0.52,896861800.0,1.27,,,,,,,,,16296400.0,-95.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,22.98,23.4396,22.0608,True,Eligible,23.04,22.7,22.76,EOD EXIT,Neither target nor stop reached; exited at close,22.76,0.21999999999999886,0.9573542210617878
BIOCON,437.85,-0.3,42180000.0,0.8,,,,,,,,,757500.0,-94.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,437.85,446.607,420.336,True,Eligible,439.9,429.45,431.85,EOD EXIT,Neither target nor stop reached; exited at close,431.85,6.0,1.370332305584104
JINDALSTEL,1062.7,-0.65,10683750.0,1.76,,,,,,,,,303125.0,-94.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1062.7,1083.9540000000002,1020.192,True,Eligible,1067.0,1050.8,1054.2,EOD EXIT,Neither target nor stop reached; exited at close,1054.2,8.5,0.7998494401053919
AUROPHARMA,1557.3,-0.08,9163550.0,0.98,,,,,,,,,140250.0,-95.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1557.3,1588.446,1495.0079999999998,True,Eligible,1561.4,1540.2,1550.4,EOD EXIT,Neither target nor stop reached; exited at close,1550.4,6.899999999999864,0.4430745521094114
ASHOKLEY,155.82,-0.2,126355000.0,0.95,,,,,,,,,2680000.0,-95.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,155.82,158.9364,149.5872,True,Eligible,159.0,153.99,157.9,STOP LOSS HIT,Stop loss breached during replay range,158.9364,-3.1163999999999987,-1.9999999999999993
TATASTEEL,184.5,-0.51,139675250.0,0.94,,,,,,,,,2070750.0,-94.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,184.5,188.19,177.12,True,Eligible,185.0,182.0,182.74,EOD EXIT,Neither target nor stop reached; exited at close,182.74,1.759999999999991,0.9539295392953882
DRREDDY,1144.9,-0.3,12960000.0,1.25,,,,,,,,,321875.0,-94.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1144.9,1167.798,1099.104,True,Eligible,1150.4,1130.4,1135.4,EOD EXIT,Neither target nor stop reached; exited at close,1135.4,9.5,0.829766791859551
BAJAJHLDNG,10827.0,-0.34,314025.0,0.17,,,,,,,,,1500.0,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,10827.0,11043.54,10393.92,True,Eligible,10899.0,10725.0,10806.0,EOD EXIT,Neither target nor stop reached; exited at close,10806.0,21.0,0.19395954558049322
INDUSINDBK,998.0,-1.02,33826100.0,0.28,,,,,,,,,208600.0,-98.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,998.0,1017.96,958.08,True,Eligible,1003.95,988.85,992.85,EOD EXIT,Neither target nor stop reached; exited at close,992.85,5.149999999999977,0.5160320641282542
BHARATFORG,2171.3,-1.1,7048500.0,0.56,,,,,,,,,67500.0,-97.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2171.3,2214.726,2084.4480000000003,True,Eligible,2187.7,2143.1,2162.3,EOD EXIT,Neither target nor stop reached; exited at close,2162.3,9.0,0.4144982268686962
PETRONET,273.7,-0.36,26035700.0,0.38,,,,,,,,,228000.0,-97.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,273.7,279.174,262.75199999999995,True,Eligible,281.45,271.25,277.8,STOP LOSS HIT,Stop loss breached during replay range,279.174,-5.4739999999999895,-1.9999999999999962
BHARTIARTL,1910.5,-0.37,55256275.0,0.31,,,,,,,,,315875.0,-96.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1910.5,1948.71,1834.08,True,Eligible,1909.5,1893.0,1904.0,EOD EXIT,Neither target nor stop reached; exited at close,1904.0,6.5,0.3402250719706883
UNIONBANK,170.4,-0.4,110155950.0,0.5,,,,,,,,,995625.0,-97.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,170.4,173.80800000000002,163.584,True,Eligible,171.39,167.5,168.03,EOD EXIT,Neither target nor stop reached; exited at close,168.03,2.3700000000000045,1.390845070422538
KOTAKBANK,387.35,-0.09,167126000.0,0.58,,,,,,,,,1362000.0,-97.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,387.35,395.097,371.856,True,Eligible,387.0,382.7,385.35,EOD EXIT,Neither target nor stop reached; exited at close,385.35,2.0,0.516328901510262
FORTIS,945.35,-0.39,8068525.0,0.58,,,,,,,,,75950.0,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,945.35,964.257,907.536,True,Eligible,951.0,933.5,945.25,EOD EXIT,Neither target nor stop reached; exited at close,945.25,0.10000000000002274,0.010578092769875997
NHPC,78.44,-0.29,126385750.0,0.25,,,,,,,,,1529000.0,-96.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,78.44,80.0088,75.30239999999999,True,Eligible,79.61,77.82,78.09,EOD EXIT,Neither target nor stop reached; exited at close,78.09,0.3499999999999943,0.4462009178990239
MOTHERSON,147.75,-1.54,115048050.0,0.53,,,,,,,,,2318550.0,-96.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,147.75,150.705,141.84,True,Eligible,148.74,145.7,147.91,EOD EXIT,Neither target nor stop reached; exited at close,147.91,-0.1599999999999966,-0.10829103214889785
VEDL,263.85,-1.01,40728400.0,1.28,,,,,,,,,767050.0,-96.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,263.85,269.127,253.296,True,Eligible,265.95,258.15,259.2,EOD EXIT,Neither target nor stop reached; exited at close,259.2,4.650000000000034,1.7623649801023438
MAZDOCK,2278.8,-1.36,4766625.0,0.98,,,,,,,,,81900.0,-96.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2278.8,2324.376,2187.648,True,Eligible,2328.2,2272.6,2289.0,STOP LOSS HIT,Stop loss breached during replay range,2324.376,-45.57600000000002,-2.000000000000001
BAJFINANCE,1052.5,-0.07,62058750.0,0.44,,,,,,,,,729750.0,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1052.5,1073.55,1010.4,True,Eligible,1085.2,1040.9,1052.7,STOP LOSS HIT,Stop loss breached during replay range,1073.55,-21.049999999999955,-1.9999999999999956
JSWENERGY,547.4,-1.08,21680600.0,0.78,,,,,,,,,258000.0,-96.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,547.4,558.348,525.5039999999999,True,Eligible,550.05,541.0,544.1,EOD EXIT,Neither target nor stop reached; exited at close,544.1,3.2999999999999545,0.6028498355864002
ICICIBANK,1434.7,-0.33,99425900.0,0.58,,,,,,,,,751100.0,-96.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1434.7,1463.394,1377.312,True,Eligible,1444.8,1420.5,1426.2,EOD EXIT,Neither target nor stop reached; exited at close,1426.2,8.5,0.5924583536627867
BOSCHLTD,40960.0,-0.7,191550.0,0.2,,,,,,,,,1950.0,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,40960.0,41779.2,39321.6,True,Eligible,41705.0,41000.0,41395.0,EOD EXIT,Neither target nor stop reached; exited at close,41395.0,-435.0,-1.06201171875
SBIN,1020.1,-0.72,71430750.0,0.62,,,,,,,,,837750.0,-96.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1020.1,1040.502,979.296,True,Eligible,1020.9,1007.9,1011.8,EOD EXIT,Neither target nor stop reached; exited at close,1011.8,8.300000000000068,0.813645721007751
HDFCLIFE,556.5,-0.03,37001800.0,0.98,,,,,,,,,523600.0,-95.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,556.5,567.63,534.24,True,Eligible,559.25,551.6,557.2,EOD EXIT,Neither target nor stop reached; exited at close,557.2,-0.7000000000000455,-0.12578616352202074
POWERGRID,286.5,-0.92,38851200.0,0.76,,,,,,,,,661200.0,-95.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,286.5,292.23,275.04,True,Eligible,287.5,283.2,285.1,EOD EXIT,Neither target nor stop reached; exited at close,285.1,1.3999999999999773,0.48865619546247024
AMBER,7270.0,-0.53,1106300.0,1.07,,,,,,,,,24100.0,-95.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,7270.0,7415.400000000001,6979.2,True,Eligible,7298.0,7172.0,7205.5,EOD EXIT,Neither target nor stop reached; exited at close,7205.5,64.5,0.8872077028885832
ANGELONE,305.05,-0.51,22585000.0,0.98,,,,,,,,,510000.0,-95.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,305.05,311.151,292.848,True,Eligible,306.45,299.15,302.3,EOD EXIT,Neither target nor stop reached; exited at close,302.3,2.75,0.9014915587608588
GAIL,174.98,-0.27,70002450.0,0.8,,,,,,,,,1118250.0,-96.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,174.98,178.4796,167.9808,True,Eligible,177.4,172.8,175.45,EOD EXIT,Neither target nor stop reached; exited at close,175.45,-0.46999999999999886,-0.2686021259572516
UNOMINDA,1165.0,-0.44,4427500.0,0.71,,,,,,,,,82500.0,-96.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1165.0,1188.3,1118.4,True,Eligible,1172.8,1150.1,1162.8,EOD EXIT,Neither target nor stop reached; exited at close,1162.8,2.2000000000000455,0.1888412017167421
POLYCAB,9060.0,-0.01,2008500.0,0.82,,,,,,,,,38375.0,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,9060.0,9241.2,8697.6,True,Eligible,9135.5,9000.0,9112.0,EOD EXIT,Neither target nor stop reached; exited at close,9112.0,-52.0,-0.5739514348785872
BAJAJ-AUTO,11260.0,-0.02,1909950.0,0.54,,,,,,,,,23325.0,-96.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,11260.0,11485.2,10809.6,True,Eligible,11454.5,11155.0,11402.0,EOD EXIT,Neither target nor stop reached; exited at close,11402.0,-142.0,-1.261101243339254
APLAPOLLO,1850.5,-0.4,3901800.0,1.15,,,,,,,,,65800.0,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1850.5,1887.51,1776.48,True,Eligible,1861.4,1819.3,1848.7,EOD EXIT,Neither target nor stop reached; exited at close,1848.7,1.7999999999999545,0.09727100783571763
PNB,112.05,-0.27,270200000.0,0.64,,,,,,,,,3448000.0,-96.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,112.05,114.291,107.568,True,Eligible,112.15,111.08,111.41,EOD EXIT,Neither target nor stop reached; exited at close,111.41,0.6400000000000006,0.5711735832217765
TIINDIA,2818.1,-1.54,1825600.0,0.65,,,,,,,,,21600.0,-97.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2818.1,2874.462,2705.376,True,Eligible,2899.8,2775.2,2827.8,STOP LOSS HIT,Stop loss breached during replay range,2874.462,-56.36200000000008,-2.0000000000000027
IDEA,13.15,-0.15,5057642475.0,0.55,,,,,,,,,42885000.0,-97.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,13.15,13.413,12.624,True,Eligible,13.14,12.88,12.96,EOD EXIT,Neither target nor stop reached; exited at close,12.96,0.1899999999999995,1.4448669201520874
BANKINDIA,137.35,-0.85,85066800.0,1.06,,,,,,,,,1653600.0,-97.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,137.35,140.097,131.856,True,Eligible,137.59,135.44,136.0,EOD EXIT,Neither target nor stop reached; exited at close,136.0,1.3499999999999943,0.9828904259191804
CROMPTON,250.8,-0.04,49490850.0,0.59,,,,,,,,,516000.0,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,250.8,255.816,240.768,True,Eligible,249.85,245.05,247.4,EOD EXIT,Neither target nor stop reached; exited at close,247.4,3.4000000000000057,1.3556618819776738
CAMS,787.4,-0.1,5708175.0,0.55,,,,,,,,,92400.0,-97.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,787.4,803.148,755.904,True,Eligible,805.2,780.95,800.95,STOP LOSS HIT,Stop loss breached during replay range,803.148,-15.748000000000047,-2.0000000000000058
AUBANK,1053.7,-0.18,21681000.0,0.22,,,,,,,,,105000.0,-99.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1053.7,1074.774,1011.552,True,Eligible,1058.2,1044.7,1049.0,EOD EXIT,Neither target nor stop reached; exited at close,1049.0,4.7000000000000455,0.4460472620290448
SAIL,161.89,-1.05,182787700.0,0.48,,,,,,,,,1452300.0,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,161.89,165.12779999999998,155.41439999999997,True,Eligible,167.53,160.05,165.81,STOP LOSS HIT,Stop loss breached during replay range,165.12779999999998,-3.237799999999993,-1.9999999999999958
TATACONSUM,1106.1,-0.62,14099800.0,0.44,,,,,,,,,110000.0,-98.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1106.1,1128.222,1061.8559999999998,True,Eligible,1114.9,1078.7,1083.0,EOD EXIT,Neither target nor stop reached; exited at close,1083.0,23.09999999999991,2.088418768646588
BLUESTARCO,1626.1,-0.78,3006900.0,0.17,,,,,,,,,21775.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1626.1,1658.6219999999998,1561.0559999999998,True,Eligible,1650.6,1613.0,1640.4,EOD EXIT,Neither target nor stop reached; exited at close,1640.4,-14.300000000000182,-0.8794047106574123
NBCC,94.78,-0.67,80717000.0,0.82,,,,,,,,,955500.0,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,94.78,96.6756,90.9888,True,Eligible,95.18,94.0,94.43,EOD EXIT,Neither target nor stop reached; exited at close,94.43,0.3499999999999943,0.36927621861151544
KAYNES,3142.0,-0.25,3510450.0,0.38,,,,,,,,,40950.0,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,3142.0,3204.84,3016.32,True,Eligible,3255.7,3163.3,3224.8,STOP LOSS HIT,Stop loss breached during replay range,3204.84,-62.840000000000146,-2.0000000000000044
UPL,609.4,-0.42,24276180.0,0.28,,,,,,,,,182925.0,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,609.4,621.588,585.024,True,Eligible,609.5,596.55,599.6,EOD EXIT,Neither target nor stop reached; exited at close,599.6,9.799999999999955,1.6081391532654996
FEDERALBNK,355.4,-0.39,87845000.0,0.23,,,,,,,,,457500.0,-97.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,355.4,362.508,341.184,True,Eligible,357.85,354.1,357.0,EOD EXIT,Neither target nor stop reached; exited at close,357.0,-1.6000000000000227,-0.45019696117051855
PIIND,2734.3,-0.14,2615725.0,0.12,,,,,,,,,20125.0,-97.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2734.3,2788.9860000000003,2624.928,True,Eligible,2742.3,2699.7,2710.0,EOD EXIT,Neither target nor stop reached; exited at close,2710.0,24.300000000000182,0.8887100903339129
MARUTI,13608.0,-0.31,1961450.0,0.65,,,,,,,,,26300.0,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,13608.0,13880.16,13063.68,True,Eligible,13819.0,13646.0,13764.0,EOD EXIT,Neither target nor stop reached; exited at close,13764.0,-156.0,-1.1463844797178129
AXISBANK,1232.5,-0.26,72438750.0,0.51,,,,,,,,,528750.0,-97.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1232.5,1257.15,1183.2,True,Eligible,1234.4,1221.8,1225.0,EOD EXIT,Neither target nor stop reached; exited at close,1225.0,7.5,0.6085192697768762
MANAPPURAM,358.1,-1.19,46143000.0,0.39,,,,,,,,,708000.0,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,358.1,365.26200000000006,343.776,True,Eligible,363.75,355.3,362.0,EOD EXIT,Neither target nor stop reached; exited at close,362.0,-3.8999999999999773,-1.0890812622172512
LICHSGFIN,545.7,-0.05,21901000.0,0.13,,,,,,,,,185000.0,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,545.7,556.614,523.8720000000001,True,Eligible,554.8,542.65,546.65,EOD EXIT,Neither target nor stop reached; exited at close,546.65,-0.9499999999999318,-0.17408832691954035
ONGC,238.65,-0.44,48012750.0,0.53,,,,,,,,,598500.0,-97.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,238.65,243.423,229.104,True,Eligible,240.13,235.93,238.98,EOD EXIT,Neither target nor stop reached; exited at close,238.98,-0.3299999999999841,-0.13827781269641068
BAJAJFINSV,1923.0,-0.07,8486100.0,0.43,,,,,,,,,88800.0,-97.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1923.0,1961.46,1846.08,True,Eligible,1936.8,1907.1,1921.7,EOD EXIT,Neither target nor stop reached; exited at close,1921.7,1.2999999999999545,0.06760270410816197
INDIANB,830.5,-0.57,11271000.0,0.75,,,,,,,,,129000.0,-97.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,830.5,847.11,797.28,True,Eligible,841.0,823.6,834.0,EOD EXIT,Neither target nor stop reached; exited at close,834.0,-3.5,-0.4214328717639976
GRASIM,3120.8,-0.05,11214750.0,0.07,,,,,,,,,15250.0,-99.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,3120.8,3183.2160000000003,2995.968,True,Eligible,3121.2,3096.1,3111.9,EOD EXIT,Neither target nor stop reached; exited at close,3111.9,8.900000000000091,0.28518328633683965
COCHINSHIP,1400.1,-0.36,5262000.0,0.27,,,,,,,,,38800.0,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1400.1,1428.102,1344.0959999999998,True,Eligible,1404.8,1350.8,1380.5,EOD EXIT,Neither target nor stop reached; exited at close,1380.5,19.59999999999991,1.3999000071423406
ICICIGI,1679.1,-0.08,4902300.0,0.27,,,,,,,,,24050.0,-98.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1679.1,1712.682,1611.936,True,Eligible,1711.6,1670.1,1687.9,EOD EXIT,Neither target nor stop reached; exited at close,1687.9,-8.800000000000182,-0.5240902864629969
TRENT,2926.2,-0.32,11264175.0,0.03,,,,,,,,,47025.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2926.2,2984.724,2809.152,True,Eligible,2939.7,2910.9,2929.4,EOD EXIT,Neither target nor stop reached; exited at close,2929.4,-3.200000000000273,-0.10935684505502949
HYUNDAI,1977.2,-0.11,3741100.0,0.34,,,,,,,,,40975.0,-98.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1977.2,2016.744,1898.112,True,Eligible,2012.8,1979.6,2007.1,EOD EXIT,Neither target nor stop reached; exited at close,2007.1,-29.899999999999864,-1.5122395306493963
