Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File
ASIANPAINT,2740.8,0.55,7051250.0,0.59,,,,,,,,,112000.0,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CROMPTON,250.8,-0.04,49490850.0,0.59,,,,,,,,,516000.0,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IRFC,87.82,0.62,78939175.0,0.24,,,,,,,,,1030750.0,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SUNPHARMA,1986.0,0.32,13256250.0,0.32,,,,,,,,,130200.0,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
CAMS,787.4,-0.1,5708175.0,0.55,,,,,,,,,92400.0,-97.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IDEA,13.15,-0.15,5057642475.0,0.55,,,,,,,,,42885000.0,-97.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BANKINDIA,137.35,-0.85,85066800.0,1.06,,,,,,,,,1653600.0,-97.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MARUTI,13608.0,-0.31,1961450.0,0.65,,,,,,,,,26300.0,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TIINDIA,2818.1,-1.54,1825600.0,0.65,,,,,,,,,21600.0,-97.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MANAPPURAM,358.1,-1.19,46143000.0,0.39,,,,,,,,,708000.0,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
AXISBANK,1232.5,-0.26,72438750.0,0.51,,,,,,,,,528750.0,-97.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IREDA,117.49,0.03,62259475.0,0.04,,,,,,,,,873325.0,-97.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
APOLLOHOSP,8891.5,0.01,1877250.0,0.48,,,,,,,,,12875.0,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LICHSGFIN,545.7,-0.05,21901000.0,0.13,,,,,,,,,185000.0,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
FINNIFTY,26243.0,-0.22,16560.0,-0.36,,,,,,,,,300.0,-97.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ONGC,238.65,-0.44,48012750.0,0.53,,,,,,,,,598500.0,-97.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BAJAJFINSV,1923.0,-0.07,8486100.0,0.43,,,,,,,,,88800.0,-97.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PIIND,2734.3,-0.14,2615725.0,0.12,,,,,,,,,20125.0,-97.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HAVELLS,1247.0,0.24,8352000.0,0.52,,,,,,,,,75000.0,-97.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
KAYNES,3142.0,-0.25,3510450.0,0.38,,,,,,,,,40950.0,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NBCC,94.78,-0.67,80717000.0,0.82,,,,,,,,,955500.0,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PAGEIND,40055.0,0.23,226800.0,0.49,,,,,,,,,2240.0,-97.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
IDFCFIRSTB,85.51,0.32,331980075.0,0.75,,,,,,,,,6121500.0,-97.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
UPL,609.4,-0.42,24276180.0,0.28,,,,,,,,,182925.0,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INDIANB,830.5,-0.57,11271000.0,0.75,,,,,,,,,129000.0,-97.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PETRONET,273.7,-0.36,26035700.0,0.38,,,,,,,,,228000.0,-97.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ICICIPRULI,512.65,0.12,18421375.0,0.17,,,,,,,,,133200.0,-97.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BHARATFORG,2171.3,-1.1,7048500.0,0.56,,,,,,,,,67500.0,-97.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
FEDERALBNK,355.4,-0.39,87845000.0,0.23,,,,,,,,,457500.0,-97.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MAXHEALTH,1113.3,0.25,9399600.0,0.15,,,,,,,,,74550.0,-97.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SRF,2639.2,-0.24,4012200.0,0.14,,,,,,,,,33200.0,-97.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
LUPIN,2431.9,0.27,4817800.0,0.37,,,,,,,,,48450.0,-97.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TVSMOTOR,3918.4,0.44,11700675.0,0.23,,,,,,,,,55825.0,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
UNITDSPR,1494.9,0.25,7611200.0,0.35,,,,,,,,,68800.0,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INDIGO,5258.5,0.04,5524800.0,0.05,,,,,,,,,48150.0,-97.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
OBEROIRLTY,1844.0,0.23,5141500.0,0.21,,,,,,,,,53200.0,-97.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DIXON,13660.0,0.01,2089650.0,0.16,,,,,,,,,15300.0,-98.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ULTRACEMCO,11937.0,0.1,1548900.0,0.34,,,,,,,,,11350.0,-98.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
AMBUJACEM,433.3,-0.13,69363600.0,0.48,,,,,,,,,556800.0,-98.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PRESTIGE,1655.9,0.48,4508550.0,0.14,,,,,,,,,35550.0,-98.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
GLENMARK,2214.1,0.16,9546375.0,0.56,,,,,,,,,78375.0,-98.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
HYUNDAI,1977.2,-0.11,3741100.0,0.34,,,,,,,,,40975.0,-98.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
360ONE,1132.3,-0.38,3782000.0,0.23,,,,,,,,,28000.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BLUESTARCO,1626.1,-0.78,3006900.0,0.17,,,,,,,,,21775.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
PHOENIXLTD,2046.6,0.15,3184650.0,0.0,,,,,,,,,20300.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TATACONSUM,1106.1,-0.62,14099800.0,0.44,,,,,,,,,110000.0,-98.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
EICHERMOT,7777.0,0.44,3880700.0,0.17,,,,,,,,,20600.0,-98.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
INDUSINDBK,998.0,-1.02,33826100.0,0.28,,,,,,,,,208600.0,-98.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
NMDC,83.31,-0.7,302143500.0,0.3,,,,,,,,,1539000.0,-98.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
M&M,3251.6,0.04,13656600.0,0.37,,,,,,,,,89800.0,-98.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
KEI,4824.0,-0.78,2014775.0,0.08,,,,,,,,,12425.0,-98.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
POLICYBZR,1573.4,0.78,8171800.0,0.41,,,,,,,,,48300.0,-98.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DMART,4047.7,0.53,4231800.0,0.02,,,,,,,,,23550.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
TRENT,2926.2,-0.32,11264175.0,0.03,,,,,,,,,47025.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ICICIGI,1679.1,-0.08,4902300.0,0.27,,,,,,,,,24050.0,-98.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
SAIL,161.89,-1.05,182787700.0,0.48,,,,,,,,,1452300.0,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BAJAJHLDNG,10827.0,-0.34,314025.0,0.17,,,,,,,,,1500.0,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
COCHINSHIP,1400.1,-0.36,5262000.0,0.27,,,,,,,,,38800.0,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
ALKEM,5632.0,0.02,1330375.0,0.48,,,,,,,,,7625.0,-98.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
DALBHARAT,1837.3,0.07,3472950.0,0.21,,,,,,,,,23725.0,-99.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
AUBANK,1053.7,-0.18,21681000.0,0.22,,,,,,,,,105000.0,-99.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
MANKIND,2569.7,0.22,2441500.0,0.18,,,,,,,,,7250.0,-99.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
VMM,109.63,-0.55,38610850.0,-0.04,,,,,,,,,106700.0,-99.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
GRASIM,3120.8,-0.05,11214750.0,0.07,,,,,,,,,15250.0,-99.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
BANKEX,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_28_7_2026.xlsx
