Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
MCX,"2,636.5",0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,8855550,-0.35,-0.35,-0.35,-0.35,-0.35,,,,,,,,,371925,-93.12,-93.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NIFTYNXT50,74350,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,19200,0.13,0.13,0.13,0.13,0.13,,,,,,,,,175,-93.14,-93.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
KAYNES,"3,913.4",-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,4135650,0.27,0.27,0.27,0.27,0.27,,,,,,,,,85350,-93.15,-93.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
VOLTAS,"1,302.5",-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,-0.51,7180875,0.28,0.28,0.28,0.28,0.28,,,,,,,,,78375,-93.24,-93.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
DIVISLAB,"8,444.5",0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,3574000,0.08,0.08,0.08,0.08,0.08,,,,,,,,,16200,-93.28,-93.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
M&M,3438,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,12006600,0.16,0.16,0.16,0.16,0.16,,,,,,,,,95800,-93.3,-93.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
FORCEMOT,18603,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,246350,0.49,0.49,0.49,0.49,0.49,,,,,,,,,5075,-93.41,-93.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
GLENMARK,2275,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,11717250,0.17,0.17,0.17,0.17,0.17,,,,,,,,,99375,-93.54,-93.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
JSWSTEEL,"1,333.5",0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,40355550,0.06,0.06,0.06,0.06,0.06,,,,,,,,,215325,-93.56,-93.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
CGPOWER,884.3,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,20071900,0.01,0.01,0.01,0.01,0.01,,,,,,,,,158100,-93.61,-93.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PFC,416.6,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,55727100,0.31,0.31,0.31,0.31,0.31,,,,,,,,,378300,-93.63,-93.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ADANIGREEN,"1,384.2",-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,26845800,0.18,0.18,0.18,0.18,0.18,,,,,,,,,93600,-93.73,-93.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
AXISBANK,"1,260.5",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,80740000,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,237500,-93.76,-93.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
DIXON,14324,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,2540100,0.03,0.03,0.03,0.03,0.03,,,,,,,,,25900,-93.9,-93.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
IOC,142.44,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,151198125,0.05,0.05,0.05,0.05,0.05,,,,,,,,,711750,-93.96,-93.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BSE,"3,493.7",-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,9845800,0.81,0.81,0.81,0.81,0.81,,,,,,,,,339600,-94.06,-94.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PHOENIXLTD,"1,924.4",-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,3648050,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,16450,-94.08,-94.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
LODHA,"1,223.4",-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,11421250,0.18,0.18,0.18,0.18,0.18,,,,,,,,,98750,-94.13,-94.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
AMBUJACEM,442.4,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,81428400,0.16,0.16,0.16,0.16,0.16,,,,,,,,,434400,-94.15,-94.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
FINNIFTY,"26,928.4",0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,31800,0,0,0,0,0,,,,,,,,,540,-94.19,-94.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TATACONSUM,"1,094.8",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15809750,0,0,0,0,0,,,,,,,,,40700,-94.19,-94.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
IRFC,88.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,89317200,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,298375,-94.2,-94.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BRITANNIA,"5,431.5",-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,1864375,0.31,0.31,0.31,0.31,0.31,,,,,,,,,14750,-94.21,-94.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ADANIPOWER,208.1,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,158578500,0.19,0.19,0.19,0.19,0.19,,,,,,,,,589300,-94.24,-94.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
COLPAL,"2,040.4",0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,5019850,0.05,0.05,0.05,0.05,0.05,,,,,,,,,17325,-94.25,-94.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PATANJALI,357.65,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,34636500,0.03,0.03,0.03,0.03,0.03,,,,,,,,,198875,-94.25,-94.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
AMBER,7525,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1168300,0.41,0.41,0.41,0.41,0.41,,,,,,,,,17700,-94.27,-94.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PNBHOUSING,1152,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,7703150,0.85,0.85,0.85,0.85,0.85,,,,,,,,,421850,-94.27,-94.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
RADICO,4528,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,-0.78,787650,0.06,0.06,0.06,0.06,0.06,,,,,,,,,13050,-94.35,-94.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PNB,114.65,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,287968000,0.14,0.14,0.14,0.14,0.14,,,,,,,,,1288000,-94.39,-94.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ASTRAL,"1,436.5",0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,7080500,0.02,0.02,0.02,0.02,0.02,,,,,,,,,33575,-94.41,-94.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SUNPHARMA,1961,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,13917750,0.02,0.02,0.02,0.02,0.02,,,,,,,,,55300,-94.44,-94.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
IDFCFIRSTB,84.96,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,356011600,0.04,0.04,0.04,0.04,0.04,,,,,,,,,1215025,-94.46,-94.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HINDUNILVR,"2,084.8",-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,14770800,0.07,0.07,0.07,0.07,0.07,,,,,,,,,54600,-94.61,-94.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ASIANPAINT,"2,783.6",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,7497750,0.1,0.1,0.1,0.1,0.1,,,,,,,,,37750,-94.63,-94.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
CANBK,129.37,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,383528250,0.04,0.04,0.04,0.04,0.04,,,,,,,,,1478250,-94.63,-94.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HDFCBANK,741.8,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,309143250,0.01,0.01,0.01,0.01,0.01,,,,,,,,,1618500,-94.67,-94.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
YESBANK,23.07,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,1172159000,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,4198500,-94.76,-94.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BAJAJ-AUTO,11760,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,1859700,0.11,0.11,0.11,0.11,0.11,,,,,,,,,13575,-94.88,-94.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BANKINDIA,141.9,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,94400800,-0.2,-0.2,-0.2,-0.2,-0.2,,,,,,,,,603200,-94.88,-94.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BPCL,326.2,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,39693550,0.17,0.17,0.17,0.17,0.17,,,,,,,,,187625,-94.91,-94.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HYUNDAI,"2,192.3",-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,3791975,0.12,0.12,0.12,0.12,0.12,,,,,,,,,28600,-94.96,-94.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BLUESTARCO,1645,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,3742700,-0.23,-0.23,-0.23,-0.23,-0.23,,,,,,,,,71175,-95.12,-95.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
CHOLAFIN,"1,883.7",-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,13362500,0.4,0.4,0.4,0.4,0.4,,,,,,,,,98750,-95.13,-95.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SHREECEM,26640,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,-0.76,375175,-0.19,-0.19,-0.19,-0.19,-0.19,,,,,,,,,2175,-95.17,-95.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ZYDUSLIFE,"1,120.7",0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,10170000,0.06,0.06,0.06,0.06,0.06,,,,,,,,,36900,-95.24,-95.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
EICHERMOT,8030,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,3680500,0.05,0.05,0.05,0.05,0.05,,,,,,,,,15600,-95.25,-95.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BOSCHLTD,42395,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,207050,-0.19,-0.19,-0.19,-0.19,-0.19,,,,,,,,,4500,-95.34,-95.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
FEDERALBNK,355.75,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,85182500,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,300000,-95.34,-95.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MIDCPNIFTY,"14,917.9",-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,1915440,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,,,,9360,-95.35,-95.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ALKEM,5692,0,0,0,0,0,0,0,0,0,0,0,1399375,0.03,0.03,0.03,0.03,0.03,,,,,,,,,5125,-95.37,-95.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ABB,7690,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,2160250,-0.14,-0.14,-0.14,-0.14,-0.14,,,,,,,,,15750,-95.44,-95.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MAXHEALTH,"1,080.2",0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,9867900,0.12,0.12,0.12,0.12,0.12,,,,,,,,,32025,-95.47,-95.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MPHASIS,2440,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,3929475,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,45375,-95.51,-95.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ASHOKLEY,177.28,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,140310000,0.01,0.01,0.01,0.01,0.01,,,,,,,,,1060000,-95.57,-95.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MOTHERSON,155.14,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,126683850,0.14,0.14,0.14,0.14,0.14,,,,,,,,,1291500,-95.59,-95.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
RBLBANK,389.5,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,43449875,0.25,0.25,0.25,0.25,0.25,,,,,,,,,530225,-95.59,-95.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
GODREJPROP,"2,090.3",-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,-1.51,8018400,0.33,0.33,0.33,0.33,0.33,,,,,,,,,96200,-95.62,-95.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
APLAPOLLO,"1,959.8",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,5498850,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,23100,-95.63,-95.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
RVNL,228.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,35104300,0.16,0.16,0.16,0.16,0.16,,,,,,,,,119350,-95.63,-95.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PETRONET,283.1,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,32034000,0.05,0.05,0.05,0.05,0.05,,,,,,,,,81700,-95.75,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PIIND,2782,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,2767100,0.08,0.08,0.08,0.08,0.08,,,,,,,,,8400,-95.82,-95.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
TMPV,347.55,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,73440000,0.27,0.27,0.27,0.27,0.27,,,,,,,,,393600,-95.83,-95.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
GODFRYPHLP,2294,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,1803450,-0.23,-0.23,-0.23,-0.23,-0.23,,,,,,,,,12375,-95.84,-95.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
KFINTECH,941,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,4342975,0.33,0.33,0.33,0.33,0.33,,,,,,,,,27025,-95.9,-95.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
INOXWIND,78.8,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,105862400,0.11,0.11,0.11,0.11,0.11,,,,,,,,,268800,-95.91,-95.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SBICARD,666,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,22388800,0.1,0.1,0.1,0.1,0.1,,,,,,,,,92000,-95.91,-95.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
DMART,"3,940.9",-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,5284050,0.08,0.08,0.08,0.08,0.08,,,,,,,,,16800,-95.92,-95.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SIEMENS,3985,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,3396750,0.14,0.14,0.14,0.14,0.14,,,,,,,,,20125,-95.93,-95.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
CAMS,809.85,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,7329300,0.37,0.37,0.37,0.37,0.37,,,,,,,,,77550,-95.94,-95.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NHPC,77.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,120151600,0.62,0.62,0.62,0.62,0.62,,,,,,,,,1299650,-95.94,-95.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
IDEA,12.87,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,5878604325,0.01,0.01,0.01,0.01,0.01,,,,,,,,,8719950,-96.03,-96.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
WAAREEENER,"2,684.4",-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15,7413350,0.04,0.04,0.04,0.04,0.04,,,,,,,,,13300,-96.15,-96.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MARUTI,14010,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,2063650,0.2,0.2,0.2,0.2,0.2,,,,,,,,,10050,-96.18,-96.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
LT,"4,069.6",0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,11255475,0.05,0.05,0.05,0.05,0.05,,,,,,,,,64400,-96.24,-96.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
POLYCAB,9286,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,2315250,0.02,0.02,0.02,0.02,0.02,,,,,,,,,16125,-96.28,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
DELHIVERY,472.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,27192875,0.25,0.25,0.25,0.25,0.25,,,,,,,,,174300,-96.35,-96.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
IREDA,117.55,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,80232775,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,343900,-96.35,-96.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HINDPETRO,397.55,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,45025875,0.07,0.07,0.07,0.07,0.07,,,,,,,,,166050,-96.39,-96.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
NBCC,95.35,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,-0.69,100737000,0.11,0.11,0.11,0.11,0.11,,,,,,,,,390000,-96.39,-96.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PAGEIND,39895,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,229160,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,960,-96.44,-96.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ANGELONE,299.2,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,28622500,0.34,0.34,0.34,0.34,0.34,,,,,,,,,182500,-96.51,-96.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
PRESTIGE,1585,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,-0.87,5178600,0.04,0.04,0.04,0.04,0.04,,,,,,,,,15750,-96.51,-96.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
VMM,110.99,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,47321450,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,,,,184300,-96.58,-96.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
HAVELLS,"1,285.9",-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,8631000,0.24,0.24,0.24,0.24,0.24,,,,,,,,,39000,-96.6,-96.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
BAJAJFINSV,"2,087.3",0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,7860600,0.05,0.05,0.05,0.05,0.05,,,,,,,,,33900,-96.67,-96.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
ULTRACEMCO,12169,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,1607900,0.06,0.06,0.06,0.06,0.06,,,,,,,,,6800,-96.74,-96.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
MOTILALOFS,878.05,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,6708400,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,25575,-96.76,-96.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
SONACOMS,818,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,12232850,0.37,0.37,0.37,0.37,0.37,,,,,,,,,213150,-96.8,-96.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
FORTIS,926.8,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,10360200,0.13,0.13,0.13,0.13,0.13,,,,,,,,,46500,-96.97,-96.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
DRREDDY,1170,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,13676875,0.11,0.11,0.11,0.11,0.11,,,,,,,,,51875,-97.01,-97.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_6_8_2026.xlsx
