trading_date,observation_timestamp,Symbol,Open,High,Low,Close,ATM Straddle %,current_price,opening_straddle_premium,upper_straddle_breakout_level,lower_straddle_breakout_level,standard_straddle_breakout,breakout_direction,Price Chg %,IV Chg %,OI Chg %,PCR Chg %
2026-08-17,2026-08-17T09:33:23.117520,360ONE,1150.1,1159.3,1146.5,1153.3,3.93,1153.3,45.19893,1195.29893,1104.90107,False,NONE,-1.21,8.29,0.06,1.92
2026-08-17,2026-08-17T09:33:23.117520,ABB,7677.5,7711.0,7653.5,7701.5,3.71,7701.5,284.83525000000003,7962.33525,7392.66475,False,NONE,0.4,9.81,0.03,0
2026-08-17,2026-08-17T09:33:23.117520,ABCAPITAL,397.1,398.6,395.55,397.3,3.3,397.3,13.1043,410.20430000000005,383.9957,False,NONE,-1.37,7.97,0.37,-1.54
2026-08-17,2026-08-17T09:33:23.117520,ADANIENSOL,1627.9,1628.0,1614.6,1620.0,4.21,1620.0,68.53459000000001,1696.43459,1559.36541,False,NONE,-0.04,12.42,0.07,2
2026-08-17,2026-08-17T09:33:23.117520,ADANIENT,3057.0,3063.9,3037.3,3039.0,3.71,3039.0,113.4147,3170.4147,2943.5853,False,NONE,-0.49,5.56,-0.07,-1.41
2026-08-17,2026-08-17T09:33:23.117520,ADANIGREEN,1350.0,1350.0,1336.5,1338.1,4.16,1338.1,56.16,1406.16,1293.84,False,NONE,-0.39,10.34,0.02,0
2026-08-17,2026-08-17T09:33:23.117520,ADANIPORTS,1705.1,1706.4,1687.6,1693.0,2.99,1693.0,50.98249,1756.08249,1654.1175099999998,False,NONE,-0.5,9.68,0.0,-3.7
2026-08-17,2026-08-17T09:33:23.117520,ADANIPOWER,205.5,206.18,205.0,205.5,4.11,205.5,8.44605,213.94605,197.05395,False,NONE,-0.22,8.32,0.12,0
2026-08-17,2026-08-17T09:33:23.117520,ALKEM,5360.0,5495.0,5315.5,5434.5,3.39,5434.5,181.704,5541.704,5178.296,False,NONE,1.69,-2.26,0.61,4.88
2026-08-17,2026-08-17T09:33:23.117520,AMBER,7349.0,7410.0,7253.5,7278.5,3.85,7278.5,282.9365,7631.9365,7066.0635,False,NONE,0.57,21.35,1.11,-7.35
2026-08-17,2026-08-17T09:33:23.117520,AMBUJACEM,418.0,418.0,414.65,415.55,2.71,415.55,11.3278,429.3278,406.6722,False,NONE,-0.61,5.36,0.09,0
2026-08-17,2026-08-17T09:33:23.117520,ANGELONE,286.5,286.5,282.25,283.6,4.2,283.6,12.033,298.533,274.467,False,NONE,-1.63,11.1,0.7,-6.25
2026-08-17,2026-08-17T09:33:23.117520,APLAPOLLO,2077.2,2115.0,2077.2,2108.5,2.97,2108.5,61.69284,2138.89284,2015.5071599999999,False,NONE,0.38,16.19,1.17,-3.17
2026-08-17,2026-08-17T09:33:23.117520,APOLLOHOSP,8937.0,8992.0,8935.0,8977.0,2.63,8977.0,235.04309999999998,9172.0431,8701.9569,False,NONE,0.62,12.52,0.58,6.41
2026-08-17,2026-08-17T09:33:23.117520,ASHOKLEY,173.0,177.0,173.0,175.61,4.05,175.61,7.0065,180.0065,165.9935,False,NONE,1.77,8.25,1.24,1.72
2026-08-17,2026-08-17T09:33:23.117520,ASIANPAINT,2708.0,2716.5,2700.1,2708.7,2.71,2708.7,73.38680000000001,2781.3868,2634.6132,False,NONE,0.0,9.8,0.18,0
2026-08-17,2026-08-17T09:33:23.117520,ASTRAL,1557.1,1564.8,1546.5,1548.5,3.08,1548.5,47.958679999999994,1605.0586799999999,1509.14132,False,NONE,-0.86,8.16,0.08,-5.33
2026-08-17,2026-08-17T09:33:23.117520,AUBANK,1084.3,1093.8,1077.1,1091.0,3.2,1091.0,34.6976,1118.9976,1049.6024,False,NONE,0.62,16.71,0.0,0
2026-08-17,2026-08-17T09:33:23.117520,AUROPHARMA,1638.8,1651.8,1635.3,1649.1,3.44,1649.1,56.374719999999996,1695.17472,1582.42528,False,NONE,1.08,13.33,0.36,-3.12
2026-08-17,2026-08-17T09:33:23.117520,AXISBANK,1227.0,1229.3,1220.1,1220.2,2.25,1220.2,27.6075,1254.6075,1199.3925,False,NONE,-0.13,11.32,0.26,0
2026-08-17,2026-08-17T09:33:23.117520,BAJAJ-AUTO,11785.0,11785.0,11723.0,11733.0,2.64,11733.0,311.124,12096.124,11473.876,False,NONE,-0.09,14.23,0.05,-0.79
2026-08-17,2026-08-17T09:33:23.117520,BAJAJFINSV,2005.5,2016.9,2001.1,2016.9,2.65,2016.9,53.14575,2058.64575,1952.35425,False,NONE,-0.03,11.31,-0.09,0
2026-08-17,2026-08-17T09:33:23.117520,BAJAJHLDNG,11411.0,11437.0,11346.0,11390.0,3.49,11390.0,398.2439,11809.2439,11012.7561,False,NONE,-0.81,4.61,0.28,-0.89
2026-08-17,2026-08-17T09:33:23.117520,BAJFINANCE,1090.0,1090.4,1082.0,1085.7,2.9,1085.7,31.61,1121.61,1058.39,False,NONE,-0.45,7.54,0.08,0
2026-08-17,2026-08-17T09:33:23.117520,BANDHANBNK,173.0,173.78,173.0,173.58,3.23,173.58,5.587899999999999,178.5879,167.4121,False,NONE,-0.41,-80.83,-0.01,0
2026-08-17,2026-08-17T09:33:23.117520,BANKBARODA,249.0,249.0,245.39,245.5,3.16,245.5,7.8684,256.8684,241.1316,False,NONE,-1.54,10.13,0.08,-1.2
2026-08-17,2026-08-17T09:33:23.117520,BANKEX,65514.65,65514.65,65514.65,65514.65,1.93,65514.65,1264.432745,66779.082745,64250.217255,False,NONE,0.0,8.87,0.0,-7.14
