trading_date,observation_timestamp,Symbol,Open,High,Low,Close,ATM Straddle %,current_price,opening_straddle_premium,upper_straddle_breakout_level,lower_straddle_breakout_level,standard_straddle_breakout,breakout_direction,Price Chg %,IV Chg %,OI Chg %,PCR Chg %
2026-08-14,2026-08-14T09:17:07.288828,360ONE,1178.5,1179.9,1174.1,1179.9,5.1,1179.9,60.1035,1238.6035,1118.3965,False,NONE,0.09,-,0.02,0
2026-08-14,2026-08-14T09:17:07.288828,ABB,7749.0,7780.0,7749.0,7780.0,4.26,7780.0,330.1074,8079.1074,7418.8926,False,NONE,0.54,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,ABCAPITAL,407.25,408.6,407.25,408.6,3.92,408.6,15.9642,423.2142,391.2858,False,NONE,0.21,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,ADANIENSOL,1580.1,1597.1,1580.1,1593.6,5.33,1593.6,84.21932999999999,1664.3193299999998,1495.88067,False,NONE,0.34,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,ADANIENT,2967.1,2972.0,2967.1,2972.0,4.55,2972.0,135.00304999999997,3102.1030499999997,2832.09695,False,NONE,0.08,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,ADANIGREEN,1325.0,1327.1,1322.7,1326.0,4.76,1326.0,63.07,1388.07,1261.93,False,NONE,0.23,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,ADANIPORTS,1656.6,1666.0,1656.6,1665.5,3.58,1665.5,59.306279999999994,1715.90628,1597.29372,False,NONE,0.42,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,ADANIPOWER,206.94,206.94,205.76,206.36,4.75,206.36,9.82965,216.76965,197.11034999999998,False,NONE,-0.29,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,ALKEM,5444.5,5444.5,5415.0,5435.5,5.24,5435.5,285.2918,5729.7918,5159.2082,False,NONE,-0.18,-,0.01,0
2026-08-14,2026-08-14T09:17:07.288828,AMBER,7200.0,7200.0,7072.0,7172.5,5.39,7172.5,388.08,7588.08,6811.92,False,NONE,-0.58,-,1.79,1.04
2026-08-14,2026-08-14T09:17:07.288828,AMBUJACEM,419.55,419.75,418.45,418.6,3.27,418.6,13.719285,433.269285,405.830715,False,NONE,-0.37,-,0.01,0
2026-08-14,2026-08-14T09:17:07.288828,ANGELONE,289.0,291.8,289.0,291.8,4.72,291.8,13.640799999999999,302.6408,275.3592,False,NONE,0.71,-,-0.01,0
2026-08-14,2026-08-14T09:17:07.288828,APLAPOLLO,2053.4,2059.9,2052.9,2055.6,3.33,2055.6,68.37822,2121.77822,1985.02178,False,NONE,-0.39,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,APOLLOHOSP,8622.0,8670.0,8622.0,8663.0,3.2,8663.0,275.904,8897.904,8346.096,False,NONE,0.46,-,0.07,0
2026-08-14,2026-08-14T09:17:07.288828,ASHOKLEY,178.19,178.3,177.13,177.5,5.66,177.5,10.085554,188.275554,168.104446,False,NONE,-0.02,-,0.02,0
2026-08-14,2026-08-14T09:17:07.288828,ASIANPAINT,2760.1,2764.5,2746.9,2748.0,3.17,2748.0,87.49517,2847.59517,2672.6048299999998,False,NONE,-0.09,-,0.05,1.52
2026-08-14,2026-08-14T09:17:07.288828,ASTRAL,1590.0,1597.8,1584.1,1593.0,4.02,1593.0,63.91799999999999,1653.918,1526.082,False,NONE,0.07,-,0.07,0
2026-08-14,2026-08-14T09:17:07.288828,AUBANK,1097.6,1097.6,1089.9,1093.5,3.8,1093.5,41.70879999999999,1139.3087999999998,1055.8912,False,NONE,0.22,-,0,0
2026-08-14,2026-08-14T09:17:07.288828,AUROPHARMA,1665.9,1670.9,1660.3,1670.9,3.89,1670.9,64.80351,1730.70351,1601.0964900000001,False,NONE,0.32,-,0.01,0
