trading_date,observation_timestamp,Symbol,Open,High,Low,Close,ATM Straddle %,current_price,opening_straddle_premium,upper_straddle_breakout_level,lower_straddle_breakout_level,standard_straddle_breakout,breakout_direction,Price Chg %,IV Chg %,OI Chg %,PCR Chg %
2026-08-12,2026-08-12T09:20:02.133933,360ONE,1150.3,1152.0,1145.0,1149.3,5.2,1149.3,59.8156,1210.1155999999999,1090.4844,False,NONE,-0.39,6.24,0.02,0
2026-08-12,2026-08-12T09:20:02.133933,ABB,7680.0,7685.0,7591.5,7685.0,4.75,7685.0,364.8,8044.8,7315.2,False,NONE,0.73,6.89,0.05,0
2026-08-12,2026-08-12T09:20:02.133933,ABCAPITAL,407.1,407.95,405.6,406.0,4.52,406.0,18.40092,425.50092,388.69908000000004,False,NONE,-0.45,2.35,0.05,0
2026-08-12,2026-08-12T09:20:02.133933,ADANIENSOL,1635.0,1635.0,1621.8,1623.1,5.03,1623.1,82.24050000000001,1717.2405,1552.7595,False,NONE,-0.23,2.52,0.04,0
2026-08-12,2026-08-12T09:20:02.133933,ADANIENT,3020.0,3020.0,2994.7,2996.1,4.97,2996.1,150.094,3170.094,2869.906,False,NONE,0.06,0.15,0.09,0
2026-08-12,2026-08-12T09:20:02.133933,ADANIGREEN,1373.9,1373.9,1361.6,1361.6,5.53,1361.6,75.97667000000001,1449.87667,1297.92333,False,NONE,-0.21,-2.31,0.04,0
2026-08-12,2026-08-12T09:20:02.133933,ADANIPORTS,1673.7,1675.2,1670.0,1670.5,4.02,1670.5,67.28273999999999,1740.98274,1606.4172600000002,False,NONE,-0.19,1.72,0.02,0
2026-08-12,2026-08-12T09:20:02.133933,ADANIPOWER,209.99,209.99,208.75,209.0,5.02,209.0,10.541497999999999,220.531498,199.44850200000002,False,NONE,-0.17,-1.5,0.04,0
2026-08-12,2026-08-12T09:20:02.133933,ALKEM,5503.5,5535.0,5503.0,5520.0,5.15,5520.0,283.43025,5786.93025,5220.06975,False,NONE,-0.18,-3.8,0.03,0
2026-08-12,2026-08-12T09:20:02.133933,AMBER,7035.0,7050.0,6991.5,6996.5,6.72,6996.5,472.75199999999995,7507.752,6562.248,False,NONE,-1,2.7,1.63,0
2026-08-12,2026-08-12T09:20:02.133933,AMBUJACEM,427.0,427.45,424.5,425.05,3.65,425.05,15.5855,442.5855,411.4145,False,NONE,-0.2,-2.17,0.04,1.69
2026-08-12,2026-08-12T09:20:02.133933,ANGELONE,289.75,291.4,289.75,289.9,5.45,289.9,15.791375,305.541375,273.958625,False,NONE,-0.58,1.25,0.09,0
2026-08-12,2026-08-12T09:20:02.133933,APLAPOLLO,2034.9,2034.9,2001.0,2025.8,3.88,2025.8,78.95412,2113.85412,1955.94588,False,NONE,0.66,-4.06,0.36,0
2026-08-12,2026-08-12T09:20:02.133933,APOLLOHOSP,8800.0,8800.0,8694.0,8696.0,4.64,8696.0,408.32,9208.32,8391.68,False,NONE,-1.3,5.37,0.43,-6.15
2026-08-12,2026-08-12T09:20:02.133933,ASHOKLEY,176.0,176.49,175.1,176.39,6.26,176.39,11.0176,187.0176,164.9824,False,NONE,0.34,2.54,0.03,0
2026-08-12,2026-08-12T09:20:02.133933,ASIANPAINT,2737.5,2754.0,2737.5,2745.7,3.38,2745.7,92.5275,2830.0275,2644.9725,False,NONE,0.07,0.5,0.02,1.54
2026-08-12,2026-08-12T09:20:02.133933,ASTRAL,1420.0,1432.9,1420.0,1426.3,6.2,1426.3,88.04,1508.04,1331.96,False,NONE,0.53,1.16,0.05,0
2026-08-12,2026-08-12T09:20:02.133933,AUBANK,1066.2,1072.2,1064.0,1065.9,3.75,1065.9,39.9825,1106.1825000000001,1026.2175,False,NONE,-0.13,1.62,0.06,0
2026-08-12,2026-08-12T09:20:02.133933,AUROPHARMA,1659.2,1667.9,1657.0,1663.0,4.11,1663.0,68.19312000000001,1727.39312,1591.0068800000001,False,NONE,0.45,-0.59,0.14,1.64
2026-08-12,2026-08-12T09:20:02.133933,AXISBANK,1232.6,1235.0,1232.5,1232.7,2.87,1232.7,35.37562,1267.97562,1197.2243799999999,False,NONE,-0.35,0.98,0.03,-1.56
2026-08-12,2026-08-12T09:20:02.133933,BAJAJ-AUTO,11681.0,11785.0,11681.0,11785.0,3.5,11785.0,408.835,12089.835,11272.165,False,NONE,0.67,3.82,0.03,1.33
2026-08-12,2026-08-12T09:20:02.133933,BAJAJFINSV,2012.5,2024.7,2012.1,2012.4,3.18,2012.4,63.9975,2076.4975,1948.5025,False,NONE,-0.38,4.34,0.05,0
2026-08-12,2026-08-12T09:20:02.133933,BAJAJHLDNG,11470.0,11633.0,11425.0,11457.0,3.51,11457.0,402.597,11872.597,11067.403,False,NONE,-0.49,20.15,3.15,0.88
2026-08-12,2026-08-12T09:20:02.133933,BAJFINANCE,1090.0,1094.9,1090.0,1091.9,3.83,1091.9,41.747,1131.747,1048.253,False,NONE,-0.51,1.38,0.05,0
2026-08-12,2026-08-12T09:20:02.133933,BANDHANBNK,172.72,172.72,172.23,172.23,3.86,172.23,6.6669920000000005,179.386992,166.053008,False,NONE,-0.29,-,0,0
2026-08-12,2026-08-12T09:20:02.133933,BANKBARODA,246.01,247.89,246.01,247.57,4.07,247.57,10.012607000000001,256.022607,235.997393,False,NONE,0.11,1.94,0.01,0
2026-08-12,2026-08-12T09:20:02.133933,BANKEX,65474.45,65475.0,65117.7,65117.7,2,65117.7,1309.489,66783.939,64164.960999999996,False,NONE,0,-5.6,0,0
