Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
PHOENIXLTD,"1,924.1",-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,3703350,-0.12,-0.12,-0.12,-0.12,-0.12,,,,,,26950,-91.72,-91.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MCX,"2,658.8",1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,7548750,-0.04,-0.04,-0.04,-0.04,-0.04,,,,,,168975,-91.81,-91.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CUMMINSIND,"5,555.5",0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,3949800,0.13,0.13,0.13,0.13,0.13,,,,,,21000,-91.88,-91.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BDL,"1,254.5",0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,7121725,-0.13,-0.13,-0.13,-0.13,-0.13,,,,,,57375,-91.93,-91.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SENSEX,78999,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,38560,1,1,1,1,1,,,,,,1320,-91.97,-91.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
NYKAA,338.5,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,-0.73,44934375,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,771875,-92.01,-92.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PGEL,618.95,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,-0.67,10660900,0.21,0.21,0.21,0.21,0.21,,,,,,173850,-92.23,-92.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
NIFTY,24659,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,11879270,-0.15,-0.15,-0.15,-0.15,-0.15,,,,,,243880,-92.35,-92.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
JSWSTEEL,"1,285.1",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,39600225,0.02,0.02,0.02,0.02,0.02,,,,,,207225,-92.42,-92.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BOSCHLTD,41090,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,208875,0.19,0.19,0.19,0.19,0.19,,,,,,1325,-92.55,-92.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ICICIBANK,"1,450.5",0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,104451900,0.08,0.08,0.08,0.08,0.08,,,,,,434000,-92.58,-92.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PATANJALI,361.8,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,33030450,1,1,1,1,1,,,,,,561150,-92.66,-92.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
HAVELLS,1293,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,9179500,-0.06,-0.06,-0.06,-0.06,-0.06,,,,,,93500,-92.71,-92.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
UNIONBANK,174.1,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,118811250,0.12,0.12,0.12,0.12,0.12,,,,,,774375,-92.74,-92.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
360ONE,1157,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,4104500,0.06,0.06,0.06,0.06,0.06,,,,,,27000,-92.86,-92.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CDSL,1322,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,10555450,0.69,0.69,0.69,0.69,0.69,,,,,,199025,-92.95,-92.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
M&M,3401,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,12298000,0.07,0.07,0.07,0.07,0.07,,,,,,121800,-92.98,-92.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DELHIVERY,478.1,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,27643150,0.45,0.45,0.45,0.45,0.45,,,,,,842450,-93.01,-93.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
COCHINSHIP,1447,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,5354800,0.09,0.09,0.09,0.09,0.09,,,,,,57200,-93.05,-93.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
RVNL,231.27,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,-0.77,34961850,0.37,0.37,0.37,0.37,0.37,,,,,,479325,-93.12,-93.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
INDIANB,846.45,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,12356000,0.26,0.26,0.26,0.26,0.26,,,,,,120000,-93.15,-93.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PNBHOUSING,"1,077.7",-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,7705750,0.33,0.33,0.33,0.33,0.33,,,,,,191100,-93.15,-93.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
VOLTAS,"1,346.7",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,7014750,0.03,0.03,0.03,0.03,0.03,,,,,,48375,-93.17,-93.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BANKNIFTY,57925,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,2100780,0.05,0.05,0.05,0.05,0.05,,,,,,44820,-93.21,-93.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BHEL,411.9,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,80498250,0.11,0.11,0.11,0.11,0.11,,,,,,414750,-93.22,-93.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
LODHA,"1,241.5",0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,11790625,-0.14,-0.14,-0.14,-0.14,-0.14,,,,,,118125,-93.31,-93.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
RELIANCE,"1,310.5",-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,102418000,0.02,0.02,0.02,0.02,0.02,,,,,,391000,-93.35,-93.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MAZDOCK,2396,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,5065200,0.01,0.01,0.01,0.01,0.01,,,,,,27450,-93.38,-93.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
INFY,"1,167.4",-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,88554800,0.25,0.25,0.25,0.25,0.25,,,,,,784800,-93.39,-93.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
TCS,"2,451.4",-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,-0.54,31454775,0.05,0.05,0.05,0.05,0.05,,,,,,230175,-93.44,-93.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
JIOFIN,265.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,184369250,0.24,0.24,0.24,0.24,0.24,,,,,,3132550,-93.5,-93.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BANKBARODA,247.56,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,129217725,0.09,0.09,0.09,0.09,0.09,,,,,,722475,-93.66,-93.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
FINNIFTY,"26,895.9",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,32160,-0.19,-0.19,-0.19,-0.19,-0.19,,,,,,780,-93.75,-93.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
HAL,"4,687.8",0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,5107050,0.13,0.13,0.13,0.13,0.13,,,,,,24450,-93.84,-93.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SUPREMEIND,3556,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,2288125,0.08,0.08,0.08,0.08,0.08,,,,,,13300,-94.1,-94.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
NTPC,348.3,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,97990500,0.01,0.01,0.01,0.01,0.01,,,,,,189000,-94.11,-94.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PRESTIGE,"1,627.6",0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,5105700,0.04,0.04,0.04,0.04,0.04,,,,,,35100,-94.15,-94.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
WIPRO,188.42,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,222111000,0.13,0.13,0.13,0.13,0.13,,,,,,1218000,-94.17,-94.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BIOCON,425.4,0,0,0,0,0,0,0,0,0,0,47822500,0.18,0.18,0.18,0.18,0.18,,,,,,287500,-94.23,-94.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
HINDPETRO,394.5,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,44932725,0.02,0.02,0.02,0.02,0.02,,,,,,202500,-94.3,-94.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
AUBANK,"1,048.5",-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,21980000,0.05,0.05,0.05,0.05,0.05,,,,,,102000,-94.39,-94.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ABB,"7,689.5",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2160000,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,103375,-94.41,-94.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
FORCEMOT,18340,-0.96,-0.96,-0.96,-0.96,-0.96,-0.96,-0.96,-0.96,-0.96,-0.96,250750,0.03,0.03,0.03,0.03,0.03,,,,,,4950,-94.53,-94.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
VBL,445.5,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,-0.37,53914650,0.45,0.45,0.45,0.45,0.45,,,,,,395250,-94.6,-94.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
HCLTECH,1366,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,27306400,0.06,0.06,0.06,0.06,0.06,,,,,,119600,-94.61,-94.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
POLICYBZR,1635,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,9158100,0.03,0.03,0.03,0.03,0.03,,,,,,31500,-94.61,-94.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PNB,113.7,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,289512000,0.02,0.02,0.02,0.02,0.02,,,,,,1224000,-94.67,-94.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SHRIRAMFIN,"1,085.8",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26153325,0.61,0.61,0.61,0.61,0.61,,,,,,358050,-94.82,-94.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
HDFCAMC,"2,580.8",-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,6057600,0.16,0.16,0.16,0.16,0.16,,,,,,35400,-94.83,-94.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ANGELONE,302,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,27722500,0.24,0.24,0.24,0.24,0.24,,,,,,257500,-94.84,-94.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
TATAELXSI,3770,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,2410625,-0.11,-0.11,-0.11,-0.11,-0.11,,,,,,21125,-94.93,-94.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
UNOMINDA,1215,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16,4631000,0.35,0.35,0.35,0.35,0.35,,,,,,64900,-94.96,-94.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
INDHOTEL,749.95,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,20803000,0.21,0.21,0.21,0.21,0.21,,,,,,130000,-94.97,-94.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
JINDALSTEL,1122,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,13537500,0.19,0.19,0.19,0.19,0.19,,,,,,105625,-94.99,-94.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ADANIPOWER,213.52,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,155770450,0.06,0.06,0.06,0.06,0.06,,,,,,504100,-95.03,-95.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
TATAPOWER,382.3,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,62131050,0.06,0.06,0.06,0.06,0.06,,,,,,160950,-95.11,-95.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BANDHANBNK,173.33,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,132739200,0.06,0.06,0.06,0.06,0.06,,,,,,432000,-95.16,-95.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BAJFINANCE,1152,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,55613250,0.2,0.2,0.2,0.2,0.2,,,,,,614250,-95.19,-95.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PERSISTENT,5503,-0.91,-0.91,-0.91,-0.91,-0.91,-0.91,-0.91,-0.91,-0.91,-0.91,3573000,0.23,0.23,0.23,0.23,0.23,,,,,,74875,-95.42,-95.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
KPITTECH,617.3,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,13178100,0.26,0.26,0.26,0.26,0.26,,,,,,213125,-95.43,-95.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
AUROPHARMA,"1,556.1",0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,10090850,0.07,0.07,0.07,0.07,0.07,,,,,,52250,-95.47,-95.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
OIL,451.35,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,15738800,0.03,0.03,0.03,0.03,0.03,,,,,,98000,-95.5,-95.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
NMDC,84.48,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,343696500,0,0,0,0,0,,,,,,884250,-95.52,-95.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
LT,"4,015.5",-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,11500825,0.06,0.06,0.06,0.06,0.06,,,,,,68950,-95.56,-95.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
LTM,4625,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,2264400,0.81,0.81,0.81,0.81,0.81,,,,,,70950,-95.71,-95.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CIPLA,"1,462.1",0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,8965375,0.05,0.05,0.05,0.05,0.05,,,,,,38250,-95.75,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ABCAPITAL,424.2,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,37150400,0.52,0.52,0.52,0.52,0.52,,,,,,871100,-95.88,-95.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ASHOKLEY,174.48,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,144635000,0.22,0.22,0.22,0.22,0.22,,,,,,1975000,-95.89,-95.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
APLAPOLLO,1968,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,5626950,-0.43,-0.43,-0.43,-0.43,-0.43,,,,,,189000,-95.92,-95.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
COALINDIA,417.35,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,79035750,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,274050,-95.93,-95.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
KFINTECH,931.85,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,3926100,0.29,0.29,0.29,0.29,0.29,,,,,,37375,-95.93,-95.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
TMPV,347.2,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,75331200,0.22,0.22,0.22,0.22,0.22,,,,,,585600,-95.93,-95.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CONCOR,521.9,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,21433750,0.02,0.02,0.02,0.02,0.02,,,,,,76250,-95.96,-95.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
AMBER,7491,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,1235700,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,8900,-95.99,-95.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ETERNAL,311.35,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,153934150,0.03,0.03,0.03,0.03,0.03,,,,,,970000,-96.06,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SBICARD,666.95,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,22282400,0.08,0.08,0.08,0.08,0.08,,,,,,82400,-96.06,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
JUBLFOOD,468.65,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,16528750,0.36,0.36,0.36,0.36,0.36,,,,,,295000,-96.21,-96.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ASIANPAINT,"2,803.5",0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,7433000,0.02,0.02,0.02,0.02,0.02,,,,,,37250,-96.25,-96.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BANKINDIA,140.3,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,96662800,0.19,0.19,0.19,0.19,0.19,,,,,,514800,-96.28,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CAMS,796.3,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,7389525,0.12,0.12,0.12,0.12,0.12,,,,,,96525,-96.31,-96.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
IEX,129.25,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,73075650,-0.34,-0.34,-0.34,-0.34,-0.34,,,,,,1052700,-96.35,-96.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
GLENMARK,"2,217.2",-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,11692875,0.26,0.26,0.26,0.26,0.26,,,,,,84375,-96.4,-96.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
FORTIS,942.1,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,9641775,0.49,0.49,0.49,0.49,0.49,,,,,,132525,-96.43,-96.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
LTF,321.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,47479500,0.19,0.19,0.19,0.19,0.19,,,,,,468000,-96.45,-96.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MANKIND,2484,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,3287750,0.05,0.05,0.05,0.05,0.05,,,,,,17250,-96.48,-96.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ZYDUSLIFE,"1,121.9",0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,10007100,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,77400,-96.53,-96.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MPHASIS,"2,402.6",-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,3824700,0.2,0.2,0.2,0.2,0.2,,,,,,20075,-96.61,-96.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
NBCC,95.29,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,99333000,0.03,0.03,0.03,0.03,0.03,,,,,,149500,-96.61,-96.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PETRONET,282.9,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,31737600,0.04,0.04,0.04,0.04,0.04,,,,,,127300,-96.61,-96.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
INDIGO,"5,438.5",0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,5497350,0.16,0.16,0.16,0.16,0.16,,,,,,43350,-96.64,-96.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
INOXWIND,79.36,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,105280000,0.15,0.15,0.15,0.15,0.15,,,,,,390400,-96.72,-96.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ITC,287.85,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,157357950,0.07,0.07,0.07,0.07,0.07,,,,,,1288575,-96.81,-96.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BAJAJHLDNG,11533,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,353025,0.06,0.06,0.06,0.06,0.06,,,,,,2700,-96.82,-96.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SOLARINDS,18661,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,800650,0.05,0.05,0.05,0.05,0.05,,,,,,1700,-96.86,-96.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SONACOMS,778.65,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,10580325,0.14,0.14,0.14,0.14,0.14,,,,,,66150,-96.91,-96.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ALKEM,"5,692.5",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1412375,0.08,0.08,0.08,0.08,0.08,,,,,,4000,-96.96,-96.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DRREDDY,"1,161.3",-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,12822500,0.35,0.35,0.35,0.35,0.35,,,,,,129375,-97.01,-97.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
