Symbol,Price,Price Chg %,OI,OI Chg %,PCR,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Pattern_DNA,Pattern_ID
TATASTEEL,192.5,1.12,169372500.0,-0.12,,,,,,2398000.0,-88.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.12|OI:-0.12|VOL:-88.63|FUT:nan,PDNA_8ED1EA9D
HINDZINC,557.85,1.55,29707475.0,-0.1,,,,,,617400.0,-83.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.55|OI:-0.1|VOL:-83.82|FUT:nan,PDNA_7A65E1CC
NAUKRI,1276.1,1.04,14070100.0,0.31,,,,,,178200.0,-82.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.04|OI:0.31|VOL:-82.67|FUT:nan,PDNA_2A8DC617
PAYTM,1419.9,0.15,20249250.0,2.72,,,,,,2779650.0,-81.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Fresh OI Buildup,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:0.15|OI:2.72|VOL:-81.89|FUT:nan,PDNA_66420248
NATIONALUM,375.6,2.93,46515000.0,0.27,,,,,,2739375.0,-80.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:2.93|OI:0.27|VOL:-80.73|FUT:nan,PDNA_0A913721
TIINDIA,2804.9,2.04,2208800.0,-0.06,,,,,,20600.0,-90.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:2.04|OI:-0.06|VOL:-90.65|FUT:nan,PDNA_DD1C30B0
CANBK,128.49,1.05,391014000.0,0.0,,,,,,5292000.0,-80.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Neutral,PAT:Neutral|SCR:|P:1.05|OI:0.0|VOL:-80.47|FUT:nan,PDNA_1EC9EE10
ABB,7689.5,1.5,2160000.0,-0.02,,,,,,103375.0,-94.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.5|OI:-0.02|VOL:-94.41|FUT:nan,PDNA_F38C7FF6
DELHIVERY,478.1,1.16,27643150.0,0.45,,,,,,842450.0,-93.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.16|OI:0.45|VOL:-93.01|FUT:nan,PDNA_B4C94823
MCX,2658.8,1.09,7548750.0,-0.04,,,,,,168975.0,-91.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.09|OI:-0.04|VOL:-91.81|FUT:nan,PDNA_FBA583A4
APLAPOLLO,1968.0,1.22,5626950.0,-0.43,,,,,,189000.0,-95.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,PAT:Short Covering|SCR:|P:1.22|OI:-0.43|VOL:-95.92|FUT:nan,PDNA_130254EE
