Symbol,Price,Price Chg %,OI,OI Chg %,PCR,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File
TMPV,347.2,-0.26,75331200.0,0.22,,,,,,585600.0,-95.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CONCOR,521.9,-0.08,21433750.0,0.02,,,,,,76250.0,-95.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
AMBER,7491.0,0.19,1235700.0,-0.02,,,,,,8900.0,-95.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ETERNAL,311.35,0.44,153934150.0,0.03,,,,,,970000.0,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SBICARD,666.95,-0.27,22282400.0,0.08,,,,,,82400.0,-96.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
JUBLFOOD,468.65,-0.41,16528750.0,0.36,,,,,,295000.0,-96.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ASIANPAINT,2803.5,0.43,7433000.0,0.02,,,,,,37250.0,-96.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BANKINDIA,140.3,0.19,96662800.0,0.19,,,,,,514800.0,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CAMS,796.3,-0.24,7389525.0,0.12,,,,,,96525.0,-96.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
IEX,129.25,0.97,73075650.0,-0.34,,,,,,1052700.0,-96.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
GLENMARK,2217.2,-0.09,11692875.0,0.26,,,,,,84375.0,-96.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
FORTIS,942.1,-0.35,9641775.0,0.49,,,,,,132525.0,-96.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
LTF,321.75,0.8,47479500.0,0.19,,,,,,468000.0,-96.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MANKIND,2484.0,0.51,3287750.0,0.05,,,,,,17250.0,-96.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ZYDUSLIFE,1121.9,0.35,10007100.0,-0.09,,,,,,77400.0,-96.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MPHASIS,2402.6,-0.82,3824700.0,0.2,,,,,,20075.0,-96.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
NBCC,95.29,-0.12,99333000.0,0.03,,,,,,149500.0,-96.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PETRONET,282.9,0.09,31737600.0,0.04,,,,,,127300.0,-96.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
INDIGO,5438.5,0.43,5497350.0,0.16,,,,,,43350.0,-96.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
INOXWIND,79.36,-0.46,105280000.0,0.15,,,,,,390400.0,-96.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ITC,287.85,0.14,157357950.0,0.07,,,,,,1288575.0,-96.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BAJAJHLDNG,11533.0,0.61,353025.0,0.06,,,,,,2700.0,-96.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SOLARINDS,18661.0,0.19,800650.0,0.05,,,,,,1700.0,-96.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SONACOMS,778.65,0.05,10580325.0,0.14,,,,,,66150.0,-96.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ALKEM,5692.5,0.01,1412375.0,0.08,,,,,,4000.0,-96.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DRREDDY,1161.3,-0.27,12822500.0,0.35,,,,,,129375.0,-97.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SWIGGY,287.0,-0.05,67499450.0,0.14,,,,,,567575.0,-97.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ADANIENSOL,1658.8,0.49,19413000.0,-0.07,,,,,,49275.0,-97.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
KAYNES,3821.1,0.05,4020150.0,0.15,,,,,,17250.0,-97.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MANAPPURAM,365.95,0.32,60897000.0,-0.06,,,,,,654000.0,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MARUTI,13989.0,-0.33,2054700.0,0.44,,,,,,34500.0,-97.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
HYUNDAI,2180.0,0.15,4044150.0,0.34,,,,,,55825.0,-97.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
PFC,419.3,0.0,53159600.0,0.06,,,,,,161200.0,-97.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DIVISLAB,8428.5,0.35,3409200.0,0.09,,,,,,61100.0,-97.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
EICHERMOT,7982.0,-0.01,3816400.0,0.1,,,,,,24800.0,-97.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
NHPC,79.81,0.45,123466750.0,0.03,,,,,,562950.0,-97.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
IOC,141.94,-0.3,150154875.0,0.01,,,,,,628875.0,-97.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
LUPIN,2393.9,0.32,6401350.0,-0.08,,,,,,29750.0,-97.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BAJAJFINSV,2083.0,0.12,8191200.0,0.1,,,,,,59700.0,-97.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DIXON,13706.0,-0.12,2647900.0,0.29,,,,,,21100.0,-97.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MUTHOOTFIN,2898.3,0.2,6926150.0,0.53,,,,,,188925.0,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
RECLTD,367.5,-0.18,44518950.0,0.03,,,,,,86625.0,-97.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
MAXHEALTH,1100.5,0.39,9687825.0,0.01,,,,,,23100.0,-97.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
TORNTPHARM,5044.0,-0.04,3732125.0,0.04,,,,,,10625.0,-97.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SUNPHARMA,1965.4,0.55,13894300.0,-0.05,,,,,,57400.0,-97.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DMART,4000.0,0.07,5051850.0,0.02,,,,,,8100.0,-98.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
CHOLAFIN,1876.4,0.24,13194375.0,0.13,,,,,,58125.0,-98.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
SHREECEM,26540.0,0.28,367750.0,0.12,,,,,,1400.0,-98.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
GAIL,174.4,0.26,95771900.0,0.22,,,,,,741950.0,-98.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ULTRACEMCO,12007.0,-0.14,1614300.0,0.0,,,,,,2800.0,-98.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
AMBUJACEM,443.1,-0.29,80056800.0,0.03,,,,,,92400.0,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
DALBHARAT,1825.7,-0.29,3785600.0,0.09,,,,,,5850.0,-98.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
ICICIGI,1657.8,-0.1,4993300.0,0.01,,,,,,6825.0,-99.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
FOCIT,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
BANKEX,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_4_8_2026.xlsx
