trading_date,observation_timestamp,symbol,direction,open_price,current_price,opening_straddle_premium,approaching_level,breakout_level,distance_to_breakout,approach_progress_pct,matched_source_timestamp,matched_source_file,snapshot_lag_seconds,feature_atm_straddle_price,feature_atm_straddle_pct,feature_price_chg,feature_price_chg_pct,feature_iv_chg,feature_iv_chg_pct,feature_oi_chg,feature_oi_chg_pct,feature_pcr_chg,feature_pcr_chg_pct,feature_ce_oi_chg,feature_ce_oi_chg_pct,feature_pe_oi_chg,feature_pe_oi_chg_pct,feature_pe_minus_ce_oi_chg,feature_futures_oi,feature_futures_oi_chg,feature_futures_oi_chg_pct,feature_futures_buildup,feature_ivr,feature_ivp,feature_iv_hv10,feature_iv_hv20,feature_iv_hv30,feature_volume,feature_volume_chg_pct,outcome,first_later_100_timestamp,minutes_50_to_100
2026-08-13,2026-08-13 12:30:46.431034,TIINDIA,DOWN,2855.0,2760.0,185.2895,2762.35525,2669.7105,90.28949999999986,51.27111897867931,2026-08-13 12:30:46.431034,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-13\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-13 (6).xlsx,0.0,184.95,6.7,-2.78,-2.78,7.5,7.5,1.54,1.54,-5.26,-5.26,12.0,12.0,5.54,5.54,-248,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-13,2026-08-13 09:20:31.104516,ULTRACEMCO,DOWN,11898.0,11668.0,379.5462,11708.2269,11518.4538,149.54620000000068,60.59868337504104,2026-08-13 09:20:31.104516,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-13\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-13 (2).xlsx,0.0,288.2,2.47,-2.2,-2.2,12.45,12.45,2.68,2.68,2.33,2.33,2.22,2.22,4.58,4.58,-37,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-13,2026-08-13 10:24:25.977773,ZYDUSLIFE,DOWN,1206.6,1178.4,49.4706,1181.8647,1157.1293999999998,21.27060000000029,57.00355362578949,2026-08-13 10:24:25.977773,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-13\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-13 (4).xlsx,0.0,44.75,3.8,-2.34,-2.34,-0.23,-0.23,0.47,0.47,-16.22,-16.22,3.26,3.26,-13.34,-13.34,-1265,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,ADANIENT,UP,2967.1,3038.0,135.00304999999997,3034.601525,3102.10305,64.10304999999971,52.51733201583231,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,126.45,4.16,2.31,2.31,-8.67,-8.67,-1.47,-1.47,10.17,10.17,-7.88,-7.88,0.39,0.39,1554,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 10:16:02.948403,ADANIPORTS,UP,1656.6,1688.1,59.30628,1686.2531399999998,1715.90628,27.80628000000001,53.114105285308746,2026-08-14 10:16:02.948403,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (5).xlsx,0.0,56.95,3.37,1.78,1.78,-2.23,-2.23,-0.29,-0.29,3.85,3.85,-3.21,-3.21,-0.42,-0.42,992,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 10:16:02.948403,APOLLOHOSP,UP,8622.0,8845.0,275.904,8759.952,8897.904,52.90400000000045,80.82521456738576,2026-08-14 10:16:02.948403,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (5).xlsx,0.0,276.85,3.13,2.57,2.57,1.35,1.35,-4.32,-4.32,35.71,35.71,-6.36,-6.36,27.36,27.36,4600,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,ASIANPAINT,DOWN,2760.1,2698.0,87.49517,2716.352415,2672.60483,25.395170000000235,70.97534641055033,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,83.4,3.09,-1.91,-1.91,6.18,6.18,2.1,2.1,-7.58,-7.58,9.78,9.78,1.38,1.38,-1784,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:20:57.594350,BAJAJHLDNG,DOWN,11703.0,11487.0,354.6009,11525.69955,11348.3991,138.60089999999946,60.91355098083508,2026-08-14 09:20:57.594350,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (1).xlsx,0.0,384.75,3.36,-0.36,-0.36,-2.61,-2.61,-0.02,-0.02,0.93,0.93,-0.54,-0.54,0.25,0.25,9,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,CAMS,DOWN,782.25,765.5,30.273075,767.1134625,751.976925,13.523074999999949,55.32969478653887,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,27.7,3.62,-1.15,-1.15,-3.81,-3.81,0.8,0.8,0.0,0.0,2.16,2.16,2.09,2.09,-99,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:33:00.551590,HINDZINC,DOWN,574.3,559.7,25.15434,561.7228299999999,549.1456599999999,10.554340000000138,58.04167392187555,2026-08-14 09:33:00.551590,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (4).xlsx,0.0,25.3,4.52,-3.02,-3.02,-0.63,-0.63,0.19,0.19,0.0,0.0,2.36,2.36,1.12,1.12,-377,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 10:16:02.948403,IDEA,UP,13.61,14.06,0.861513,14.0407565,14.471513,0.4115129999999993,52.23368654912939,2026-08-14 10:16:02.948403,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (5).xlsx,0.0,0.71,5.06,3.69,3.69,-11.66,-11.66,0.04,0.04,1.85,1.85,-1.0,-1.0,0.24,0.24,214,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:20:57.594350,JUBLFOOD,UP,493.0,513.85,34.9044,510.4522,527.9044,14.054399999999989,59.73458933544201,2026-08-14 09:20:57.594350,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (1).xlsx,0.0,44.7,8.71,4.92,4.92,5.46,5.46,2.12,2.12,3.9,3.9,2.57,2.57,7.46,7.46,403,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:22:58.103407,LICI,DOWN,414.7,409.6,10.07721,409.661395,404.62279,4.977210000000014,50.60924601154452,2026-08-14 09:22:58.103407,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (2).xlsx,0.0,9.2,2.24,-0.57,-0.57,-5.23,-5.23,-0.02,-0.02,0.0,0.0,0.0,0.0,0.16,0.16,-,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:20:57.594350,MAXHEALTH,DOWN,1019.0,991.5,44.0208,996.9896,974.9792,16.52080000000001,62.470468505797264,2026-08-14 09:20:57.594350,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (1).xlsx,0.0,42.4,4.27,-2.28,-2.28,1.17,1.17,0.54,0.54,-3.23,-3.23,2.97,2.97,-1.17,-1.17,-435,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,NBCC,DOWN,92.75,90.0,4.322150000000001,90.588925,88.42785,1.5721499999999935,63.625741818308015,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,3.98,4.42,-2.45,-2.45,-2.43,-2.43,1.17,1.17,0.0,0.0,0.31,0.31,0.0,0.0,-,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:22:58.103407,NHPC,UP,76.49,77.91,2.807183,77.8935915,79.29718299999999,1.3871829999999932,50.584518358796046,2026-08-14 09:22:58.103407,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (2).xlsx,0.0,2.7,3.47,0.36,0.36,-1.18,-1.18,0.16,0.16,0.0,0.0,-0.36,-0.36,0.13,0.13,39,,,,,,,,,,,,unresolved_no_later_100,,
