trading_date,observation_timestamp,symbol,direction,open_price,current_price,opening_straddle_premium,approaching_level,breakout_level,distance_to_breakout,approach_progress_pct,matched_source_timestamp,matched_source_file,snapshot_lag_seconds,feature_atm_straddle_price,feature_atm_straddle_pct,feature_price_chg,feature_price_chg_pct,feature_iv_chg,feature_iv_chg_pct,feature_oi_chg,feature_oi_chg_pct,feature_pcr_chg,feature_pcr_chg_pct,feature_ce_oi_chg,feature_ce_oi_chg_pct,feature_pe_oi_chg,feature_pe_oi_chg_pct,feature_pe_minus_ce_oi_chg,feature_futures_oi,feature_futures_oi_chg,feature_futures_oi_chg_pct,feature_futures_buildup,feature_ivr,feature_ivp,feature_iv_hv10,feature_iv_hv20,feature_iv_hv30,feature_volume,feature_volume_chg_pct,outcome,first_later_100_timestamp,minutes_50_to_100
2026-08-14,2026-08-14 12:03:35.760559,NTPC,DOWN,344.5,339.5,8.888100000000001,340.05595,335.6119,3.888100000000009,56.25499263059596,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,9.25,2.72,-1.19,-1.19,7.83,7.83,0.14,0.14,-3.7,-3.7,2.36,2.36,-1.94,-1.94,-882,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,PAGEIND,DOWN,37800.0,36690.0,1719.9,36940.05,36080.1,609.9000000000015,64.5386359672074,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,1482.95,4.04,0.48,0.48,-10.37,-10.37,5.24,5.24,-13.73,-13.73,69.35,69.35,45.15,45.15,-4890,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:20:57.594350,POWERINDIA,UP,35310.0,36290.0,1641.915,36130.9575,36951.915,661.9150000000009,59.68640276750015,2026-08-14 09:20:57.594350,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (1).xlsx,0.0,1779.45,4.91,2.46,2.46,4.89,4.89,-0.13,-0.13,3.03,3.03,-2.72,-2.72,0.77,0.77,785,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,RECLTD,DOWN,343.75,336.4,11.240625,338.1296875,332.509375,3.890625,65.38782318598852,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,10.8,3.21,-2.38,-2.38,3.71,3.71,0.08,0.08,-1.45,-1.45,9.31,9.31,6.97,6.97,-588,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:20:57.594350,SBICARD,DOWN,646.75,633.8,25.417275,634.0413625,621.332725,12.467274999999972,50.94960022268338,2026-08-14 09:20:57.594350,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (1).xlsx,0.0,24.0,3.78,-1.71,-1.71,1.97,1.97,0.17,0.17,0.0,0.0,0.05,0.05,0.05,0.05,-2,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:32:24.410259,SBILIFE,DOWN,1829.9,1801.8,53.25009000000001,1803.274955,1776.64991,25.150089999999864,52.76986386314114,2026-08-14 09:32:24.410259,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (3).xlsx,0.0,52.85,2.93,-0.96,-0.96,2.8,2.8,0.67,0.67,-3.77,-3.77,3.69,3.69,-0.22,-0.22,-260,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,SHREECEM,DOWN,25240.0,24765.0,890.972,24794.514,24349.028,415.9720000000016,53.31256201092739,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,2630.45,10.61,-1.88,-1.88,2.1,2.1,-0.74,-0.74,-8.89,-8.89,12.47,12.47,2.93,2.93,-559,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:20:57.594350,SOLARINDS,DOWN,20380.0,19667.0,982.316,19888.842,19397.684,269.3159999999989,72.58356781320879,2026-08-14 09:20:57.594350,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (1).xlsx,0.0,971.35,4.94,-3.67,-3.67,-7.25,-7.25,-2.33,-2.33,-3.06,-3.06,-1.28,-1.28,-3.73,-3.73,-346,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,TATAPOWER,UP,382.4,389.95,11.70144,388.25072,394.10144,4.15143999999998,64.52197336396213,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,12.1,3.1,2.01,2.01,9.06,9.06,-0.1,-0.1,4.23,4.23,-4.31,-4.31,-0.25,-0.25,844,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,TECHM,DOWN,1654.3,1621.5,57.9005,1625.34975,1596.3995,25.10050000000001,56.6489063134169,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,55.0,3.39,-1.62,-1.62,4.18,4.18,0.45,0.45,-2.08,-2.08,3.49,3.49,0.63,0.63,-389,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:17:07.288828,TMPV,UP,329.0,336.9,14.9366,336.4683,343.9366,7.036600000000021,52.89021597954003,2026-08-14 09:17:07.288828,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14.xlsx,0.0,15.3,4.54,-4.0,-4.0,-,-,0.93,0.93,0.0,0.0,0.7,0.7,0.71,0.71,-70,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 09:17:07.288828,TRENT,UP,2925.0,3005.0,119.92499999999998,2984.9625,3044.925,39.92500000000018,66.70835939128624,2026-08-14 09:17:07.288828,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14.xlsx,0.0,123.35,4.1,-0.08,-0.08,-,-,0.15,0.15,0.0,0.0,0.11,0.11,0.18,0.18,-14,,,,,,,,,,,,unresolved_no_later_100,,
2026-08-14,2026-08-14 12:03:35.760559,UNITDSPR,UP,1518.7,1544.6,46.16848,1541.78424,1564.86848,20.26848000000018,56.09887958191359,2026-08-14 12:03:35.760559,D:\My-data\Share_P&L\Ichart Data\Screenshot\August26\2026-08-14\Daywise_Price_and_OI_Summary_25AUG26_Report_2026-08-14 (6).xlsx,0.0,45.05,2.92,1.29,1.29,-0.71,-0.71,0.4,0.4,-1.32,-1.32,0.45,0.45,-1.37,-1.37,-86,,,,,,,,,,,,unresolved_no_later_100,,
