Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern
ADANIENSOL,1713.9,0.07,12400425.0,0.37,,,,,,,,,87075.0,-98.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
VBL,458.35,-0.15,32865675.0,0.45,,,,,,,,,216750.0,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
LICHSGFIN,534.2,0.88,16951000.0,0.05,,,,,,,,,78000.0,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TATAPOWER,378.0,0.37,28849200.0,0.24,,,,,,,,,143550.0,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BHEL,420.6,0.25,48095250.0,0.13,,,,,,,,,320250.0,-98.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
CAMS,769.95,0.72,4680225.0,0.59,,,,,,,,,47850.0,-98.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
POWERINDIA,31295.0,0.0,334900.0,0.43,,,,,,,,,2800.0,-98.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Neutral
ABCAPITAL,398.7,0.77,24018800.0,0.26,,,,,,,,,176700.0,-98.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
NATIONALUM,346.3,0.03,26660625.0,0.35,,,,,,,,,198750.0,-98.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MCX,2746.8,0.42,4549275.0,0.52,,,,,,,,,40275.0,-98.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PETRONET,277.0,0.45,19431300.0,0.42,,,,,,,,,165300.0,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DELHIVERY,467.55,0.66,13298675.0,0.38,,,,,,,,,107900.0,-98.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DIXON,13732.0,0.39,1542950.0,0.37,,,,,,,,,13100.0,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ASTRAL,1430.1,0.9,5828025.0,0.28,,,,,,,,,58225.0,-98.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MFSL,1532.1,0.38,5168800.0,0.37,,,,,,,,,39600.0,-98.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SBILIFE,1865.0,-0.11,5440875.0,0.19,,,,,,,,,43125.0,-98.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
COALINDIA,425.0,-0.28,38565450.0,0.17,,,,,,,,,172800.0,-98.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
SRF,2665.9,0.63,3256600.0,0.19,,,,,,,,,22400.0,-98.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BSE,3585.0,0.39,4374000.0,0.32,,,,,,,,,26600.0,-98.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SIEMENS,3684.4,0.63,2667175.0,0.28,,,,,,,,,18725.0,-98.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HDFCLIFE,558.35,0.1,27489000.0,0.24,,,,,,,,,139700.0,-98.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MOTHERSON,147.67,0.94,70097700.0,0.2,,,,,,,,,442800.0,-98.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BAJAJ-AUTO,11200.0,-0.11,1552125.0,0.26,,,,,,,,,13125.0,-98.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
JIOFIN,237.0,0.62,109925950.0,0.27,,,,,,,,,643900.0,-98.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HAL,4601.3,0.16,3155250.0,0.3,,,,,,,,,22200.0,-98.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ADANIPOWER,216.53,0.75,83435650.0,0.31,,,,,,,,,582200.0,-98.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SUZLON,52.7,0.46,289509200.0,0.2,,,,,,,,,2171700.0,-98.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
VEDL,266.9,0.39,22970100.0,0.64,,,,,,,,,257600.0,-98.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
IRFC,87.25,0.8,60868500.0,0.13,,,,,,,,,493675.0,-98.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
POLYCAB,9038.0,0.79,1560000.0,0.35,,,,,,,,,9250.0,-99.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
UNITDSPR,1489.4,0.74,6016800.0,0.39,,,,,,,,,48400.0,-98.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
FEDERALBNK,356.5,0.34,74662500.0,0.08,,,,,,,,,352500.0,-98.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
POWERGRID,290.25,0.35,25642400.0,0.27,,,,,,,,,127300.0,-98.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TITAN,4720.9,0.24,3688475.0,0.32,,,,,,,,,18200.0,-98.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TATAELXSI,3512.1,0.41,2521125.0,0.11,,,,,,,,,22750.0,-98.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
AMBUJACEM,426.7,0.05,46050000.0,0.33,,,,,,,,,229200.0,-98.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ADANIPORTS,1787.2,0.38,13620625.0,0.23,,,,,,,,,58900.0,-99.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MARICO,860.5,0.78,9423600.0,0.19,,,,,,,,,42000.0,-99.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MANKIND,2545.1,0.8,1848000.0,0.04,,,,,,,,,11000.0,-99.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
JSWENERGY,555.6,0.08,15227375.0,0.28,,,,,,,,,67725.0,-99.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BHARATFORG,2177.4,0.54,5075000.0,0.3,,,,,,,,,26000.0,-99.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DMART,4039.8,0.73,3511500.0,0.13,,,,,,,,,18900.0,-99.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PHOENIXLTD,2044.6,0.99,2504250.0,0.13,,,,,,,,,18200.0,-99.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
CUMMINSIND,5655.0,0.18,2588400.0,0.19,,,,,,,,,10800.0,-99.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
WAAREEENER,2710.6,0.97,5470500.0,0.27,,,,,,,,,26425.0,-99.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
KAYNES,3122.3,0.4,2375100.0,0.49,,,,,,,,,18900.0,-99.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
KOTAKBANK,389.5,0.52,128058000.0,0.11,,,,,,,,,384000.0,-99.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
GODREJPROP,2035.3,0.26,4634175.0,0.19,,,,,,,,,20150.0,-99.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
GODREJCP,1070.6,0.82,6783000.0,0.2,,,,,,,,,30500.0,-99.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
GRASIM,3099.6,0.17,8675750.0,0.17,,,,,,,,,21250.0,-99.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
GVT&D,4207.2,0.46,1818625.0,0.21,,,,,,,,,9000.0,-99.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MAZDOCK,2285.0,0.47,3502800.0,0.1,,,,,,,,,14625.0,-99.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
OBEROIRLTY,1818.0,0.46,4336150.0,0.28,,,,,,,,,24500.0,-99.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
NHPC,78.05,-0.01,106383650.0,0.18,,,,,,,,,375300.0,-99.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
VOLTAS,1338.0,0.22,5719875.0,0.17,,,,,,,,,30750.0,-99.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ALKEM,5694.0,0.69,763750.0,0.05,,,,,,,,,2750.0,-99.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
APOLLOHOSP,8861.0,0.07,1532000.0,0.23,,,,,,,,,5000.0,-99.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PNBHOUSING,1063.5,0.67,4416100.0,0.12,,,,,,,,,16250.0,-99.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TVSMOTOR,3893.0,0.24,9589125.0,0.2,,,,,,,,,33775.0,-99.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
INDUSINDBK,1010.55,0.87,25678800.0,-0.01,,,,,,,,,93800.0,-99.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Covering
SONACOMS,718.6,0.17,8169525.0,0.3,,,,,,,,,91875.0,-99.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
CROMPTON,251.35,-0.24,34756900.0,0.26,,,,,,,,,135450.0,-99.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
GLENMARK,2215.4,0.46,5906625.0,0.2,,,,,,,,,21000.0,-99.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TRENT,2896.4,0.47,9573750.0,0.14,,,,,,,,,31275.0,-99.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ICICIBANK,1427.4,-0.05,79072000.0,0.17,,,,,,,,,234500.0,-99.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
BDL,1217.0,0.6,5160775.0,0.18,,,,,,,,,25075.0,-99.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
CIPLA,1417.6,0.06,7650850.0,0.16,,,,,,,,,26350.0,-99.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
KEI,4859.0,0.86,1856050.0,0.04,,,,,,,,,5250.0,-99.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ZYDUSLIFE,1122.0,0.61,7659900.0,0.15,,,,,,,,,25200.0,-99.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SOLARINDS,18630.0,0.12,468100.0,0.28,,,,,,,,,1550.0,-99.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PATANJALI,345.95,0.87,20900150.0,0.1,,,,,,,,,94600.0,-99.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SHREECEM,26500.0,-0.36,214375.0,0.12,,,,,,,,,750.0,-99.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
NMDC,84.41,0.57,227515500.0,0.04,,,,,,,,,351000.0,-99.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
NYKAA,326.65,0.54,31096875.0,0.16,,,,,,,,,81250.0,-99.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
POLICYBZR,1551.0,0.3,6180300.0,0.21,,,,,,,,,22750.0,-99.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
AXISBANK,1237.3,0.11,55778125.0,0.12,,,,,,,,,153125.0,-99.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
AMBER,7270.5,0.46,919200.0,0.29,,,,,,,,,4500.0,-99.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BLUESTARCO,1646.1,0.83,2484950.0,0.13,,,,,,,,,7800.0,-99.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ICICIGI,1668.9,-0.29,3867500.0,0.14,,,,,,,,,13000.0,-99.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
SUPREMEIND,3507.0,0.68,1569400.0,0.23,,,,,,,,,4025.0,-99.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
INDUSTOWER,398.1,0.53,59904600.0,0.13,,,,,,,,,113900.0,-99.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BAJAJFINSV,1898.6,0.78,5959500.0,0.14,,,,,,,,,17100.0,-99.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
FORCEMOT,17622.0,0.42,176325.0,0.14,,,,,,,,,700.0,-99.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PAGEIND,40340.0,0.05,183740.0,0.13,,,,,,,,,540.0,-99.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
COCHINSHIP,1390.8,0.54,3876400.0,0.1,,,,,,,,,11600.0,-99.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PIIND,2721.6,0.9,2264325.0,0.15,,,,,,,,,8225.0,-99.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BOSCHLTD,41725.0,0.05,176500.0,0.13,,,,,,,,,450.0,-99.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TORNTPHARM,4935.2,0.51,3736875.0,0.08,,,,,,,,,6625.0,-99.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SUNPHARMA,1951.0,0.11,9681350.0,0.1,,,,,,,,,19250.0,-99.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
JSWSTEEL,1248.2,-0.06,31479300.0,0.08,,,,,,,,,33075.0,-99.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
PREMIERENE,1027.0,0.79,4870450.0,0.07,,,,,,,,,8450.0,-99.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
FOCIT,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Neutral
BANKEX,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Neutral
