Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern
ASIANPAINT,2713.9,2.13,4701000.0,1.04,,,,,,,,,123250.0,-95.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
HINDUNILVR,2185.0,1.27,11096400.0,1.1,,,,,,,,,251700.0,-95.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
BPCL,317.65,1.7,28013400.0,1.21,,,,,,,,,784075.0,-94.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
SHRIRAMFIN,1010.8,-0.11,19645725.0,2.06,,,,,,,,,850575.0,-94.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Fresh OI Buildup,Short Buildup
ADANIGREEN,1417.0,1.09,15513600.0,0.91,,,,,,,,,318000.0,-96.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
TIINDIA,2818.0,1.05,1353200.0,1.58,,,,,,,,,41000.0,-96.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
SBICARD,628.05,2.29,17994400.0,0.25,,,,,,,,,415200.0,-96.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
PRESTIGE,1630.9,1.63,3417300.0,1.54,,,,,,,,,86850.0,-96.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
INFY,1061.0,1.97,69836000.0,1.34,,,,,,,,,2262000.0,-95.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
INDIANB,839.9,1.34,8215000.0,0.83,,,,,,,,,213000.0,-95.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
IOC,140.28,1.52,109239000.0,0.74,,,,,,,,,2145000.0,-95.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
ETERNAL,287.3,1.95,101566275.0,0.46,,,,,,,,,2148550.0,-95.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
SWIGGY,253.29,1.94,36728125.0,0.99,,,,,,,,,1049375.0,-97.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
COFORGE,1502.8,1.25,11532050.0,0.33,,,,,,,,,230375.0,-97.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
RBLBANK,360.3,1.49,26689050.0,0.88,,,,,,,,,523875.0,-97.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
MOTILALOFS,874.15,-0.18,4991000.0,2.84,,,,,,,,,182125.0,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Fresh OI Buildup,Short Buildup
CGPOWER,886.0,1.12,13696050.0,1.73,,,,,,,,,520200.0,-96.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
DABUR,429.6,1.03,19082500.0,0.47,,,,,,,,,225000.0,-97.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
TECHM,1575.0,1.05,13768800.0,0.7,,,,,,,,,225600.0,-97.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
BAJAJHLDNG,10869.0,1.33,239025.0,0.19,,,,,,,,,2700.0,-97.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
RADICO,4159.0,1.08,348750.0,0.3,,,,,,,,,12900.0,-96.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
ASHOKLEY,154.0,1.22,93485000.0,0.31,,,,,,,,,1585000.0,-97.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
INDIGO,5177.0,3.13,4558200.0,0.56,,,,,,,,,103800.0,-96.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
NBCC,95.61,1.39,48308000.0,0.92,,,,,,,,,793000.0,-96.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
MANAPPURAM,357.85,1.24,23739000.0,0.5,,,,,,,,,582000.0,-96.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
360ONE,1123.9,1.62,3281500.0,1.06,,,,,,,,,61500.0,-96.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
BANDHANBNK,167.98,1.52,98748000.0,0.59,,,,,,,,,1335600.0,-96.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
OFSS,10904.0,2.08,1078000.0,-0.06,,,,,,,,,29100.0,-96.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering
NAUKRI,1184.85,1.3,9865900.0,0.44,,,,,,,,,91850.0,-97.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
JUBLFOOD,421.95,1.33,12278750.0,-0.14,,,,,,,,,137500.0,-98.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering
PERSISTENT,5273.0,1.7,3021250.0,0.35,,,,,,,,,40875.0,-97.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
LTF,306.35,2.25,38205000.0,0.23,,,,,,,,,470250.0,-97.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
CANBK,128.09,1.07,271215000.0,0.4,,,,,,,,,2929500.0,-97.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
MAXHEALTH,1096.3,1.16,7355250.0,0.21,,,,,,,,,40950.0,-99.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
GAIL,172.75,1.22,55305450.0,0.15,,,,,,,,,386950.0,-98.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
UNIONBANK,173.7,1.35,91035525.0,0.22,,,,,,,,,752250.0,-98.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
KPITTECH,580.0,1.46,10140875.0,-0.01,,,,,,,,,146475.0,-98.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering
TCS,2282.1,1.24,25587000.0,0.21,,,,,,,,,250200.0,-98.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
IREDA,117.4,1.11,51738850.0,0.08,,,,,,,,,502275.0,-98.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
GMRAIRPORT,108.88,1.15,64009575.0,0.45,,,,,,,,,558000.0,-98.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
BAJFINANCE,1035.8,1.53,44651250.0,0.49,,,,,,,,,478500.0,-98.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
UNOMINDA,1150.9,1.78,3658050.0,0.56,,,,,,,,,36300.0,-98.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
MPHASIS,2339.9,1.59,2939200.0,0.48,,,,,,,,,51700.0,-98.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
HINDPETRO,391.35,1.98,33657525.0,0.24,,,,,,,,,313875.0,-98.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
COLPAL,2122.0,1.04,2956525.0,0.05,,,,,,,,,20900.0,-99.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
HYUNDAI,1944.5,1.12,3335475.0,0.21,,,,,,,,,31075.0,-98.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
PIDILITIND,1601.1,1.15,4365000.0,0.49,,,,,,,,,47000.0,-98.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
LUPIN,2414.7,1.25,3443350.0,0.3,,,,,,,,,26350.0,-98.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
RVNL,224.68,1.18,23481150.0,-0.04,,,,,,,,,232925.0,-98.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering
INOXWIND,78.28,1.43,60646400.0,0.12,,,,,,,,,217600.0,-99.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
LICI,422.25,1.39,12793200.0,-0.01,,,,,,,,,53200.0,-99.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering
NAM-INDIA,1122.0,1.38,5318125.0,0.01,,,,,,,,,33750.0,-99.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
HDFCAMC,2546.0,1.07,4392000.0,0.12,,,,,,,,,15600.0,-99.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
VMM,109.3,1.19,32543500.0,0.09,,,,,,,,,184300.0,-99.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
MUTHOOTFIN,3048.8,1.47,4785825.0,0.05,,,,,,,,,27500.0,-99.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
GODFRYPHLP,2121.3,0.98,1240525.0,0.83,,,,,,,,,34925.0,-97.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
YESBANK,23.2,0.48,617988100.0,0.3,,,,,,,,,5442500.0,-97.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ONGC,246.05,-1.38,34080750.0,0.74,,,,,,,,,729000.0,-96.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
NIFTY,23990.4,0.49,8206250.0,0.25,,,,,,,,,152165.0,-96.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HAVELLS,1242.2,0.65,6655500.0,1.27,,,,,,,,,144500.0,-96.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PFC,411.05,0.38,26218400.0,0.34,,,,,,,,,340600.0,-97.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PNB,112.08,0.85,207152000.0,0.44,,,,,,,,,2472000.0,-96.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
NTPC,351.65,0.73,51556500.0,0.74,,,,,,,,,802500.0,-96.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TATASTEEL,185.42,0.78,108834000.0,0.82,,,,,,,,,1523500.0,-96.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DALBHARAT,1784.0,-1.08,1996800.0,1.42,,,,,,,,,73125.0,-96.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
BANKBARODA,248.45,0.3,91777725.0,1.34,,,,,,,,,2749500.0,-93.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SAIL,163.65,0.69,90291700.0,0.27,,,,,,,,,1283100.0,-94.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
NIFTYNXT50,72600.0,0.7,8825.0,0.57,,,,,,,,,225.0,-91.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ULTRACEMCO,11865.0,-0.23,1167100.0,0.98,,,,,,,,,23800.0,-95.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
MARUTI,13495.0,0.88,1380850.0,1.16,,,,,,,,,35800.0,-94.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BANKNIFTY,57501.0,0.73,1368780.0,-0.11,,,,,,,,,46140.0,-93.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Covering
RECLTD,359.1,0.34,23692725.0,0.4,,,,,,,,,809550.0,-92.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
FINNIFTY,26260.9,0.69,12420.0,0.49,,,,,,,,,600.0,-93.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HINDZINC,539.8,0.95,15446025.0,0.83,,,,,,,,,426300.0,-95.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ABB,7349.5,-0.15,1555875.0,0.93,,,,,,,,,52250.0,-95.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
SENSEX,76903.75,0.44,23880.0,0.17,,,,,,,,,560.0,-95.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HEROMOTOCO,5073.1,0.82,3443550.0,0.47,,,,,,,,,34200.0,-98.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SBIN,1027.5,0.56,51782250.0,0.28,,,,,,,,,312750.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
LTM,4124.2,0.91,2335800.0,0.41,,,,,,,,,29100.0,-98.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
EICHERMOT,7592.5,0.13,3070300.0,0.44,,,,,,,,,25900.0,-98.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BRITANNIA,5355.0,0.74,1498875.0,0.84,,,,,,,,,16500.0,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HDFCBANK,749.7,0.21,220784850.0,0.47,,,,,,,,,1346150.0,-98.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
OIL,435.0,-2.54,12913600.0,0.56,,,,,,,,,141400.0,-98.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
HINDALCO,951.9,0.27,37631300.0,0.32,,,,,,,,,263900.0,-98.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
INDHOTEL,737.0,0.9,14854000.0,0.47,,,,,,,,,155000.0,-97.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
M&M,3205.0,0.95,9914600.0,0.42,,,,,,,,,100000.0,-98.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BIOCON,439.0,0.57,31295000.0,0.89,,,,,,,,,377500.0,-98.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
CONCOR,476.2,-0.45,10622500.0,0.46,,,,,,,,,108750.0,-97.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
AUROPHARMA,1549.3,0.55,7230300.0,0.21,,,,,,,,,41800.0,-97.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
KALYANKJIL,580.9,0.77,17230050.0,0.38,,,,,,,,,256500.0,-97.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ANGELONE,310.0,0.67,17530000.0,0.52,,,,,,,,,267500.0,-97.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
LT,3834.0,0.56,7252175.0,0.61,,,,,,,,,80500.0,-97.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DLF,646.6,0.83,32250600.0,0.2,,,,,,,,,213750.0,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
RELIANCE,1290.0,0.3,64438500.0,0.61,,,,,,,,,681500.0,-97.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ICICIPRULI,508.4,0.88,13701100.0,0.43,,,,,,,,,123025.0,-97.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HCLTECH,1280.2,0.72,21171600.0,0.65,,,,,,,,,269600.0,-97.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
CDSL,1338.0,0.51,5814000.0,0.91,,,,,,,,,85025.0,-97.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BEL,408.3,0.23,55141800.0,0.32,,,,,,,,,468825.0,-97.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DIVISLAB,7302.0,0.04,2621200.0,0.15,,,,,,,,,17900.0,-98.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TMPV,328.6,0.77,49120000.0,0.51,,,,,,,,,376000.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
WIPRO,173.2,0.53,209685000.0,0.54,,,,,,,,,1788000.0,-98.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
APLAPOLLO,1845.7,0.67,2586850.0,0.31,,,,,,,,,25200.0,-98.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
FORTIS,960.55,0.93,6100025.0,0.29,,,,,,,,,46500.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MIDCPNIFTY,14605.0,0.76,1271040.0,-0.12,,,,,,,,,10800.0,-98.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Covering
PAYTM,1288.1,-0.19,11588400.0,0.24,,,,,,,,,126150.0,-98.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
NESTLEIND,1462.8,0.88,6510500.0,0.15,,,,,,,,,54000.0,-98.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
UPL,610.85,0.76,19739640.0,0.17,,,,,,,,,149050.0,-98.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DRREDDY,1148.3,-0.18,9760000.0,0.43,,,,,,,,,97500.0,-98.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
IDEA,13.33,0.76,3634575225.0,0.32,,,,,,,,,18654975.0,-98.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ADANIENT,3059.3,0.63,9555825.0,0.11,,,,,,,,,62418.0,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BHARTIARTL,1910.7,-0.01,48007775.0,0.13,,,,,,,,,118750.0,-98.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_27_7_2026.xlsx,0,SELL,,Short Buildup
