Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target
BOSCHLTD,41690.0,820.0,214075.0,-0.08,,,,,,,,,29200.0,270.79,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,35,NEUTRAL,Positive Price Momentum; Volume Expansion,Short Covering,70,MEDIUM,BUY,WATCH,MEDIUM,41690.0,40856.2,43357.6
ONGC,251.59,1.85,81020250.0,0.45,,,,,,,,,6243750.0,7.31,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,251.59,246.5582,261.65360000000004
PETRONET,278.5,1.95,31880100.0,0.73,,,,,,,,,1793600.0,-20.2,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,278.5,272.93,289.64
UNITDSPR,1402.1,14.0,8975600.0,0.79,,,,,,,,,1037600.0,6.4,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1402.1,1374.058,1458.184
LTF,306.05,0.1,51117750.0,2.03,,,,,,,,,6210000.0,-22.23,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Fresh OI Buildup,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,306.05,299.92900000000003,318.29200000000003
MCX,2810.7,3.7,7697925.0,1.42,,,,,,,,,877275.0,-5.43,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2810.7,2754.486,2923.1279999999997
BHEL,415.25,1.6,77644875.0,1.8,,,,,,,,,10542000.0,5.99,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,415.25,406.945,431.86
OIL,451.15,6.3,18312000.0,0.72,,,,,,,,,2066400.0,-27.33,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,451.15,442.12699999999995,469.19599999999997
TITAN,4711.4,26.9,5144825.0,1.02,,,,,,,,,527275.0,-33.46,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,4711.4,4617.172,4899.856
JSWSTEEL,1267.4,0.3,37924200.0,0.89,,,,,,,,,8209350.0,83.8,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Volume Expansion,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1267.4,1242.0520000000001,1318.0960000000002
COLPAL,2109.0,10.3,4516875.0,0.21,,,,,,,,,317075.0,-42.64,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2109.0,2066.82,2193.36
MARICO,859.5,6.1,12208800.0,0.85,,,,,,,,,1466400.0,-26.87,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,859.5,842.31,893.88
POWERGRID,288.6,2.15,58244500.0,0.58,,,,,,,,,3277500.0,-29.48,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,288.6,282.82800000000003,300.14400000000006
ITC,281.35,0.25,131455350.0,0.19,,,,,,,,,11338425.0,0.95,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,281.35,275.723,292.60400000000004
NHPC,79.93,0.21,129673100.0,1.66,,,,,,,,,9389450.0,-81.7,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,79.93,78.3314,83.12720000000002
DMART,4000.2,32.2,4956150.0,-1.51,,,,,,,,,562200.0,35.75,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,4000.2,3920.196,4160.208
KEI,4974.0,19.0,2076200.0,-0.19,,,,,,,,,459550.0,27.17,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,4974.0,4874.5199999999995,5172.96
SUPREMEIND,3449.8,49.9,2070775.0,-0.4,,,,,,,,,219100.0,-25.56,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,3449.8,3380.804,3587.7920000000004
BRITANNIA,5493.5,14.5,2134625.0,-0.78,,,,,,,,,208000.0,5.65,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,5493.5,5383.63,5713.24
CAMS,771.55,4.65,6926700.0,-0.3,,,,,,,,,703725.0,-40.93,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,771.55,756.1189999999999,802.412
RADICO,4109.9,15.6,550950.0,-0.49,,,,,,,,,72600.0,32.6,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,4109.9,4027.7019999999998,4274.295999999999
EXIDEIND,448.8,5.25,20300400.0,-1.76,,,,,,,,,4249800.0,-46.81,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,448.8,439.824,466.752
KALYANKJIL,597.95,18.75,30443850.0,-3.06,,,,,,,,,10612350.0,5.79,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,10,SELL,Positive Price Momentum; OI Reduction,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,597.95,585.991,621.868
APLAPOLLO,1819.2,0.6,5703950.0,-0.04,,,,,,,,,169750.0,17.72,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1819.2,1782.816,1891.968
YESBANK,23.28,0.11,1139970500.0,-1.28,,,,,,,,,143153300.0,70.99,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Volume Expansion,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,23.28,22.8144,24.2112
JINDALSTEL,1045.2,0.3,12380000.0,-0.5,,,,,,,,,1545000.0,-22.92,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1045.2,1024.296,1087.008
IDEA,13.53,0.02,5130904350.0,-1.31,,,,,,,,,376387350.0,12.81,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,13.53,13.2594,14.0712
POLYCAB,9132.5,214.5,2539375.0,-4.78,,,,,,,,,975750.0,199.31,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,25,SELL,Positive Price Momentum; OI Reduction; Volume Expansion,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,9132.5,8949.85,9497.800000000001
VOLTAS,1304.1,-56.8,7901250.0,0.0,,,,,,,,,839625.0,133.23,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Volume Expansion,45,LOW,NEUTRAL,WATCH,HIGH,1304.1,1278.0179999999998,1356.264
TMPV,328.5,-5.35,84784000.0,0.0,,,,,,,,,7843200.0,52.76,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Neutral,35,LOW,SELL,VALID SELL,HIGH,328.5,321.93,341.64
BHARTIARTL,1927.0,0.0,32465300.0,1.05,,,,,,,,,1812125.0,-32.08,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,1927.0,1888.46,2004.0800000000002
BANKEX,64775.25,64775.25,60.0,0.0,,,,,,,,,0.0,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,20,SELL,Positive Price Momentum,Neutral,35,LOW,SELL,VALID SELL,HIGH,64775.25,63479.744999999995,67366.26000000001
MPHASIS,2279.8,-105.2,4796275.0,2.53,,,,,,,,,1283975.0,280.21,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2279.8,2234.204,2370.992
BANKNIFTY,57170.8,-797.8,2106990.0,3.9,,,,,,,,,706650.0,65.34,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,57170.8,56027.384000000005,59457.632000000005
ADANIPOWER,216.05,-4.3,152160100.0,6.52,,,,,,,,,42841400.0,162.4,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,216.05,211.729,224.692
BPCL,317.35,-2.25,43813400.0,6.5,,,,,,,,,10761775.0,163.49,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,317.35,311.00300000000004,330.04400000000004
ZYDUSLIFE,1118.2,-27.6,10192500.0,2.17,,,,,,,,,1669500.0,147.99,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1118.2,1095.836,1162.928
GRASIM,3163.0,-15.5,11733000.0,3.36,,,,,,,,,2036500.0,185.42,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,3163.0,3099.74,3289.52
BANDHANBNK,172.67,-35.29,93528000.0,25.54,,,,,,,,,96951600.0,255.76,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,172.67,169.21659999999997,179.5768
COALINDIA,429.05,-3.0,70698150.0,11.4,,,,,,,,,17859150.0,331.47,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,429.05,420.469,446.21200000000005
SRF,2845.0,-107.4,3908400.0,10.56,,,,,,,,,2414600.0,103.11,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2845.0,2788.1,2958.8
MANKIND,2545.1,-41.5,2946000.0,2.34,,,,,,,,,365250.0,138.73,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2545.1,2494.198,2646.904
NMDC,83.6,-0.6,362306250.0,0.01,,,,,,,,,22592250.0,66.27,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,83.6,81.928,86.944
BLUESTARCO,1650.8,-49.3,3251950.0,11.12,,,,,,,,,680550.0,203.48,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1650.8,1617.7839999999999,1716.832
ICICIPRULI,495.8,-4.7,19639600.0,2.5,,,,,,,,,2425350.0,71.04,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,495.8,485.884,515.6320000000001
VMM,111.39,-2.44,48310850.0,12.89,,,,,,,,,8977350.0,98.61,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,111.39,109.1622,115.8456
NBCC,94.58,-2.24,104656500.0,0.88,,,,,,,,,11037000.0,101.18,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,94.58,92.6884,98.3632
CONCOR,480.75,-10.95,17975000.0,0.11,,,,,,,,,2390000.0,50.2,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,480.75,471.135,499.98
MAXHEALTH,1081.2,-20.6,10633875.0,3.76,,,,,,,,,1146600.0,38.75,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1081.2,1059.576,1124.448
HINDALCO,951.0,-2.8,50689800.0,0.4,,,,,,,,,5183500.0,45.28,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,951.0,931.98,989.0400000000001
PREMIERENE,1009.9,-37.7,6721650.0,1.06,,,,,,,,,1370850.0,134.07,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1009.9,989.702,1050.296
NYKAA,326.15,-1.7,45459375.0,1.1,,,,,,,,,5306250.0,126.1,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,326.15,319.62699999999995,339.19599999999997
OFSS,10944.0,-728.0,1640400.0,1.29,,,,,,,,,412000.0,114.81,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,10944.0,10725.119999999999,11381.76
SUNPHARMA,1937.4,-23.1,16611350.0,10.12,,,,,,,,,2688350.0,45.5,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1937.4,1898.652,2014.8960000000002
ALKEM,5570.0,-118.5,1578000.0,1.23,,,,,,,,,188875.0,220.81,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,5570.0,5458.599999999999,5792.8
DRREDDY,1185.9,-24.3,14640625.0,0.58,,,,,,,,,4365625.0,54.13,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1185.9,1162.182,1233.3360000000002
CROMPTON,252.1,-3.6,54324050.0,0.55,,,,,,,,,5082600.0,59.19,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,252.1,247.058,262.184
ADANIENT,3143.9,-45.4,16405428.0,1.64,,,,,,,,,1467750.0,56.25,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,3143.9,3081.022,3269.6560000000004
BIOCON,435.4,-5.4,48462500.0,1.38,,,,,,,,,9900000.0,72.4,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,435.4,426.69199999999995,452.816
PGEL,573.8,-36.3,11527300.0,0.28,,,,,,,,,3800000.0,60.06,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,573.8,562.324,596.752
JSWENERGY,561.0,-6.5,23574750.0,1.34,,,,,,,,,5722225.0,74.41,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,561.0,549.78,583.44
FORTIS,945.8,-22.4,11948950.0,6.76,,,,,,,,,1435300.0,33.43,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,945.8,926.8839999999999,983.632
LUPIN,2412.5,-101.7,5099575.0,1.24,,,,,,,,,1138575.0,95.12,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2412.5,2364.25,2509.0
MOTILALOFS,941.2,-24.5,5378500.0,0.95,,,,,,,,,771900.0,51.83,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,941.2,922.376,978.8480000000001
360ONE,1091.7,-27.3,5051000.0,2.8,,,,,,,,,577000.0,15.86,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1091.7,1069.866,1135.3680000000002
NAM-INDIA,1141.6,-21.7,5816875.0,2.15,,,,,,,,,638125.0,25.28,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1141.6,1118.7679999999998,1187.264
TIINDIA,2897.5,-19.4,1928200.0,0.54,,,,,,,,,178000.0,23.1,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,2897.5,2839.5499999999997,3013.4
INDIGO,5097.5,-198.0,5968350.0,5.38,,,,,,,,,1257750.0,22.53,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,5097.5,4995.55,5301.400000000001
PERSISTENT,5078.6,-136.2,4618750.0,2.6,,,,,,,,,600875.0,20.48,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,5078.6,4977.028,5281.744000000001
INDHOTEL,723.0,-9.2,27357000.0,4.7,,,,,,,,,6341000.0,20.46,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,723.0,708.54,751.9200000000001
LT,3820.7,-27.1,13199375.0,3.48,,,,,,,,,1243025.0,12.75,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,3820.7,3744.2859999999996,3973.528
SWIGGY,264.18,-6.42,46407925.0,1.26,,,,,,,,,8780075.0,16.35,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,264.18,258.8964,274.7472
CUMMINSIND,5583.0,-5.5,4840200.0,5.77,,,,,,,,,665600.0,66.65,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_22_7_2026.xlsx,15,SELL,Negative Price Momentum; Fresh OI Buildup; Volume Expansion,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,5583.0,5471.34,5806.320000000001
