Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
BDL,"1,250.8",1.19,1.19,1.19,1.19,1.19,7176125,-0.25,-0.25,,,,,,,,,46750,-94.33,-94.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
AXISBANK,"1,240.5",0.43,0.43,0.43,0.43,0.43,80591250,0.02,0.02,,,,,,,,,265000,-94.44,-94.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NBCC,95.94,0.83,0.83,0.83,0.83,0.83,99105500,0.01,0.01,,,,,,,,,416000,-94.48,-94.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SUPREMEIND,3492,0.32,0.32,0.32,0.32,0.32,2288475,0.01,0.01,,,,,,,,,8400,-94.52,-94.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
FEDERALBNK,359,0.03,0.03,0.03,0.03,0.03,85945000,0.03,0.03,,,,,,,,,242500,-94.55,-94.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
DABUR,424.75,0.54,0.54,0.54,0.54,0.54,29910000,-0.1,-0.1,,,,,,,,,223750,-94.6,-94.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ADANIPORTS,"1,714.7",0.64,0.64,0.64,0.64,0.64,20740400,0.08,0.08,,,,,,,,,230850,-94.68,-94.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TATAPOWER,383,0.31,0.31,0.31,0.31,0.31,62135400,0.05,0.05,,,,,,,,,282750,-94.83,-94.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TECHM,"1,655.6",0.18,0.18,0.18,0.18,0.18,17982000,0.2,0.2,,,,,,,,,141000,-94.86,-94.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ULTRACEMCO,12020,0.79,0.79,0.79,0.79,0.79,1637150,0.25,0.25,,,,,,,,,13450,-94.91,-94.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
POWERGRID,285.7,0.49,0.49,0.49,0.49,0.49,44148400,-0.03,-0.03,,,,,,,,,131100,-94.92,-94.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BOSCHLTD,41295,0.65,0.65,0.65,0.65,0.65,209500,-0.02,-0.02,,,,,,,,,950,-94.93,-94.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
VBL,445.75,0.26,0.26,0.26,0.26,0.26,52946925,0.17,0.17,,,,,,,,,223125,-94.93,-94.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NIFTYNXT50,"74,037.6",0.54,0.54,0.54,0.54,0.54,18825,0,0,,,,,,,,,250,-95.12,-95.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
KPITTECH,598,0.69,0.69,0.69,0.69,0.69,13930625,-0.34,-0.34,,,,,,,,,235600,-95.27,-95.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
CIPLA,"1,469.7",-0.41,-0.41,-0.41,-0.41,-0.41,9369975,0.11,0.11,,,,,,,,,40375,-95.34,-95.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SOLARINDS,18498,0.01,0.01,0.01,0.01,0.01,802800,0.13,0.13,,,,,,,,,4300,-95.36,-95.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
INFY,1145,1.16,1.16,1.16,1.16,1.16,89380800,0,0,,,,,,,,,725600,-95.43,-95.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ANGELONE,298.5,-0.12,-0.12,-0.12,-0.12,-0.12,26697500,0.25,0.25,,,,,,,,,205000,-95.48,-95.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SBICARD,666.25,0.73,0.73,0.73,0.73,0.73,22330400,0.15,0.15,,,,,,,,,100800,-95.49,-95.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
COFORGE,"1,729.6",0.23,0.23,0.23,0.23,0.23,13835325,0.28,0.28,,,,,,,,,150100,-95.56,-95.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
INDHOTEL,747,0.74,0.74,0.74,0.74,0.74,20918000,0.14,0.14,,,,,,,,,129000,-95.57,-95.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
RECLTD,373.75,0.4,0.4,0.4,0.4,0.4,44033850,0.01,0.01,,,,,,,,,146475,-95.57,-95.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BHARTIARTL,"1,972.4",-0.21,-0.21,-0.21,-0.21,-0.21,54662050,0.13,0.13,,,,,,,,,152000,-95.6,-95.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SIEMENS,"3,756.3",0.76,0.76,0.76,0.76,0.76,3609900,-0.05,-0.05,,,,,,,,,33775,-95.64,-95.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
DALBHARAT,"1,820.3",0.63,0.63,0.63,0.63,0.63,3847025,0,0,,,,,,,,,8450,-95.66,-95.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NTPC,349.8,0.5,0.5,0.5,0.5,0.5,98860500,0.01,0.01,,,,,,,,,190500,-95.8,-95.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BANDHANBNK,174.61,0.62,0.62,0.62,0.62,0.62,131652000,-0.04,-0.04,,,,,,,,,381600,-95.93,-95.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HDFCAMC,2627,0,0,0,0,0,5934600,0.14,0.14,,,,,,,,,45900,-96.0,-96.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PREMIERENE,"1,038.1",1.29,1.29,1.29,1.29,1.29,7465900,0.21,0.21,,,,,,,,,83850,-96.0,-96.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
KAYNES,3804,-0.46,-0.46,-0.46,-0.46,-0.46,3902250,0.24,0.24,,,,,,,,,64950,-96.02,-96.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
AUBANK,"1,057.6",0.45,0.45,0.45,0.45,0.45,21849000,0.01,0.01,,,,,,,,,97000,-96.03,-96.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SBILIFE,"1,889.9",0.21,0.21,0.21,0.21,0.21,6403875,0.12,0.12,,,,,,,,,16500,-96.04,-96.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SUNPHARMA,"1,960.9",-1.64,-1.64,-1.64,-1.64,-1.64,13679400,0.22,0.22,,,,,,,,,225400,-96.08,-96.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SRF,"2,655.1",0.78,0.78,0.78,0.78,0.78,4525600,0.06,0.06,,,,,,,,,18200,-96.1,-96.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BIOCON,426.5,-0.19,-0.19,-0.19,-0.19,-0.19,47437500,0.1,0.1,,,,,,,,,190000,-96.14,-96.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
INDIANB,844.6,0.67,0.67,0.67,0.67,0.67,12257000,0.02,0.02,,,,,,,,,49000,-96.16,-96.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BHEL,411.6,0.61,0.61,0.61,0.61,0.61,80311875,0.02,0.02,,,,,,,,,299250,-96.22,-96.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
COLPAL,"2,088.1",0.45,0.45,0.45,0.45,0.45,4873000,-0.14,-0.14,,,,,,,,,19525,-96.33,-96.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
OFSS,11258,0.44,0.44,0.44,0.44,0.44,1319900,0.25,0.25,,,,,,,,,8500,-96.33,-96.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MPHASIS,"2,347.5",0.26,0.26,0.26,0.26,0.26,3895375,0.21,0.21,,,,,,,,,40700,-96.36,-96.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
GRASIM,3118,0.43,0.43,0.43,0.43,0.43,11766750,0.03,0.03,,,,,,,,,18250,-96.37,-96.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PAYTM,"1,351.5",0.53,0.53,0.53,0.53,0.53,18555650,0.16,0.16,,,,,,,,,134850,-96.37,-96.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NAUKRI,"1,242.3",1.1,1.1,1.1,1.1,1.1,13979350,-0.02,-0.02,,,,,,,,,67650,-96.42,-96.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TITAN,"4,890.6",0.15,0.15,0.15,0.15,0.15,5488175,0.06,0.06,,,,,,,,,18200,-96.47,-96.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
WIPRO,184.9,0.47,0.47,0.47,0.47,0.47,231759000,0.11,0.11,,,,,,,,,978000,-96.49,-96.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BHARATFORG,"2,224.1",0.57,0.57,0.57,0.57,0.57,7637500,0.2,0.2,,,,,,,,,46000,-96.5,-96.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
M&M,"3,431.9",0.87,0.87,0.87,0.87,0.87,12661600,0.31,0.31,,,,,,,,,193200,-96.54,-96.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TCS,"2,402.9",1.09,1.09,1.09,1.09,1.09,31725675,0.08,0.08,,,,,,,,,177525,-96.57,-96.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
POWERINDIA,32360,0.03,0.03,0.03,0.03,0.03,579975,0.2,0.2,,,,,,,,,5325,-96.66,-96.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TATAELXSI,3703,0.49,0.49,0.49,0.49,0.49,2533375,0.02,0.02,,,,,,,,,11375,-96.66,-96.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
DELHIVERY,482.9,0.12,0.12,0.12,0.12,0.12,26842200,0.31,0.31,,,,,,,,,620425,-96.78,-96.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MFSL,"1,521.1",0.93,0.93,0.93,0.93,0.93,9649200,0.01,0.01,,,,,,,,,13600,-96.86,-96.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
CGPOWER,865.55,-0.28,-0.28,-0.28,-0.28,-0.28,19906150,0.27,0.27,,,,,,,,,264350,-96.88,-96.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BRITANNIA,"5,439.5",0.25,0.25,0.25,0.25,0.25,1952625,-0.08,-0.08,,,,,,,,,12250,-96.9,-96.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
INDUSINDBK,"1,018.3",0.8,0.8,0.8,0.8,0.8,34046600,0,0,,,,,,,,,85400,-96.97,-96.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PATANJALI,354.8,-0.53,-0.53,-0.53,-0.53,-0.53,31294325,0.11,0.11,,,,,,,,,119325,-96.99,-96.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
IDEA,13.13,0.46,0.46,0.46,0.46,0.46,5884393800,0.01,0.01,,,,,,,,,6861600,-97.06,-97.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MAZDOCK,"2,406.8",0.81,0.81,0.81,0.81,0.81,5028525,-0.06,-0.06,,,,,,,,,43650,-97.07,-97.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
GMRAIRPORT,106.76,0.9,0.9,0.9,0.9,0.9,128437650,0.06,0.06,,,,,,,,,418500,-97.11,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MOTILALOFS,860.9,0.5,0.5,0.5,0.5,0.5,6786675,0.09,0.09,,,,,,,,,32550,-97.11,-97.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NAM-INDIA,"1,164.4",0.47,0.47,0.47,0.47,0.47,7070000,0.08,0.08,,,,,,,,,15625,-97.17,-97.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
NESTLEIND,"1,517.9",0.4,0.4,0.4,0.4,0.4,8440500,0.11,0.11,,,,,,,,,39000,-97.18,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TORNTPHARM,5130,-0.3,-0.3,-0.3,-0.3,-0.3,3796625,-0.12,-0.12,,,,,,,,,36250,-97.19,-97.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
IDFCFIRSTB,85.4,0.64,0.64,0.64,0.64,0.64,354082400,-0.01,-0.01,,,,,,,,,927500,-97.2,-97.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
POLICYBZR,"1,615.6",0.63,0.63,0.63,0.63,0.63,9177000,0.03,0.03,,,,,,,,,14700,-97.3,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
WAAREEENER,"2,687.9",1.27,1.27,1.27,1.27,1.27,7606550,0.03,0.03,,,,,,,,,34125,-97.3,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
KFINTECH,932.35,0.04,0.04,0.04,0.04,0.04,3731175,0.23,0.23,,,,,,,,,21275,-97.34,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
ETERNAL,306.5,0.79,0.79,0.79,0.79,0.79,156587100,0.1,0.1,,,,,,,,,1013650,-97.35,-97.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
POLYCAB,9132,-0.23,-0.23,-0.23,-0.23,-0.23,2286125,0.29,0.29,,,,,,,,,14875,-97.35,-97.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
LTM,"4,418.4",0.86,0.86,0.86,0.86,0.86,2498550,-0.01,-0.01,,,,,,,,,17700,-97.4,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
HCLTECH,1353,0.41,0.41,0.41,0.41,0.41,27332000,0.14,0.14,,,,,,,,,126800,-97.43,-97.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PFC,427.3,0.38,0.38,0.38,0.38,0.38,50887200,0.06,0.06,,,,,,,,,183300,-97.46,-97.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
AMBER,7481,0.07,0.07,0.07,0.07,0.07,1230900,0.04,0.04,,,,,,,,,7200,-97.47,-97.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
DMART,"3,933.4",0.25,0.25,0.25,0.25,0.25,5053650,0.11,0.11,,,,,,,,,12000,-97.64,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
IEX,133.46,0.41,0.41,0.41,0.41,0.41,71883750,0.09,0.09,,,,,,,,,117450,-97.7,-97.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
KEI,5007,-0.12,-0.12,-0.12,-0.12,-0.12,1935850,0.26,0.26,,,,,,,,,11375,-97.74,-97.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
LODHA,"1,232.9",-0.29,-0.29,-0.29,-0.29,-0.29,12084375,0.18,0.18,,,,,,,,,75000,-97.75,-97.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
360ONE,"1,147.3",0.64,0.64,0.64,0.64,0.64,4133500,-0.04,-0.04,,,,,,,,,13500,-97.84,-97.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PNBHOUSING,"1,058.4",0.41,0.41,0.41,0.41,0.41,7421050,0.32,0.32,,,,,,,,,59150,-97.85,-97.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PAGEIND,40280,0.06,0.06,0.06,0.06,0.06,233220,0.21,0.21,,,,,,,,,1360,-97.87,-97.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
VMM,108.4,0.67,0.67,0.67,0.67,0.67,44658800,-0.04,-0.04,,,,,,,,,135800,-97.9,-97.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
GVT&D,4285,-0.88,-0.88,-0.88,-0.88,-0.88,2854125,0.26,0.26,,,,,,,,,20375,-98.05,-98.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
PHOENIXLTD,"1,895.5",-0.41,-0.41,-0.41,-0.41,-0.41,3681650,0.13,0.13,,,,,,,,,8400,-98.14,-98.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
LICHSGFIN,515.8,0.07,0.07,0.07,0.07,0.07,28557000,0.31,0.31,,,,,,,,,164000,-98.2,-98.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
MANKIND,2452,-0.56,-0.56,-0.56,-0.56,-0.56,3369750,0.28,0.28,,,,,,,,,37500,-98.23,-98.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
CUMMINSIND,5545,-0.07,-0.07,-0.07,-0.07,-0.07,3922200,0.1,0.1,,,,,,,,,12200,-98.27,-98.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
SWIGGY,281.65,-0.6,-0.6,-0.6,-0.6,-0.6,67714800,0.38,0.38,,,,,,,,,835850,-98.29,-98.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BLUESTARCO,1704,1.52,1.52,1.52,1.52,1.52,3117725,0.01,0.01,,,,,,,,,3900,-98.69,-98.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
TIINDIA,"2,779.9",0.48,0.48,0.48,0.48,0.48,2195000,0.12,0.12,,,,,,,,,4400,-98.87,-98.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
INDUSTOWER,394.85,0.39,0.39,0.39,0.39,0.39,90009900,0,0,,,,,,,,,212500,-98.98,-98.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
FOCIT,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
BANKEX,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx
