Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason
DIVISLAB,8212.0,1.57,3746000.0,5.06,,,,,,,,,491200.0,-40.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,40,NEUTRAL,Positive Price Momentum; Fresh OI Buildup
IOC,144.39,3.43,147078750.0,-0.11,,,,,,,,,9013875.0,1.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
DRREDDY,1170.0,1.87,13777500.0,-0.36,,,,,,,,,1103750.0,-22.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
ITC,289.8,2.84,157000875.0,-0.84,,,,,,,,,9228750.0,-54.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
CDSL,1350.7,1.17,10010150.0,0.89,,,,,,,,,526775.0,-63.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
NHPC,79.72,1.09,118580900.0,-0.02,,,,,,,,,1654100.0,-71.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
INDIGO,5340.0,2.86,5402400.0,0.19,,,,,,,,,213750.0,-70.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
MARUTI,14100.0,-0.18,2117950.0,2.5,,,,,,,,,272150.0,-68.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Fresh OI Buildup
NATIONALUM,355.0,1.17,46428750.0,0.58,,,,,,,,,1565625.0,-82.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
BANKINDIA,140.28,1.4,98025200.0,-0.21,,,,,,,,,1326000.0,-81.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
NYKAA,339.15,1.34,44981250.0,0.81,,,,,,,,,1009375.0,-80.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
JINDALSTEL,1123.0,1.48,12891250.0,1.06,,,,,,,,,325625.0,-77.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
ICICIGI,1652.7,1.22,5154500.0,0.57,,,,,,,,,64350.0,-78.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
IREDA,120.0,2.15,65508425.0,-0.61,,,,,,,,,1217225.0,-78.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
GODREJCP,1081.4,1.13,10632500.0,0.64,,,,,,,,,144500.0,-79.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
BPCL,327.8,2.07,40815350.0,0.38,,,,,,,,,793950.0,-78.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
TMPV,350.1,2.5,75944000.0,-0.24,,,,,,,,,2217600.0,-81.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
CHOLAFIN,1906.5,2.67,12938750.0,1.27,,,,,,,,,435625.0,-85.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
ADANIENT,3066.0,1.34,15904539.0,-0.21,,,,,,,,,175512.0,-86.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
HINDPETRO,399.6,1.99,44412300.0,-0.13,,,,,,,,,682425.0,-86.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
INOXWIND,81.18,3.41,104697600.0,-0.29,,,,,,,,,2227200.0,-85.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
ABCAPITAL,422.5,4.03,36347500.0,1.59,,,,,,,,,4110600.0,-85.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
LTF,319.35,2.41,49362750.0,0.29,,,,,,,,,1413000.0,-83.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
SUZLON,49.26,2.37,458050900.0,-0.14,,,,,,,,,4216400.0,-83.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
RVNL,228.83,1.27,34815550.0,-0.35,,,,,,,,,440825.0,-89.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
JUBLFOOD,444.45,1.62,17076250.0,-0.11,,,,,,,,,245000.0,-90.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
RADICO,4440.2,1.95,786150.0,0.0,,,,,,,,,13950.0,-91.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
CAMS,807.5,1.16,6996825.0,0.04,,,,,,,,,80850.0,-92.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
SHRIRAMFIN,1066.8,1.6,26499825.0,0.24,,,,,,,,,441375.0,-92.63,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
IRFC,90.17,1.25,86300900.0,-0.28,,,,,,,,,1128400.0,-91.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
ADANIGREEN,1418.4,2.05,26702400.0,-0.32,,,,,,,,,309000.0,-87.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
LT,3994.5,1.02,11680550.0,0.01,,,,,,,,,149625.0,-89.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
AMBUJACEM,439.45,1.13,79380000.0,-0.12,,,,,,,,,356400.0,-89.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
ADANIENSOL,1669.4,1.22,19155150.0,0.2,,,,,,,,,245025.0,-89.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
GODFRYPHLP,2166.3,2.72,1769625.0,0.11,,,,,,,,,31900.0,-89.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
ASIANPAINT,2781.7,1.09,7484000.0,0.07,,,,,,,,,85500.0,-88.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
ASHOKLEY,172.12,3.28,148535000.0,0.6,,,,,,,,,6515000.0,-87.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
PIIND,2782.8,1.11,2743125.0,-0.03,,,,,,,,,14000.0,-87.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
APLAPOLLO,1850.1,1.61,4669700.0,-0.43,,,,,,,,,175350.0,-86.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
BLUESTARCO,1704.0,1.52,3117725.0,0.01,,,,,,,,,3900.0,-98.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
PREMIERENE,1038.1,1.29,7465900.0,0.21,,,,,,,,,83850.0,-96.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
NAUKRI,1242.3,1.1,13979350.0,-0.02,,,,,,,,,67650.0,-96.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
TCS,2402.9,1.09,31725675.0,0.08,,,,,,,,,177525.0,-96.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
WAAREEENER,2687.9,1.27,7606550.0,0.03,,,,,,,,,34125.0,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
HYUNDAI,2228.4,2.97,4109875.0,0.86,,,,,,,,,240350.0,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
BDL,1250.8,1.19,7176125.0,-0.25,,,,,,,,,46750.0,-94.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
INFY,1145.0,1.16,89380800.0,0.0,,,,,,,,,725600.0,-95.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
MOTHERSON,153.67,1.37,126388650.0,0.25,,,,,,,,,1943400.0,-94.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
PIDILITIND,1636.9,1.07,7627500.0,-0.12,,,,,,,,,46500.0,-93.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
KALYANKJIL,621.0,1.17,23986800.0,-0.57,,,,,,,,,550800.0,-93.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
BAJAJFINSV,2073.8,1.85,8701800.0,0.22,,,,,,,,,254700.0,-94.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
SHREECEM,26380.0,3.21,356875.0,-0.23,,,,,,,,,14175.0,-93.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
UNIONBANK,174.01,1.17,119519250.0,0.1,,,,,,,,,703575.0,-93.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
BAJFINANCE,1174.0,2.55,60594750.0,0.83,,,,,,,,,1956750.0,-93.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
FORCEMOT,18409.0,2.33,262525.0,0.02,,,,,,,,,8925.0,-92.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
SAIL,171.9,1.52,180165100.0,0.01,,,,,,,,,1184400.0,-92.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum
LUPIN,2419.5,-0.38,6092375.0,0.26,,,,,,,,,71825.0,-89.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
BAJAJHLDNG,11356.0,-0.44,344175.0,1.03,,,,,,,,,10800.0,-89.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
CONCOR,528.7,0.65,21871250.0,0.07,,,,,,,,,101250.0,-89.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
EICHERMOT,7937.0,0.98,3992100.0,0.4,,,,,,,,,81500.0,-87.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
HINDUNILVR,2116.8,0.51,15016200.0,0.1,,,,,,,,,142200.0,-87.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
ICICIBANK,1441.6,0.79,105723800.0,-0.15,,,,,,,,,611100.0,-90.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
VOLTAS,1338.1,0.71,7065000.0,0.29,,,,,,,,,89625.0,-90.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
FINNIFTY,26865.0,0.7,31740.0,0.38,,,,,,,,,1440.0,-89.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
CANBK,125.94,0.53,397818000.0,0.08,,,,,,,,,1903500.0,-90.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
PNB,113.72,0.42,290816000.0,0.06,,,,,,,,,1856000.0,-90.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
BAJAJ-AUTO,11503.0,-0.37,1935900.0,0.32,,,,,,,,,26175.0,-90.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
CROMPTON,264.1,0.96,58976650.0,0.0,,,,,,,,,313900.0,-90.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
ICICIPRULI,519.95,0.54,18617475.0,0.05,,,,,,,,,71225.0,-91.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
PRESTIGE,1629.7,0.48,5049450.0,0.1,,,,,,,,,48150.0,-90.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
ONGC,241.85,-0.19,55221750.0,0.45,,,,,,,,,749250.0,-90.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
GLENMARK,2217.0,-1.1,11658375.0,1.16,,,,,,,,,459375.0,-64.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,Negative Price Momentum
NIFTY,24618.9,0.68,12714325.0,0.74,,,,,,,,,438815.0,-81.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
BANKNIFTY,57750.0,0.57,2132370.0,0.81,,,,,,,,,85890.0,-79.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,
MANAPPURAM,369.1,-1.18,54336000.0,1.91,,,,,,,,,2904000.0,-67.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,0,SELL,Negative Price Momentum
