Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Pattern_DNA,Pattern_ID,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target
DIVISLAB,8212.0,1.57,3746000.0,5.06,,,,,,,,,491200.0,-40.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,40,NEUTRAL,Positive Price Momentum; Fresh OI Buildup,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.57|OI:5.06|VOL:-40.02|FUT:nan,PDNA_94FE1991,75,HIGH,BUY,VALID BUY,MEDIUM,8212.0,8047.76,8540.48
CDSL,1350.7,1.17,10010150.0,0.89,,,,,,,,,526775.0,-63.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.17|OI:0.89|VOL:-63.89|FUT:nan,PDNA_B257EC3B,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1350.7,,
INDIGO,5340.0,2.86,5402400.0,0.19,,,,,,,,,213750.0,-70.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:2.86|OI:0.19|VOL:-70.27|FUT:nan,PDNA_54423F6E,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5340.0,,
BPCL,327.8,2.07,40815350.0,0.38,,,,,,,,,793950.0,-78.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:2.07|OI:0.38|VOL:-78.7|FUT:nan,PDNA_651D8FED,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,327.8,,
ICICIGI,1652.7,1.22,5154500.0,0.57,,,,,,,,,64350.0,-78.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.22|OI:0.57|VOL:-78.38|FUT:nan,PDNA_2172AB34,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1652.7,,
JINDALSTEL,1123.0,1.48,12891250.0,1.06,,,,,,,,,325625.0,-77.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.48|OI:1.06|VOL:-77.3|FUT:nan,PDNA_B70731A0,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1123.0,,
NYKAA,339.15,1.34,44981250.0,0.81,,,,,,,,,1009375.0,-80.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.34|OI:0.81|VOL:-80.68|FUT:nan,PDNA_2F42050A,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,339.15,,
NATIONALUM,355.0,1.17,46428750.0,0.58,,,,,,,,,1565625.0,-82.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.17|OI:0.58|VOL:-82.87|FUT:nan,PDNA_0DDC7B18,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,355.0,,
LTF,319.35,2.41,49362750.0,0.29,,,,,,,,,1413000.0,-83.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:2.41|OI:0.29|VOL:-83.29|FUT:nan,PDNA_72B40A8D,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,319.35,,
GODREJCP,1081.4,1.13,10632500.0,0.64,,,,,,,,,144500.0,-79.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_3_8_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,PAT:Fresh Long Buildup|SCR:|P:1.13|OI:0.64|VOL:-79.65|FUT:nan,PDNA_687CFC78,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1081.4,,
