Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
SOLARINDS,19765,-1.64,-1.64,-1.64,-1.64,-1.64,775100,1.03,1.03,,,,,,,,,84500,-48.51,-48.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
WIPRO,179.61,0.48,0.48,0.48,0.48,0.48,203052000,-0.48,-0.48,,,,,,,,,8199000,-49.58,-49.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
JIOFIN,244,-0.57,-0.57,-0.57,-0.57,-0.57,185433800,0.27,0.27,,,,,,,,,8586900,-49.94,-49.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
KPITTECH,592.15,-1.23,-1.23,-1.23,-1.23,-1.23,12535625,-0.22,-0.22,,,,,,,,,681225,-50.0,-50.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
CHOLAFIN,"1,862.5",-0.7,-0.7,-0.7,-0.7,-0.7,12458125,-0.23,-0.23,,,,,,,,,233125,-50.2,-50.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
JSWSTEEL,"1,277.1",0.5,0.5,0.5,0.5,0.5,39897900,0.12,0.12,,,,,,,,,751275,-50.25,-50.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
TATAELXSI,"3,653.7",-0.07,-0.07,-0.07,-0.07,-0.07,2119875,-1.31,-1.31,,,,,,,,,105375,-50.96,-50.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
POLYCAB,9145,0.15,0.15,0.15,0.15,0.15,2220250,-0.06,-0.06,,,,,,,,,278250,-51.14,-51.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ICICIBANK,"1,403.1",-0.86,-0.86,-0.86,-0.86,-0.86,82033000,-0.03,-0.03,,,,,,,,,4602500,-52.06,-52.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
TRENT,"2,964.2",0.31,0.31,0.31,0.31,0.31,10833525,-0.93,-0.93,,,,,,,,,313875,-52.11,-52.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BANKNIFTY,57227,-0.36,-0.36,-0.36,-0.36,-0.36,2109120,1.43,1.43,,,,,,,,,190620,-52.62,-52.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
LUPIN,"2,220.2",-0.43,-0.43,-0.43,-0.43,-0.43,8037600,0.04,0.04,,,,,,,,,233750,-52.75,-52.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
APOLLOHOSP,"8,822.5",-0.09,-0.09,-0.09,-0.09,-0.09,2139375,-0.37,-0.37,,,,,,,,,125375,-52.89,-52.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
TATASTEEL,184.69,-0.21,-0.21,-0.21,-0.21,-0.21,172515750,-0.12,-0.12,,,,,,,,,6732000,-53.18,-53.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
TATACONSUM,"1,067.5",0.14,0.14,0.14,0.14,0.14,15099150,0.15,0.15,,,,,,,,,208450,-53.21,-53.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
PAGEIND,35605,-2.13,-2.13,-2.13,-2.13,-2.13,253580,-0.88,-0.88,,,,,,,,,19080,-53.46,-53.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
PAYTM,1596,2.72,2.72,2.72,2.72,2.72,16927300,5.18,5.18,,,,,,,,,3312525,-54.16,-54.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
DELHIVERY,448.7,-0.62,-0.62,-0.62,-0.62,-0.62,24514050,-0.72,-0.72,,,,,,,,,1029200,-54.45,-54.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BIOCON,413.55,-1.47,-1.47,-1.47,-1.47,-1.47,48642500,-0.14,-0.14,,,,,,,,,1980000,-54.56,-54.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
NHPC,76.04,-0.37,-0.37,-0.37,-0.37,-0.37,129346450,0.15,0.15,,,,,,,,,5448800,-55.1,-55.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
LICHSGFIN,489.55,-0.65,-0.65,-0.65,-0.65,-0.65,31059000,-0.93,-0.93,,,,,,,,,1755000,-55.23,-55.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
COLPAL,"1,881.8",-1.25,-1.25,-1.25,-1.25,-1.25,5775000,4.16,4.16,,,,,,,,,462275,-55.68,-55.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
HAVELLS,"1,282.2",-0.69,-0.69,-0.69,-0.69,-0.69,8111500,1.36,1.36,,,,,,,,,482000,-55.9,-55.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
INDIGO,5162,-1.05,-1.05,-1.05,-1.05,-1.05,5334900,0.45,0.45,,,,,,,,,290850,-56.21,-56.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BSE,"3,377.9",1.77,1.77,1.77,1.77,1.77,10136400,-0.38,-0.38,,,,,,,,,1469600,-56.46,-56.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
M&M,"3,418.6",0.04,0.04,0.04,0.04,0.04,10355800,0.21,0.21,,,,,,,,,383800,-56.47,-56.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
DALBHARAT,"1,849.1",0.06,0.06,0.06,0.06,0.06,3238625,-0.75,-0.75,,,,,,,,,195650,-56.81,-56.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ADANIPORTS,1669,-1.03,-1.03,-1.03,-1.03,-1.03,17988250,-0.35,-0.35,,,,,,,,,583300,-56.97,-56.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ABCAPITAL,394.45,-1.95,-1.95,-1.95,-1.95,-1.95,40176000,0.96,0.96,,,,,,,,,2368400,-57.03,-57.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BPCL,307.65,-1.33,-1.33,-1.33,-1.33,-1.33,37264300,1.23,1.23,,,,,,,,,1621475,-57.22,-57.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ADANIPOWER,203.71,-1.46,-1.46,-1.46,-1.46,-1.46,156068650,-0.05,-0.05,,,,,,,,,7096450,-57.56,-57.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
TVSMOTOR,"4,372.6",0.48,0.48,0.48,0.48,0.48,7474775,0.04,0.04,,,,,,,,,244825,-57.77,-57.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
LTF,313.5,-3.79,-3.79,-3.79,-3.79,-3.79,43584750,2.38,2.38,,,,,,,,,7715250,-58.8,-58.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
DLF,670.7,0.16,0.16,0.16,0.16,0.16,48738800,1.41,1.41,,,,,,,,,3050450,-58.84,-58.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
NMDC,83.54,-0.72,-0.72,-0.72,-0.72,-0.72,331404750,0.33,0.33,,,,,,,,,7803000,-59.15,-59.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ASTRAL,"1,531.7",0.31,0.31,0.31,0.31,0.31,6660600,0.45,0.45,,,,,,,,,221000,-59.47,-59.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
SUNPHARMA,"1,891.5",0.47,0.47,0.47,0.47,0.47,13685000,0.5,0.5,,,,,,,,,575400,-60.08,-60.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
SBICARD,616.8,0.11,0.11,0.11,0.11,0.11,24516000,-0.42,-0.42,,,,,,,,,1157600,-60.1,-60.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
MPHASIS,"2,404.1",-1.82,-1.82,-1.82,-1.82,-1.82,4327950,-0.28,-0.28,,,,,,,,,217525,-60.47,-60.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
PGEL,596.75,-0.2,-0.2,-0.2,-0.2,-0.2,13172700,-0.25,-0.25,,,,,,,,,811300,-60.77,-60.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
KOTAKBANK,389.7,0.19,0.19,0.19,0.19,0.19,147472000,-0.09,-0.09,,,,,,,,,7720000,-61.39,-61.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
RBLBANK,382.15,-0.42,-0.42,-0.42,-0.42,-0.42,40338375,-0.22,-0.22,,,,,,,,,1444625,-61.76,-61.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ASHOKLEY,173.94,-1.42,-1.42,-1.42,-1.42,-1.42,130555000,0.19,0.19,,,,,,,,,7075000,-61.95,-61.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ULTRACEMCO,11495,-0.43,-0.43,-0.43,-0.43,-0.43,1613150,0.35,0.35,,,,,,,,,87500,-62.54,-62.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ONGC,242.26,1.31,1.31,1.31,1.31,1.31,51972750,-0.72,-0.72,,,,,,,,,3701250,-62.55,-62.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
INOXWIND,74.53,-0.57,-0.57,-0.57,-0.57,-0.57,109984000,1.51,1.51,,,,,,,,,7891200,-62.94,-62.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
TORNTPHARM,"4,972.5",-0.17,-0.17,-0.17,-0.17,-0.17,3649375,-0.75,-0.75,,,,,,,,,105125,-63.19,-63.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
JUBLFOOD,499.1,-0.86,-0.86,-0.86,-0.86,-0.86,25700000,0.46,0.46,,,,,,,,,1678750,-64.12,-64.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
EICHERMOT,8042,-0.19,-0.19,-0.19,-0.19,-0.19,3120000,0.38,0.38,,,,,,,,,140700,-64.35,-64.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
RECLTD,339.4,0.24,0.24,0.24,0.24,0.24,36906975,-0.88,-0.88,,,,,,,,,1856925,-64.7,-64.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
INDHOTEL,719.7,0.22,0.22,0.22,0.22,0.22,20578000,-0.49,-0.49,,,,,,,,,497000,-64.88,-64.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
DABUR,400.75,-0.56,-0.56,-0.56,-0.56,-0.56,26370000,0.19,0.19,,,,,,,,,758750,-65.41,-65.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
DRREDDY,"1,180.1",-0.04,-0.04,-0.04,-0.04,-0.04,15870000,-0.99,-0.99,,,,,,,,,965000,-65.65,-65.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
PNB,117.16,0.28,0.28,0.28,0.28,0.28,250440000,0.11,0.11,,,,,,,,,8048000,-65.68,-65.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
RELIANCE,"1,315.4",-0.39,-0.39,-0.39,-0.39,-0.39,103448000,0.69,0.69,,,,,,,,,3103000,-66.26,-66.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BDL,"1,363.4",-2.74,-2.74,-2.74,-2.74,-2.74,7246250,-0.22,-0.22,,,,,,,,,758200,-66.38,-66.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BOSCHLTD,48515,-0.52,-0.52,-0.52,-0.52,-0.52,221425,0.81,0.81,,,,,,,,,24775,-67.54,-67.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
MANAPPURAM,339.35,-1.79,-1.79,-1.79,-1.79,-1.79,67071000,-0.27,-0.27,,,,,,,,,381000,-67.77,-67.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
SONACOMS,826.95,-0.07,-0.07,-0.07,-0.07,-0.07,14176925,1.1,1.1,,,,,,,,,1276450,-68.0,-68.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
PRESTIGE,1578,-1.29,-1.29,-1.29,-1.29,-1.29,5766300,0.44,0.44,,,,,,,,,267750,-68.3,-68.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
DMART,"3,984.6",-0.09,-0.09,-0.09,-0.09,-0.09,4877100,-0.58,-0.58,,,,,,,,,167400,-69.09,-69.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
HAL,5037,-1.01,-1.01,-1.01,-1.01,-1.01,6177900,0.44,0.44,,,,,,,,,358800,-69.16,-69.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
OBEROIRLTY,"1,880.3",1,1,1,1,1,5474000,-0.89,-0.89,,,,,,,,,788200,-69.17,-69.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
TMPV,322.6,-0.46,-0.46,-0.46,-0.46,-0.46,79752000,-0.05,-0.05,,,,,,,,,2350400,-69.7,-69.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
AMBER,7311,-0.91,-0.91,-0.91,-0.91,-0.91,1414700,-0.4,-0.4,,,,,,,,,132300,-69.9,-69.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BEL,409.85,-0.81,-0.81,-0.81,-0.81,-0.81,86144100,-1.31,-1.31,,,,,,,,,4792275,-70.36,-70.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
UNITDSPR,"1,528.4",0.01,0.01,0.01,0.01,0.01,7143200,-0.16,-0.16,,,,,,,,,193600,-70.49,-70.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
HCLTECH,1310,0.39,0.39,0.39,0.39,0.39,25613200,-0.61,-0.61,,,,,,,,,626000,-70.54,-70.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
AXISBANK,"1,234.8",-1.1,-1.1,-1.1,-1.1,-1.1,81938750,0.35,0.35,,,,,,,,,2219375,-70.74,-70.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
PREMIERENE,"1,013.3",-0.25,-0.25,-0.25,-0.25,-0.25,7384000,-0.07,-0.07,,,,,,,,,174850,-70.86,-70.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
MUTHOOTFIN,2854,-1.71,-1.71,-1.71,-1.71,-1.71,7121400,0.85,0.85,,,,,,,,,239800,-70.95,-70.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ANGELONE,292.5,0.48,0.48,0.48,0.48,0.48,32287500,0.95,0.95,,,,,,,,,2602500,-71.0,-71.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
KEI,5715,-0.98,-0.98,-0.98,-0.98,-0.98,1613675,-0.32,-0.32,,,,,,,,,130200,-71.13,-71.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
CAMS,756.6,-0.39,-0.39,-0.39,-0.39,-0.39,7886175,0.61,0.61,,,,,,,,,286275,-71.32,-71.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
DIVISLAB,8520,-0.72,-0.72,-0.72,-0.72,-0.72,2520300,-0.1,-0.1,,,,,,,,,81100,-72.05,-72.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
UNIONBANK,186.6,-0.03,-0.03,-0.03,-0.03,-0.03,95712750,0.03,0.03,,,,,,,,,3256800,-72.99,-72.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
DIXON,14215,0.21,0.21,0.21,0.21,0.21,2397450,-0.33,-0.33,,,,,,,,,109050,-73.15,-73.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
JSWENERGY,541.15,-1.77,-1.77,-1.77,-1.77,-1.77,24987300,0.19,0.19,,,,,,,,,545025,-74.47,-74.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
RADICO,4675,-0.8,-0.8,-0.8,-0.8,-0.8,876000,1.72,1.72,,,,,,,,,87450,-74.51,-74.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BHARTIARTL,"1,931.7",-0.57,-0.57,-0.57,-0.57,-0.57,46791775,2.12,2.12,,,,,,,,,2050575,-75.66,-75.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
PHOENIXLTD,"1,920.4",-1.06,-1.06,-1.06,-1.06,-1.06,3916850,0.07,0.07,,,,,,,,,94150,-75.96,-75.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
LT,"4,038.1",-0.77,-0.77,-0.77,-0.77,-0.77,9905175,-0.14,-0.14,,,,,,,,,221725,-76.47,-76.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
IOC,137.4,-0.25,-0.25,-0.25,-0.25,-0.25,146025750,0.08,0.08,,,,,,,,,2320500,-77.18,-77.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
IDFCFIRSTB,85.62,0.68,0.68,0.68,0.68,0.68,320729500,-0.01,-0.01,,,,,,,,,9172975,-77.73,-77.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
GAIL,172.07,0.16,0.16,0.16,0.16,0.16,81646450,-0.07,-0.07,,,,,,,,,1838900,-78.11,-78.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
CANBK,128.85,-0.13,-0.13,-0.13,-0.13,-0.13,343750500,0.15,0.15,,,,,,,,,6871500,-78.62,-78.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
INDUSTOWER,372.3,-0.65,-0.65,-0.65,-0.65,-0.65,89088500,-0.2,-0.2,,,,,,,,,2346000,-79.41,-79.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
IDEA,13.97,-1.27,-1.27,-1.27,-1.27,-1.27,5478558750,-0.1,-0.1,,,,,,,,,198128700,-79.47,-79.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
APLAPOLLO,"2,114.8",-0.12,-0.12,-0.12,-0.12,-0.12,7193900,0.79,0.79,,,,,,,,,210000,-79.7,-79.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BAJAJFINSV,"2,002.1",-0.44,-0.44,-0.44,-0.44,-0.44,6587700,-0.05,-0.05,,,,,,,,,164100,-80.23,-80.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
AUROPHARMA,1631,-0.62,-0.62,-0.62,-0.62,-0.62,9182250,0.31,0.31,,,,,,,,,314600,-80.52,-80.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
MARUTI,13692,-0.46,-0.46,-0.46,-0.46,-0.46,1499200,0.07,0.07,,,,,,,,,72050,-80.53,-80.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
PATANJALI,349.4,-0.21,-0.21,-0.21,-0.21,-0.21,34854725,-0.69,-0.69,,,,,,,,,1288925,-80.78,-80.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
COCHINSHIP,"1,481.2",-0.88,-0.88,-0.88,-0.88,-0.88,4798000,0.7,0.7,,,,,,,,,166400,-81.31,-81.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
OIL,480.25,-0.46,-0.46,-0.46,-0.46,-0.46,15236200,0.89,0.89,,,,,,,,,501200,-82.0,-82.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
MFSL,"1,561.2",-1.2,-1.2,-1.2,-1.2,-1.2,9664000,0.05,0.05,,,,,,,,,177200,-82.03,-82.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BAJAJHLDNG,11318,0.39,0.39,0.39,0.39,0.39,336975,-0.38,-0.38,,,,,,,,,3900,-82.49,-82.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ICICIGI,"1,624.5",-0.54,-0.54,-0.54,-0.54,-0.54,5642325,0.17,0.17,,,,,,,,,70850,-84.29,-84.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
TIINDIA,"2,944.3",-0.81,-0.81,-0.81,-0.81,-0.81,2235600,-3.04,-3.04,,,,,,,,,242400,-84.49,-84.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
VMM,103.96,0,0,0,0,0,46977100,-0.24,-0.24,,,,,,,,,1057300,-85.94,-85.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
ASIANPAINT,"2,619.1",-0.31,-0.31,-0.31,-0.31,-0.31,7164000,-0.32,-0.32,,,,,,,,,182250,-86.06,-86.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
MAXHEALTH,"1,010.7",-0.46,-0.46,-0.46,-0.46,-0.46,11620350,-0.09,-0.09,,,,,,,,,267225,-90.0,-90.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
NIFTYFPI,1596,-,-,-,-,-,5500,-,-,,,,,,,,,5500,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
FOCIT,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
BANKEX,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_19_8_2026_112906.xlsx
