Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,OI Chg %,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
BHEL,410.45,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,81997125,0.2,0.2,0.2,0.2,0.2,,,,,,,,,498750,-97.14,-97.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PRESTIGE,"1,684.4",-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,5021550,0.29,0.29,0.29,0.29,0.29,,,,,,,,,40050,-97.19,-97.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BANDHANBNK,169.2,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,125884800,0.13,0.13,0.13,0.13,0.13,,,,,,,,,615600,-97.29,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BRITANNIA,5464,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,2024000,0.25,0.25,0.25,0.25,0.25,,,,,,,,,12125,-97.29,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SBILIFE,"1,903.2",0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,6992625,0.17,0.17,0.17,0.17,0.17,,,,,,,,,31500,-97.3,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
TORNTPHARM,"4,960.2",0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,4288875,0.11,0.11,0.11,0.11,0.11,,,,,,,,,19500,-97.32,-97.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
TATASTEEL,185.15,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,161403000,-0.12,-0.12,-0.12,-0.12,-0.12,,,,,,,,,987250,-97.33,-97.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SOLARINDS,18524,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,770000,0.02,0.02,0.02,0.02,0.02,,,,,,,,,4550,-97.34,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
TITAN,"4,851.4",-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,-0.31,5810700,0.04,0.04,0.04,0.04,0.04,,,,,,,,,48650,-97.34,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
APOLLOHOSP,8974,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,1930375,0.09,0.09,0.09,0.09,0.09,,,,,,,,,6375,-97.38,-97.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BAJAJ-AUTO,11486,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1934025,0.16,0.16,0.16,0.16,0.16,,,,,,,,,13875,-97.38,-97.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ABCAPITAL,396.75,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,33362200,0.17,0.17,0.17,0.17,0.17,,,,,,,,,322400,-97.4,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
MOTILALOFS,865,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,6968025,0.12,0.12,0.12,0.12,0.12,,,,,,,,,37200,-97.43,-97.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
TMPV,329.9,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,78694400,0.07,0.07,0.07,0.07,0.07,,,,,,,,,638400,-97.45,-97.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
VBL,439.3,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,57774075,0.09,0.09,0.09,0.09,0.09,,,,,,,,,1514700,-97.46,-97.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
IDFCFIRSTB,85.91,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,355584950,0.06,0.06,0.06,0.06,0.06,,,,,,,,,2151800,-97.48,-97.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SIEMENS,"3,619.3",0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,3640350,0.06,0.06,0.06,0.06,0.06,,,,,,,,,22225,-97.49,-97.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
IREDA,118.2,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,63607925,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,352950,-97.52,-97.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ADANIENT,"3,035.9",0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,16548804,0.2,0.2,0.2,0.2,0.2,,,,,,,,,91773,-97.53,-97.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PGEL,591.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,10082350,0.19,0.19,0.19,0.19,0.19,,,,,,,,,76950,-97.62,-97.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
MANAPPURAM,364.3,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,54342000,0.09,0.09,0.09,0.09,0.09,,,,,,,,,375000,-97.64,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
UNITDSPR,"1,521.5",0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,8163600,0.13,0.13,0.13,0.13,0.13,,,,,,,,,41200,-97.66,-97.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BIOCON,435.8,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,46712500,0.19,0.19,0.19,0.19,0.19,,,,,,,,,305000,-97.68,-97.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
GAIL,175.26,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,-0.58,77517800,0.46,0.46,0.46,0.46,0.46,,,,,,,,,621250,-97.68,-97.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
IRFC,88.28,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,81922925,-0.08,-0.08,-0.08,-0.08,-0.08,,,,,,,,,580475,-97.69,-97.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
JUBLFOOD,436.55,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,17235000,0.15,0.15,0.15,0.15,0.15,,,,,,,,,107500,-97.69,-97.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
INDIANB,841.55,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,12509000,0.13,0.13,0.13,0.13,0.13,,,,,,,,,68000,-97.7,-97.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
DELHIVERY,475.75,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,23356200,0.3,0.3,0.3,0.3,0.3,,,,,,,,,205425,-97.72,-97.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
HDFCAMC,"2,561.3",0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,6127500,0.05,0.05,0.05,0.05,0.05,,,,,,,,,25200,-97.72,-97.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
POLICYBZR,"1,611.9",1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,9390500,0.12,0.12,0.12,0.12,0.12,,,,,,,,,51100,-97.73,-97.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
FINNIFTY,"26,262.1",0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,25980,0,0,0,0,0,,,,,,,,,420,-97.78,-97.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BAJAJFINSV,"1,943.5",0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,8833800,0.01,0.01,0.01,0.01,0.01,,,,,,,,,33900,-97.81,-97.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
MUTHOOTFIN,3021,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,-0.41,6771600,0.19,0.19,0.19,0.19,0.19,,,,,,,,,36300,-97.82,-97.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
GODREJPROP,2155,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,7667725,0.37,0.37,0.37,0.37,0.37,,,,,,,,,62075,-97.83,-97.83,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
GRASIM,"3,144.3",0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,11928500,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,21000,-97.86,-97.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PREMIERENE,1031,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,6501300,0.04,0.04,0.04,0.04,0.04,,,,,,,,,22750,-97.87,-97.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
RELIANCE,"1,282.8",0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,105115000,0.19,0.19,0.19,0.19,0.19,,,,,,,,,555000,-97.89,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
INDUSTOWER,386,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,91307000,0.29,0.29,0.29,0.29,0.29,,,,,,,,,438600,-97.92,-97.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BSE,3499,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,8379600,0.03,0.03,0.03,0.03,0.03,,,,,,,,,76400,-97.94,-97.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BANKINDIA,137.44,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,99210800,0.23,0.23,0.23,0.23,0.23,,,,,,,,,551200,-97.96,-97.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SRF,"2,668.9",0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,4413400,0.09,0.09,0.09,0.09,0.09,,,,,,,,,19000,-97.97,-97.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
COLPAL,"2,143.6",-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,4257550,0.1,0.1,0.1,0.1,0.1,,,,,,,,,22275,-98.05,-98.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ADANIPOWER,210.75,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,152153000,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,816500,-98.06,-98.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
CDSL,1354,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,9433500,0.19,0.19,0.19,0.19,0.19,,,,,,,,,76000,-98.09,-98.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
NATIONALUM,335.4,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,43614375,0.18,0.18,0.18,0.18,0.18,,,,,,,,,255000,-98.09,-98.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SBIN,"1,023.9",0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,80762250,0.04,0.04,0.04,0.04,0.04,,,,,,,,,281250,-98.11,-98.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ASTRAL,"1,456.1",0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,7039700,-0.03,-0.03,-0.03,-0.03,-0.03,,,,,,,,,25500,-98.12,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
INDHOTEL,740.2,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,21433000,0.08,0.08,0.08,0.08,0.08,,,,,,,,,61000,-98.12,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
RECLTD,365.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,41748525,-0.08,-0.08,-0.08,-0.08,-0.08,,,,,,,,,182700,-98.12,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
GVT&D,"4,116.4",-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,2645250,0.22,0.22,0.22,0.22,0.22,,,,,,,,,22125,-98.14,-98.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ULTRACEMCO,12103,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1740800,0.05,0.05,0.05,0.05,0.05,,,,,,,,,7750,-98.14,-98.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
APLAPOLLO,"1,871.1",0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,4396350,0.1,0.1,0.1,0.1,0.1,,,,,,,,,15400,-98.16,-98.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BEL,390.55,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,99456450,0.41,0.41,0.41,0.41,0.41,,,,,,,,,775200,-98.18,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
CANBK,125.85,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,403582500,0.02,0.02,0.02,0.02,0.02,,,,,,,,,1485000,-98.18,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ITC,287.15,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,157437300,0.02,0.02,0.02,0.02,0.02,,,,,,,,,759000,-98.18,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SUPREMEIND,"3,435.8",0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,2266950,0.15,0.15,0.15,0.15,0.15,,,,,,,,,29225,-98.18,-98.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
CONCOR,526.7,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,22096250,0.08,0.08,0.08,0.08,0.08,,,,,,,,,171250,-98.24,-98.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
VOLTAS,"1,319.6",0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,7268250,0.07,0.07,0.07,0.07,0.07,,,,,,,,,26250,-98.24,-98.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
HINDALCO,948,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,52157700,-0.02,-0.02,-0.02,-0.02,-0.02,,,,,,,,,169400,-98.26,-98.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ADANIENSOL,"1,667.2",0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,19828800,0.1,0.1,0.1,0.1,0.1,,,,,,,,,108000,-98.28,-98.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SONACOMS,726,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,10800825,-0.22,-0.22,-0.22,-0.22,-0.22,,,,,,,,,72275,-98.28,-98.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PNBHOUSING,"1,072.3",0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7515300,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,52000,-98.29,-98.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SBICARD,656,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,-0.24,21728000,0.1,0.1,0.1,0.1,0.1,,,,,,,,,95200,-98.3,-98.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
JIOFIN,239.62,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,168645400,-0.13,-0.13,-0.13,-0.13,-0.13,,,,,,,,,740250,-98.32,-98.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
FORTIS,956.7,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,9039600,0.09,0.09,0.09,0.09,0.09,,,,,,,,,32550,-98.34,-98.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ONGC,239.98,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,53514000,0.13,0.13,0.13,0.13,0.13,,,,,,,,,317250,-98.34,-98.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PIDILITIND,"1,636.6",0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,7634500,0.08,0.08,0.08,0.08,0.08,,,,,,,,,27500,-98.35,-98.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
AMBER,7332,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1334300,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,,,,,8100,-98.36,-98.36,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
TRENT,"2,930.3",-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29,11288925,0.06,0.06,0.06,0.06,0.06,,,,,,,,,18675,-98.39,-98.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
RBLBANK,368.05,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,45361225,0.15,0.15,0.15,0.15,0.15,,,,,,,,,200025,-98.4,-98.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
NAM-INDIA,"1,151.8",0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,6958750,0.03,0.03,0.03,0.03,0.03,,,,,,,,,13125,-98.46,-98.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
GODFRYPHLP,"1,975.4",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2253625,0.47,0.47,0.47,0.47,0.47,,,,,,,,,34100,-98.47,-98.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
ANGELONE,304.75,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,26390000,-0.05,-0.05,-0.05,-0.05,-0.05,,,,,,,,,147500,-98.48,-98.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
JINDALSTEL,"1,072.8",1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,12794375,0.02,0.02,0.02,0.02,0.02,,,,,,,,,61250,-98.49,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
DMART,"3,820.2",-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,-0.47,5151000,0.35,0.35,0.35,0.35,0.35,,,,,,,,,53550,-98.51,-98.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BDL,"1,235.9",0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,7106000,0.25,0.25,0.25,0.25,0.25,,,,,,,,,38675,-98.55,-98.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
MAZDOCK,2310,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,4910625,0.13,0.13,0.13,0.13,0.13,,,,,,,,,20925,-98.56,-98.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
HINDZINC,532,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,28054950,-0.07,-0.07,-0.07,-0.07,-0.07,,,,,,,,,99225,-98.58,-98.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
MOTHERSON,149.03,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,128473500,0,0,0,0,0,,,,,,,,,448950,-98.59,-98.59,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
COALINDIA,405.75,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,74035350,0.1,0.1,0.1,0.1,0.1,,,,,,,,,338850,-98.62,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
OBEROIRLTY,"1,840.1",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,5502350,0.06,0.06,0.06,0.06,0.06,,,,,,,,,15400,-98.62,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
DABUR,430.5,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,29900000,0.01,0.01,0.01,0.01,0.01,,,,,,,,,112500,-98.67,-98.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BLUESTARCO,1660,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,3124550,0.03,0.03,0.03,0.03,0.03,,,,,,,,,9750,-98.68,-98.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
NYKAA,331.6,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,43715625,0.05,0.05,0.05,0.05,0.05,,,,,,,,,78125,-98.69,-98.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
PATANJALI,345.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,30197825,0.03,0.03,0.03,0.03,0.03,,,,,,,,,198875,-98.69,-98.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
INDUSINDBK,1003,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,35220500,0.05,0.05,0.05,0.05,0.05,,,,,,,,,81900,-98.7,-98.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
BOSCHLTD,41520,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,197875,0.08,0.08,0.08,0.08,0.08,,,,,,,,,550,-98.71,-98.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
TATAPOWER,374.15,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,64422050,0.13,0.13,0.13,0.13,0.13,,,,,,,,,424850,-98.72,-98.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
IEX,132.85,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,70635300,0.02,0.02,0.02,0.02,0.02,,,,,,,,,382800,-98.73,-98.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
SHREECEM,26850,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,313275,0.28,0.28,0.28,0.28,0.28,,,,,,,,,1175,-98.73,-98.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
LICI,424.5,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,18153800,0.14,0.14,0.14,0.14,0.14,,,,,,,,,56000,-98.74,-98.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
NBCC,95.45,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,100997000,0.12,0.12,0.12,0.12,0.12,,,,,,,,,377000,-98.74,-98.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
JSWSTEEL,"1,262.9",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,39112875,0.05,0.05,0.05,0.05,0.05,,,,,,,,,50625,-98.75,-98.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx
