Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target
PERSISTENT,5522.6,1.42,3586750.0,0.71,,,,,,,,,61250.0,-93.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5522.6,,
MPHASIS,2446.7,1.01,4217125.0,0.42,,,,,,,,,89925.0,-93.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2446.7,,
DIVISLAB,7535.0,1.06,3605900.0,0.36,,,,,,,,,37200.0,-93.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,7535.0,,
TATACONSUM,1100.0,1.01,15451700.0,0.01,,,,,,,,,30800.0,-99.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1100.0,,
IDEA,13.17,1.07,5926849950.0,0.01,,,,,,,,,8862900.0,-99.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,13.17,,
INOXWIND,77.69,1.81,105587200.0,0.2,,,,,,,,,1376000.0,-96.81,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,77.69,,
KAYNES,3293.6,1.61,3673050.0,0.04,,,,,,,,,43500.0,-95.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3293.6,,
MCX,2751.7,1.16,6950250.0,0.07,,,,,,,,,75825.0,-96.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2751.7,,
LTF,310.35,0.32,51693750.0,0.46,,,,,,,,,850500.0,-93.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,310.35,,
ICICIPRULI,514.25,0.3,19414825.0,0.22,,,,,,,,,130425.0,-93.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,514.25,,
BANKBARODA,242.45,0.96,131227200.0,0.14,,,,,,,,,1374750.0,-95.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,242.45,,
LODHA,1229.4,0.62,13763750.0,0.39,,,,,,,,,313750.0,-95.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1229.4,,
EICHERMOT,7848.5,0.82,3949400.0,0.13,,,,,,,,,32100.0,-93.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,7848.5,,
TMPV,329.9,1.13,78694400.0,0.07,,,,,,,,,638400.0,-97.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,329.9,,
POLICYBZR,1611.9,1.24,9390500.0,0.12,,,,,,,,,51100.0,-97.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1611.9,,
JINDALSTEL,1072.8,1.17,12794375.0,0.02,,,,,,,,,61250.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1072.8,,
VBL,439.3,1.62,57774075.0,0.09,,,,,,,,,1514700.0,-97.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,439.3,,
SOLARINDS,18524.0,1.02,770000.0,0.02,,,,,,,,,4550.0,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,18524.0,,
ABCAPITAL,396.75,1.06,33362200.0,0.17,,,,,,,,,322400.0,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,396.75,,
ETERNAL,309.95,0.23,155049650.0,1.13,,,,,,,,,5742400.0,-89.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,309.95,,
KALYANKJIL,613.75,0.78,25532550.0,1.89,,,,,,,,,1998000.0,-86.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,613.75,,
LUPIN,2434.0,0.98,5406850.0,0.74,,,,,,,,,103275.0,-89.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2434.0,,
ICICIBANK,1431.8,0.53,107559200.0,0.06,,,,,,,,,1183700.0,-94.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1431.8,,
AMBUJACEM,431.6,0.69,80630400.0,0.75,,,,,,,,,1298400.0,-94.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,431.6,,
SUZLON,48.73,0.81,444106300.0,0.87,,,,,,,,,17995900.0,-91.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,48.73,,
NIFTY,24262.7,0.68,13579345.0,0.06,,,,,,,,,618670.0,-88.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,24262.7,,
FEDERALBNK,359.25,0.45,88017500.0,0.03,,,,,,,,,492500.0,-95.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,359.25,,
MANKIND,2640.0,0.33,2680000.0,0.48,,,,,,,,,40250.0,-94.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2640.0,,
WIPRO,180.76,0.74,263811000.0,0.16,,,,,,,,,3612000.0,-93.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,180.76,,
AUROPHARMA,1571.0,0.98,10008350.0,0.02,,,,,,,,,72600.0,-95.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1571.0,,
DIXON,13819.0,0.68,2161850.0,0.21,,,,,,,,,13450.0,-96.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,13819.0,,
AUBANK,1056.9,0.5,22371000.0,0.08,,,,,,,,,103000.0,-96.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1056.9,,
ADANIPORTS,1792.0,0.37,19405175.0,0.13,,,,,,,,,151525.0,-96.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1792.0,,
FORCEMOT,17270.0,0.09,277075.0,0.5,,,,,,,,,3550.0,-96.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,17270.0,,
LAURUSLABS,1766.8,0.15,17162350.0,0.19,,,,,,,,,259250.0,-95.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1766.8,,
HDFCLIFE,562.4,0.36,41268700.0,0.43,,,,,,,,,283800.0,-96.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,562.4,,
MIDCPNIFTY,14699.25,0.59,1860480.0,0.03,,,,,,,,,26880.0,-95.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,14699.25,,
HCLTECH,1336.9,0.78,27530400.0,0.16,,,,,,,,,247200.0,-95.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1336.9,,
MARUTI,13769.0,0.41,2286450.0,0.33,,,,,,,,,26650.0,-95.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,13769.0,,
HEROMOTOCO,5232.9,0.95,4752300.0,0.21,,,,,,,,,42150.0,-95.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5232.9,,
GLENMARK,2214.3,0.78,11630625.0,0.12,,,,,,,,,90750.0,-96.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2214.3,,
ZYDUSLIFE,1114.0,0.78,9801900.0,0.22,,,,,,,,,54000.0,-96.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1114.0,,
INDUSTOWER,386.0,0.47,91307000.0,0.29,,,,,,,,,438600.0,-97.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,386.0,,
RELIANCE,1282.8,0.55,105115000.0,0.19,,,,,,,,,555000.0,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1282.8,,
BSE,3499.0,0.61,8379600.0,0.03,,,,,,,,,76400.0,-97.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3499.0,,
PREMIERENE,1031.0,0.88,6501300.0,0.04,,,,,,,,,22750.0,-97.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1031.0,,
CDSL,1354.0,0.04,9433500.0,0.19,,,,,,,,,76000.0,-98.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1354.0,,
SRF,2668.9,0.65,4413400.0,0.09,,,,,,,,,19000.0,-97.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2668.9,,
BANKINDIA,137.44,0.53,99210800.0,0.23,,,,,,,,,551200.0,-97.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,137.44,,
MOTILALOFS,865.0,0.38,6968025.0,0.12,,,,,,,,,37200.0,-97.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,865.0,,
PGEL,591.75,0.8,10082350.0,0.19,,,,,,,,,76950.0,-97.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,591.75,,
BIOCON,435.8,0.36,46712500.0,0.19,,,,,,,,,305000.0,-97.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,435.8,,
SBILIFE,1903.2,0.51,6992625.0,0.17,,,,,,,,,31500.0,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1903.2,,
APOLLOHOSP,8974.0,0.52,1930375.0,0.09,,,,,,,,,6375.0,-97.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,8974.0,,
BAJAJ-AUTO,11486.0,0.6,1934025.0,0.16,,,,,,,,,13875.0,-97.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,11486.0,,
BHEL,410.45,0.72,81997125.0,0.2,,,,,,,,,498750.0,-97.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,410.45,,
SIEMENS,3619.3,0.81,3640350.0,0.06,,,,,,,,,22225.0,-97.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3619.3,,
ADANIENT,3035.9,0.67,16548804.0,0.2,,,,,,,,,91773.0,-97.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3035.9,,
UNITDSPR,1521.5,0.22,8163600.0,0.13,,,,,,,,,41200.0,-97.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1521.5,,
MANAPPURAM,364.3,0.43,54342000.0,0.09,,,,,,,,,375000.0,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,364.3,,
TORNTPHARM,4960.2,0.78,4288875.0,0.11,,,,,,,,,19500.0,-97.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,4960.2,,
ALKEM,5712.0,0.68,1361500.0,0.1,,,,,,,,,5750.0,-96.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5712.0,,
BANDHANBNK,169.2,0.59,125884800.0,0.13,,,,,,,,,615600.0,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,169.2,,
BRITANNIA,5464.0,0.72,2024000.0,0.25,,,,,,,,,12125.0,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5464.0,,
CUMMINSIND,5492.0,0.01,3932400.0,0.42,,,,,,,,,32000.0,-96.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5492.0,,
CIPLA,1458.8,0.68,9828975.0,0.18,,,,,,,,,59075.0,-96.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1458.8,,
WAAREEENER,2711.3,0.32,7007000.0,0.35,,,,,,,,,55475.0,-96.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2711.3,,
POLYCAB,9180.0,0.23,2293250.0,0.18,,,,,,,,,19625.0,-96.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,9180.0,,
PNB,112.37,0.23,295056000.0,0.07,,,,,,,,,1464000.0,-97.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,112.37,,
SHRIRAMFIN,1047.1,0.24,27647400.0,0.16,,,,,,,,,202950.0,-97.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1047.1,,
DLF,668.15,0.23,47505700.0,0.2,,,,,,,,,351500.0,-97.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,668.15,,
NAUKRI,1250.85,0.83,14616800.0,0.3,,,,,,,,,133100.0,-97.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1250.85,,
HYUNDAI,2005.7,0.26,3945700.0,0.06,,,,,,,,,4125.0,-99.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2005.7,,
PIIND,2724.9,0.51,2752400.0,0.01,,,,,,,,,3500.0,-99.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2724.9,,
MFSL,1513.5,0.05,9236400.0,0.04,,,,,,,,,10400.0,-99.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1513.5,,
ICICIGI,1690.8,0.06,5074550.0,0.03,,,,,,,,,3250.0,-99.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1690.8,,
GODREJCP,1076.5,0.66,10142000.0,0.01,,,,,,,,,6000.0,-99.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1076.5,,
HAL,4614.0,0.21,5031150.0,0.07,,,,,,,,,10500.0,-99.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,4614.0,,
