Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target,Replay Eligible,Filter Reason,High,Low,Close,Outcome,Outcome Reason,Exit Price,Points,Return %
POLICYBZR,1611.9,1.24,9390500.0,0.12,,,,,,,,,51100.0,-97.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1611.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
JINDALSTEL,1072.8,1.17,12794375.0,0.02,,,,,,,,,61250.0,-98.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1072.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
VBL,439.3,1.62,57774075.0,0.09,,,,,,,,,1514700.0,-97.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,439.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SOLARINDS,18524.0,1.02,770000.0,0.02,,,,,,,,,4550.0,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,18524.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ABCAPITAL,396.75,1.06,33362200.0,0.17,,,,,,,,,322400.0,-97.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,396.75,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ETERNAL,309.95,0.23,155049650.0,1.13,,,,,,,,,5742400.0,-89.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,309.95,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
KALYANKJIL,613.75,0.78,25532550.0,1.89,,,,,,,,,1998000.0,-86.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,613.75,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
LUPIN,2434.0,0.98,5406850.0,0.74,,,,,,,,,103275.0,-89.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2434.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ICICIBANK,1431.8,0.53,107559200.0,0.06,,,,,,,,,1183700.0,-94.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1431.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
AMBUJACEM,431.6,0.69,80630400.0,0.75,,,,,,,,,1298400.0,-94.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,431.6,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SUZLON,48.73,0.81,444106300.0,0.87,,,,,,,,,17995900.0,-91.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,48.73,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NIFTY,24262.7,0.68,13579345.0,0.06,,,,,,,,,618670.0,-88.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,24262.7,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
FEDERALBNK,359.25,0.45,88017500.0,0.03,,,,,,,,,492500.0,-95.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,359.25,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
MANKIND,2640.0,0.33,2680000.0,0.48,,,,,,,,,40250.0,-94.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2640.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
WIPRO,180.76,0.74,263811000.0,0.16,,,,,,,,,3612000.0,-93.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,180.76,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
AUROPHARMA,1571.0,0.98,10008350.0,0.02,,,,,,,,,72600.0,-95.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1571.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
DIXON,13819.0,0.68,2161850.0,0.21,,,,,,,,,13450.0,-96.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,13819.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
AUBANK,1056.9,0.5,22371000.0,0.08,,,,,,,,,103000.0,-96.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1056.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ADANIPORTS,1792.0,0.37,19405175.0,0.13,,,,,,,,,151525.0,-96.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1792.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
FORCEMOT,17270.0,0.09,277075.0,0.5,,,,,,,,,3550.0,-96.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,17270.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
LAURUSLABS,1766.8,0.15,17162350.0,0.19,,,,,,,,,259250.0,-95.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1766.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HDFCLIFE,562.4,0.36,41268700.0,0.43,,,,,,,,,283800.0,-96.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,562.4,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
MIDCPNIFTY,14699.25,0.59,1860480.0,0.03,,,,,,,,,26880.0,-95.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,14699.25,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HCLTECH,1336.9,0.78,27530400.0,0.16,,,,,,,,,247200.0,-95.73,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1336.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
MARUTI,13769.0,0.41,2286450.0,0.33,,,,,,,,,26650.0,-95.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,13769.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HEROMOTOCO,5232.9,0.95,4752300.0,0.21,,,,,,,,,42150.0,-95.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5232.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
GLENMARK,2214.3,0.78,11630625.0,0.12,,,,,,,,,90750.0,-96.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2214.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ZYDUSLIFE,1114.0,0.78,9801900.0,0.22,,,,,,,,,54000.0,-96.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1114.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
INDUSTOWER,386.0,0.47,91307000.0,0.29,,,,,,,,,438600.0,-97.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,386.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
RELIANCE,1282.8,0.55,105115000.0,0.19,,,,,,,,,555000.0,-97.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1282.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BSE,3499.0,0.61,8379600.0,0.03,,,,,,,,,76400.0,-97.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3499.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
PREMIERENE,1031.0,0.88,6501300.0,0.04,,,,,,,,,22750.0,-97.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1031.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
CDSL,1354.0,0.04,9433500.0,0.19,,,,,,,,,76000.0,-98.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1354.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SRF,2668.9,0.65,4413400.0,0.09,,,,,,,,,19000.0,-97.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2668.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BANKINDIA,137.44,0.53,99210800.0,0.23,,,,,,,,,551200.0,-97.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,137.44,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
MOTILALOFS,865.0,0.38,6968025.0,0.12,,,,,,,,,37200.0,-97.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,865.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
PGEL,591.75,0.8,10082350.0,0.19,,,,,,,,,76950.0,-97.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,591.75,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BIOCON,435.8,0.36,46712500.0,0.19,,,,,,,,,305000.0,-97.68,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,435.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SBILIFE,1903.2,0.51,6992625.0,0.17,,,,,,,,,31500.0,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1903.2,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
APOLLOHOSP,8974.0,0.52,1930375.0,0.09,,,,,,,,,6375.0,-97.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,8974.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BAJAJ-AUTO,11486.0,0.6,1934025.0,0.16,,,,,,,,,13875.0,-97.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,11486.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BHEL,410.45,0.72,81997125.0,0.2,,,,,,,,,498750.0,-97.14,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,410.45,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SIEMENS,3619.3,0.81,3640350.0,0.06,,,,,,,,,22225.0,-97.49,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3619.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ADANIENT,3035.9,0.67,16548804.0,0.2,,,,,,,,,91773.0,-97.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3035.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
UNITDSPR,1521.5,0.22,8163600.0,0.13,,,,,,,,,41200.0,-97.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1521.5,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
MANAPPURAM,364.3,0.43,54342000.0,0.09,,,,,,,,,375000.0,-97.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,364.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
TORNTPHARM,4960.2,0.78,4288875.0,0.11,,,,,,,,,19500.0,-97.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,4960.2,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ALKEM,5712.0,0.68,1361500.0,0.1,,,,,,,,,5750.0,-96.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5712.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BANDHANBNK,169.2,0.59,125884800.0,0.13,,,,,,,,,615600.0,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,169.2,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BRITANNIA,5464.0,0.72,2024000.0,0.25,,,,,,,,,12125.0,-97.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5464.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
CUMMINSIND,5492.0,0.01,3932400.0,0.42,,,,,,,,,32000.0,-96.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5492.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
CIPLA,1458.8,0.68,9828975.0,0.18,,,,,,,,,59075.0,-96.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1458.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
WAAREEENER,2711.3,0.32,7007000.0,0.35,,,,,,,,,55475.0,-96.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2711.3,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
POLYCAB,9180.0,0.23,2293250.0,0.18,,,,,,,,,19625.0,-96.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,9180.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
PNB,112.37,0.23,295056000.0,0.07,,,,,,,,,1464000.0,-97.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,112.37,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
SHRIRAMFIN,1047.1,0.24,27647400.0,0.16,,,,,,,,,202950.0,-97.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1047.1,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
DLF,668.15,0.23,47505700.0,0.2,,,,,,,,,351500.0,-97.07,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,668.15,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NAUKRI,1250.85,0.83,14616800.0,0.3,,,,,,,,,133100.0,-97.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1250.85,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HYUNDAI,2005.7,0.26,3945700.0,0.06,,,,,,,,,4125.0,-99.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2005.7,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
PIIND,2724.9,0.51,2752400.0,0.01,,,,,,,,,3500.0,-99.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2724.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
MFSL,1513.5,0.05,9236400.0,0.04,,,,,,,,,10400.0,-99.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1513.5,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ICICIGI,1690.8,0.06,5074550.0,0.03,,,,,,,,,3250.0,-99.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1690.8,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
GODREJCP,1076.5,0.66,10142000.0,0.01,,,,,,,,,6000.0,-99.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1076.5,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HAL,4614.0,0.21,5031150.0,0.07,,,,,,,,,10500.0,-99.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,4614.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
OIL,446.0,0.34,15894200.0,0.13,,,,,,,,,53200.0,-99.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,446.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
BAJAJHLDNG,10866.0,0.13,323175.0,0.05,,,,,,,,,300.0,-99.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,10866.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NHPC,78.63,0.55,124995750.0,0.05,,,,,,,,,166800.0,-99.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,78.63,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
JSWENERGY,551.9,0.73,24809925.0,0.05,,,,,,,,,38700.0,-99.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,551.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
YESBANK,22.99,0.44,1198749500.0,0.06,,,,,,,,,3918600.0,-99.02,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,22.99,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NESTLEIND,1503.1,0.58,9857500.0,0.15,,,,,,,,,46500.0,-98.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1503.1,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
HAVELLS,1237.9,0.28,9506500.0,0.09,,,,,,,,,23500.0,-98.86,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1237.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
NTPC,346.25,0.28,99696000.0,0.06,,,,,,,,,303000.0,-98.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,346.25,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
UNIONBANK,169.45,0.14,120329025.0,0.08,,,,,,,,,336300.0,-98.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,169.45,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
JSWSTEEL,1262.9,0.85,39112875.0,0.05,,,,,,,,,50625.0,-98.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1262.9,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
ADANIGREEN,1388.0,0.33,26125800.0,0.09,,,,,,,,,69600.0,-98.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1388.0,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
KOTAKBANK,389.1,0.46,179570000.0,0.01,,,,,,,,,232000.0,-98.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,389.1,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
PFC,418.7,0.3,46335900.0,0.05,,,,,,,,,83200.0,-99.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_29_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,418.7,,,False,Non actionable signal,,,,FILTERED,Non actionable signal,,0.0,0.0
