Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg %,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price Chg %,Volume Chg %,OI Chg %,Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI chg,OI Chg (Value),Volume,Volume Chg %
VMM,,,,,,0.09,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,110.0,0.08,,0.51,,,,,,,,,,,,,,,,,,,,8455.0,-7.0,-0.08,110.0,444.0,0.0,170.0,0.0,0.0,SC,,,,,,,,,,,,,,,,
SWIGGY,,,,,,10.64,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,279.97,3.95,,0.83,,,,,,,,,,,,,,,,,,,,30713.0,1128.0,3.81,280.0,1471.0,645.0,234.0,81.0,-0.01,LB,,,,,,,,,,,,,,,,
ITC,,,,,,3.95,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,289.7,1.38,,0.84,,,,,,,,,,,,,,,,,,,,91072.0,-182.0,-0.2,290.0,5287.0,-392.0,2994.0,121.0,-0.1,SC,,,,,,,,,,,,,,,,
TMPV,,,,,,2.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,329.0,0.86,,0.94,,,,,,,,,,,,,,,,,,,,49300.0,152.0,0.31,330.0,2049.0,34.0,1733.0,66.0,-0.3,LB,,,,,,,,,,,,,,,,
SUNPHARMA,,,,,,8.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1993.8,0.45,,0.9,,,,,,,,,,,,,,,,,,,,40623.0,26.0,0.06,2000.0,1972.0,-112.0,784.0,17.0,-0.31,LB,,,,,,,,,,,,,,,,
SBILIFE,,,,,,0.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1893.9,0.02,,0.84,,,,,,,,,,,,,,,,,,,,18693.0,77.0,0.41,1900.0,512.0,9.0,161.0,25.0,-0.32,LB,,,,,,,,,,,,,,,,
BAJAJHLDNG,,,,,,98.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,10950.0,0.9,,0.49,,,,,,,,,,,,,,,,,,,,4328.0,21.0,0.49,11000.0,147.0,2.0,0.0,,-0.45,LB,,,,,,,,,,,,,,,,
HYUNDAI,,,,,,-9.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1991.0,-0.47,,0.79,,,,,,,,,,,,,,,,,,,,14328.0,-12.0,-0.08,2000.0,1635.0,87.0,528.0,3.0,-0.45,LU,,,,,,,,,,,,,,,,
JIOFIN,,,,,,0.91,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,238.9,0.38,,0.68,,,,,,,,,,,,,,,,,,,,71746.0,-114.0,-0.16,240.0,4063.0,122.0,1915.0,38.0,-0.46,SC,,,,,,,,,,,,,,,,
APOLLOHOSP,,,,,,30.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,8958.0,0.34,,0.69,,,,,,,,,,,,,,,,,,,,15449.0,20.0,0.13,9000.0,425.0,80.0,80.0,12.0,-0.47,LB,,,,,,,,,,,,,,,,
POWERINDIA,,,,,,-420.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,30830.0,-1.34,,0.99,,,,,,,,,,,,,,,,,,,,20787.0,220.0,1.07,31000.0,941.0,66.0,810.0,38.0,-0.55,SB,,,,,,,,,,,,,,,,
PRESTIGE,,,,,,-2.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1689.9,-0.12,,0.58,,,,,,,,,,,,,,,,,,,,11148.0,21.0,0.19,1700.0,222.0,36.0,107.0,40.0,-0.59,SB,,,,,,,,,,,,,,,,
LT,,,,,,124.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,3976.0,3.24,,0.91,,,,,,,,,,,,,,,,,,,,70795.0,-1583.0,-2.19,4000.0,6459.0,814.0,2844.0,126.0,-0.6,SC,,,,,,,,,,,,,,,,
SENSEX,,,,,,520.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,77500.0,0.68,,1.22,,,,,,,,,,,,,,,,,,,,1219.0,-92.0,-7.02,78000.0,99355.0,37577.0,11906.0,8270.0,-0.64,SC,,,,,,,,,,,,,,,,
HINDPETRO,,,,,,-4.95,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,397.2,-1.23,,0.93,,,,,,,,,,,,,,,,,,,,20514.0,106.0,0.52,400.0,941.0,19.0,654.0,10.0,-0.7,SB,,,,,,,,,,,,,,,,
LAURUSLABS,,,,,,22.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1787.0,1.3,,0.79,,,,,,,,,,,,,,,,,,,,20320.0,168.0,0.83,1800.0,1532.0,283.0,235.0,56.0,-0.72,LB,,,,,,,,,,,,,,,,
FINNIFTY,,,,,,91.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,26285.7,0.35,,1.21,,,,,,,,,,,,,,,,,,,,431.0,-2.0,-0.46,26500.0,197.0,77.0,180.0,111.0,-0.81,SC,,,,,,,,,,,,,,,,
PETRONET,,,,,,-1.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,277.65,-0.57,,1.31,,,,,,,,,,,,,,,,,,,,16415.0,14.0,0.09,280.0,946.0,15.0,622.0,-5.0,-0.84,SB,,,,,,,,,,,,,,,,
BHEL,,,,,,-1.25,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,406.25,-0.31,,0.58,,,,,,,,,,,,,,,,,,,,31288.0,113.0,0.36,410.0,1319.0,87.0,502.0,22.0,-0.91,SB,,,,,,,,,,,,,,,,
RBLBANK,,,,,,0.35,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,366.55,0.1,,0.79,,,,,,,,,,,,,,,,,,,,14309.0,44.0,0.31,370.0,371.0,17.0,204.0,-6.0,-0.93,LB,,,,,,,,,,,,,,,,
ASHOKLEY,,,,,,-0.15,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,158.4,-0.09,,0.99,,,,,,,,,,,,,,,,,,,,29342.0,165.0,0.57,160.0,1281.0,79.0,786.0,18.0,-1.0,SB,,,,,,,,,,,,,,,,
BHARATFORG,,,,,,3.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,2178.1,0.14,,0.85,,,,,,,,,,,,,,,,,,,,14896.0,79.0,0.53,2200.0,556.0,13.0,252.0,1.0,-1.0,LB,,,,,,,,,,,,,,,,
PATANJALI,,,,,,2.05,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,346.45,0.6,,0.66,,,,,,,,,,,,,,,,,,,,28052.0,-31.0,-0.11,350.0,1631.0,89.0,1076.0,8.0,-1.01,SC,,,,,,,,,,,,,,,,
ADANIGREEN,,,,,,1.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1385.1,0.12,,0.59,,,,,,,,,,,,,,,,,,,,43619.0,115.0,0.26,1400.0,2683.0,86.0,1436.0,22.0,-1.06,LB,,,,,,,,,,,,,,,,
INDHOTEL,,,,,,4.05,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,741.7,0.55,,0.84,,,,,,,,,,,,,,,,,,,,21436.0,21.0,0.1,750.0,485.0,-14.0,0.0,,-1.11,LB,,,,,,,,,,,,,,,,
RELIANCE,,,,,,9.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1285.1,0.73,,0.9,,,,,,,,,,,,,,,,,,,,210814.0,979.0,0.47,1300.0,14069.0,244.0,10071.0,0.0,-1.15,LB,,,,,,,,,,,,,,,,
MCX,,,,,,44.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,2765.0,1.65,,0.9,,,,,,,,,,,,,,,,,,,,30912.0,43.0,0.14,2800.0,2655.0,-95.0,1802.0,23.0,-1.25,LB,,,,,,,,,,,,,,,,
PAGEIND,,,,,,-25.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,40475.0,-0.06,,0.64,,,,,,,,,,,,,,,,,,,,12315.0,23.0,0.19,41000.0,208.0,1.0,0.0,,-1.28,SB,,,,,,,,,,,,,,,,
ICICIPRULI,,,,,,0.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,513.2,0.1,,0.72,,,,,,,,,,,,,,,,,,,,20993.0,51.0,0.24,520.0,533.0,1.0,84.0,17.0,-1.31,LB,,,,,,,,,,,,,,,,
BANKNIFTY,,,,,,205.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,57214.0,0.36,,0.86,,,,,,,,,,,,,,,,,,,,72188.0,76.0,0.11,58000.0,60559.0,676.0,40817.0,-84.0,-1.36,LB,,,,,,,,,,,,,,,,
BOSCHLTD,,,,,,105.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,41415.0,0.25,,0.94,,,,,,,,,,,,,,,,,,,,7929.0,20.0,0.25,42000.0,293.0,5.0,0.0,,-1.39,LB,,,,,,,,,,,,,,,,
DRREDDY,,,,,,-6.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1134.0,-0.57,,0.74,,,,,,,,,,,,,,,,,,,,21918.0,148.0,0.68,1150.0,1720.0,37.0,1242.0,3.0,-1.39,SB,,,,,,,,,,,,,,,,
UNOMINDA,,,,,,12.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1182.5,1.03,,0.62,,,,,,,,,,,,,,,,,,,,8513.0,32.0,0.38,1200.0,586.0,16.0,0.0,,-1.46,LB,,,,,,,,,,,,,,,,
NTPC,,,,,,-0.45,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,344.85,-0.13,,0.86,,,,,,,,,,,,,,,,,,,,66465.0,41.0,0.06,350.0,2085.0,93.0,1073.0,4.0,-1.47,SB,,,,,,,,,,,,,,,,
BRITANNIA,,,,,,91.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,5516.5,1.69,,0.7,,,,,,,,,,,,,,,,,,,,16211.0,60.0,0.37,5600.0,705.0,417.0,0.0,,-1.49,LB,,,,,,,,,,,,,,,,
OIL,,,,,,-1.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,443.3,-0.27,,0.75,,,,,,,,,,,,,,,,,,,,11363.0,25.0,0.22,450.0,377.0,5.0,345.0,1.0,-1.49,SB,,,,,,,,,,,,,,,,
ABCAPITAL,,,,,,1.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,394.0,0.36,,0.89,,,,,,,,,,,,,,,,,,,,10796.0,52.0,0.48,400.0,408.0,-3.0,265.0,7.0,-1.5,LB,,,,,,,,,,,,,,,,
IRFC,,,,,,1.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,88.65,1.37,,0.98,,,,,,,,,,,,,,,,,,,,15038.0,-75.0,-0.5,90.0,1952.0,45.0,2053.0,-12.0,-1.5,SC,,,,,,,,,,,,,,,,
SONACOMS,,,,,,1.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,718.85,0.24,,0.53,,,,,,,,,,,,,,,,,,,,8794.0,-42.0,-0.48,730.0,310.0,9.0,0.0,,-1.53,SC,,,,,,,,,,,,,,,,
AUROPHARMA,,,,,,19.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1575.0,1.24,,0.82,,,,,,,,,,,,,,,,,,,,18221.0,27.0,0.15,1600.0,818.0,-9.0,0.0,,-1.56,LB,,,,,,,,,,,,,,,,
LTM,,,,,,91.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,4428.6,2.12,,0.75,,,,,,,,,,,,,,,,,,,,19596.0,180.0,0.93,4500.0,562.0,50.0,72.0,-1.0,-1.59,LB,,,,,,,,,,,,,,,,
KEI,,,,,,-33.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,4821.5,-0.69,,0.73,,,,,,,,,,,,,,,,,,,,11637.0,9.0,0.08,4900.0,312.0,12.0,0.0,,-1.6,SB,,,,,,,,,,,,,,,,
HINDALCO,,,,,,1.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,944.1,0.19,,0.88,,,,,,,,,,,,,,,,,,,,74503.0,-22.0,-0.03,960.0,1762.0,36.0,1170.0,24.0,-1.66,SC,,,,,,,,,,,,,,,,
RVNL,,,,,,3.64,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,226.18,1.64,,0.92,,,,,,,,,,,,,,,,,,,,17664.0,-95.0,-0.53,230.0,985.0,261.0,308.0,4.0,-1.66,SC,,,,,,,,,,,,,,,,
GODREJCP,,,,,,12.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1081.6,1.14,,0.57,,,,,,,,,,,,,,,,,,,,20272.0,-10.0,-0.05,1100.0,360.0,19.0,69.0,9.0,-1.67,SC,,,,,,,,,,,,,,,,
NHPC,,,,,,0.45,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,78.65,0.58,,0.77,,,,,,,,,,,,,,,,,,,,17964.0,-12.0,-0.07,80.0,777.0,41.0,351.0,0.0,-1.69,SC,,,,,,,,,,,,,,,,
POWERGRID,,,,,,-1.15,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,285.0,-0.4,,1.01,,,,,,,,,,,,,,,,,,,,22225.0,57.0,0.26,290.0,1820.0,29.0,1020.0,-4.0,-1.72,SB,,,,,,,,,,,,,,,,
AMBER,,,,,,129.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,7370.0,1.79,,0.91,,,,,,,,,,,,,,,,,,,,13361.0,6.0,0.04,7500.0,1610.0,252.0,924.0,0.0,-1.73,LB,,,,,,,,,,,,,,,,
ICICIBANK,,,,,,0.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1424.9,0.05,,0.63,,,,,,,,,,,,,,,,,,,,153673.0,102.0,0.07,1450.0,3682.0,-44.0,1528.0,-43.0,-1.73,LB,,,,,,,,,,,,,,,,
TORNTPHARM,,,,,,-10.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,4912.0,-0.2,,0.58,,,,,,,,,,,,,,,,,,,,34399.0,126.0,0.37,5000.0,1521.0,64.0,556.0,18.0,-1.76,SB,,,,,,,,,,,,,,,,
BANKINDIA,,,,,,0.8,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,137.51,0.59,,0.8,,,,,,,,,,,,,,,,,,,,19113.0,77.0,0.4,140.0,1247.0,53.0,930.0,31.0,-1.78,LB,,,,,,,,,,,,,,,,
IREDA,,,,,,0.46,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,117.86,0.39,,0.92,,,,,,,,,,,,,,,,,,,,14091.0,30.0,0.21,120.0,838.0,7.0,780.0,13.0,-1.78,LB,,,,,,,,,,,,,,,,
COLPAL,,,,,,8.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,2159.5,0.4,,0.71,,,,,,,,,,,,,,,,,,,,15545.0,79.0,0.51,2200.0,692.0,74.0,146.0,3.0,-1.84,LB,,,,,,,,,,,,,,,,
MARUTI,,,,,,30.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,13743.0,0.22,,0.62,,,,,,,,,,,,,,,,,,,,45763.0,184.0,0.4,14000.0,4083.0,224.0,708.0,28.0,-1.84,LB,,,,,,,,,,,,,,,,
HDFCAMC,,,,,,4.3,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,2549.1,0.17,,0.76,,,,,,,,,,,,,,,,,,,,20436.0,22.0,0.11,2600.0,964.0,27.0,549.0,-1.0,-1.96,LB,,,,,,,,,,,,,,,,
ASIANPAINT,,,,,,-10.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,2744.7,-0.36,,0.84,,,,,,,,,,,,,,,,,,,,30081.0,90.0,0.3,2800.0,2041.0,201.0,290.0,-2.0,-1.98,SB,,,,,,,,,,,,,,,,
EICHERMOT,,,,,,48.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,7833.5,0.62,,1.06,,,,,,,,,,,,,,,,,,,,39474.0,30.0,0.08,8000.0,2114.0,53.0,266.0,3.0,-2.08,LB,,,,,,,,,,,,,,,,
ADANIENSOL,,,,,,8.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1664.3,0.49,,0.51,,,,,,,,,,,,,,,,,,,,29453.0,107.0,0.36,1700.0,1247.0,3.0,292.0,0.0,-2.1,LB,,,,,,,,,,,,,,,,
GRASIM,,,,,,8.2,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,3128.0,0.26,,0.55,,,,,,,,,,,,,,,,,,,,47722.0,-1.0,0.0,3200.0,703.0,361.0,46.0,20.0,-2.25,-,,,,,,,,,,,,,,,,
MARICO,,,,,,-5.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,879.2,-0.62,,0.39,,,,,,,,,,,,,,,,,,,,11860.0,223.0,1.92,900.0,757.0,298.0,90.0,50.0,-2.31,SB,,,,,,,,,,,,,,,,
MOTHERSON,,,,,,-2.26,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,146.46,-1.52,,0.81,,,,,,,,,,,,,,,,,,,,20900.0,10.0,0.05,150.0,617.0,54.0,275.0,-2.0,-2.36,SB,,,,,,,,,,,,,,,,
CIPLA,,,,,,14.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1463.3,0.99,,0.9,,,,,,,,,,,,,,,,,,,,23144.0,59.0,0.26,1500.0,1459.0,161.0,179.0,0.0,-2.45,LB,,,,,,,,,,,,,,,,
BSE,,,,,,32.1,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,3510.0,0.92,,0.84,,,,,,,,,,,,,,,,,,,,41912.0,25.0,0.06,3600.0,3425.0,242.0,2082.0,1.0,-2.5,LB,,,,,,,,,,,,,,,,
NAUKRI,,,,,,26.55,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1267.1,2.14,,0.53,,,,,,,,,,,,,,,,,,,,26743.0,246.0,0.93,1300.0,594.0,-53.0,58.0,1.0,-2.53,LB,,,,,,,,,,,,,,,,
PFC,,,,,,1.65,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,419.1,0.4,,0.75,,,,,,,,,,,,,,,,,,,,35684.0,58.0,0.16,430.0,1156.0,146.0,321.0,1.0,-2.53,LB,,,,,,,,,,,,,,,,
MUTHOOTFIN,,,,,,-12.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,3020.8,-0.42,,0.61,,,,,,,,,,,,,,,,,,,,24642.0,65.0,0.26,3100.0,1540.0,5.0,253.0,0.0,-2.55,SB,,,,,,,,,,,,,,,,
SUPREMEIND,,,,,,-5.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,3409.8,-0.17,,0.88,,,,,,,,,,,,,,,,,,,,12905.0,-29.0,-0.22,3500.0,1189.0,19.0,439.0,4.0,-2.58,LU,,,,,,,,,,,,,,,,
GAIL,,,,,,-0.99,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,175.29,-0.56,,0.68,,,,,,,,,,,,,,,,,,,,21879.0,142.0,0.65,180.0,1550.0,263.0,257.0,5.0,-2.62,SB,,,,,,,,,,,,,,,,
SBIN,,,,,,3.9,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1021.6,0.38,,1.04,,,,,,,,,,,,,,,,,,,,107665.0,27.0,0.03,1050.0,4367.0,14.0,2325.0,-3.0,-2.7,LB,,,,,,,,,,,,,,,,
BLUESTARCO,,,,,,5.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1653.2,0.35,,1.08,,,,,,,,,,,,,,,,,,,,9602.0,-9.0,-0.09,1700.0,175.0,-7.0,0.0,,-2.75,SC,,,,,,,,,,,,,,,,
LUPIN,,,,,,20.7,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,2431.1,0.86,,0.79,,,,,,,,,,,,,,,,,,,,12819.0,191.0,1.51,2500.0,660.0,-24.0,57.0,0.0,-2.76,LB,,,,,,,,,,,,,,,,
INOXWIND,,,,,,1.44,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,77.75,1.89,,0.76,,,,,,,,,,,,,,,,,,,,16550.0,85.0,0.52,80.0,1066.0,113.0,730.0,26.0,-2.81,LB,,,,,,,,,,,,,,,,
PNB,,,,,,-0.41,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,111.7,-0.37,,0.81,,,,,,,,,,,,,,,,,,,,36874.0,18.0,0.05,115.0,1156.0,65.0,0.0,,-2.87,SB,,,,,,,,,,,,,,,,
DALBHARAT,,,,,,25.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,1845.0,1.41,,0.94,,,,,,,,,,,,,,,,,,,,11914.0,66.0,0.56,1900.0,184.0,-5.0,0.0,,-2.89,LB,,,,,,,,,,,,,,,,
OFSS,,,,,,248.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,11650.0,2.18,,0.79,,,,,,,,,,,,,,,,,,,,12931.0,-44.0,-0.34,12000.0,1178.0,125.0,90.0,7.0,-2.92,SC,,,,,,,,,,,,,,,,
BPCL,,,,,,-1.5,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026 (2).xlsx,,320.2,-0.47,,0.82,,,,,,,,,,,,,,,,,,,,19372.0,126.0,0.65,330.0,737.0,34.0,180.0,13.0,-2.97,SB,,,,,,,,,,,,,,,,
ASTRAL,,,,,,8.0,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,1456.1,0.55,,0.83,,,,,,,,,,,,,,,,,,,,16564.0,-5.0,-0.03,1500.0,476.0,2.0,304.0,-1.0,-2.93,SC,,,,,,,,,,,,,,,,
INOXWIND,,,,,,1.38,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,77.69,1.81,,0.79,,,,,,,,,,,,,,,,,,,,16498.0,33.0,0.2,80.0,997.0,44.0,727.0,23.0,-2.89,LB,,,,,,,,,,,,,,,,
SUZLON,,,,,,0.39,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,48.73,0.81,,0.51,,,,,,,,,,,,,,,,,,,,34969.0,303.0,0.87,50.0,1354.0,160.0,901.0,8.0,-2.54,LB,,,,,,,,,,,,,,,,
JINDALSTEL,,,,,,12.4,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,1072.8,1.17,,1.19,,,,,,,,,,,,,,,,,,,,20471.0,5.0,0.02,1100.0,893.0,-12.0,694.0,4.0,-2.47,LB,,,,,,,,,,,,,,,,
BEL,,,,,,0.65,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,390.55,0.17,,0.64,,,,,,,,,,,,,,,,,,,,69794.0,286.0,0.41,400.0,4692.0,41.0,2787.0,41.0,-2.36,LB,,,,,,,,,,,,,,,,
IRFC,,,,,,0.83,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,88.28,0.95,,1.0,,,,,,,,,,,,,,,,,,,,15101.0,-12.0,-0.08,90.0,1911.0,4.0,2065.0,0.0,-1.91,SC,,,,,,,,,,,,,,,,
BANKINDIA,,,,,,0.73,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,137.44,0.53,,0.81,,,,,,,,,,,,,,,,,,,,19079.0,43.0,0.23,140.0,1230.0,36.0,912.0,13.0,-1.83,LB,,,,,,,,,,,,,,,,
MCX,,,,,,31.6,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,2751.7,1.16,,0.9,,,,,,,,,,,,,,,,,,,,30890.0,21.0,0.07,2800.0,2670.0,-80.0,1782.0,3.0,-1.73,LB,,,,,,,,,,,,,,,,
TATAPOWER,,,,,,1.35,,,,,,,,,,,,,RESISTANCE,Resistance_25AUG26_Scan_29_7_2026(1).xlsx,,374.15,0.36,,0.76,,,,,,,,,,,,,,,,,,,,44429.0,59.0,0.13,380.0,2913.0,7.0,1762.0,3.0,-1.54,LB,,,,,,,,,,,,,,,,
