Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg %,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price Chg %,Volume Chg %,OI Chg %,Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI chg,OI Chg (Value),Volume,Volume Chg %
LODHA,7.89,1227.9,1246.7,1218.0,1229.4,7.55,0.62,-0.47,-1.28,85,0.39,-0.02,-3.17,171,2.82,-5.0,-0.13,-176,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,4.57,3929.0,3990.0,3915.3,3965.0,113.8,2.95,-5.27,-20.11,567,0.78,-0.05,-4.63,29,0.12,-1257.0,-4.8,-1286,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTF,7.66,310.25,312.55,309.9,310.35,1,0.32,0.05,0.14,106,0.46,-0.01,-1.28,96,2.43,12.0,0.39,-84,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTM,7.39,4410.0,4516.9,4402.6,4415.4,78.7,1.81,-0.56,-1.62,156,0.8,0.0,0.0,-6,-0.19,-8.0,-0.35,-2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,6.19,2420.1,2436.5,2416.4,2434.0,23.6,0.98,2.03,7.91,94,0.74,0.01,1.32,-21,-1.02,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&M,6.17,3299.9,3328.8,3288.1,3326.3,39.5,1.2,0.1,0.36,209,0.27,0.02,2.13,-266,-1.8,21.0,0.15,287,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,8.31,363.95,366.4,363.9,364.3,1.55,0.43,0.35,0.93,16,0.09,0.0,0.0,5,0.2,4.0,0.33,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANKIND,6.94,2649.6,2653.8,2629.0,2640.0,8.8,0.33,-1.32,-4.13,51,0.48,-0.06,-6.67,96,9.05,12.0,1.25,-84,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICO,5.71,885.5,885.5,878.05,880.4,-4.3,-0.49,-0.55,-2.06,195,1.68,0.06,15.38,460,25.51,314.0,44.86,-146,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARUTI,5.92,13726.0,13777.0,13631.0,13769.0,56,0.41,0.91,3.47,150,0.33,0.0,0.0,152,0.95,60.0,0.6,-92,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAXHEALTH,6.62,1120.0,1123.0,1112.9,1116.5,6.4,0.58,1.86,7.25,-9,-0.05,0.0,0.0,8,0.42,2.0,0.12,-6,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZDOCK,7.7,2295.1,2311.0,2295.1,2310.0,13,0.57,0.32,0.91,29,0.13,0.0,0.0,-4,-0.11,-3.0,-0.08,1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCX,8.27,2738.0,2762.6,2738.0,2751.7,31.6,1.16,0.32,0.85,21,0.07,0.01,1.12,-37,-0.34,39.0,0.4,76,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSL,6.85,1514.5,1519.1,1511.7,1513.5,0.8,0.05,0.66,2.14,10,0.04,-0.02,-1.42,-6,-1.47,-14.0,-2.45,-8,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCPNIFTY,3.18,14661.0,14724.25,14661.0,14699.25,86.85,0.59,-0.17,-1.15,4,0.03,-0.01,-0.93,1154,7.86,1070.0,6.73,-84,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTHERSON,7.79,149.25,149.3,148.51,149.03,0.31,0.21,0.56,1.6,0,0.0,-0.01,-1.2,22,1,3.0,0.16,-19,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTILALOFS,7.33,865.0,870.6,862.15,865.0,3.25,0.38,-0.24,-0.71,11,0.12,0.0,0.0,-11,-0.37,-2.0,-0.11,9,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPHASIS,7.13,2459.0,2485.1,2438.7,2446.7,24.4,1.01,-0.41,-1.24,64,0.42,0.01,1.72,-38,-1.62,-9.0,-0.66,29,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUTHOOTFIN,8.26,3049.9,3058.3,3012.7,3021.0,-12.4,-0.41,0.87,2.35,47,0.19,0.0,0.0,38,0.73,-13.0,-0.41,-51,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM-INDIA,8.22,1149.7,1153.4,1145.5,1151.8,10.5,0.92,6.77,20.79,3,0.03,-0.02,-2.78,8,1.32,-3.0,-0.69,-11,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONALUM,7.92,337.8,339.0,335.0,335.4,-0.9,-0.27,-0.43,-1.19,41,0.18,0.01,1.33,33,0.54,54.0,1.17,21,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAUKRI,8.2,1254.95,1265.5,1250.0,1250.85,10.3,0.83,-0.38,-1.08,79,0.3,0.01,2.17,-17,-0.54,-1.0,-0.07,16,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBCC,8.24,95.98,95.98,95.31,95.45,0.55,0.58,-0.07,-0.19,19,0.12,0.0,0.0,11,0.53,-8.0,-0.64,-19,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESTLEIND,4.76,1505.0,1506.2,1492.0,1503.1,8.6,0.58,0.33,1.53,30,0.15,0.0,0.0,65,1.32,-3.0,-0.11,-68,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,6.12,78.21,78.79,78.21,78.63,0.43,0.55,1.49,5.68,9,0.05,0.0,0.0,-3,-0.09,-21.0,-0.77,-18,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY,1.13,24228.0,24275.0,24222.4,24262.7,163.9,0.68,-0.44,-3.79,122,0.06,0.01,0.91,-14091,-2.34,-10904.0,-1.64,3187,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYNXT50,3.39,72660.4,72700.0,72500.0,72500.0,383.6,0.53,-,-,-3,-0.47,-2.29,-100.0,-,-,-12.0,-75.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC,5.8,84.53,85.07,84.36,84.9,0.68,0.81,0.63,2.42,-11,-0.02,0.0,0.0,-20,-0.54,-18.0,-0.44,2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,4.67,343.6,346.5,343.6,346.25,0.95,0.28,-0.09,-0.42,40,0.06,0.02,2.38,126,1.39,277.0,3.63,151,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYKAA,6.95,332.25,332.25,330.5,331.6,0.75,0.23,-0.22,-0.69,7,0.05,0.0,0.0,2,0.2,-1.0,-0.15,-3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBEROIRLTY,6.16,1846.0,1847.2,1839.1,1840.1,0.7,0.04,-0.29,-1.01,9,0.06,0.0,0.0,-19,-0.89,-7.0,-0.68,12,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFSS,8.07,11500.0,11674.0,11411.0,11615.0,213,1.87,0.27,0.73,-9,-0.07,0.05,6.49,-236,-3.41,113.0,2.11,349,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,6.33,447.0,447.05,444.85,446.0,1.5,0.34,-0.42,-1.45,15,0.13,0.0,0.0,-5,-0.33,-6.0,-0.53,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONGC,5.25,241.1,241.1,238.94,239.98,0.09,0.04,0.28,1.18,31,0.13,-0.01,-1.52,115,1.09,-21.0,-0.3,-136,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGEIND,6.57,40600.0,40600.0,40380.0,40430.0,-70,-0.17,2.8,9.43,3,0.02,-0.01,-1.52,-8,-1.15,-11.0,-2.38,-3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATANJALI,7.61,345.0,348.0,345.0,345.25,0.85,0.25,-0.28,-0.79,8,0.03,0.01,1.52,54,0.92,67.0,1.72,13,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYTM,8.32,1301.0,1312.0,1298.7,1306.0,-8,-0.61,-0.65,-1.67,76,0.26,-0.01,-1.92,463,4.8,167.0,3.35,-296,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSISTENT,8.73,5549.9,5578.2,5522.0,5522.6,77.5,1.42,1.3,3.35,202,0.71,0.02,2.6,-47,-0.66,43.0,0.78,90,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET,5.28,278.0,279.35,277.2,277.7,-1.55,-0.56,0.16,0.67,9,0.05,0.01,0.76,-24,-1.02,-2.0,-0.06,22,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFC,6.03,418.5,419.6,417.5,418.7,1.25,0.3,0.48,1.77,17,0.05,-0.03,-3.85,168,3.11,-1.0,-0.02,-169,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEL,10.26,590.0,595.0,590.0,591.75,4.7,0.8,0.51,1.13,20,0.19,-0.01,-2.22,56,2.03,1.0,0.08,-55,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,6.66,2000.0,2000.0,1931.1,1946.1,-90.6,-4.45,-0.46,-1.48,212,2.21,0.49,87.5,215,24.83,650.0,134.3,435,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,6.06,1631.0,1637.8,1629.0,1636.6,5.6,0.34,-1.12,-3.84,12,0.08,-0.02,-4.65,72,4,-3.0,-0.39,-75,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIIND,7.07,2730.0,2730.0,2715.2,2724.9,13.9,0.51,0.57,1.79,2,0.01,-0.01,-1.19,-2,-0.08,-12.0,-0.59,-10,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB,5.69,112.5,112.5,112.0,112.37,0.26,0.23,0.07,0.27,26,0.07,0.0,0.0,46,0.86,5.0,0.11,-41,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNBHOUSING,8.3,1075.0,1078.0,1070.0,1072.3,7.1,0.67,0.18,0.48,-1,-0.01,0.0,0.0,5,0.37,2.0,0.18,-3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLICYBZR,8.76,1607.5,1618.6,1602.3,1611.9,19.7,1.24,0.62,1.66,31,0.12,0.0,0.0,-3,-0.18,11.0,0.56,14,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYCAB,5.27,9198.0,9198.0,9148.5,9180.0,21.5,0.23,-0.04,-0.17,33,0.18,-0.01,-1.52,148,2.32,13.0,0.31,-135,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERGRID,4.65,283.0,285.7,283.0,285.55,-0.6,-0.21,0.34,1.62,35,0.16,0.01,0.99,17,0.38,57.0,1.25,40,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERINDIA,8.87,31225.0,31320.0,30860.0,31120.0,-130,-0.42,0.64,1.6,101,0.49,-0.03,-2.8,93,1.97,-5.0,-0.1,-98,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIERENE,7.13,1025.7,1031.3,1025.7,1031.0,9,0.88,0.48,1.52,4,0.04,0.0,0.0,-1,-0.08,-3.0,-0.57,-2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,8.49,1700.0,1700.0,1676.1,1684.4,-7.5,-0.44,-0.79,-1.98,32,0.29,0.02,3.64,28,2.68,45.0,7.89,17,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADICO,7.85,4355.0,4396.8,4263.7,4375.0,60.2,1.4,-16.7,-31.68,56,1.0,0.08,21.62,294,9.7,395.0,35.55,101,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBLBANK,6.35,366.95,368.2,365.7,368.05,1.85,0.51,-,-,22,0.15,-0.01,-1.27,3,0.15,-17.0,-1.04,-20,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECLTD,5.13,366.1,367.0,364.6,365.1,0.05,0.01,0.18,0.79,-20,-0.08,0.0,0.0,21,0.35,4.0,0.07,-17,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIANCE,4.61,1283.0,1283.0,1278.2,1282.8,7,0.55,-0.04,-0.19,395,0.19,0.0,0.0,697,0.86,261.0,0.35,-436,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVNL,7.95,224.35,226.35,224.3,225.25,2.71,1.22,0.75,2.1,-15,-0.08,-0.06,-6.0,288,5.96,7.0,0.15,-281,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,7.78,167.5,171.39,167.5,170.8,4.09,2.45,0.47,1.33,-10,-0.02,0.02,2.94,-19,-0.85,36.0,2.38,55,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBICARD,6.18,659.25,662.85,656.0,656.0,-1.6,-0.24,0.43,1.55,27,0.1,-0.01,-1.3,41,0.73,-15.0,-0.34,-56,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,4.85,1890.8,1907.3,1890.0,1903.2,9.7,0.51,0.34,1.55,31,0.17,0.02,2.5,-31,-1.5,3.0,0.18,34,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIN,5.57,1022.8,1024.2,1019.8,1023.9,6.2,0.61,0.04,0.16,45,0.04,0.0,0.0,45,0.16,120.0,0.41,75,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENSEX,0.68,77302.0,77510.45,77300.0,77500.0,520,0.68,1.38,10.71,-86,-6.56,0.19,18.1,184705,19.72,399241.0,40.41,214536,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREECEM,5.85,26605.0,26900.0,26510.0,26850.0,80,0.3,0.18,0.68,35,0.28,0.02,1.96,-3,-0.62,5.0,1.01,8,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIRAMFIN,6.09,1048.8,1055.8,1044.0,1047.1,2.5,0.24,0.82,3.02,53,0.16,-0.01,-1.92,115,1.53,12.0,0.31,-103,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEMENS,7.72,3585.6,3624.0,3585.6,3619.3,29,0.81,0.64,1.84,12,0.06,0.01,1.61,-40,-1.16,14.0,0.66,54,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,8.03,18374.0,18545.0,18374.0,18524.0,187,1.02,0.42,1.23,3,0.02,0.0,0.0,13,0.63,4.0,0.23,-9,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,7.0,717.65,726.0,717.1,726.0,8.85,1.23,1.2,4.18,-19,-0.22,0.0,0.0,11,0.66,5.0,0.55,-6,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRF,5.79,2664.7,2672.5,2658.8,2668.9,17.2,0.65,-0.15,-0.56,20,0.09,0.0,0.0,10,0.08,15.0,0.28,5,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,4.93,1994.0,1995.0,1984.5,1992.8,7.9,0.4,-0.3,-1.31,-13,-0.03,0.01,1.12,-53,-0.72,7.0,0.11,60,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND,6.72,3428.1,3465.3,3426.8,3435.8,20.1,0.59,-1.25,-3.91,20,0.15,0.02,2.27,27,0.98,87.0,3.58,60,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON,8.37,48.34,48.91,47.56,48.73,0.39,0.81,-2.13,-5.26,303,0.87,-0.03,-5.56,991,8.85,220.0,3.65,-771,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,9.92,274.35,281.03,273.0,275.65,6.32,2.35,0.78,1.74,724,2.45,-0.05,-5.43,755,11.84,319.0,5.41,-436,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM,5.18,1100.0,1100.0,1090.1,1100.0,11,1.01,0.35,1.49,4,0.01,-0.01,-1.37,-1,-0.03,-20.0,-0.71,-19,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAELXSI,7.12,3641.1,3666.5,3629.3,3629.3,24.9,0.69,0.62,1.87,-57,-0.26,0.02,3.33,-190,-2.14,89.0,1.68,279,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAPOWER,4.82,370.7,374.75,370.7,374.15,1.35,0.36,-0.53,-2.34,59,0.13,-0.01,-1.3,99,0.63,17.0,0.14,-82,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL,6.12,184.2,185.2,183.74,185.15,1.52,0.83,0.46,1.67,-71,-0.12,0.01,1.03,54,0.4,106.0,0.81,52,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,5.95,2454.0,2464.1,2436.4,2439.0,33.6,1.4,0.9,3.41,336,0.22,0.01,0.96,468,1.48,966.0,2.95,498,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-29.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
