Screen,Image,Image Path,Report Type,Status
Screen 3,2026-07-22_10-38-13.791.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-38-13.791.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-39-43.800.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-39-43.800.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-41-13.821.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-41-13.821.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-42-43.829.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-42-43.829.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-44-13.853.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-44-13.853.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-45-43.860.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-45-43.860.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-47-13.861.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-47-13.861.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-48-43.842.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-48-43.842.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-50-13.850.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-50-13.850.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-51-43.867.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-51-43.867.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-53-13.913.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-53-13.913.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-54-43.912.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-54-43.912.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-56-13.925.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-56-13.925.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-57-43.964.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-57-43.964.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_10-59-13.957.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_10-59-13.957.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-00-44.012.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-00-44.012.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-02-13.974.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-02-13.974.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-03-43.971.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-03-43.971.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-05-13.913.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-05-13.913.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-06-43.968.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-06-43.968.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-08-14.210.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-08-14.210.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-09-43.981.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-09-43.981.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-11-13.980.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-11-13.980.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-12-43.996.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-12-43.996.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-14-13.984.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-14-13.984.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-15-44.008.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-15-44.008.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-17-14.003.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-17-14.003.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-18-44.018.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-18-44.018.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-20-14.044.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-20-14.044.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-21-44.027.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-21-44.027.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-23-14.049.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-23-14.049.jpeg,UNKNOWN,PENDING
Screen 3,2026-07-22_11-24-44.057.jpeg,D:\My-data\Share_P&L\Ichart Data\Screenshot\July26\2026-07-22\Screen 3\2026-07-22_11-24-44.057.jpeg,UNKNOWN,PENDING
