Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File
YESBANK,22.77,-0.14,899101000.0,0.36,,,,,,,,,22951800.0,-88.82,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
PIIND,2733.5,14.2,2259425.0,0.04,,,,,,,,,109550.0,-88.92,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BLUESTARCO,1614.5,-24.6,2081625.0,0.23,,,,,,,,,120900.0,-89.11,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
HINDZINC,525.7,-5.75,21780500.0,-0.07,,,,,,,,,656600.0,-89.16,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
POLICYBZR,1512.3,-16.4,8927450.0,-0.01,,,,,,,,,255150.0,-89.19,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
GODFRYPHLP,2039.8,-5.0,1295800.0,-1.36,,,,,,,,,70675.0,-89.2,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
HAVELLS,1209.2,0.6,6654000.0,0.96,,,,,,,,,309500.0,-89.24,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
LUPIN,2383.5,-16.1,3680075.0,1.43,,,,,,,,,247775.0,-89.28,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
MIDCPNIFTY,14305.55,-117.35,1501680.0,1.0,,,,,,,,,92160.0,-89.31,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
TIINDIA,2824.7,-9.2,1381600.0,-0.43,,,,,,,,,83000.0,-89.31,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
TMPV,319.75,-4.9,66369600.0,-0.15,,,,,,,,,2163200.0,-89.33,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
CHOLAFIN,1667.8,-48.8,9152500.0,1.04,,,,,,,,,520625.0,-89.35,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BANDHANBNK,163.79,-2.4,53434800.0,0.42,,,,,,,,,3207600.0,-89.5,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
NESTLEIND,1460.2,11.1,8569500.0,0.16,,,,,,,,,372000.0,-89.53,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
PRESTIGE,1599.0,-22.3,3258000.0,0.07,,,,,,,,,205650.0,-90.08,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BSE,3539.9,-35.9,6492800.0,0.05,,,,,,,,,183400.0,-90.11,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
MANKIND,2549.9,-5.3,2129000.0,-0.69,,,,,,,,,97250.0,-90.16,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
GMRAIRPORT,106.28,-1.32,92042100.0,0.54,,,,,,,,,3285225.0,-90.2,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
PHOENIXLTD,1990.6,-50.6,2282700.0,0.26,,,,,,,,,101850.0,-90.31,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
IDEA,12.99,-0.25,3578324400.0,0.56,,,,,,,,,138590025.0,-90.53,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
MCX,2746.0,-8.9,6180075.0,0.36,,,,,,,,,193950.0,-90.59,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ADANIPORTS,1778.7,-2.2,12135775.0,1.93,,,,,,,,,559075.0,-90.68,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
POLYCAB,8927.5,-41.5,1788750.0,-0.56,,,,,,,,,100375.0,-90.77,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ABB,7477.5,-67.5,1804250.0,-0.8,,,,,,,,,73125.0,-90.84,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
SHRIRAMFIN,1003.3,-24.4,16850625.0,-0.46,,,,,,,,,890175.0,-90.87,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
GLENMARK,2197.0,-10.2,8698875.0,0.36,,,,,,,,,254625.0,-91.04,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ADANIPOWER,213.03,0.71,107991000.0,0.19,,,,,,,,,4231600.0,-91.05,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
PAYTM,1256.0,-2.4,17548625.0,-0.22,,,,,,,,,522000.0,-91.15,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
IREDA,118.3,-1.18,45096150.0,-1.5,,,,,,,,,1986475.0,-91.23,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ASHOKLEY,148.7,-2.16,110860000.0,0.29,,,,,,,,,3505000.0,-91.24,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ICICIBANK,1424.3,-10.1,70886900.0,0.65,,,,,,,,,2219700.0,-91.29,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
APLAPOLLO,1812.7,-18.1,4383050.0,0.1,,,,,,,,,135100.0,-91.38,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ADANIGREEN,1382.6,4.4,16558200.0,-0.74,,,,,,,,,844200.0,-91.39,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
VOLTAS,1300.8,-11.5,6257625.0,0.39,,,,,,,,,212625.0,-91.47,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
JINDALSTEL,1034.2,-9.1,9040625.0,0.08,,,,,,,,,288125.0,-91.51,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BHARTIARTL,1890.4,-20.3,19607050.0,0.07,,,,,,,,,1124325.0,-91.54,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
GODREJPROP,2000.0,-35.3,5447975.0,0.16,,,,,,,,,191100.0,-91.56,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
SOLARINDS,18489.0,-112.0,552950.0,0.21,,,,,,,,,17700.0,-91.56,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
CONCOR,477.35,-3.2,13893750.0,-0.06,,,,,,,,,307500.0,-91.59,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BANKBARODA,241.45,-1.75,78679575.0,0.08,,,,,,,,,2749500.0,-91.7,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
VBL,453.25,-5.4,36748050.0,-0.15,,,,,,,,,1118175.0,-91.75,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
AUROPHARMA,1542.0,18.0,6129200.0,-1.12,,,,,,,,,225500.0,-91.79,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
GVT&D,4319.5,-10.7,1438625.0,-0.35,,,,,,,,,52125.0,-91.81,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
LTM,3959.4,-13.4,2385900.0,0.91,,,,,,,,,114600.0,-91.86,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
MOTHERSON,143.62,-2.12,109396200.0,-0.44,,,,,,,,,3923700.0,-91.86,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
SHREECEM,26635.0,-135.0,223300.0,-0.16,,,,,,,,,13825.0,-91.93,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
COLPAL,2101.9,8.1,3527975.0,0.83,,,,,,,,,101750.0,-91.94,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
OIL,457.8,-2.15,11527600.0,0.73,,,,,,,,,789600.0,-91.96,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
SUZLON,52.17,-0.34,252907800.0,-0.83,,,,,,,,,13055600.0,-91.99,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
VEDL,261.7,-3.35,50608050.0,-0.41,,,,,,,,,979800.0,-92.02,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
SBICARD,618.0,-4.6,14700800.0,0.73,,,,,,,,,831200.0,-92.05,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
HAL,4549.0,-36.3,3314550.0,-0.08,,,,,,,,,85350.0,-92.08,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
TORNTPHARM,5023.3,-7.0,2486875.0,0.24,,,,,,,,,119125.0,-92.1,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
CIPLA,1429.5,37.5,6542025.0,2.08,,,,,,,,,731000.0,-92.17,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
RELIANCE,1265.8,-7.9,71013000.0,0.36,,,,,,,,,1666000.0,-92.18,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ETERNAL,280.9,-6.65,94669575.0,0.48,,,,,,,,,5480500.0,-92.21,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BAJFINANCE,1026.2,-14.4,48442500.0,0.76,,,,,,,,,1288500.0,-92.26,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
TATAPOWER,373.95,-2.05,46324600.0,-0.18,,,,,,,,,696000.0,-92.3,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
IRFC,86.42,-0.6,59951675.0,-1.32,,,,,,,,,2663675.0,-92.31,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ADANIENT,3022.4,9.3,11288079.0,0.25,,,,,,,,,447432.0,-92.35,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
TRENT,2850.7,-24.7,7065225.0,1.7,,,,,,,,,410850.0,-92.36,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
TATACONSUM,1115.6,7.9,10004500.0,0.76,,,,,,,,,457050.0,-92.38,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
IOC,137.8,-2.27,90631125.0,0.31,,,,,,,,,3661125.0,-92.4,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
HINDPETRO,378.75,-5.9,27211950.0,-0.9,,,,,,,,,1356750.0,-92.42,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
UNIONBANK,168.03,-0.4,89247825.0,0.27,,,,,,,,,2805450.0,-92.42,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ICICIPRULI,498.35,-2.5,12922250.0,-0.12,,,,,,,,,441225.0,-92.49,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
PAGEIND,40025.0,-230.0,216020.0,1.18,,,,,,,,,8060.0,-92.53,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ASTRAL,1410.0,-2.4,5431075.0,-0.91,,,,,,,,,240975.0,-92.54,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BAJAJHLDNG,10739.0,77.0,196200.0,-0.08,,,,,,,,,8775.0,-92.54,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
RADICO,4077.7,22.1,472650.0,-0.51,,,,,,,,,14100.0,-92.56,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
SBIN,1008.0,-6.2,42166500.0,0.22,,,,,,,,,1046250.0,-92.56,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
EICHERMOT,7606.5,-113.5,2291700.0,1.75,,,,,,,,,114300.0,-92.59,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
SUPREMEIND,3405.0,-15.5,1269450.0,-0.62,,,,,,,,,61250.0,-92.6,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BAJAJ-AUTO,11207.5,-67.0,1666650.0,0.15,,,,,,,,,77025.0,-92.64,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
PERSISTENT,5061.0,56.1,3039750.0,0.45,,,,,,,,,150875.0,-92.7,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
AUBANK,971.2,-6.2,15183000.0,0.33,,,,,,,,,513000.0,-92.77,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
VMM,107.75,-2.2,24735000.0,-1.81,,,,,,,,,2652950.0,-92.81,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
HEROMOTOCO,5035.1,-66.6,3358050.0,0.11,,,,,,,,,205950.0,-92.83,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
COCHINSHIP,1388.5,-6.7,4947200.0,-1.51,,,,,,,,,172000.0,-92.88,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
TITAN,4666.4,-26.5,3701775.0,0.38,,,,,,,,,104825.0,-92.88,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
HDFCLIFE,551.9,0.05,29423900.0,1.17,,,,,,,,,831600.0,-92.9,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
BHEL,405.95,-3.7,51282000.0,0.17,,,,,,,,,1924125.0,-92.92,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ASIANPAINT,2646.6,-25.7,5261750.0,0.19,,,,,,,,,134250.0,-92.95,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
NTPC,346.45,-2.0,94143000.0,0.07,,,,,,,,,1815000.0,-92.98,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
ADANIENSOL,1697.3,13.4,13433850.0,-0.75,,,,,,,,,564975.0,-93.09,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
INDIANB,818.8,-7.3,12830000.0,0.12,,,,,,,,,362000.0,-93.09,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
TATASTEEL,182.02,-2.34,114653000.0,-0.03,,,,,,,,,3033250.0,-93.11,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
PNB,109.45,-0.65,174096000.0,0.34,,,,,,,,,5816000.0,-93.12,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
DMART,4072.7,23.4,3204450.0,0.0,,,,,,,,,162750.0,-93.18,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_24_7_2026.xlsx
