Symbol,ATM Straddle %,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg%,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Price chg,Price chg (%),OI chg,OI chg (%),OI Chg (Value),Volume,Volume Chg (%)
GODREJCP,,8.9,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1078.3,0.83,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21555.0,1796.0,9.09,1080.0,319.0,64.0,261.0,-15.0,-0.16,LB,,,,,,,
NIFTY,,-21.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,23966.6,-0.09,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218478.0,-3820.0,-1.72,24000.0,233434.0,26573.0,209958.0,22036.0,-0.14,LU,,,,,,,
KEI,,14.5,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,4996.5,0.29,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10823.0,370.0,3.54,5000.0,684.0,40.0,300.0,7.0,-0.07,LB,,,,,,,
FORTIS,,2.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,949.4,0.22,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13033.0,85.0,0.66,950.0,223.0,19.0,253.0,4.0,-0.06,LB,,,,,,,
PGEL,,3.7,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,580.0,0.64,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11657.0,-90.0,-0.77,580.0,1102.0,-59.0,1077.0,5.0,0.0,SC,,,,,,,
TRENT,,14.3,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,2900.0,0.5,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50780.0,-1190.0,-2.29,2900.0,2896.0,14.0,2026.0,-11.0,0.0,SC,,,,,,,
HINDALCO,,8.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,960.5,0.92,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65064.0,477.0,0.74,960.0,2106.0,188.0,1912.0,-28.0,0.05,LB,,,,,,,
DELHIVERY,,3.9,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,471.05,0.83,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10505.0,56.0,0.54,470.0,278.0,25.0,691.0,-4.0,0.22,LB,,,,,,,
YESBANK,,-0.16,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,23.05,-0.69,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33911.0,37.0,0.11,23.0,1125.0,25.0,1775.0,15.0,0.22,SB,,,,,,,
ITC,,-0.45,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,280.65,-0.16,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70290.0,-1244.0,-1.74,280.0,3546.0,3.0,2852.0,-82.0,0.23,LU,,,,,,,
BAJAJFINSV,,10.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1886.5,0.54,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30966.0,548.0,1.8,1880.0,2656.0,28.0,1766.0,18.0,0.35,LB,,,,,,,
INDHOTEL,,-1.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,722.85,-0.15,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24826.0,732.0,3.04,720.0,574.0,-12.0,547.0,-48.0,0.4,SB,,,,,,,
NESTLEIND,,-41.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1457.1,-2.74,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21126.0,-232.0,-1.09,1450.0,719.0,-9.0,1025.0,-26.0,0.49,LU,,,,,,,
NIFTYNXT50,,184.4,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,72380.0,0.26,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0,-23.0,-3.76,72000.0,90.0,3.0,32.0,6.0,0.53,SC,,,,,,,
BANDHANBNK,,-2.38,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,170.92,-1.37,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18903.0,379.0,2.05,170.0,538.0,44.0,1402.0,117.0,0.54,SB,,,,,,,
CIPLA,,-4.5,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1409.1,-0.32,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31344.0,3419.0,12.24,1400.0,466.0,78.0,1732.0,273.0,0.65,SB,,,,,,,
NTPC,,-2.85,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,347.25,-0.81,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77768.0,1558.0,2.04,345.0,970.0,-29.0,1259.0,4.0,0.65,SB,,,,,,,
ALKEM,,-49.5,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,5537.5,-0.89,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12192.0,189.0,1.57,5500.0,0.0,,294.0,-41.0,0.68,SB,,,,,,,
GLENMARK,,13.4,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,2215.0,0.61,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29467.0,33.0,0.11,2200.0,617.0,40.0,818.0,-4.0,0.68,LB,,,,,,,
IDFCFIRSTB,,-0.27,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,80.57,-0.33,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34212.0,564.0,1.68,80.0,1115.0,-15.0,1441.0,37.0,0.71,SB,,,,,,,
FINNIFTY,,-45.4,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,26187.2,-0.17,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,-2.0,-0.45,26000.0,117.0,63.0,898.0,-197.0,0.72,LU,,,,,,,
SIEMENS,,35.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,3676.9,0.96,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20614.0,-474.0,-2.25,3650.0,484.0,-37.0,671.0,-6.0,0.74,SC,,,,,,,
BHARTIARTL,,-15.6,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1914.2,-0.81,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65325.0,45.0,0.07,1900.0,4694.0,-135.0,3921.0,-1.0,0.75,SB,,,,,,,
CGPOWER,,-6.0,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,906.9,-0.66,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22882.0,-19.0,-0.08,900.0,734.0,-106.0,1266.0,54.0,0.77,LU,,,,,,,
BAJAJHLDNG,,170.0,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,10583.0,1.63,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901.0,48.0,1.25,10500.0,394.0,174.0,150.0,55.0,0.79,LB,,,,,,,
BANKEX,,-262.75,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,64512.5,-0.41,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,64000.0,19.0,2.0,215.0,15.0,0.8,-,,,,,,,
SBILIFE,,9.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1816.8,0.54,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17184.0,-76.0,-0.44,1800.0,450.0,9.0,757.0,7.0,0.93,SC,,,,,,,
WAAREEENER,,33.3,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,2725.0,1.24,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39293.0,-1998.0,-4.84,2700.0,535.0,-15.0,1130.0,38.0,0.93,SC,,,,,,,
NAM-INDIA,,-38.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1110.5,-3.38,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9316.0,290.0,3.21,1100.0,82.0,26.0,380.0,-87.0,0.95,SB,,,,,,,
HINDPETRO,,-12.2,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,383.7,-3.08,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18219.0,423.0,2.38,380.0,322.0,50.0,1018.0,362.0,0.97,SB,,,,,,,
GAIL,,-1.26,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,171.66,-0.73,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19743.0,-295.0,-1.47,170.0,469.0,-34.0,652.0,-37.0,0.98,LU,,,,,,,
INDIGO,,-9.5,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,5100.5,-0.19,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36660.0,524.0,1.45,5050.0,287.0,111.0,2846.0,2539.0,1.0,SB,,,,,,,
ONGC,,0.83,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,252.52,0.33,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34788.0,38.0,0.11,250.0,6297.0,19.0,2555.0,237.0,1.01,LB,,,,,,,
FEDERALBNK,,0.3,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,353.7,0.08,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32535.0,472.0,1.47,350.0,980.0,-1.0,1452.0,102.0,1.06,LB,,,,,,,
RBLBANK,,-1.35,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,353.7,-0.38,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13354.0,-280.0,-2.05,350.0,463.0,29.0,787.0,119.0,1.06,LU,,,,,,,
DABUR,,-1.7,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,424.65,-0.4,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22790.0,202.0,0.89,420.0,419.0,-2.0,693.0,5.0,1.11,SB,,,,,,,
MFSL,,-6.7,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1517.1,-0.44,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20913.0,135.0,0.65,1500.0,79.0,0.0,598.0,1.0,1.14,SB,,,,,,,
IOC,,-0.36,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,141.73,-0.25,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27468.0,200.0,0.73,140.0,945.0,-9.0,1206.0,27.0,1.24,SB,,,,,,,
ADANIENSOL,,-44.9,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1681.0,-2.6,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29376.0,580.0,2.01,1660.0,508.0,-69.0,510.0,103.0,1.27,SB,,,,,,,
MPHASIS,,-5.3,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,2266.5,-0.23,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16863.0,650.0,4.01,2238.0,471.0,4.0,459.0,35.0,1.27,SB,,,,,,,
PRESTIGE,,2.0,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1662.1,0.12,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10371.0,-80.0,-0.77,1640.0,363.0,26.0,312.0,-17.0,1.35,SC,,,,,,,
INDUSINDBK,,-54.15,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1014.55,-5.07,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47468.0,1472.0,3.2,1000.0,1385.0,-114.0,2701.0,-115.0,1.46,SB,,,,,,,
CANBK,,0.15,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,126.9,0.12,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47492.0,606.0,1.29,125.0,850.0,-5.0,1218.0,3.0,1.52,LB,,,,,,,
SUZLON,,-0.15,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,52.81,-0.28,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30483.0,-787.0,-2.52,52.0,646.0,4.0,843.0,-9.0,1.56,LU,,,,,,,
PIDILITIND,,-10.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1585.1,-0.68,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13242.0,164.0,1.25,1560.0,107.0,-9.0,351.0,-17.0,1.61,SB,,,,,,,
BANKNIFTY,,-284.6,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,56914.0,-0.5,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66312.0,-83.0,-0.13,56000.0,3900.0,906.0,37277.0,2219.0,1.63,LU,,,,,,,
UNITDSPR,,18.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1424.1,1.29,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21010.0,-98.0,-0.46,1400.0,756.0,-258.0,1030.0,40.0,1.72,SC,,,,,,,
NATIONALUM,,2.65,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,345.9,0.77,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23925.0,-69.0,-0.29,340.0,845.0,-228.0,1587.0,-26.0,1.74,SC,,,,,,,
GRASIM,,-13.4,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,3155.0,-0.42,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37689.0,-347.0,-0.91,3100.0,1205.0,-4.0,600.0,2.0,1.77,LU,,,,,,,
ZYDUSLIFE,,-4.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1119.5,-0.43,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10004.0,-164.0,-1.61,1100.0,142.0,-3.0,265.0,-11.0,1.77,LU,,,,,,,
DMART,,63.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,4072.7,1.57,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30766.0,-647.0,-2.06,4000.0,1224.0,-834.0,1284.0,-250.0,1.82,SC,,,,,,,
WIPRO,,0.4,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,173.15,0.23,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90887.0,-1955.0,-2.11,170.0,2244.0,-86.0,3745.0,-287.0,1.85,SC,,,,,,,
HEROMOTOCO,,181.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,5095.0,3.69,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32699.0,-526.0,-1.58,5000.0,2821.0,-1350.0,2111.0,351.0,1.9,SC,,,,,,,
UPL,,3.0,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,611.6,0.49,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18036.0,139.0,0.78,600.0,654.0,-16.0,705.0,-16.0,1.93,LB,,,,,,,
LTF,,-0.05,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,306.05,-0.02,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21897.0,-98.0,-0.45,300.0,563.0,-8.0,1193.0,-9.0,2.02,LU,,,,,,,
SWIGGY,,1.56,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,265.32,0.59,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24322.0,158.0,0.65,260.0,561.0,3.0,819.0,29.0,2.05,LB,,,,,,,
TORNTPHARM,,-26.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,5003.5,-0.52,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28749.0,54.0,0.19,4900.0,614.0,-27.0,795.0,-65.0,2.11,SB,,,,,,,
ASHOKLEY,,1.0,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,153.35,0.66,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28516.0,306.0,1.08,150.0,478.0,-8.0,1618.0,-4.0,2.23,LB,,,,,,,
SUNPHARMA,,3.5,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1942.6,0.18,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36893.0,-236.0,-0.64,1900.0,5044.0,-11.0,3172.0,363.0,2.24,SC,,,,,,,
RADICO,,-46.8,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,4094.7,-1.13,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.0,-6.0,-0.16,4000.0,337.0,-2.0,281.0,-10.0,2.37,LU,,,,,,,
IDEA,,-0.23,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,13.32,-1.7,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68500.0,-95.0,-0.14,13.0,989.0,-62.0,2511.0,-84.0,2.46,LU,,,,,,,
HINDUNILVR,,-3.2,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,2153.3,-0.15,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57453.0,-117.0,-0.2,2100.0,861.0,-19.0,2139.0,0.0,2.54,LU,,,,,,,
KPITTECH,,-0.75,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,553.85,-0.14,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17282.0,-494.0,-2.78,540.0,241.0,0.0,787.0,-2.0,2.56,LU,,,,,,,
CDSL,,-4.6,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1335.4,-0.34,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19530.0,-433.0,-2.17,1300.0,763.0,4.0,1702.0,-29.0,2.72,LU,,,,,,,
MANKIND,,22.1,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,2568.9,0.87,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11426.0,-73.0,-0.63,2500.0,232.0,17.0,368.0,26.0,2.76,SC,,,,,,,
PFC,,-1.5,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,411.05,-0.36,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37168.0,-658.0,-1.74,400.0,364.0,1.0,832.0,-7.0,2.76,LU,,,,,,,
IEX,,-0.11,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,123.46,-0.09,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16391.0,-215.0,-1.29,120.0,961.0,-21.0,1003.0,-11.0,2.88,LU,,,,,,,
ICICIBANK,,-1.5,,,,,,,,,,,,,SUPPORT,Support_Resistance_28JUL26_Scan_23_7_2026.xlsx,,1440.9,-0.1,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132690.0,3933.0,3.05,1400.0,5229.0,-22.0,5839.0,-153.0,2.92,SB,,,,,,,
NHPC,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,80.73,,126462200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.87,-1410850.0,-1.1,-11.39 Cr,45446050.0,308.69
SHREECEM,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,26890,,346800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,0.88,5275.0,1.54,14.18 Cr,47000.0,185.28
KAYNES,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,3314,,3818250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6,1.86,-44400.0,-1.15,-14.71 Cr,118950.0,109.23
APLAPOLLO,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,1841,,5570250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,1.09,-32550.0,-0.58,-5.99 Cr,397950.0,83.39
AMBUJACEM,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,427.25,,72088800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.15,-0.73,388800.0,0.54,16.61 Cr,9700800.0,78.06
TRENT,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,"2,901.7",,11400975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.55,-292275.0,-2.5,-84.81 Cr,1542375.0,71.12
OFSS,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,10880,,1558400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.08,-39800.0,-2.49,-43.30 Cr,879400.0,66.3
TORNTPHARM,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,"5,003.1",,3580875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.5,-0.53,-6000.0,-0.17,-3.00 Cr,515500.0,56.81
GMRAIRPORT,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,108.57,,119956050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1.18,4875525.0,4.24,52.93 Cr,13343175.0,54.27
NUVAMA,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,"1,918.5",,1512000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,1.96,-74500.0,-4.7,-14.29 Cr,327000.0,47.96
CIPLA,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,"1,406.3",,13319075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.3,-0.52,1450950.0,12.23,204.05 Cr,2545750.0,38.85
ADANIENSOL,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,"1,678.9",,19820700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.0,-2.72,383400.0,1.97,64.37 Cr,3688875.0,33.55
DMART,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,"4,070.5",,4608150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,1.52,-103800.0,-2.2,-42.25 Cr,911700.0,33.44
GAIL,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_28JUL26_Report_23_7_2026.xlsx,,171.56,,69998900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36,-0.79,-1136000.0,-1.6,-19.49 Cr,6794700.0,31.1
