Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Price,Price Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price Chg %,Volume Chg %,OI Chg %,Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg %
BANKINDIA,6.23,137.05,137.99,136.61,137.68,-0.38,-0.28,-0.19,-0.64,15.0,0.08,-0.01,-1.19,95.0,1.54,14.0,0.27,-81,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKNIFTY,2.9,57125.0,57200.0,56925.0,57079.0,-265.4,-0.46,0.31,2.33,1154.0,1.66,-0.03,-3.33,20102.0,6.08,9527.0,3.21,-10575,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDL,8.46,1229.7,1237.9,1212.0,1213.3,-15.7,-1.28,0.08,0.2,148.0,0.87,-0.04,-4.49,277.0,5.76,54.0,1.26,-223,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,5.15,386.15,388.2,384.5,385.45,-4.2,-1.08,0.61,2.58,621.0,0.88,-0.03,-5.0,2466.0,6.88,556.0,2.6,-1910,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATFORG,6.79,2185.0,2185.0,2165.6,2175.0,-2.9,-0.13,1.03,3.43,55.0,0.37,-0.01,-1.12,21.0,0.9,2.0,0.1,-19,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARTIARTL,4.14,1960.0,1969.0,1955.0,1959.0,2.3,0.12,0.13,0.68,79.0,0.06,0.0,0.0,1403.0,11.64,1125.0,11.12,-278,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHEL,7.08,407.0,407.0,402.05,403.35,-3.9,-0.96,0.98,3.04,49.0,0.16,-0.01,-1.75,398.0,3.82,104.0,1.76,-294,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCON,6.66,432.85,433.35,425.0,428.85,-4.0,-0.92,0.53,1.75,130.0,0.69,0.0,0.0,225.0,4.98,169.0,5.21,-56,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUESTARCO,8.16,1682.2,1688.3,1666.6,1673.0,-8.0,-0.48,-0.99,-2.83,-7.0,-0.07,-0.01,-1.05,22.0,2.18,6.0,0.63,-16,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,6.36,40920.0,41250.0,40805.0,41050.0,160.0,0.39,0.76,2.61,18.0,0.22,0.06,4.44,-57.0,-2.75,45.0,1.6,102,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,5.78,318.45,319.95,315.75,319.05,-0.25,-0.08,-0.68,-2.47,121.0,0.62,-0.01,-1.23,74.0,1.9,34.0,1.08,-40,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,5.41,5415.0,5500.0,5414.5,5475.0,28.0,0.51,-0.21,-0.82,13.0,0.08,0.07,15.22,733.0,15.59,730.0,34.03,-3,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE,8.32,3546.0,3551.4,3522.0,3532.0,-21.0,-0.59,0.87,2.28,51.0,0.12,-0.03,-3.53,1010.0,5.16,184.0,1.1,-826,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS,7.3,794.8,795.55,785.35,792.7,-1.55,-0.2,-0.55,-1.6,57.0,0.72,0.02,3.08,35.0,1.49,76.0,5.02,41,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANBK,6.09,125.1,125.4,124.23,124.86,-0.6,-0.48,-0.51,-1.76,111.0,0.19,0.0,0.0,321.0,2.58,182.0,2.24,-139,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDSL,7.0,1355.1,1356.9,1340.0,1343.3,-14.6,-1.08,-0.52,-1.56,62.0,0.31,-0.04,-4.21,331.0,4.12,-16.0,-0.21,-347,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGPOWER,6.76,829.95,833.2,821.65,825.75,-8.65,-1.04,0.29,0.92,216.0,0.99,-0.03,-6.12,654.0,7.37,96.0,2.23,-558,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHOLAFIN,6.36,1788.9,1817.1,1781.0,1783.2,-29.8,-1.64,0.47,1.6,-46.0,-0.23,0.0,0.0,208.0,4.48,82.0,3.2,-126,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIPLA,4.13,1484.0,1488.7,1477.9,1479.1,-3.7,-0.25,-0.21,-1.07,-19.0,-0.08,0.0,0.0,473.0,6.5,454.0,7.11,-19,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COALINDIA,4.19,408.55,410.85,406.7,410.2,3.15,0.77,-0.43,-2.13,56.0,0.1,-0.01,-1.45,639.0,3.28,85.0,0.63,-554,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHINSHIP,6.42,1396.0,1400.6,1388.6,1392.8,-11.5,-0.82,-0.94,-3.05,94.0,0.66,-0.01,-1.37,55.0,1.78,-8.0,-0.35,-63,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFORGE,7.22,1702.0,1756.9,1700.0,1751.0,32.8,1.91,0.37,1.12,-1.0,0.0,0.07,7.78,-214.0,-1.52,845.0,6.67,1059,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLPAL,4.88,2180.0,2180.0,2103.1,2111.3,-64.8,-2.98,-1.11,-4.6,456.0,2.88,-0.08,-13.79,1023.0,17.24,24.0,0.7,-999,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCOR,5.23,528.0,528.75,523.0,523.75,-2.55,-0.48,0.08,0.33,3.0,0.02,-0.04,-4.4,146.0,4.05,-11.0,-0.34,-157,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROMPTON,7.98,266.8,266.8,260.15,261.65,-4.45,-1.67,-0.03,-0.08,69.0,0.25,0.02,4.08,157.0,3.32,177.0,7.63,20,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINSIND,7.27,5394.5,5396.5,5341.5,5385.5,-28.5,-0.53,0.54,1.61,118.0,0.59,-0.02,-2.33,215.0,8.18,114.0,5.04,-101,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DABUR,5.09,433.0,433.0,416.85,419.65,-15.95,-3.66,-4.31,-15.26,1157.0,4.92,-0.1,-15.38,3660.0,45.38,1143.0,21.75,-2517,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,5.57,1825.7,1825.7,1812.0,1819.4,-9.4,-0.51,0.07,0.27,-18.0,-0.15,-0.01,-1.03,19.0,2.06,10.0,1.12,-9,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHIVERY,7.36,468.4,473.0,466.5,470.05,-0.3,-0.06,0.77,2.28,66.0,0.59,-0.01,-1.47,94.0,2.09,19.0,0.63,-75,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVISLAB,6.53,7874.0,7908.5,7815.0,7848.0,39.5,0.51,0.43,1.44,7.0,0.02,0.05,6.94,259.0,2.91,646.0,10.08,387,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIXON,8.81,14140.0,14315.0,14083.0,14241.0,147.0,1.04,0.81,2,117.0,0.26,-0.03,-3.53,685.0,4.07,185.0,1.3,-500,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLF,7.33,670.2,671.6,665.0,668.15,-4.1,-0.61,1.16,3.49,118.0,0.24,0.01,1.37,131.0,2.2,203.0,4.7,72,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,5.2,3850.0,3930.0,3842.1,3915.0,62.1,1.61,0.41,1.71,-145.0,-0.42,0.07,10.94,-1030.0,-8.59,78.0,1.02,1108,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRREDDY,4.51,1145.9,1153.8,1142.4,1144.0,-0.7,-0.06,-0.31,-1.45,13.0,0.06,-0.01,-1.49,364.0,2.51,124.0,1.28,-240,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EICHERMOT,5.36,7824.0,7851.0,7672.5,7768.0,22.5,0.29,-4.6,-15.26,1700.0,4.3,-0.22,-28.21,9515.0,52.01,1254.0,8.74,-8261,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETERNAL,6.79,306.6,310.2,306.55,309.3,-2.0,-0.64,1.1,3.59,-116.0,-0.19,-0.01,-1.37,199.0,1.11,-17.0,-0.13,-216,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,4.39,358.55,358.6,355.7,356.3,-2.7,-0.75,0.56,2.8,-61.0,-0.18,-0.02,-2.13,150.0,2.96,49.0,1.04,-101,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINNIFTY,3.27,26120.2,26321.8,26120.1,26250.2,-96.2,-0.37,0.28,2,5.0,1.11,-0.05,-4.31,113.0,10.94,75.0,6.24,-38,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOCIT,0.74,37599.0,37882.0,37599.0,37873.0,672.0,1.81,2.53,8.77,16.0,9.88,-0.25,-17.61,1173.0,83.91,1042.0,52.47,-131,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,9.52,17390.0,17972.0,17211.0,17460.0,183.0,1.06,-4.32,-8.88,-179.0,-1.57,-0.17,-19.54,1917.0,47.39,650.0,18.54,-1267,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTIS,5.67,952.05,960.0,948.3,958.65,0.55,0.06,0.6,2.32,1.0,0.01,-0.01,-1.03,13.0,1.26,-4.0,-0.4,-17,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIL,6.12,176.99,176.99,175.53,176.33,0.18,0.1,-,-,75.0,0.34,-0.01,-1.49,192.0,3.51,86.0,2.35,-106,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLENMARK,6.76,2279.9,2279.9,2244.0,2253.4,-19.4,-0.85,-0.94,-2.89,10.0,0.03,-0.04,-4.35,70.0,2.67,-46.0,-1.91,-116,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMRAIRPORT,6.84,107.2,107.23,105.75,105.99,-1.68,-1.56,2.21,7.31,83.0,0.45,0.02,3.45,114.0,3.32,135.0,6.72,21,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODFRYPHLP,7.18,2045.0,2065.9,2022.4,2047.1,-4.0,-0.2,0.35,1.05,-29.0,-0.42,0.0,0.0,19.0,0.54,15.0,0.69,-4,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,6.01,1071.1,1079.7,1069.0,1072.1,-2.5,-0.23,-0.44,-1.59,63.0,0.31,0.04,6.25,0.0,0.0,38.0,5.29,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJPROP,7.58,2150.0,2156.0,2114.4,2122.1,-40.2,-1.86,1.51,4.38,138.0,0.6,0.0,0.0,19.0,0.39,41.0,1.53,22,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRASIM,4.9,3111.1,3118.7,3103.5,3105.0,-14.6,-0.47,0.12,0.53,53.0,0.11,-0.01,-1.45,37.0,1.29,11.0,0.56,-26,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVT&D,11.42,4132.7,4132.7,4041.5,4060.1,-57.9,-1.41,0.71,1.34,321.0,1.37,-0.19,-14.07,656.0,17.32,45.0,0.88,-611,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL,6.09,4575.5,4607.5,4570.0,4583.8,-14.4,-0.31,0.49,1.76,220.0,0.66,0.0,0.0,186.0,1.68,103.0,1.28,-83,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVELLS,5.33,1249.0,1252.0,1238.9,1242.0,-2.6,-0.21,0.53,2.14,131.0,0.7,0.01,1.59,98.0,2.7,92.0,4.04,-6,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH,5.94,1350.0,1374.9,1350.0,1370.9,23.5,1.74,0.11,0.4,128.0,0.19,0.07,8.43,-7.0,-0.06,811.0,8.54,818,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCAMC,5.97,2547.1,2562.6,2541.2,2550.5,-5.0,-0.2,0.21,0.76,-42.0,-0.21,0.02,2.6,33.0,0.68,144.0,3.85,111,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-30 (1).xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
