Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern
VBL,454.55,1.39,54242325.0,-0.08,,,,,,,,,921825.0,-93.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering
INFY,1184.0,2.37,93082800.0,0.8,,,,,,,,,2910800.0,-89.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
NAUKRI,1268.0,1.35,14540350.0,0.11,,,,,,,,,88550.0,-94.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
INDUSTOWER,392.8,1.09,91628300.0,0.02,,,,,,,,,355300.0,-94.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
COFORGE,1745.1,1.57,14735925.0,0.16,,,,,,,,,337725.0,-94.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup
OIL,452.75,1.62,16069200.0,-0.03,,,,,,,,,68600.0,-96.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering
FORCEMOT,17785.0,2.94,277650.0,-2.41,,,,,,,,,32400.0,-42.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,10,SELL,Positive Price Momentum; OI Reduction,Short Covering
ASTRAL,1469.0,0.48,7039700.0,0.67,,,,,,,,,202725.0,-69.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PRESTIGE,1626.8,-2.91,4983750.0,2.97,,,,,,,,,410400.0,-58.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup
INDIGO,5242.0,-0.98,5638200.0,0.24,,,,,,,,,64200.0,-88.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
PAGEIND,40525.0,0.77,235260.0,0.17,,,,,,,,,4640.0,-88.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ADANIPORTS,1679.1,-2.88,20870550.0,1.42,,,,,,,,,1140000.0,-87.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
AUBANK,1036.0,-1.03,22147000.0,0.0,,,,,,,,,210000.0,-87.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Neutral
YESBANK,22.81,-0.7,1192996000.0,0.15,,,,,,,,,7339600.0,-86.74,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
SONACOMS,729.1,0.61,10680775.0,0.5,,,,,,,,,243775.0,-86.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ULTRACEMCO,11840.0,-1.77,1761050.0,0.08,,,,,,,,,20100.0,-85.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
IOC,139.79,0.06,146113500.0,0.38,,,,,,,,,1009125.0,-86.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
360ONE,1154.8,-0.85,4433500.0,0.48,,,,,,,,,153000.0,-79.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
BDL,1229.7,0.06,7281525.0,0.75,,,,,,,,,146200.0,-78.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
UNOMINDA,1170.7,-0.39,4519900.0,0.97,,,,,,,,,76450.0,-90.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
KPITTECH,601.25,-5.71,12883600.0,4.7,,,,,,,,,2615625.0,-90.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup
TRENT,3008.0,-0.17,11171925.0,0.12,,,,,,,,,90225.0,-89.61,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
MCX,2715.0,-0.63,7017075.0,0.19,,,,,,,,,89325.0,-89.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
SUNPHARMA,2011.8,0.8,14029050.0,0.35,,,,,,,,,140700.0,-89.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
SHRIRAMFIN,1040.6,-0.67,27173850.0,0.52,,,,,,,,,300300.0,-89.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
AUROPHARMA,1600.0,0.03,9945650.0,0.43,,,,,,,,,152350.0,-90.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
LICHSGFIN,538.5,-1.58,23691000.0,0.54,,,,,,,,,251000.0,-90.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
MAZDOCK,2294.1,-0.75,4916925.0,0.22,,,,,,,,,21600.0,-90.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
DRREDDY,1147.8,0.27,13958125.0,0.35,,,,,,,,,278750.0,-90.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HINDPETRO,392.9,-0.56,42091650.0,0.3,,,,,,,,,295650.0,-91.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
INDIANB,828.5,-0.43,12391000.0,0.12,,,,,,,,,108000.0,-91.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
CDSL,1349.0,-0.66,9521850.0,-0.01,,,,,,,,,110200.0,-91.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Long Unwinding
SENSEX,77650.0,-0.07,25220.0,0.56,,,,,,,,,2500.0,-91.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
BPCL,318.75,-0.17,38692225.0,0.16,,,,,,,,,240950.0,-91.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
HINDZINC,539.8,-0.14,28657650.0,-0.01,,,,,,,,,256025.0,-91.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Long Unwinding
INOXWIND,75.32,-2.31,106176000.0,0.75,,,,,,,,,1708800.0,-91.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
SUPREMEIND,3518.7,0.51,2265900.0,0.26,,,,,,,,,54075.0,-90.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HINDALCO,971.95,0.37,51819600.0,-0.08,,,,,,,,,463400.0,-90.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering
HAL,4600.0,0.04,5036700.0,0.44,,,,,,,,,34350.0,-90.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BANKNIFTY,57083.6,-0.45,2091390.0,0.27,,,,,,,,,56580.0,-89.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
NBCC,93.52,-1.37,100295000.0,0.1,,,,,,,,,533000.0,-89.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
MUTHOOTFIN,3037.7,0.05,7028175.0,0.23,,,,,,,,,47025.0,-92.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
DIXON,14137.0,0.31,2271700.0,0.27,,,,,,,,,38450.0,-92.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HDFCBANK,750.6,-0.02,297941800.0,0.1,,,,,,,,,1482000.0,-92.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
BSE,3540.0,-0.37,8271200.0,0.09,,,,,,,,,96600.0,-92.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
NYKAA,330.25,0.26,43571875.0,0.09,,,,,,,,,175000.0,-91.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
GMRAIRPORT,106.01,-1.54,128123775.0,0.2,,,,,,,,,920700.0,-92.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
NIFTY,24314.4,0.01,13306605.0,-0.03,,,,,,,,,237705.0,-92.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering
DIVISLAB,7845.0,0.47,3494100.0,0.09,,,,,,,,,73800.0,-92.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
KALYANKJIL,631.9,0.17,24232500.0,-0.63,,,,,,,,,982800.0,-93.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering
ICICIPRULI,514.4,0.21,19197450.0,0.07,,,,,,,,,67525.0,-93.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ADANIGREEN,1358.6,-1.68,26299200.0,0.2,,,,,,,,,157200.0,-93.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
SUZLON,46.66,-2.0,459676500.0,0.06,,,,,,,,,7861300.0,-93.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
ASIANPAINT,2684.0,-3.1,7979750.0,1.63,,,,,,,,,597250.0,-93.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
LICI,423.0,0.28,18249000.0,0.08,,,,,,,,,75600.0,-93.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
VEDL,265.7,0.04,49062450.0,-0.01,,,,,,,,,197800.0,-92.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering
SBIN,1017.4,-0.24,80880000.0,0.02,,,,,,,,,280500.0,-92.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
ADANIENSOL,1642.0,-1.84,19190925.0,0.2,,,,,,,,,143775.0,-93.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
BAJFINANCE,1054.6,-0.27,65808750.0,0.23,,,,,,,,,453000.0,-93.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
HDFCAMC,2551.9,-0.14,6106500.0,-0.12,,,,,,,,,27600.0,-93.72,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Long Unwinding
RADICO,4421.6,0.95,776850.0,1.23,,,,,,,,,45000.0,-93.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
HAVELLS,1249.5,0.39,9423000.0,0.2,,,,,,,,,69000.0,-93.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
IRFC,89.22,-0.38,80865050.0,0.32,,,,,,,,,721525.0,-93.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
FEDERALBNK,357.3,-0.47,86832500.0,-0.02,,,,,,,,,325000.0,-93.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Long Unwinding
IDFCFIRSTB,84.32,-0.86,353767050.0,0.14,,,,,,,,,1864275.0,-93.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
HYUNDAI,1995.2,0.76,3948175.0,0.15,,,,,,,,,29425.0,-94.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
LAURUSLABS,1791.9,0.37,16693150.0,0.38,,,,,,,,,215900.0,-94.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PNB,111.34,-0.38,293512000.0,0.04,,,,,,,,,1016000.0,-94.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
M&M,3252.3,0.69,14707800.0,0.18,,,,,,,,,193400.0,-94.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
WAAREEENER,2553.7,-6.53,7435050.0,5.01,,,,,,,,,1126650.0,-15.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup
BIOCON,427.7,-1.19,47127500.0,-0.17,,,,,,,,,895000.0,-84.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding
PREMIERENE,998.2,-3.14,6583200.0,2.48,,,,,,,,,358800.0,-53.06,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup
DABUR,419.4,-3.72,29977500.0,2.05,,,,,,,,,2886250.0,-39.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup
BAJAJ-AUTO,11481.0,0.71,1908525.0,0.28,,,,,,,,,18225.0,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
ETERNAL,307.55,-1.2,151509150.0,-0.1,,,,,,,,,2308600.0,-94.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Long Unwinding
CROMPTON,263.75,-0.88,58234900.0,0.01,,,,,,,,,645000.0,-94.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
SBICARD,660.1,-0.02,21792000.0,0.3,,,,,,,,,116800.0,-94.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
NATIONALUM,346.85,-0.06,43867500.0,0.01,,,,,,,,,474375.0,-94.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
PNBHOUSING,1042.3,-0.82,7407400.0,0.21,,,,,,,,,68250.0,-94.26,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
ADANIPOWER,208.6,-0.92,153388400.0,0.2,,,,,,,,,752600.0,-94.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
BRITANNIA,5450.0,0.06,2052250.0,0.11,,,,,,,,,17125.0,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
BAJAJFINSV,1935.4,0.34,8696100.0,0.23,,,,,,,,,52200.0,-94.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
OBEROIRLTY,1826.1,-0.75,5493600.0,0.1,,,,,,,,,24500.0,-94.5,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
SRF,2643.0,-0.56,4420200.0,0.07,,,,,,,,,17800.0,-94.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
GVT&D,4084.3,-0.82,2944375.0,0.59,,,,,,,,,36500.0,-94.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
PGEL,615.65,-0.14,10454750.0,0.47,,,,,,,,,217550.0,-94.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
MIDCPNIFTY,14714.55,-0.1,1889640.0,0.07,,,,,,,,,12600.0,-94.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
ICICIBANK,1421.8,-0.65,106572200.0,0.1,,,,,,,,,364000.0,-94.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
MANAPPURAM,371.95,-0.01,53469000.0,0.45,,,,,,,,,543000.0,-94.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
TMPV,331.1,-0.21,78337600.0,-0.02,,,,,,,,,414400.0,-94.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Long Unwinding
JSWENERGY,544.75,-0.78,24969025.0,0.08,,,,,,,,,74175.0,-94.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
BHARATFORG,2178.9,0.05,7542000.0,0.21,,,,,,,,,30500.0,-95.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
TATACONSUM,1106.0,0.34,15424750.0,0.02,,,,,,,,,39600.0,-95.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MOTILALOFS,850.65,-1.13,6960275.0,0.16,,,,,,,,,38750.0,-95.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup
TORNTPHARM,4930.8,0.56,4230625.0,-0.04,,,,,,,,,19625.0,-95.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering
APOLLOHOSP,8956.5,-0.08,1921000.0,0.01,,,,,,,,,4750.0,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
MARICO,887.3,0.89,14475600.0,0.47,,,,,,,,,247200.0,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
RVNL,223.54,-0.85,34825175.0,0.27,,,,,,,,,315700.0,-95.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
DALBHARAT,1819.5,-0.51,3769025.0,-0.22,,,,,,,,,19175.0,-95.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Long Unwinding
MARUTI,13855.0,0.12,2180350.0,0.3,,,,,,,,,18900.0,-95.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
MOTHERSON,145.71,-0.52,127624800.0,0.37,,,,,,,,,744150.0,-95.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
RECLTD,371.5,0.2,43252650.0,-0.05,,,,,,,,,349650.0,-95.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering
GLENMARK,2260.0,-0.56,11598375.0,0.04,,,,,,,,,60000.0,-95.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
LUPIN,2476.0,0.57,5662275.0,-0.1,,,,,,,,,55250.0,-95.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering
IDEA,13.18,0.23,5889682950.0,0.0,,,,,,,,,11078625.0,-94.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral
ANGELONE,301.95,-0.46,25340000.0,0.28,,,,,,,,,262500.0,-95.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
TITAN,4855.0,-0.15,5730550.0,0.16,,,,,,,,,27650.0,-95.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
APLAPOLLO,1875.0,-0.1,4432400.0,-0.02,,,,,,,,,15400.0,-95.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Long Unwinding
SBILIFE,1912.1,0.64,6679875.0,0.02,,,,,,,,,44625.0,-95.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup
PIDILITIND,1634.5,-0.1,7645500.0,0.21,,,,,,,,,51000.0,-95.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
CANBK,124.88,-0.46,402509250.0,0.01,,,,,,,,,870750.0,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup
INDUSINDBK,1006.0,-0.77,34617800.0,0.0,,,,,,,,,87500.0,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral
