Symbol,Price,Price Chg %,Price Chg %,Price Chg %,Price Chg %,Price Chg %,OI,OI Chg %,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Volume Chg %,Report_Type,Source_File
SBILIFE,"1,912.1",0.64,0.64,0.64,0.64,0.64,6679875,0.02,0.02,,,,,,,,,44625,-95.58,-95.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
APLAPOLLO,1875,-0.1,-0.1,-0.1,-0.1,-0.1,4432400,-0.02,-0.02,,,,,,,,,15400,-95.6,-95.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TATAPOWER,378.35,-0.15,-0.15,-0.15,-0.15,-0.15,63636150,-0.06,-0.06,,,,,,,,,276950,-95.64,-95.64,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PIDILITIND,"1,634.5",-0.1,-0.1,-0.1,-0.1,-0.1,7645500,0.21,0.21,,,,,,,,,51000,-95.69,-95.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CANBK,124.88,-0.46,-0.46,-0.46,-0.46,-0.46,402509250,0.01,0.01,,,,,,,,,870750,-95.75,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
INDUSINDBK,1006,-0.77,-0.77,-0.77,-0.77,-0.77,34617800,0,0,,,,,,,,,87500,-95.75,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ABCAPITAL,397,-0.77,-0.77,-0.77,-0.77,-0.77,33935700,0.03,0.03,,,,,,,,,300700,-95.76,-95.76,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
RELIANCE,1287,0.28,0.28,0.28,0.28,0.28,105608000,-0.07,-0.07,,,,,,,,,457500,-95.79,-95.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
VOLTAS,"1,310.1",-0.83,-0.83,-0.83,-0.83,-0.83,7225500,0.01,0.01,,,,,,,,,33750,-95.8,-95.8,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MFSL,1534,0.6,0.6,0.6,0.6,0.6,9669200,0.15,0.15,,,,,,,,,41600,-95.82,-95.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NIFTYNXT50,72650,-0.01,-0.01,-0.01,-0.01,-0.01,15825,0.48,0.48,,,,,,,,,125,-95.87,-95.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
POLICYBZR,"1,608.7",-0.52,-0.52,-0.52,-0.52,-0.52,9336950,0.02,0.02,,,,,,,,,24150,-95.88,-95.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PIIND,2760,0.17,0.17,0.17,0.17,0.17,2733325,0.1,0.1,,,,,,,,,8400,-95.89,-95.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
KOTAKBANK,390.45,-0.26,-0.26,-0.26,-0.26,-0.26,179642000,0.01,0.01,,,,,,,,,314000,-95.92,-95.92,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
FINNIFTY,"26,321.8",-0.09,-0.09,-0.09,-0.09,-0.09,27000,-0.22,-0.22,,,,,,,,,540,-95.93,-95.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
AXISBANK,"1,230.5",-0.77,-0.77,-0.77,-0.77,-0.77,78758125,0.06,0.06,,,,,,,,,273750,-95.94,-95.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
OFSS,11465,-0.04,-0.04,-0.04,-0.04,-0.04,1303200,0.08,0.08,,,,,,,,,12700,-95.98,-95.98,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CGPOWER,828.5,-0.71,-0.71,-0.71,-0.71,-0.71,18642200,0.49,0.49,,,,,,,,,185300,-96.0,-96.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
INDHOTEL,740.1,-0.04,-0.04,-0.04,-0.04,-0.04,21485000,0.04,0.04,,,,,,,,,56000,-96.01,-96.01,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
JIOFIN,248.6,-0.83,-0.83,-0.83,-0.83,-0.83,169519600,0.42,0.42,,,,,,,,,2488650,-96.03,-96.03,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
OIL,452.75,1.62,1.62,1.62,1.62,1.62,16069200,-0.03,-0.03,,,,,,,,,68600,-96.05,-96.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ALKEM,"5,710.5",0.25,0.25,0.25,0.25,0.25,1368625,0.05,0.05,,,,,,,,,3000,-96.09,-96.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
DLF,669.05,-0.48,-0.48,-0.48,-0.48,-0.48,46986050,0.08,0.08,,,,,,,,,169100,-96.1,-96.1,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SOLARINDS,18059,-0.75,-0.75,-0.75,-0.75,-0.75,787200,0.14,0.14,,,,,,,,,2400,-96.11,-96.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
GAIL,176.26,0.06,0.06,0.06,0.06,0.06,78742550,0.23,0.23,,,,,,,,,351450,-96.13,-96.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NHPC,77.75,-0.49,-0.49,-0.49,-0.49,-0.49,121458200,0.03,0.03,,,,,,,,,326650,-96.2,-96.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SWIGGY,285,0.22,0.22,0.22,0.22,0.22,54487200,1.2,1.2,,,,,,,,,1620600,-96.2,-96.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PFC,425.6,0.24,0.24,0.24,0.24,0.24,47895900,0.21,0.21,,,,,,,,,248300,-96.24,-96.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ASHOKLEY,158.19,-0.28,-0.28,-0.28,-0.28,-0.28,144005000,0.18,0.18,,,,,,,,,850000,-96.27,-96.27,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SIEMENS,"3,618.3",0.04,0.04,0.04,0.04,0.04,3665200,0.03,0.03,,,,,,,,,14175,-96.28,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TIINDIA,"2,770.1",-1.1,-1.1,-1.1,-1.1,-1.1,1950200,0.03,0.03,,,,,,,,,5800,-96.32,-96.32,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TATASTEEL,188.25,-0.08,-0.08,-0.08,-0.08,-0.08,161163750,0.16,0.16,,,,,,,,,937750,-96.34,-96.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BEL,387.1,-0.65,-0.65,-0.65,-0.65,-0.65,100595025,0.1,0.1,,,,,,,,,591375,-96.38,-96.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PETRONET,277.8,-0.13,-0.13,-0.13,-0.13,-0.13,31490600,0.07,0.07,,,,,,,,,89300,-96.4,-96.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BHARTIARTL,"1,966.5",0.5,0.5,0.5,0.5,0.5,57743375,0,0,,,,,,,,,137750,-96.43,-96.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
POLYCAB,9013,-0.97,-0.97,-0.97,-0.97,-0.97,2334375,0.2,0.2,,,,,,,,,11250,-96.43,-96.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BANKINDIA,137.49,-0.41,-0.41,-0.41,-0.41,-0.41,99070400,0.05,0.05,,,,,,,,,296400,-96.44,-96.44,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BANKBARODA,243.75,-0.45,-0.45,-0.45,-0.45,-0.45,130490100,0.06,0.06,,,,,,,,,456300,-96.46,-96.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ZYDUSLIFE,"1,132.4",0.28,0.28,0.28,0.28,0.28,9705600,-0.02,-0.02,,,,,,,,,45900,-96.46,-96.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
FORTIS,954.7,-0.35,-0.35,-0.35,-0.35,-0.35,9090750,0.01,0.01,,,,,,,,,27900,-96.48,-96.48,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
AMBER,7426,-0.24,-0.24,-0.24,-0.24,-0.24,1264500,0.16,0.16,,,,,,,,,12000,-96.52,-96.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
TATAELXSI,"3,705.5",0.34,0.34,0.34,0.34,0.34,2616000,0.16,0.16,,,,,,,,,25375,-96.54,-96.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
UNIONBANK,170.62,-0.57,-0.57,-0.57,-0.57,-0.57,119545800,0.04,0.04,,,,,,,,,358425,-96.57,-96.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BLUESTARCO,"1,677.9",-0.18,-0.18,-0.18,-0.18,-0.18,3118700,0.01,0.01,,,,,,,,,11050,-96.66,-96.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
UNITDSPR,"1,526.9",0.87,0.87,0.87,0.87,0.87,8342800,0.12,0.12,,,,,,,,,51600,-96.7,-96.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
GODREJPROP,"2,145.1",-0.8,-0.8,-0.8,-0.8,-0.8,7532525,0.1,0.1,,,,,,,,,25025,-96.77,-96.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ITC,288.5,0.28,0.28,0.28,0.28,0.28,156495450,0.07,0.07,,,,,,,,,455400,-96.84,-96.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HDFCLIFE,560.2,0.07,0.07,0.07,0.07,0.07,41240100,0.02,0.02,,,,,,,,,77000,-96.88,-96.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CONCOR,523.95,-0.45,-0.45,-0.45,-0.45,-0.45,21895000,0.01,0.01,,,,,,,,,62500,-96.9,-96.9,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ADANIENT,"3,020.2",-0.75,-0.75,-0.75,-0.75,-0.75,16169043,0.13,0.13,,,,,,,,,92700,-96.93,-96.93,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
JUBLFOOD,437.2,-0.51,-0.51,-0.51,-0.51,-0.51,17331250,0.05,0.05,,,,,,,,,83750,-96.95,-96.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CAMS,788.85,-0.68,-0.68,-0.68,-0.68,-0.68,6504300,0.09,0.09,,,,,,,,,26400,-97.09,-97.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ABB,"7,273.5",-0.91,-0.91,-0.91,-0.91,-0.91,2051750,0.04,0.04,,,,,,,,,26000,-97.13,-97.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PATANJALI,358.4,-0.11,-0.11,-0.11,-0.11,-0.11,30389175,0.17,0.17,,,,,,,,,566525,-97.15,-97.15,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
COALINDIA,409.45,0.59,0.59,0.59,0.59,0.59,75728250,0,0,,,,,,,,,224100,-97.18,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
COLPAL,2148,-1.29,-1.29,-1.29,-1.29,-1.29,4361775,0.34,0.34,,,,,,,,,99000,-97.18,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PAYTM,"1,333.9",-0.05,-0.05,-0.05,-0.05,-0.05,19631550,0.06,0.06,,,,,,,,,150075,-97.21,-97.21,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
RBLBANK,370.5,-0.63,-0.63,-0.63,-0.63,-0.63,47710725,0.31,0.31,,,,,,,,,250825,-97.22,-97.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
VMM,108.41,-0.41,-0.41,-0.41,-0.41,-0.41,42296850,-0.02,-0.02,,,,,,,,,130950,-97.24,-97.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
KEI,4809,-1.05,-1.05,-1.05,-1.05,-1.05,2023525,0.05,0.05,,,,,,,,,5075,-97.3,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SHREECEM,26550,-0.17,-0.17,-0.17,-0.17,-0.17,320800,0.03,0.03,,,,,,,,,950,-97.3,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CUMMINSIND,5378,-0.66,-0.66,-0.66,-0.66,-0.66,3983800,0.09,0.09,,,,,,,,,18600,-97.33,-97.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MANKIND,"2,598.3",-0.06,-0.06,-0.06,-0.06,-0.06,2715500,-0.03,-0.03,,,,,,,,,14000,-97.34,-97.34,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CIPLA,1484,0.08,0.08,0.08,0.08,0.08,9868075,0,0,,,,,,,,,43350,-97.37,-97.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
IEX,134,-0.88,-0.88,-0.88,-0.88,-0.88,70739700,0.11,0.11,,,,,,,,,261000,-97.38,-97.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
POWERINDIA,31565,-0.93,-0.93,-0.93,-0.93,-0.93,531650,0.16,0.16,,,,,,,,,3125,-97.39,-97.39,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
LTF,306.7,-1.27,-1.27,-1.27,-1.27,-1.27,49522500,0.21,0.21,,,,,,,,,326250,-97.45,-97.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
IREDA,118.3,-0.73,-0.73,-0.73,-0.73,-0.73,63512900,0.11,0.11,,,,,,,,,153850,-97.53,-97.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
KFINTECH,943.9,-0.61,-0.61,-0.61,-0.61,-0.61,3429875,-0.13,-0.13,,,,,,,,,38525,-97.54,-97.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
DELHIVERY,467.55,-0.6,-0.6,-0.6,-0.6,-0.6,23175675,0.29,0.29,,,,,,,,,124500,-97.55,-97.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
PHOENIXLTD,"1,901.5",-0.57,-0.57,-0.57,-0.57,-0.57,3577350,0.32,0.32,,,,,,,,,50400,-97.77,-97.77,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NTPC,344.7,-0.25,-0.25,-0.25,-0.25,-0.25,100576500,0.01,0.01,,,,,,,,,100500,-97.95,-97.95,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
UPL,611.35,-0.23,-0.23,-0.23,-0.23,-0.23,30281540,0.01,0.01,,,,,,,,,52845,-97.96,-97.96,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
ICICIGI,"1,653.4",-0.24,-0.24,-0.24,-0.24,-0.24,5073250,0.02,0.02,,,,,,,,,9750,-97.97,-97.97,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
POWERGRID,284.7,0.35,0.35,0.35,0.35,0.35,43128100,0.03,0.03,,,,,,,,,142500,-98.11,-98.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BOSCHLTD,41090,0.49,0.49,0.49,0.49,0.49,204975,0.1,0.1,,,,,,,,,1175,-98.12,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
DMART,"3,859.5",0.17,0.17,0.17,0.17,0.17,5151750,0.01,0.01,,,,,,,,,11850,-98.22,-98.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BANDHANBNK,172.19,-0.53,-0.53,-0.53,-0.53,-0.53,129949200,0.03,0.03,,,,,,,,,464400,-98.24,-98.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
LT,"3,938.3",-0.17,-0.17,-0.17,-0.17,-0.17,12023900,0,0,,,,,,,,,63350,-98.29,-98.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BHEL,405.95,-0.32,-0.32,-0.32,-0.32,-0.32,81041625,0.06,0.06,,,,,,,,,236250,-98.31,-98.31,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
AMBUJACEM,434.65,-0.79,-0.79,-0.79,-0.79,-0.79,79564800,0.08,0.08,,,,,,,,,232800,-98.35,-98.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
JINDALSTEL,"1,094.2",-0.01,-0.01,-0.01,-0.01,-0.01,12802500,0.01,0.01,,,,,,,,,46250,-98.35,-98.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NMDC,86.15,-0.17,-0.17,-0.17,-0.17,-0.17,340935750,-0.02,-0.02,,,,,,,,,499500,-98.46,-98.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
GRASIM,"3,114.6",-0.16,-0.16,-0.16,-0.16,-0.16,11924500,0.01,0.01,,,,,,,,,7250,-98.53,-98.53,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
MAXHEALTH,"1,121.5",0.39,0.39,0.39,0.39,0.39,9678900,0.04,0.04,,,,,,,,,11550,-98.54,-98.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
COCHINSHIP,1398,-0.45,-0.45,-0.45,-0.45,-0.45,5723200,0.09,0.09,,,,,,,,,12800,-98.56,-98.56,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
NAM-INDIA,1156,-0.23,-0.23,-0.23,-0.23,-0.23,7005625,-0.03,-0.03,,,,,,,,,10625,-98.62,-98.62,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
CHOLAFIN,1802,-0.61,-0.61,-0.61,-0.61,-0.61,12668750,-0.02,-0.02,,,,,,,,,55000,-98.75,-98.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
GODFRYPHLP,"2,044.8",-0.31,-0.31,-0.31,-0.31,-0.31,1915100,-0.04,-0.04,,,,,,,,,11000,-98.78,-98.78,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
JSWSTEEL,"1,281.4",-0.19,-0.19,-0.19,-0.19,-0.19,39320100,0,0,,,,,,,,,31050,-98.85,-98.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
SAIL,171.22,0.05,0.05,0.05,0.05,0.05,182139100,0.05,0.05,,,,,,,,,427700,-98.87,-98.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
HINDUNILVR,"2,134.6",0.19,0.19,0.19,0.19,0.19,15469200,-0.01,-0.01,,,,,,,,,85500,-98.94,-98.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
GODREJCP,"1,073.4",-0.11,-0.11,-0.11,-0.11,-0.11,10182000,0.01,0.01,,,,,,,,,6000,-99.25,-99.25,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BANKEX,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
BAJAJHLDNG,-,-,-,-,-,-,-,-,-,,,,,,,,,-,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx
